index,id,name,normalized_name,gender
3280,3333,VOICE ON TRANSMITTER,voice on transmitter,
3281,3334,2ND VOICE ON TRANSMITTER,2nd voice on transmitter,
3282,3335,3RD VOICE,3rd voice,
3283,3336,Krusty Clock,krusty clock,
3284,3337,Rachel Jordan,rachel jordan,
3285,3338,King David,king david,
3286,3339,Frank Sinatra,frank sinatra,
3287,3340,Captain Kirk,captain kirk,
3288,3341,Uhura,uhura,
3289,3342,Ymca Representative,ymca representative,
3290,3343,Lugash,lugash,
3291,3344,Rapper,rapper,
3292,3345,Moon,moon,
3293,3346,MARVIN GAYE,marvin gaye,
3294,3347,Dog/cat,dogcat,
3295,3348,Bill Cosby,bill cosby,
3296,3349,Airline Rep,airline rep,
3297,3351,Country Doctor,country doctor,
3298,3352,Abe Bunyan,abe bunyan,
3299,3353,Mrs. Abe Bunyan,mrs abe bunyan,
3300,3354,Paul Bunyan,paul bunyan,
3301,3355,Sourdough Moe,sourdough moe,
3302,3356,PUAL BUNYAN,pual bunyan,
3303,3357,Connie Appleseed,connie appleseed,
3304,3358,FAINT VOICE,faint voice,
3305,3359,Huck Finn,huck finn,
3306,3360,Tom Sawyer,tom sawyer,
3307,3361,Becky Thatcher,becky thatcher,
3308,3362,Judge Thatcher,judge thatcher,
3309,3363,Parson Lovejoy,parson lovejoy,
3310,3364,Sheriff Wiggum,sheriff wiggum,
3311,3365,HUCK/TOM,hucktom,
3312,3366,Cholera Woman,cholera woman,
3313,3367,Baby Vendor,baby vendor,
3314,3368,Gypsy,gypsy,
3315,3369,Shrunken Head,shrunken head,
3316,3370,Gil Robot,gil robot,
3317,3371,Robot Worker #1,robot worker 1,
3318,3372,Robot Worker #2,robot worker 2,
3319,3373,ROBOT WORKERS #1 AND #2,robot workers 1 and 2,
3320,3374,Ultrahouse 3000,ultrahouse 3000,
3321,3375,Matthew Perry,matthew perry,
3322,3376,Dennis Miller,dennis miller,
3323,3378,Harry Potter,harry potter,
3324,3379,PRINCE,prince,
3325,3380,Prince William,prince william,
3326,3381,Bart's Prince,barts prince,
3327,3382,Montymort,montymort,
3328,3383,Slithers,slithers,
3329,3384,KRUSTY FACE,krusty face,
3330,3385,COMIC BOOK GUY FACE,comic book guy face,
3331,3386,FROG PRINCE,frog prince,
3332,3387,CAMPY 40'S MOVIE DETECTIVE,campy 40s movie detective,
3333,3388,Cora,cora,
3334,3389,Police Dog,police dog,
3335,3391,Seal,seal,
3336,3392,Dr. Kaufman,dr kaufman,
3337,3393,Super-muscular Soldier,super-muscular soldier,
3338,3394,Prof. Huntington,prof huntington,
3339,3395,Formico,formico,
3340,3396,Models,models,
3341,3397,Model #2,model 2,
3342,3398,Model #1,model 1,
3343,3399,Sad Robot,sad robot,
3344,3400,Female Bargoer,female bargoer,
3345,3401,Male Bargoer,male bargoer,
3346,3402,Bargoers,bargoers,
3347,3403,REM,rem,
3348,3404,Peter Buck,peter buck,
3349,3405,Michael Stipe,michael stipe,
3350,3406,Mike Mills,mike mills,
3351,3407,Turkey,turkey,
3352,3408,Animal Catcher #1,animal catcher 1,
3353,3409,Older Chinese Man,older chinese man,
3354,3410,WRITERS,writers,
3355,3411,MR. BURNS BRAIN,mr burns brain,
3356,3412,Anti-theft Device,anti-theft device,
3357,3413,Burly,burly,
3358,3414,Mama Celeste,mama celeste,
3359,3415,Paul Newman,paul newman,
3360,3416,Mesmerino,mesmerino,
3361,3417,Buddy Love,buddy love,
3362,3418,Young Lenny,young lenny,
3363,3419,Young Carl,young carl,
3364,3420,Young Louie,young louie,
3365,3421,Young Fat Tony,young fat tony,
3366,3422,Young Moe,young moe,
3367,3423,Young Legs,young legs,
3368,3424,"Waylon Smithers, Sr.",waylon smithers sr,
3369,3425,WAYLON JR.,waylon jr,
3370,3426,Space Ship Ensign,space ship ensign,
3371,4164,Cake,cake,
3372,3350,Hobo,hobo,m
3373,3377,Pierce Brosnan,pierce brosnan,m
3374,3427,Space Ship Captain,space ship captain,
3375,3428,Astronaut Pitchman,astronaut pitchman,
3376,3429,Wino,wino,
3377,3430,Council Members,council members,
3378,3431,Money Changer,money changer,
3379,3432,Ghostly Voice,ghostly voice,
3380,3433,Richard Gere,richard gere,
3381,3434,Strom Thurmond,strom thurmond,
3382,3435,Ralph Nader,ralph nader,
3383,3436,Dracula,dracula,
3384,3437,Bob Dole,bob dole,
3385,3438,Environmentalist,environmentalist,
3386,3439,Spotted Owl,spotted owl,
3387,3441,Other Students,other students,
3388,3442,Cougar,cougar,
3389,3443,Overweight Man,overweight man,
3390,3444,PEOPLE IN THE PYRAMID,people in the pyramid,
3391,3445,People In Pyramid,people in pyramid,
3392,3446,CEO,ceo,
3393,3447,MOTHERLOVING,motherloving,
3394,3448,Lawyers,lawyers,
3395,3449,Dia-Betty,dia-betty,
3396,3450,ELECTRONICALLY-ALTERED VOICE,electronically-altered voice,
3397,3451,Count Fudge-ula,count fudge-ula,
3398,3452,Sugar Dealer,sugar dealer,
3399,3453,Two Male Marchers,two male marchers,
3400,3454,Marcher,marcher,
3401,3455,Lesbians,lesbians,
3402,3456,Gay Man,gay man,
3403,3457,Duck,duck,
3404,3458,Justin,justin,
3405,3459,Soccer Mummy,soccer mummy,
3406,3460,Teenage Soccer Player,teenage soccer player,
3407,3461,Announcer #3,announcer 3,
3408,3462,Teenage Usher #1,teenage usher 1,
3409,3463,Teenage Usher #2,teenage usher 2,
3410,3465,Society Man,society man,
3411,3466,Barbara Walters,barbara walters,
3412,3467,Joy Behar,joy behar,
3413,3468,Gen X Girl,gen x girl,
3414,3469,Star Jones,star jones,
3415,3470,Professor Van Doren,professor van doren,
3416,3471,Derby Announcer,derby announcer,
3417,3472,Beer Vendor,beer vendor,
3418,3473,Derby Announcer #1,derby announcer 1,
3419,3474,Kristen Davis,kristen davis,
3420,3475,Kim Catrall,kim catrall,
3421,3476,Sarah Jessica Parker,sarah jessica parker,
3422,3477,Taxi Driver,taxi driver,
3423,3478,German Baron,german baron,
3424,3479,Dinosaur Doll,dinosaur doll,
3425,3480,One-armed Man,one-armed man,
3426,3481,Ant,ant,
3427,3482,Helicopter Cop,helicopter cop,
3428,3483,Headmaster,headmaster,
3429,3484,Headmaster's Wife,headmasters wife,
3430,3485,Wolfgang Puck,wolfgang puck,
3431,3486,Little Rich Boy,little rich boy,
3432,3487,Greta Wolfcastle,greta wolfcastle,
3433,3488,Snobby Bully #1,snobby bully 1,
3434,3489,Snobby Bully #2,snobby bully 2,
3435,3490,Lookalike,lookalike,
3436,3491,Teenage Waiter,teenage waiter,
3437,3492,Tram Driver,tram driver,
3438,3493,Bully #1,bully 1,
3439,3494,Bully #2,bully 2,
3440,3495,Canadian Player,canadian player,
3441,3496,Ostrich,ostrich,
3442,3497,COWBOY,cowboy,
3443,3499,Sad Cowboy,sad cowboy,
3444,3500,Bank Robber,bank robber,
3445,3501,Grampa's Recorded Voice,grampas recorded voice,
3446,3502,Zelda,zelda,
3447,3504,Elderly Ladies,elderly ladies,
3448,3505,OLD MEN,old men,
3449,3506,Black Best Friend,black best friend,
3450,3507,DISTINGUISHED VOICE,distinguished voice,
3451,3508,HISPANIC GENTLEMAN,hispanic gentleman,
3452,3509,1940S ANNOUNCER,1940s announcer,
3453,3510,Revue Cast Members,revue cast members,
3454,3511,Charo,charo,
3455,3512,"RAY JAY JOHNSON, JR.",ray jay johnson jr,
3456,3513,Charlie Callas,charlie callas,
3457,3514,Yakov Smirnov,yakov smirnov,
3458,3515,Audience Members,audience members,
3459,3516,CHARRO,charro,
3460,3517,Dionysus Barney,dionysus barney,
3461,3518,SEA CAPTAIN/POSEIDON,sea captainposeidon,
3462,3519,SEA CAPTAIN/POSEIDON CLOUD,sea captainposeidon cloud,
3463,3520,Sirens,sirens,
3464,3521,Crewmembers,crewmembers,
3465,3522,Discus Stu,discus stu,
3466,3523,Greek Sailors,greek sailors,
3467,3524,Circe,circe,
3468,3525,Lenny Pig,lenny pig,
3469,3526,Dead Souls,dead souls,
3470,3527,Other Suitors,other suitors,
3471,3528,Goose,goose,
3472,3529,Catapult Man,catapult man,
3473,3530,French Army,french army,
3474,4165,Pie #3,pie 3,
3475,3498,BUCK,buck,m
3476,3503,Zack,zack,m
3477,3440,Gabriel,gabriel,m
3478,3531,English Soldier,english soldier,
3479,3532,English Soldier #1,english soldier 1,
3480,3533,English Soldier #2,english soldier 2,
3481,3534,Judge Lovejoy,judge lovejoy,
3482,3535,Courtroom Audience,courtroom audience,
3483,3536,Hamlet Bart,hamlet bart,
3484,3537,Court,court,
3485,3538,Viking,viking,
3486,3539,Guilden-Lenny,guilden-lenny,
3487,3540,Rosen-Carl,rosen-carl,
3488,3541,Man In The Moon,man in the moon,
3489,3542,Female Robot,female robot,
3490,3543,Mr. Movie Phone,mr movie phone,
3491,3544,Telemarketer,telemarketer,
3492,3545,Ronaldo,ronaldo,
3493,3546,Sexy Blonde Woman,sexy blonde woman,
3494,3547,PINEAPPLE MAN,pineapple man,
3495,3548,FLAMINGO,flamingo,
3496,3549,Lifeguard,lifeguard,
3497,3550,Potato,potato,
3498,3551,Crows,crows,
3499,3552,Present-Day Homer,present-day homer,
3500,3553,Trey Anastasio,trey anastasio,
3501,3554,Page McConnell,page mcconnell,
3502,3555,Jon Fishman,jon fishman,
3503,3556,SOME AUDIENCE MEMBERS,some audience members,
3504,3557,Mike Gordon,mike gordon,
3505,3558,Pete,pete,
3506,3559,Seamus,seamus,
3507,3560,Booking Agent,booking agent,
3508,3561,Mr. Blackwell,mr blackwell,
3509,3562,Jenkins,jenkins,
3510,3563,Danger Dog,danger dog,
3511,3564,Stan Lee,stan lee,
3512,3565,Stegosaurus,stegosaurus,
3513,3566,Todd Linux,todd linux,
3514,3567,Bin Laden,bin laden,
3515,3568,Lou Rawls,lou rawls,
3516,3569,Voice Actor,voice actor,
3517,3570,Cartoon Bart,cartoon bart,
3518,3571,Passersby,passersby,
3519,3572,Paperboy,paperboy,
3520,3573,Milkman,milkman,
3521,3574,Piano Lady,piano lady,
3522,3575,Squishee Lady,squishee lady,
3523,3576,Tom Brokaw,tom brokaw,
3524,3577,Dream Squishee Lady,dream squishee lady,
3525,3578,James Lipton,james lipton,
3526,3579,Delivery Guy,delivery guy,
3527,3580,Divorce Lawyer,divorce lawyer,
3528,3581,Sashi,sashi,
3529,3582,Pria,pria,
3530,3583,Uma,uma,
3531,3584,Sandeep,sandeep,
3532,3585,Nabendu,nabendu,
3533,3586,Gheet,gheet,
3534,3587,Deliveryman,deliveryman,
3535,3588,Ms. Pommelhorst,ms pommelhorst,
3536,3589,Liberace Doll,liberace doll,
3537,3590,Carrie,carrie,
3538,3591,Tina,tina,
3539,3592,Robert Pinsky,robert pinsky,
3540,3593,Student #1,student 1,
3541,3594,Student #2,student 2,
3542,3595,Glue-bottle Cow,glue-bottle cow,
3543,3596,Student #3,student 3,
3544,3597,Student #4,student 4,
3545,3598,CATERPILLAR,caterpillar,
3546,3599,Screamapillar,screamapillar,
3547,3600,Homer Devil,homer devil,
3548,3601,Homer Angel,homer angel,
3549,3602,VOICE OVER MEGAPHONE,voice over megaphone,
3550,3603,Mrs. Bellamy,mrs bellamy,
3551,3604,LADIES,ladies,
3552,3605,Prison Warden,prison warden,
3553,3606,Michael Clark Duncan,michael clark duncan,
3554,3607,Executioner,executioner,
3555,3608,Man With Braces,man with braces,
3556,3609,Carmen Electra,carmen electra,
3557,3610,Butterfly,butterfly,
3558,3611,Fonzie,fonzie,
3559,3612,Arnie,arnie,
3560,3613,Looters,looters,
3561,3614,Beatnik,beatnik,
3562,3615,Monster,monster,
3563,3616,Newsie,newsie,
3564,3617,Otis,otis,
3565,3618,Other Gangsters,other gangsters,
3566,3619,Maude Ghost,maude ghost,
3567,3620,Demon Maude,demon maude,
3568,3621,Peddler,peddler,
3569,3622,Homer Double,homer double,
3570,3623,Doubles,doubles,
3571,3624,HOMER DOUBLES,homer doubles,
3572,3625,TRACEY ULLMAN SHOW HOMER,tracey ullman show homer,
3573,3626,Farmer Gil,farmer gil,
3574,3627,Army General,army general,
3575,3628,Air Force General,air force general,
3576,3629,WILLIAM BONNEY,william bonney,
3577,3630,WILLIAM BONNEY/BILLY THE KID,william bonneybilly the kid,
3578,3631,BILLY THE KID,billy the kid,
3579,3632,Sundance Kid,sundance kid,
3580,3633,Frank James,frank james,
3581,3634,Kaiser,kaiser,
3582,3635,Future Homer,future homer,
3583,3636,Turkey Frink,turkey frink,
3584,3637,Panther Marge,panther marge,
3585,3638,Cow Flanders,cow flanders,
3586,3639,Ralph Peacock,ralph peacock,
3587,3640,Comic Book Ram,comic book ram,
3588,3641,Pig Wiggum,pig wiggum,
3589,3642,Owl Lisa,owl lisa,
3590,3643,Alligator Sea Captain,alligator sea captain,
3591,3644,Fox Burns,fox burns,
3592,3645,LISA OWL,lisa owl,
3593,3646,Spider Bart,spider bart,
3594,3647,Disco Shrew,disco shrew,
3595,3648,Other Manimals,other manimals,
3596,3649,Walrus Homer,walrus homer,
3597,3650,Cab Driver,cab driver,
3598,3651,Network Announcer,network announcer,
3599,3652,Female Cab Driver,female cab driver,
3600,3653,Drunk Homer,drunk homer,
3601,3655,Keith Richards,keith richards,
3602,3656,Elvis Costello,elvis costello,
3603,3657,Lenny Kravitz,lenny kravitz,
3604,3658,Kenny Loggins,kenny loggins,
3605,3659,Brian Setzer,brian setzer,
3606,3660,Tom Petty,tom petty,
3607,3661,GROUPIES,groupies,
3608,3662,Rock Stars,rock stars,
3609,3663,Salvadoran Rebel,salvadoran rebel,
3610,3664,Jeff Probst,jeff probst,
3611,3665,Rhino,rhino,
3612,3666,Male Game Show Host,male game show host,
3613,3667,Race Track Announcer,race track announcer,
3614,3668,Japanese Joey,japanese joey,
3615,3669,Japanese Phoebe,japanese phoebe,
3616,3670,Clock Announcer,clock announcer,
3617,3671,Robot #1,robot 1,
3618,3672,Robot #2,robot 2,
3619,3673,Clown,clown,
3620,3674,Characters,characters,
3621,3675,M.C. Safety,mc safety,
3622,3676,Caution Crew Member,caution crew member,
3623,3678,Third-grade Class,third-grade class,
3624,3679,Third-grade Girl,third-grade girl,
3625,3680,Teenagers,teenagers,
3626,3681,Senate Chairman,senate chairman,
3627,3682,Governor Mary Bailey,governor mary bailey,
3628,3683,Homeless Man,homeless man,
3629,3684,Mountain Man,mountain man,
3630,3685,Grandpappy,grandpappy,
3631,3686,Mountain Woman,mountain woman,
3632,3687,Spanish Man,spanish man,
3633,3689,Kid Announcer,kid announcer,
3634,3690,BAJA MEN,baja men,
3635,3691,LINDSAY/COOKIE,lindsaycookie,
3636,3692,Television,television,
3637,3693,Clownface,clownface,
3638,3694,Chief O'Hara,chief ohara,
3639,3695,Veterans,veterans,
3640,3696,Head Veteran,head veteran,
3641,3697,Angelo,angelo,
3642,3698,All Men,all men,
3643,3699,Kiki,kiki,
3644,3700,Shoe Buyer #1,shoe buyer 1,
3645,3701,Shoe Buyer #2,shoe buyer 2,
3646,3702,Stampy,stampy,
3647,3703,Baha Men,baha men,
3648,3704,Larry Holmes,larry holmes,
3649,3705,Gummy Sue,gummy sue,
3650,3706,Kozlov,kozlov,
3651,3707,Termites,termites,
3652,3708,Exterminator,exterminator,
3653,3709,Bran Producers,bran producers,
3654,3710,Bran Producer #1,bran producer 1,
3655,3711,Bran Producer #2,bran producer 2,
3656,3712,Mitch,mitch,
3657,3713,David Lander,david lander,
3658,3714,BEARDED MAN,bearded man,
3659,3715,Female Castaway,female castaway,
3660,3716,Sad Man,sad man,
3661,3717,Reality Show Tribe,reality show tribe,
3662,3718,Cameraman #1,cameraman 1,
3663,3719,Cameraman #2,cameraman 2,
3664,3720,Cop #1,cop 1,
3665,3721,Cop #2,cop 2,
3666,3722,Masseur,masseur,
3667,3723,ASIAN MASSEUSE,asian masseuse,
3668,3724,Yoga Master,yoga master,
3669,3725,Man With Mustache,man with mustache,
3670,3726,HOMER THOUGHTS,homer thoughts,
3671,3727,Roommate,roommate,
3672,3728,Decapitating Harry,decapitating harry,
3673,3729,High-tech Cell,high-tech cell,
3674,3730,Junior,junior,
3675,3731,Man Dressed As Jester,man dressed as jester,
3676,3732,Reveler,reveler,
3677,3733,SIX-YEAR-OLD GRAMPA,six-year-old grampa,
3678,3734,Judge #2,judge 2,
3679,3735,Judge #1,judge 1,
3680,3736,Judge #3,judge 3,
3681,3737,Robin Williams,robin williams,
3682,3738,Committee Chairman,committee chairman,
3683,3739,Sad Whiny Voice,sad whiny voice,
3684,3740,Animatronic Gay Men,animatronic gay men,
3685,3741,Riders,riders,
3686,3742,RIDER,rider,
3687,3743,Robot Mother,robot mother,
3688,3744,Maniacal-looking Teacher,maniacal-looking teacher,
3689,3654,Mick Jagger,mick jagger,m
3690,3688,Cookie Kwan,cookie kwan,f
3691,3745,Little Richard,little richard,
3692,3746,Skinner's Thoughts,skinners thoughts,
3693,3747,Mrs. Skinner's Thoughts,mrs skinners thoughts,
3694,3748,Cartoon Mouse Voice,cartoon mouse voice,
3695,3749,FEMALE MTV V.J.,female mtv vj,
3696,3750,Elliott Gould,elliott gould,
3697,3751,Girl's Thoughts,girls thoughts,
3698,3752,Bully,bully,
3699,3753,Turbo Diary,turbo diary,
3700,3754,Movie Narrator,movie narrator,
3701,3755,FLANDERS' VOICE,flanders voice,
3702,3756,Space Frog,space frog,
3703,3757,ASTRONAUT VOICE,astronaut voice,
3704,3758,Sheriff Lisa,sheriff lisa,
3705,3760,HEAD PROTESTER,head protester,
3706,3761,Giuseppe,giuseppe,
3707,3762,MISS SEPTEMBER,miss september,
3708,3763,Scary Voice,scary voice,
3709,3764,SCARY MAN,scary man,
3710,3765,Mugger,mugger,
3711,3766,Cheap Girlfriend,cheap girlfriend,
3712,3767,Ruth Powers,ruth powers,
3713,3768,Sonya,sonya,
3714,3769,Lisa Leslie,lisa leslie,
3715,3770,SWISH,swish,
3716,3771,David McCullough,david mccullough,
3717,3772,Ken Burns,ken burns,
3718,3773,Skating Announcer,skating announcer,
3719,3774,Tanker Driver,tanker driver,
3720,3775,Aa Group,aa group,
3721,3776,Bowler,bowler,
3722,3777,Bowling Teammates,bowling teammates,
3723,3778,Booming Voice,booming voice,
3724,3779,Buddha,buddha,
3725,3780,Walter Cronkite,walter cronkite,
3726,3781,Ornette Coleman,ornette coleman,
3727,3782,Furbies,furbies,
3728,3783,Balki,balki,
3729,3784,Happy Face,happy face,
3730,3785,Uwa,uwa,
3731,3786,Stenographer,stenographer,
3732,3787,Tony Hawk,tony hawk,
3733,3788,Tom DeLonge,tom delonge,
3734,3789,Mark Hoppus,mark hoppus,
3735,3790,Travis Barker,travis barker,
3736,3791,Event Announcer,event announcer,
3737,3792,Commercial Actress,commercial actress,
3738,3793,60-Year-Old Nelson,60-year-old nelson,
3739,3794,Booberella,booberella,
3740,3795,Frankenstein,frankenstein,
3741,3796,GRAVELLY MALE SINGER,gravelly male singer,
3742,3797,Truck Commercial Announcer,truck commercial announcer,
3743,3798,Rib-It,rib-it,
3744,3799,Lisa's Cheering Section,lisas cheering section,
3745,3801,Barnard,barnard,
3746,3802,Radcliffe,radcliffe,
3747,3803,Wellesley,wellesley,
3748,3804,Mount Holyoke,mount holyoke,
3749,3805,Vassar,vassar,
3750,3806,Smith,smith,
3751,3807,Bryn Mawr,bryn mawr,
3752,3808,Seven Sisters,seven sisters,
3753,3809,Real Lisa,real lisa,
3754,3810,Ribhead,ribhead,
3755,3811,Ribhead #2,ribhead 2,
3756,3812,Italian Man,italian man,
3757,3813,Sun Moon,sun moon,
3758,3814,Hibbert Boy,hibbert boy,
3759,3815,Big Band Singer,big band singer,
3760,3816,Irish Cop,irish cop,
3761,3818,REPORTER CLETUS,reporter cletus,
3762,3819,James L. Brooks,james l brooks,
3763,3820,Helen Fielding,helen fielding,
3764,3821,MOE HOWARD,moe howard,
3765,3822,Airport Official,airport official,
3766,3823,Republicans,republicans,
3767,3824,Armstrong,armstrong,
3768,3825,Jet Pilot,jet pilot,
3769,3826,Fox News Anchor,fox news anchor,
3770,3827,Southern Congressman,southern congressman,
3771,3828,Elderly Congressman,elderly congressman,
3772,3829,Committee Member,committee member,
3773,3830,Committee Member #2,committee member 2,
3774,3831,Congressperson,congressperson,
3775,3832,Sgt. At Arms,sgt at arms,
3776,3833,Speaker Of The House,speaker of the house,
3777,3834,House Members,house members,
3778,3835,Mouse Paramedic,mouse paramedic,
3779,3836,Nuts & Bolts,nuts bolts,
3780,3837,Terrence,terrence,
3781,3839,First Worker,first worker,
3782,3840,Capitol Dome,capitol dome,
3783,3841,Nuclear Inspector,nuclear inspector,
3784,3842,Animated Skinner,animated skinner,
3785,3844,Sad Voice,sad voice,
3786,3845,Hobby Shop Guy,hobby shop guy,
3787,3846,Astronomer,astronomer,
3788,3847,MALE COMPUTER VOICE,male computer voice,
3789,3848,Angry Mob,angry mob,
3790,4166,Pies,pies,
3791,3817,Sara Sloane,sara sloane,f
3792,3800,George Plimpton,george plimpton,m
3793,3759,Colt,colt,m
3794,3838,Stark Richdale,stark richdale,m
3795,3849,Jimmy the Snitch,jimmy the snitch,
3796,3850,PUZZLE LENNY,puzzle lenny,
3797,3851,Bachelors,bachelors,
3798,3854,Stylist,stylist,
3799,3855,Lesbian,lesbian,
3800,3856,Large Gay Man,large gay man,
3801,3857,Weird Al,weird al,
3802,3858,Black Knight,black knight,
3803,3859,King,king,
3804,3860,Young Dr. Hibbert,young dr hibbert,
3805,3861,David Byrne,david byrne,
3806,3862,William Shatner,william shatner,
3807,3863,Wrangler #1,wrangler 1,
3808,3864,Wrangler #2,wrangler 2,
3809,3865,Luke,luke,
3810,3866,Cleanie,cleanie,
3811,3867,Native American,native american,
3812,3868,Clara,clara,
3813,3869,Native American Woman,native american woman,
3814,3870,Brave,brave,
3815,3871,Owl,owl,
3816,3872,Rabbit,rabbit,
3817,3873,Elk,elk,
3818,3874,Dry Cleaner,dry cleaner,
3819,3875,Man With Sack,man with sack,
3820,3876,Man With Plow,man with plow,
3821,3877,Rin Tin Tin,rin tin tin,
3822,3878,H.K. Duff,hk duff,
3823,3879,American Astronaut,american astronaut,
3824,3880,Russian Astronaut,russian astronaut,
3825,3881,Astronauts,astronauts,
3826,3882,Les,les,
3827,3883,REGIS,regis,
3828,3884,SUDS MCDUFF,suds mcduff,
3829,3885,Derelicts,derelicts,
3830,3886,Parasailer #1,parasailer 1,
3831,3887,Parasailer #2,parasailer 2,
3832,3888,Male Narrator,male narrator,
3833,3889,Female Tour Guide,female tour guide,
3834,3890,Female,female,
3835,3891,Southern Woman,southern woman,
3836,3892,Woman's Daughter,womans daughter,
3837,3893,Armando,armando,
3838,3894,Tv Chef,tv chef,
3839,3895,Grouchy Old Man,grouchy old man,
3840,3896,Sweet Old Lady,sweet old lady,
3841,3897,Peruvian Frogs,peruvian frogs,
3842,3898,Steve Buscemi,steve buscemi,
3843,3899,Turks,turks,
3844,3900,Marriage Counselor,marriage counselor,
3845,3901,Jackson Browne,jackson browne,
3846,3902,Busboys,busboys,
3847,3903,Farty,farty,
3848,3904,O.J.,oj,
3849,3905,Pax Announcer,pax announcer,
3850,3906,Silver-haired Woman,silver-haired woman,
3851,3907,Jim Proudfoot,jim proudfoot,
3852,3908,Junior Dandy Chief,junior dandy chief,
3853,3909,Venus Flytrap,venus flytrap,
3854,3910,Beautiful Woman,beautiful woman,
3855,3911,Jethro,jethro,
3856,3912,Granny,granny,
3857,3913,Hot Woman,hot woman,
3858,3914,Elmo,elmo,
3859,3915,Godfather,godfather,
3860,3916,Homer Doll,homer doll,
3861,3917,Don Castellaneta,don castellaneta,
3862,3918,Younger Mobster,younger mobster,
3863,3919,Death,death,
3864,3920,Frankie the Squealer,frankie the squealer,
3865,3921,Swedish Scientist,swedish scientist,
3866,3923,Young Professor Frink,young professor frink,
3867,3924,Jennifer Garner,jennifer garner,
3868,3925,Dudley Herschbach,dudley herschbach,
3869,3926,Oscar De La Hoya,oscar de la hoya,
3870,3927,Fbi Agent,fbi agent,
3871,3928,Asian Woman,asian woman,
3872,3929,Federal Agent,federal agent,
3873,3930,Female Prisoners,female prisoners,
3874,3931,Second Prisoner,second prisoner,
3875,3932,Prison Bus Driver,prison bus driver,
3876,3933,Other Prisoners,other prisoners,
3877,3934,First Prisoner,first prisoner,
3878,3935,French Teacher,french teacher,
3879,3936,Michael Moore,michael moore,
3880,3937,Boy Student,boy student,
3881,3938,Dad #2,dad 2,
3882,3939,Alien Rock Band,alien rock band,
3883,3940,Museum-goers,museum-goers,
3884,3941,Edwina,edwina,
3885,3942,Tony Blair,tony blair,
3886,3943,English Gentleman,english gentleman,
3887,3944,Concierge,concierge,
3888,3945,J.K. Rowling,jk rowling,
3889,3946,Squeaky-Voiced British Teen,squeaky-voiced british teen,
3890,3947,Judi Dench,judi dench,
3891,3948,Gentleman #1,gentleman 1,
3892,3949,GENTLEMAN #2,gentleman 2,
3893,3950,Lord Daftwager,lord daftwager,
3894,3951,Evan Marriott,evan marriott,
3895,3952,Sir Ian McKellen,sir ian mckellen,
3896,3953,Deep British Voice,deep british voice,
3897,3954,Courtroom,courtroom,
3898,3955,Young Girl In Crowd,young girl in crowd,
3899,3922,Frink Senior,frink senior,m
3900,3852,Grady,grady,m
3901,3956,Second Guard,second guard,
3902,3957,Sparkly Elves,sparkly elves,
3903,3958,Madonna,madonna,
3904,3959,HOMER-ISH WOMAN'S VOICE,homer-ish womans voice,
3905,3960,Abbey,abbey,
3906,3961,Cucumber Moses,cucumber moses,
3907,3962,Candy Ball,candy ball,
3908,3963,Grant Connor,grant connor,
3909,3964,Care Bear,care bear,
3910,3965,Prostitute,prostitute,
3911,3966,2nd Peddler,2nd peddler,
3912,3967,1st Construction Worker,1st construction worker,
3913,3968,2nd Construction Worker,2nd construction worker,
3914,3969,Ultrasound Woman,ultrasound woman,
3915,3970,Jeremy,jeremy,
3916,3971,Diane,diane,
3917,3972,Beach Boys Experience,beach boys experience,
3918,3973,Curb Re-painter,curb re-painter,
3919,3974,Kathy,kathy,
3920,3975,Holiday Special Announcer,holiday special announcer,
3921,3976,Soulful Prune,soulful prune,
3922,3977,Classy Clerk,classy clerk,
3923,3978,Talking Astrolabe,talking astrolabe,
3924,3979,REDNECK RADIO DJ,redneck radio dj,
3925,3980,Country Singer,country singer,
3926,3981,BACKUP SINGERS,backup singers,
3927,3982,ASTROLABE,astrolabe,
3928,3983,Jimmy Stewart Puppet,jimmy stewart puppet,
3929,3984,Cartoon Announcer,cartoon announcer,
3930,3985,Mr. McGrew,mr mcgrew,
3931,3986,Bob Cratchett,bob cratchett,
3932,3987,Ghost Of Xmas Past,ghost of xmas past,
3933,3988,Sitcom Character,sitcom character,
3934,3989,Ebenezer Urkel,ebenezer urkel,
3935,3990,Mr. Sulu,mr sulu,
3936,3991,Mr. Scott,mr scott,
3937,3992,Pregnant Woman,pregnant woman,
3938,3993,Wildlife Host,wildlife host,
3939,3994,HANK HILL,hank hill,
3940,3996,Gerbil,gerbil,
3941,3997,Kids Chorus,kids chorus,
3942,3998,Helpful Bear,helpful bear,
3943,3999,Concert Announcer,concert announcer,
3944,4000,Tinky Winky,tinky winky,
3945,4001,Concert Crowd,concert crowd,
3946,4002,Kid Crowd,kid crowd,
3947,4003,Afghani Man,afghani man,
3948,4004,Most Of Crowd,most of crowd,
3949,4005,Speak 'n' Spell,speak n spell,
3950,4006,Perverts,perverts,
3951,4007,Tobacco Lobbyist,tobacco lobbyist,
3952,4008,Mother On Ad,mother on ad,
3953,4009,Actress In Blue Wig,actress in blue wig,
3954,4010,Yeeeessss Man,yeeeessss man,
3955,4011,Bike Guy,bike guy,
3956,4012,Macho Tv Announcer,macho tv announcer,
3957,4013,ROBOT WARS ANNOUNCER #2,robot wars announcer 2,
3958,4014,ROBOT WARS ANNOUNCER #1,robot wars announcer 1,
