"","h_a","xG","xGA","npxG","npxGA","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","teamId","ppda_cal","allowed_ppda","matchtime","tot_points","round","tot_goal","tot_con","Referee.x","HS.x","HST.x","HF.x","HC.x","HY.x","HR.x","AS.x","AST.x","AF.x","AC.x","AY.x","AR.x","B365H.x","B365D.x","B365A.x","HtrgPerc","AtrgPerc","matchDay"
"173","a",0.846851,0.891617,0.846851,0.891617,2,10,1,1,1.2518,"d",2019-10-19 15:00:00,0,1,0,1,-0.044766,"Watford",18.8947368421053,7.43478260869565,15,4,9,5,21,"C Kavanagh",12,2,5,11,4,0,7,2,9,2,3,0,1.4,5,7.5,0.166666666666667,0.285714285714286,"Sat"
"174","h",0.887495,1.37695,0.126326,1.37695,3,5,1,1,0.9399,"d",2019-10-19 15:00:00,0,1,0,1,-1.250624,"Wolves",14.6666666666667,12.0416666666667,15,11,9,12,12,"P Bankes",4,1,10,1,3,0,14,5,17,3,2,0,1.8,3.6,4.5,0.25,0.357142857142857,"Sat"
"175","h",0.616864,4.02104,0.616864,4.02104,5,21,0,2,0.0503,"l",2019-10-19 17:30:00,0,0,1,0,-3.404176,"Crystal Palace",18.5789473684211,6.73684210526316,17,14,9,8,10,"A Taylor",7,2,8,1,1,0,21,10,10,8,1,0,12,7,1.22,0.285714285714286,0.476190476190476,"Sat"
"176","a",4.02104,0.616864,4.02104,0.616864,21,5,2,0,2.9204,"w",2019-10-19 17:30:00,1,0,0,3,3.404176,"Man City",6.73684210526316,18.5789473684211,17,19,9,29,9,"A Taylor",7,2,8,1,1,0,21,10,10,8,1,0,12,7,1.22,0.285714285714286,0.476190476190476,"Sat"
"177","a",1.03212,0.791862,1.03212,0.791862,7,1,1,1,1.5203,"d",2019-10-20 16:30:00,0,1,0,1,0.240258,"Liverpool",5.17241379310345,31.5,16,25,9,21,7,"M Atkinson",7,2,6,3,0,0,10,4,14,1,1,0,5.25,3.8,1.65,0.285714285714286,0.4,"Sun"
"178","h",0.791862,1.03212,0.791862,1.03212,1,7,1,1,1.0985,"d",2019-10-20 16:30:00,0,1,0,1,-0.240258,"Man Utd",31.5,5.17241379310345,16,10,9,10,9,"M Atkinson",7,2,6,3,0,0,10,4,14,1,1,0,5.25,3.8,1.65,0.285714285714286,0.4,"Sun"
"179","a",0.949735,0.895722,0.949735,0.895722,8,6,0,1,1.3294,"l",2019-10-21 20:00:00,0,0,1,0,0.054013,"Arsenal",5.94444444444444,12.2142857142857,20,15,9,13,12,"M Dean",8,2,10,7,4,0,9,3,12,12,4,0,3.9,3.75,1.9,0.25,0.333333333333333,"Mon"
"180","h",0.895722,0.949735,0.895722,0.949735,6,8,1,0,1.2742,"w",2019-10-21 20:00:00,1,0,0,3,-0.054013,"Sheffield United",12.2142857142857,5.94444444444444,20,12,9,8,7,"M Dean",8,2,10,7,4,0,9,3,12,12,4,0,3.9,3.75,1.9,0.25,0.333333333333333,"Mon"
"181","a",4.38046,0.457334,3.6193,0.457334,9,1,9,0,2.964,"w",2019-10-25 20:00:00,1,0,0,3,3.161966,"Leicester",3.18918918918919,17.047619047619,20,20,10,25,8,"A Marriner",6,3,3,2,0,1,25,15,12,7,0,0,3.1,3.4,2.3,0.5,0.6,"Fri"
"182","h",0.457334,4.38046,0.457334,3.6193,1,9,0,9,0.0228,"l",2019-10-25 20:00:00,0,0,1,0,-3.161966,"Southampton",17.047619047619,3.18918918918919,20,8,10,9,25,"A Marriner",6,3,3,2,0,1,25,15,12,7,0,0,3.1,3.4,2.3,0.5,0.6,"Fri"
"183","a",0.980145,3.19004,0.980145,3.19004,3,18,0,3,0.2449,"l",2019-10-26 12:30:00,0,0,1,0,-2.209895,"Aston Villa",26.7,8.08333333333333,12,11,10,15,16,"G Scott",25,9,10,13,1,1,11,5,5,7,1,0,1.08,11,26,0.36,0.454545454545455,"Sat"
"184","h",3.19004,0.980145,3.19004,0.980145,18,3,3,0,2.6551,"w",2019-10-26 12:30:00,1,0,0,3,2.209895,"Man City",8.08333333333333,26.7,12,22,10,32,9,"G Scott",25,9,10,13,1,1,11,5,5,7,1,0,1.08,11,26,0.36,0.454545454545455,"Sat"
"185","a",0.899526,0.674903,0.899526,0.674903,3,5,0,0,1.4985,"d",2019-10-26 15:00:00,0,1,0,1,0.224623,"Bournemouth",9.36842105263158,13.1538461538462,15,13,10,13,13,"M Dean",7,3,14,5,5,0,15,5,8,10,3,0,2.15,3.6,3.25,0.428571428571429,0.333333333333333,"Sat"
"186","h",1.15279,1.04723,0.391623,1.04723,4,7,3,2,1.4703,"w",2019-10-26 15:00:00,1,0,0,3,-0.655607,"Brighton",8.46428571428571,11.6785714285714,15,12,10,12,14,"A Madley",8,4,12,0,2,0,10,6,12,5,1,0,2.9,3.25,2.5,0.5,0.6,"Sat"
"187","a",1.04723,1.15279,1.04723,0.391623,7,4,2,3,1.1805,"l",2019-10-26 15:00:00,0,0,1,0,0.655607,"Everton",11.6785714285714,8.46428571428571,15,10,10,10,16,"A Madley",8,4,12,0,2,0,10,6,12,5,1,0,2.9,3.25,2.5,0.5,0.6,"Sat"
"188","a",1.16171,2.33891,1.16171,2.33891,7,9,1,1,0.4991,"d",2019-10-26 15:00:00,0,1,0,1,-1.1772,"Sheffield United",14.4285714285714,10.125,15,13,10,9,8,"D Coote",12,4,7,10,2,0,10,4,10,4,2,0,2.1,3.5,3.5,0.333333333333333,0.4,"Sat"
"189","h",0.674903,0.899526,0.674903,0.899526,5,3,0,0,1.1382,"d",2019-10-26 15:00:00,0,1,0,1,-0.224623,"Watford",13.1538461538462,9.36842105263158,15,5,10,5,21,"M Dean",7,3,14,5,5,0,15,5,8,10,3,0,2.15,3.6,3.25,0.428571428571429,0.333333333333333,"Sat"
"190","h",2.33891,1.16171,2.33891,1.16171,9,7,1,1,2.303,"d",2019-10-26 15:00:00,0,1,0,1,1.1772,"West Ham",10.125,14.4285714285714,15,13,10,12,14,"D Coote",12,4,7,10,2,0,10,4,10,4,2,0,2.1,3.5,3.5,0.333333333333333,0.4,"Sat"
"191","h",2.23494,0.988321,2.23494,0.988321,8,6,2,4,2.3316,"l",2019-10-26 17:30:00,0,0,1,0,1.246619,"Burnley",15.96,10.4736842105263,17,12,10,14,15,"M Oliver",13,5,7,5,3,0,16,7,8,6,2,0,4.5,4,1.72,0.384615384615385,0.4375,"Sat"
"192","a",0.988321,2.23494,0.988321,2.23494,6,8,4,2,0.495,"w",2019-10-26 17:30:00,1,0,0,3,-1.246619,"Chelsea",10.4736842105263,15.96,17,20,10,23,16,"M Oliver",13,5,7,5,3,0,16,7,8,6,2,0,4.5,4,1.72,0.384615384615385,0.4375,"Sat"
"193","h",0.603104,1.93255,0.603104,1.93255,3,6,1,1,0.4095,"d",2019-10-27 14:00:00,0,1,0,1,-1.329446,"Newcastle United",38.625,9.6,14,9,10,6,15,"K Friend",13,2,8,3,2,1,13,5,15,6,2,0,3,3.1,2.55,0.153846153846154,0.384615384615385,"Sun"
"194","a",1.93255,0.603104,1.93255,0.603104,6,3,1,1,2.4102,"d",2019-10-27 14:00:00,0,1,0,1,1.329446,"Wolves",9.6,38.625,14,12,10,13,13,"K Friend",13,2,8,3,2,1,13,5,15,6,2,0,3,3.1,2.55,0.153846153846154,0.384615384615385,"Sun"
"195","h",1.54014,1.77892,1.54014,1.01775,8,1,2,2,1.1002,"d",2019-10-27 16:30:00,0,1,0,1,0.52239,"Arsenal",7.66666666666667,26.3,16,16,10,15,14,"M Atkinson",15,6,18,12,2,0,10,4,9,5,0,0,1.45,4.75,6.5,0.4,0.4,"Sun"
"196","a",1.77892,1.54014,1.01775,1.54014,1,8,2,2,1.6021,"d",2019-10-27 16:30:00,0,1,0,1,-0.52239,"Crystal Palace",26.3,7.66666666666667,16,15,10,10,12,"M Atkinson",15,6,18,12,2,0,10,4,9,5,0,0,1.45,4.75,6.5,0.4,0.4,"Sun"
"197","h",2.18851,1.35143,1.42734,1.35143,13,4,2,1,2.0089,"w",2019-10-27 16:30:00,1,0,0,3,0.0759100000000001,"Liverpool",5.06896551724138,32.3,16,28,10,23,8,"A Taylor",21,13,9,8,3,0,11,4,11,3,3,0,1.5,4.33,6.5,0.619047619047619,0.363636363636364,"Sun"
"198","a",4.51232,0.8924,2.98998,0.8924,6,6,3,1,2.9315,"w",2019-10-27 16:30:00,1,0,0,3,2.09758,"Man Utd",9.5,8.65384615384615,16,13,10,13,10,"S Attwell",10,3,13,1,2,0,21,11,10,10,2,0,4.33,4,1.75,0.3,0.523809523809524,"Sun"
"199","h",0.8924,4.51232,0.8924,2.98998,6,6,1,3,0.0461,"l",2019-10-27 16:30:00,0,0,1,0,-2.09758,"Norwich",8.65384615384615,9.5,16,7,10,11,24,"S Attwell",10,3,13,1,2,0,21,11,10,10,2,0,4.33,4,1.75,0.3,0.523809523809524,"Sun"
"200","a",1.35143,2.18851,1.35143,1.42734,4,13,1,2,0.7543,"l",2019-10-27 16:30:00,0,0,1,0,-0.0759100000000001,"Tottenham",32.3,5.06896551724138,16,12,10,16,15,"A Taylor",21,13,9,8,3,0,11,4,11,3,3,0,1.5,4.33,6.5,0.619047619047619,0.363636363636364,"Sun"
"201","h",1.86862,0.641129,1.86862,0.641129,3,4,1,0,2.382,"w",2019-11-02 12:30:00,1,0,0,3,1.227491,"Bournemouth",8.25925925925926,8.5,12,16,11,14,13,"C Kavanagh",12,6,14,4,4,0,15,4,12,10,3,0,3.25,3.6,2.15,0.5,0.266666666666667,"Sat"
"202","a",0.641129,1.86862,0.641129,1.86862,4,3,0,1,0.4305,"l",2019-11-02 12:30:00,0,0,1,0,-1.227491,"Man Utd",8.5,8.25925925925926,12,13,11,13,11,"C Kavanagh",12,6,14,4,4,0,15,4,12,10,3,0,3.25,3.6,2.15,0.5,0.266666666666667,"Sat"
"203","h",1.02552,1.5103,1.02552,1.5103,9,6,1,1,0.9812,"d",2019-11-02 15:00:00,0,1,0,1,-0.48478,"Arsenal",14.0714285714286,11.76,15,17,11,16,15,"M Oliver",10,4,6,8,0,0,25,8,15,9,2,0,1.75,3.75,4.75,0.4,0.32,"Sat"
"204","h",0.741615,2.38824,0.741615,2.38824,2,16,1,2,0.3756,"l",2019-11-02 15:00:00,0,0,1,0,-1.646625,"Aston Villa",20.9285714285714,4.4,15,11,11,16,18,"J Moss",5,2,12,2,1,0,25,6,9,10,2,0,9,5,1.33,0.4,0.24,"Sat"
"205","h",2.65496,0.455082,2.65496,0.455082,15,5,2,0,2.7289,"w",2019-11-02 15:00:00,1,0,0,3,2.199878,"Brighton",6.96774193548387,15.2105263157895,15,15,11,14,14,"K Friend",21,5,11,8,0,0,7,0,8,3,1,0,1.72,4.2,4.33,0.238095238095238,0,"Sat"
"206","a",0.716613,2.58392,0.716613,2.58392,3,6,0,3,0.2598,"l",2019-11-02 15:00:00,0,0,1,0,-1.867307,"Burnley",8.5,17.7142857142857,15,12,11,14,18,"S Hooper",13,6,8,7,1,0,6,0,12,6,2,0,2.25,3.2,3.4,0.461538461538462,0,"Sat"
"207","a",2.38824,0.741615,2.38824,0.741615,16,2,2,1,2.4681,"w",2019-11-02 15:00:00,1,0,0,3,1.646625,"Liverpool",4.4,20.9285714285714,15,31,11,25,9,"J Moss",5,2,12,2,1,0,25,6,9,10,2,0,9,5,1.33,0.4,0.24,"Sat"
"208","h",3.36132,0.893889,3.36132,0.893889,31,2,2,1,2.8097,"w",2019-11-02 15:00:00,1,0,0,3,2.467431,"Man City",3.19230769230769,17.75,15,25,11,34,10,"L Mason",26,4,11,17,3,0,3,3,10,0,1,0,1.07,13,23,0.153846153846154,1,"Sat"
"209","a",1.93192,1.53597,1.93192,1.53597,5,17,3,2,1.671,"w",2019-11-02 15:00:00,1,0,0,3,0.39595,"Newcastle United",14.4705882352941,4.16666666666667,15,12,11,9,17,"S Attwell",16,6,10,7,2,0,12,9,7,3,1,0,1.75,3.8,4.5,0.375,0.75,"Sat"
"210","a",0.455082,2.65496,0.455082,2.65496,5,15,0,2,0.1771,"l",2019-11-02 15:00:00,0,0,1,0,-2.199878,"Norwich",15.2105263157895,6.96774193548387,15,7,11,11,26,"K Friend",21,5,11,8,0,0,7,0,8,3,1,0,1.72,4.2,4.33,0.238095238095238,0,"Sat"
"211","h",2.58392,0.716613,2.58392,0.716613,6,3,3,0,2.6151,"w",2019-11-02 15:00:00,1,0,0,3,1.867307,"Sheffield United",17.7142857142857,8.5,15,16,11,12,8,"S Hooper",13,6,8,7,1,0,6,0,12,6,2,0,2.25,3.2,3.4,0.461538461538462,0,"Sat"
"212","a",0.893889,3.36132,0.893889,3.36132,2,31,1,2,0.1163,"l",2019-11-02 15:00:00,0,0,1,0,-2.467431,"Southampton",17.75,3.19230769230769,15,8,11,10,27,"L Mason",26,4,11,17,3,0,3,3,10,0,1,0,1.07,13,23,0.153846153846154,1,"Sat"
"213","h",1.53597,1.93192,1.53597,1.93192,17,5,2,3,1.071,"l",2019-11-02 15:00:00,0,0,1,0,-0.39595,"West Ham",4.16666666666667,14.4705882352941,15,13,11,14,17,"S Attwell",16,6,10,7,2,0,12,9,7,3,1,0,1.75,3.8,4.5,0.375,0.75,"Sat"
"214","a",1.5103,1.02552,1.5103,1.02552,6,9,1,1,1.7378,"d",2019-11-02 15:00:00,0,1,0,1,0.48478,"Wolves",11.76,14.0714285714286,15,13,11,14,14,"M Oliver",10,4,6,8,0,0,25,8,15,9,2,0,1.75,3.75,4.75,0.4,0.32,"Sat"
"215","a",2.18313,1.4744,2.18313,0.713228,8,6,2,1,1.8825,"w",2019-11-02 17:30:00,1,0,0,3,1.469902,"Chelsea",11.2631578947368,20.2,17,23,11,25,17,"A Taylor",12,3,8,1,4,0,16,10,5,6,2,0,5,4.33,1.61,0.25,0.625,"Sat"
"216","h",1.4744,2.18313,0.713228,2.18313,6,8,1,2,0.8637,"l",2019-11-02 17:30:00,0,0,1,0,-1.469902,"Watford",20.2,11.2631578947368,17,5,11,6,23,"A Taylor",12,3,8,1,4,0,16,10,5,6,2,0,5,4.33,1.61,0.25,0.625,"Sat"
"217","h",0.44291,0.981167,0.44291,0.981167,5,5,0,2,0.8167,"l",2019-11-03 14:00:00,0,0,1,0,-0.538257,"Crystal Palace",17.8,6.41379310344828,14,15,11,10,14,"P Tierney",12,3,15,5,2,0,14,5,16,6,2,0,3.5,3.4,2.1,0.25,0.357142857142857,"Sun"
"218","a",0.981167,0.44291,0.981167,0.44291,5,5,2,0,1.8316,"w",2019-11-03 14:00:00,1,0,0,3,0.538257,"Leicester",6.41379310344828,17.8,14,23,11,27,8,"P Tierney",12,3,15,5,2,0,14,5,16,6,2,0,3.5,3.4,2.1,0.25,0.357142857142857,"Sun"
"219","h",1.15532,0.243393,1.15532,0.243393,8,1,1,1,2.2648,"d",2019-11-03 16:30:00,0,1,0,1,0.911927,"Everton",11.24,10.2222222222222,16,11,11,11,17,"M Atkinson",7,3,9,5,1,0,4,2,8,2,2,1,2.7,3.4,2.6,0.428571428571429,0.5,"Sun"
"220","a",0.243393,1.15532,0.243393,1.15532,1,8,1,1,0.46,"d",2019-11-03 16:30:00,0,1,0,1,-0.911927,"Tottenham",10.2222222222222,11.24,16,13,11,17,16,"M Atkinson",7,3,9,5,1,0,4,2,8,2,2,1,2.7,3.4,2.6,0.428571428571429,0.5,"Sun"
"221","h",0.62104,1.36017,0.62104,1.36017,11,3,0,2,0.7555,"l",2019-11-08 20:00:00,0,0,1,0,-0.73913,"Norwich",7.57894736842105,15.5454545454545,20,7,12,11,28,"A Marriner",17,5,7,10,1,0,12,2,13,4,2,1,2.7,3.5,2.55,0.294117647058824,0.166666666666667,"Fri"
"222","a",1.36017,0.62104,1.36017,0.62104,3,11,2,0,1.9645,"w",2019-11-08 20:00:00,1,0,0,3,0.73913,"Watford",15.5454545454545,7.57894736842105,20,8,12,8,23,"A Marriner",17,5,7,10,1,0,12,2,13,4,2,1,2.7,3.5,2.55,0.294117647058824,0.166666666666667,"Fri"
"223","h",3.28903,0.479488,3.28903,0.479488,11,3,2,0,2.875,"w",2019-11-09 12:30:00,1,0,0,3,2.809542,"Chelsea",7.75,13.9130434782609,12,26,12,27,17,"M Dean",23,5,9,7,3,0,3,1,17,0,2,0,1.33,5,10,0.217391304347826,0.333333333333333,"Sat"
"224","a",0.479488,3.28903,0.479488,3.28903,3,11,0,2,0.0769,"l",2019-11-09 12:30:00,0,0,1,0,-2.809542,"Crystal Palace",13.9130434782609,7.75,12,15,12,10,16,"M Dean",23,5,9,7,3,0,3,1,17,0,2,0,1.33,5,10,0.217391304347826,0.333333333333333,"Sat"
"225","a",1.9213,2.3306,1.9213,2.3306,10,5,1,2,1.0846,"l",2019-11-09 15:00:00,0,0,1,0,-0.4093,"Bournemouth",7.82352941176471,18.8823529411765,15,16,12,15,15,"M Atkinson",20,9,10,5,2,0,16,3,5,4,0,0,2.55,3.25,2.8,0.45,0.1875,"Sat"
"226","h",2.4158,0.474281,2.4158,0.474281,5,5,3,0,2.6809,"w",2019-11-09 15:00:00,1,0,0,3,1.941519,"Burnley",9.08333333333333,5.70833333333333,15,15,12,17,18,"K Friend",14,12,17,11,2,0,7,4,10,4,1,0,2.25,3.5,3.1,0.857142857142857,0.571428571428571,"Sat"
"227","a",2.08883,0.742281,2.08883,0.742281,6,1,2,1,2.3575,"w",2019-11-09 15:00:00,1,0,0,3,1.346549,"Everton",6.51612903225806,9.94117647058824,15,14,12,13,18,"P Tierney",4,3,12,5,1,0,24,5,12,9,1,0,2.9,3.3,2.45,0.75,0.208333333333333,"Sat"
"228","h",2.3306,1.9213,2.3306,1.9213,5,10,2,1,1.6708,"w",2019-11-09 15:00:00,1,0,0,3,0.4093,"Newcastle United",18.8823529411765,7.82352941176471,15,15,12,11,18,"M Atkinson",20,9,10,5,2,0,16,3,5,4,0,0,2.55,3.25,2.8,0.45,0.1875,"Sat"
"229","a",0.923443,1.5104,0.923443,1.5104,6,4,1,1,0.8906,"d",2019-11-09 15:00:00,0,1,0,1,-0.586957,"Sheffield United",11.5172413793103,9.52941176470588,15,17,12,13,9,"G Scott",17,5,6,4,2,0,14,4,9,4,2,0,1.57,4,6,0.294117647058824,0.285714285714286,"Sat"
"230","h",0.742281,2.08883,0.742281,2.08883,1,6,1,2,0.4354,"l",2019-11-09 15:00:00,0,0,1,0,-1.346549,"Southampton",9.94117647058824,6.51612903225806,15,8,12,11,29,"P Tierney",4,3,12,5,1,0,24,5,12,9,1,0,2.9,3.3,2.45,0.75,0.208333333333333,"Sat"
"231","h",1.5104,0.923443,1.5104,0.923443,4,6,1,1,1.844,"d",2019-11-09 15:00:00,0,1,0,1,0.586957,"Tottenham",9.52941176470588,11.5172413793103,15,14,12,18,17,"G Scott",17,5,6,4,2,0,14,4,9,4,2,0,1.57,4,6,0.294117647058824,0.285714285714286,"Sat"
"232","a",0.474281,2.4158,0.474281,2.4158,5,5,0,3,0.214,"l",2019-11-09 15:00:00,0,0,1,0,-1.941519,"West Ham",5.70833333333333,9.08333333333333,15,13,12,14,20,"K Friend",14,12,17,11,2,0,7,4,10,4,1,0,2.25,3.5,3.1,0.857142857142857,0.571428571428571,"Sat"
"233","a",0.961339,1.37055,0.961339,1.37055,10,14,0,2,1.0485,"l",2019-11-09 17:30:00,0,0,1,0,-0.409211,"Arsenal",17.1428571428571,8.08823529411765,17,17,12,16,17,"C Kavanagh",19,7,10,5,1,0,8,1,10,4,1,0,2,3.75,3.5,0.368421052631579,0.125,"Sat"
"234","h",1.37055,0.961339,1.37055,0.961339,14,10,2,0,1.6416,"w",2019-11-09 17:30:00,1,0,0,3,0.409211,"Leicester",8.08823529411765,17.1428571428571,17,26,12,29,8,"C Kavanagh",19,7,10,5,1,0,8,1,10,4,1,0,2,3.75,3.5,0.368421052631579,0.125,"Sat"
"235","a",0.473225,2.09891,0.473225,2.09891,0,8,1,2,0.3161,"l",2019-11-10 14:00:00,0,0,1,0,-1.625685,"Aston Villa",6.3,6.59375,14,11,12,17,20,"A Taylor",17,5,17,6,4,0,13,4,8,3,3,0,1.9,3.5,4.2,0.294117647058824,0.307692307692308,"Sun"
"236","a",1.1342,3.65299,1.1342,3.65299,2,9,1,3,0.1845,"l",2019-11-10 14:00:00,0,0,1,0,-2.51879,"Brighton",5.31428571428571,11.9615384615385,14,15,12,15,17,"J Moss",21,11,10,5,2,0,6,2,14,2,5,0,1.6,3.75,6.5,0.523809523809524,0.333333333333333,"Sun"
"237","h",3.65299,1.1342,3.65299,1.1342,9,2,3,1,2.7327,"w",2019-11-10 14:00:00,1,0,0,3,2.51879,"Man Utd",11.9615384615385,5.31428571428571,14,16,12,16,12,"J Moss",21,11,10,5,2,0,6,2,14,2,5,0,1.6,3.75,6.5,0.523809523809524,0.333333333333333,"Sun"
"238","h",2.09891,0.473225,2.09891,0.473225,8,0,2,1,2.5328,"w",2019-11-10 14:00:00,1,0,0,3,1.625685,"Wolves",6.59375,6.3,14,16,12,16,15,"A Taylor",17,5,17,6,4,0,13,4,8,3,3,0,1.9,3.5,4.2,0.294117647058824,0.307692307692308,"Sun"
"239","h",1.3319,1.48104,1.3319,1.48104,6,9,3,1,1.2262,"w",2019-11-10 16:30:00,1,0,0,3,-0.14914,"Liverpool",20.4615384615385,12.047619047619,16,34,12,28,10,"M Oliver",12,5,10,4,0,0,18,3,5,13,2,0,2.5,3.6,2.62,0.416666666666667,0.166666666666667,"Sun"
"240","a",1.48104,1.3319,1.48104,1.3319,9,6,1,3,1.4857,"l",2019-11-10 16:30:00,0,0,1,0,0.14914,"Man City",12.047619047619,20.4615384615385,16,25,12,35,13,"M Oliver",12,5,10,4,0,0,18,3,5,13,2,0,2.5,3.6,2.62,0.416666666666667,0.166666666666667,"Sun"
"241","a",2.20681,0.661449,2.20681,0.661449,3,6,3,2,2.5092,"w",2019-11-23 12:30:00,1,0,0,3,1.545361,"Tottenham",9.08695652173913,11.3333333333333,12,17,13,21,19,"M Oliver",11,4,12,3,3,0,15,6,14,7,2,0,4.2,4.33,1.7,0.363636363636364,0.4,"Sat"
"242","h",0.661449,2.20681,0.661449,2.20681,6,3,2,3,0.3375,"l",2019-11-23 12:30:00,0,0,1,0,-1.545361,"West Ham",11.3333333333333,9.08695652173913,12,13,13,16,23,"M Oliver",11,4,12,3,3,0,15,6,14,7,2,0,4.2,4.33,1.7,0.363636363636364,0.4,"Sat"
"243","h",1.60823,2.60312,1.60823,1.68664,3,10,2,2,0.7112,"d",2019-11-23 15:00:00,0,1,0,1,-0.0784099999999999,"Arsenal",6,7.34285714285714,15,18,13,18,19,"S Attwell",12,5,13,6,6,0,21,6,19,8,2,0,1.45,4.75,6.5,0.416666666666667,0.285714285714286,"Sat"
"244","h",0.849789,1.2765,0.849789,1.2765,3,7,1,2,0.9449,"l",2019-11-23 15:00:00,0,0,1,0,-0.426711,"Bournemouth",14.0434782608696,13.7,15,16,13,16,17,"S Hooper",9,2,10,5,2,1,17,7,12,9,1,0,2.75,3.3,2.6,0.222222222222222,0.411764705882353,"Sat"
"245","h",0.784706,3.50917,0.784706,2.748,8,9,0,2,0.1059,"l",2019-11-23 15:00:00,0,0,1,0,-1.963294,"Brighton",16.4666666666667,27,15,15,13,15,19,"M Dean",7,0,9,6,2,0,19,9,1,7,0,0,3.75,3.5,2,0,0.473684210526316,"Sat"
"246","a",2.66281,0.902384,1.90164,0.902384,2,5,3,0,2.6123,"w",2019-11-23 15:00:00,1,0,0,3,0.999256,"Burnley",11.625,5.94736842105263,15,18,13,20,18,"P Tierney",15,4,14,7,0,0,11,5,13,5,3,0,2.3,3.4,3.1,0.266666666666667,0.454545454545455,"Sat"
"247","h",1.02306,1.64291,1.02306,1.64291,8,11,1,2,0.856,"l",2019-11-23 15:00:00,0,0,1,0,-0.61985,"Crystal Palace",21.9230769230769,10.1111111111111,15,15,13,11,18,"K Friend",16,6,8,9,0,0,12,4,7,8,1,0,7.5,4.75,1.4,0.375,0.333333333333333,"Sat"
"248","h",0.812693,1.80849,0.812693,1.80849,15,4,0,2,0.638,"l",2019-11-23 15:00:00,0,0,1,0,-0.995797,"Everton",5.95652173913043,8.21739130434783,15,14,13,13,20,"A Taylor",18,7,12,7,3,0,13,5,11,7,5,0,1.36,5.1,8,0.388888888888889,0.384615384615385,"Sat"
"249","a",3.50917,0.784706,2.748,0.784706,9,8,2,0,2.8392,"w",2019-11-23 15:00:00,1,0,0,3,1.963294,"Leicester",27,16.4666666666667,15,29,13,31,8,"M Dean",7,0,9,6,2,0,19,9,1,7,0,0,3.75,3.5,2,0,0.473684210526316,"Sat"
"250","a",1.64291,1.02306,1.64291,1.02306,11,8,2,1,1.8781,"w",2019-11-23 15:00:00,1,0,0,3,0.61985,"Liverpool",10.1111111111111,21.9230769230769,15,37,13,30,11,"K Friend",16,6,8,9,0,0,12,4,7,8,1,0,7.5,4.75,1.4,0.375,0.333333333333333,"Sat"
"251","a",1.80849,0.812693,1.80849,0.812693,4,15,2,0,2.1512,"w",2019-11-23 15:00:00,1,0,0,3,0.995797,"Norwich",8.21739130434783,5.95652173913043,15,10,13,13,28,"A Taylor",18,7,12,7,3,0,13,5,11,7,5,0,1.36,5.1,8,0.388888888888889,0.384615384615385,"Sat"
"252","a",2.60312,1.60823,1.68664,1.60823,10,3,2,2,2.078,"d",2019-11-23 15:00:00,0,1,0,1,0.0784099999999999,"Southampton",7.34285714285714,6,15,9,13,13,31,"S Attwell",12,5,13,6,6,0,21,6,19,8,2,0,1.45,4.75,6.5,0.416666666666667,0.285714285714286,"Sat"
"253","h",0.902384,2.66281,0.902384,1.90164,5,2,0,3,0.275,"l",2019-11-23 15:00:00,0,0,1,0,-0.999256,"Watford",5.94736842105263,11.625,15,8,13,8,26,"P Tierney",15,4,14,7,0,0,11,5,13,5,3,0,2.3,3.4,3.1,0.266666666666667,0.454545454545455,"Sat"
"254","a",1.2765,0.849789,1.2765,0.849789,7,3,2,1,1.7279,"w",2019-11-23 15:00:00,1,0,0,3,0.426711,"Wolves",13.7,14.0434782608696,15,19,13,18,16,"S Hooper",9,2,10,5,2,1,17,7,12,9,1,0,2.75,3.3,2.6,0.222222222222222,0.411764705882353,"Sat"
"255","a",0.820474,1.23596,0.820474,1.23596,6,14,1,2,0.9977,"l",2019-11-23 17:30:00,0,0,1,0,-0.415486,"Chelsea",18.6315789473684,16.3333333333333,17,26,13,28,19,"M Atkinson",15,4,5,8,1,0,11,2,9,2,1,0,1.44,5,6.5,0.266666666666667,0.181818181818182,"Sat"
"256","h",1.23596,0.820474,1.23596,0.820474,14,6,2,1,1.6982,"w",2019-11-23 17:30:00,1,0,0,3,0.415486,"Man City",16.3333333333333,18.6315789473684,17,28,13,37,14,"M Atkinson",15,4,5,8,1,0,11,2,9,2,1,0,1.44,5,6.5,0.266666666666667,0.181818181818182,"Sat"
"257","a",1.33065,1.56025,1.33065,1.56025,6,3,3,3,1.1348,"d",2019-11-24 16:30:00,0,1,0,1,-0.2296,"Man Utd",8.63157894736842,10.4838709677419,16,17,13,19,15,"A Marriner",12,8,13,6,1,0,11,5,10,3,2,0,3.5,3.4,2.1,0.666666666666667,0.454545454545455,"Sun"
"258","h",1.56025,1.33065,1.56025,1.33065,3,6,3,3,1.5623,"d",2019-11-24 16:30:00,0,1,0,1,0.2296,"Sheffield United",10.4838709677419,8.63157894736842,16,18,13,16,12,"A Marriner",12,8,13,6,1,0,11,5,10,3,2,0,3.5,3.4,2.1,0.666666666666667,0.454545454545455,"Sun"
"259","h",2.6985,0.69784,2.6985,0.69784,14,3,2,0,2.6628,"w",2019-11-25 20:00:00,1,0,0,3,2.00066,"Aston Villa",7.33333333333333,17.6,20,14,13,19,20,"L Mason",17,8,10,11,1,0,11,5,9,6,1,0,2.05,3.4,3.7,0.470588235294118,0.454545454545455,"Mon"
