Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator
1914,5/11/2023 1:35,Motorcycle,FTG-373-VWX-123,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",60,KA89TU9012,Not Fraud
1915,5/12/2023 7:25,Truck,FTG-606-YZA-456,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",65,KA12VW3459,Not Fraud
1916,5/13/2023 13:20,Van,FTG-839-BCD-789,B-102,Regular,Medium,120,90,"12.936687032945434, 77.53113977439017",78,KA34YZ6780,Fraud
1917,5/14/2023 20:05,Sedan,FTG-072-EFG-012,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",53,KA56AB0123,Not Fraud
1918,5/15/2023 1:55,SUV,FTG-305-HIJ-345,B-102,Regular,Large,140,110,"12.936687032945434, 77.53113977439017",92,KA78CD2345,Fraud
1919,5/16/2023 7:40,Bus ,FTG-538-KLM-678,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",60,KA90EF6789,Not Fraud
1920,5/17/2023 13:30,Car,FTG-771-NOP-901,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",105,KA21GH1234,Not Fraud
1921,5/18/2023 19:25,Motorcycle,FTG-004-QRS-234,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",70,KA43IJ5678,Not Fraud
1922,5/19/2023 2:10,Truck,FTG-237-TUV-567,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",88,KA65KL9012,Not Fraud
1923,5/20/2023 8:00,Van,FTG-470-WXY-890,B-102,Express,Medium,120,70,"12.936687032945434, 77.53113977439017",45,KA87MN3456,Fraud
1924,5/21/2023 13:50,Sedan,FTG-703-ZAB-123,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",72,KA09OP6789,Not Fraud
1925,5/22/2023 20:35,SUV,FTG-936-CDE-456,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",58,KA32QR0121,Not Fraud
1926,5/23/2023 3:20,Bus ,FTG-169-FGH-789,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",81,KA54ST2341,Not Fraud
1927,5/24/2023 9:15,Car,FTG-402-IJK-012,A-101,Express,Small,70,80,"12.936687032945434, 77.53113977439017",67,KA76UV5678,Fraud
1928,5/25/2023 16:00,Motorcycle,FTG-635-LMN-345,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",98,KA98WX9912,Not Fraud
1929,5/27/2023 4:35,Truck,FTG-868-OPQ-678,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",50,KA23YZ3956,Not Fraud
1930,5/28/2023 10:30,Van,FTG-101-RST-901,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",75,KA45AB6489,Not Fraud
1931,5/29/2023 16:20,Sedan,FTG-334-UVW-234,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",62,KA67CD0423,Not Fraud
1932,5/30/2023 23:05,SUV,FTG-567-XYZ-567,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",84,KA89EF2345,Not Fraud
1933,5/31/2023 4:50,Bus ,FTG-800-BCA-890,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",55,KA12GH4678,Not Fraud
1934,6/1/2023 10:40,Car,FTG-033-DEF-123,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",80,KA34IJ4012,Not Fraud
1935,6/2/2023 16:30,Motorcycle,FTG-266-GHI-456,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",68,KA56KL4345,Not Fraud
1936,6/3/2023 23:15,Truck,FTG-499-JKL-789,C-103,Regular,Large,300,120,"12.936687032945434, 77.53113977439017",90,KA78MN5478,Fraud
1937,6/4/2023 5:05,Van,FTG-732-MNO-012,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",48,KA90OP4012,Not Fraud
1938,6/5/2023 10:50,Sedan,FTG-965-PQR-345,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",77,KA21QR4345,Not Fraud
1939,6/6/2023 16:40,SUV,FTG-198-STU-678,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",63,KA43ST4678,Not Fraud
1940,6/7/2023 1:25,Bus ,FTG-431-VWX-901,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",87,KA65UV9612,Not Fraud
1941,6/8/2023 7:10,Car,FTG-664-YZA-234,A-101,Express,Small,70,0,"12.936687032945434, 77.53113977439017",52,KA87WX2345,Fraud
1942,6/9/2023 12:55,Motorcycle,FTG-897-BCD-567,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",95,KA09YZ5878,Not Fraud
1943,6/10/2023 18:45,Truck,FTG-130-EFG-890,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",73,KA32AB9812,Not Fraud
1944,6/11/2023 0:35,Van,FTG-363-HIJ-123,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",82,KA54CD2845,Not Fraud
1945,6/12/2023 7:20,Sedan,FTG-596-KLM-456,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",57,KA76EF5878,Not Fraud
1946,6/13/2023 13:10,SUV,FTG-829-NOP-789,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",96,KA98GH9812,Not Fraud
1947,6/14/2023 19:05,Bus ,FTG-062-QRS-012,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",66,KA23IJ1345,Not Fraud
1948,6/15/2023 1:55,Car,FTG-295-TUV-345,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",89,KA45KL5378,Not Fraud
1949,6/16/2023 7:40,Motorcycle,FTG-528-WXY-678,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",51,KA67MN9512,Not Fraud
1950,6/17/2023 13:30,Truck,FTG-761-ZAB-901,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",76,KA89OP2245,Not Fraud
1951,6/18/2023 20:15,Van,FTG-994-CDE-234,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",61,KA12QR5478,Not Fraud
1952,6/19/2023 2:05,Sedan,FTG-227-FGH-567,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",85,KA34ST9212,Not Fraud
1953,6/20/2023 7:50,SUV,FTG-460-IJK-890,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",74,KA56UV2345,Not Fraud
1954,6/21/2023 13:40,Bus ,FTG-693-LMN-123,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",93,KA78WX5678,Not Fraud
1955,6/22/2023 20:25,Car,FTG-926-OPQ-456,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",49,KA90YZ9812,Not Fraud
1956,6/23/2023 3:10,Motorcycle,FTG-159-RST-789,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",83,KA21AB2345,Not Fraud
1957,6/24/2023 9:00,Truck,FTG-392-UVW-012,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",59,KA43CD5678,Not Fraud
1958,6/25/2023 14:55,Van,FTG-625-XYZ-345,B-102,Regular,Medium,120,60,"12.936687032945434, 77.53113977439017",91,KA65EF9011,Fraud
1959,6/26/2023 21:40,Sedan,FTG-858-BCA-678,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",71,KA87GH2345,Not Fraud
1960,6/27/2023 4:30,SUV,FTG-091-DEF-901,B-102,Regular,Large,140,110,"12.936687032945434, 77.53113977439017",86,KA55XY6789,Fraud
1961,6/28/2023 10:20,Bus ,FTG-324-GHI-234,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",56,KA67LM8801,Not Fraud
1962,6/29/2023 16:05,Car,FTG-557-JKL-567,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",79,KA45PQ2245,Not Fraud
1963,6/30/2023 21:55,Motorcycle,FTG-790-MNO-890,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",64,KA23RS6786,Not Fraud
1964,7/1/2023 4:40,Truck,FTG-023-PQR-123,C-103,Regular,Large,300,110,"12.936687032945434, 77.53113977439017",97,KA89TU0125,Fraud
1965,7/2/2023 10:30,Van,FTG-256-STU-456,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",69,KA12VW3499,Not Fraud
1966,7/3/2023 17:15,Sedan,FTG-489-VWX-789,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",94,KA34YZ6781,Not Fraud
1967,7/4/2023 23:05,SUV,FTG-722-YZA-012,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",54,KA56AB0124,Not Fraud
1968,7/5/2023 4:50,Bus ,FTG-955-BCD-345,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",81,KA78CD2347,Not Fraud
1969,7/6/2023 10:35,Car,FTG-188-EFG-678,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",65,KA90EF6785,Not Fraud
1970,7/7/2023 16:25,Motorcycle,FTG-421-HIJ-901,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",92,KA21GH1231,Not Fraud
1971,7/8/2023 23:10,Truck,FTG-654-KLM-234,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",50,KA43IJ5672,Not Fraud
1972,7/9/2023 5:00,Van,FTG-887-NOP-567,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",75,KA65KL9011,Not Fraud
1973,7/10/2023 10:50,Sedan,FTG-120-QRS-890,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",58,KA87MN3458,Not Fraud
1974,7/11/2023 16:45,SUV,FTG-353-TUV-123,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",89,KA09OP6788,Not Fraud
1975,7/12/2023 22:30,Bus ,FTG-586-WXY-456,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",44,KA32QR0123,Not Fraud
1976,7/13/2023 5:15,Car,FTG-819-ZAB-789,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",78,KA54ST2345,Not Fraud
1977,7/14/2023 11:05,Motorcycle,FTG-052-CDE-012,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",67,KA76UV5078,Not Fraud
1978,7/15/2023 16:55,Truck,FTG-285-FGH-345,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",95,KA98WX9012,Not Fraud
1979,7/16/2023 23:40,Van,FTG-518-IJK-678,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",55,KA23YZ3456,Not Fraud
1980,7/17/2023 5:30,Sedan,FTG-751-LMN-901,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",80,KA45AB6789,Not Fraud
1981,7/18/2023 11:20,SUV,FTG-893-ABC-567,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",62,KA67CD0123,Not Fraud
1982,7/19/2023 18:05,Bus ,FTG-126-DEF-890,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",87,KA89EF2344,Not Fraud
1983,7/20/2023 2:00,Car,FTG-359-GHI-123,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",47,KA12GH5678,Not Fraud
1984,7/21/2023 7:45,Motorcycle,FTG-592-JKL-456,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",73,KA34IJ9012,Not Fraud
1985,7/22/2023 13:35,Truck,FTG-825-MNO-789,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",68,KA56KL2345,Not Fraud
1986,7/23/2023 19:30,Van,FTG-058-PQR-012,B-102,Regular,Medium,120,70,"12.936687032945434, 77.53113977439017",91,KA78MN5678,Fraud
1987,7/24/2023 2:15,Sedan,FTG-291-STU-345,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",53,KA90OP9012,Not Fraud
1988,7/25/2023 8:05,SUV,FTG-524-VWX-678,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",82,KA21QR2345,Not Fraud
1989,7/26/2023 13:55,Bus ,FTG-757-YZA-901,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",56,KA43ST5678,Not Fraud
1990,7/27/2023 20:40,Car,FTG-990-BCD-234,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",84,KA65UV9012,Not Fraud
1991,7/28/2023 2:30,Motorcycle,FTG-223-EFG-567,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",69,KA87WX2344,Not Fraud
1992,7/30/2023 14:05,Truck,FTG-456-HIJ-890,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",94,KA09YZ5678,Not Fraud
1993,7/31/2023 20:50,Van,FTG-689-KLM-123,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",49,KA32AB9012,Not Fraud
1994,8/1/2023 3:35,Sedan,FTG-922-NOP-456,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",76,KA54CD2345,Not Fraud
1995,8/2/2023 9:25,SUV,FTG-155-QRS-789,B-102,Express,Large,140,120,"12.936687032945434, 77.53113977439017",63,KA76EF5678,Fraud
1996,8/3/2023 16:10,Bus ,FTG-388-TUV-012,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",88,KA98GH9012,Not Fraud
1997,8/4/2023 21:55,Car,FTG-621-WXY-345,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",74,KA23IJ2343,Not Fraud
1998,8/5/2023 4:45,Motorcycle,FTG-854-ZAB-678,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",96,KA45KL5678,Not Fraud
1999,8/6/2023 10:40,Truck,FTG-087-CDE-901,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",61,KA67MN9012,Not Fraud
2000,8/7/2023 16:30,Van,FTG-320-FGH-234,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",85,KA89OP2345,Not Fraud
2001,8/8/2023 23:15,Sedan,FTG-553-IJK-567,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",52,KA12QR5678,Not Fraud
2002,8/9/2023 5:05,SUV,FTG-786-LMN-890,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,KA34ST9012,Not Fraud
2003,8/10/2023 10:55,Bus ,FTG-919-OPQ-123,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,KA56UV2145,Not Fraud
2004,8/11/2023 16:40,Car,FTG-152-RST-456,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",90,KA78WX5178,Not Fraud
2005,8/12/2023 22:30,Motorcycle,FTG-385-UVW-789,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",48,KA90YZ9012,Not Fraud
2006,8/13/2023 4:15,Truck,FTG-618-XYZ-012,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",77,KA21AB2145,Fraud
2007,8/14/2023 10:05,Van,FTG-851-BCA-345,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",60,KA43CD5178,Not Fraud
2008,8/15/2023 15:50,Sedan,FTG-084-DEF-678,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",83,KA65EF9012,Fraud
2009,8/16/2023 22:35,SUV,FTG-317-GHI-901,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",71,KA87GH2145,Not Fraud
2010,8/17/2023 4:25,Bus ,FTG-550-JKL-234,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,KA09LM3456,Not Fraud
2011,8/18/2023 10:15,Car,FTG-783-MNO-567,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",46,KA34PQ6189,Not Fraud
2012,8/19/2023 16:00,Motorcycle,FTG-016-PQR-890,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",81,KA56RS0223,Not Fraud
2013,8/20/2023 21:50,Truck,FTG-249-STU-123,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,KA78TU4567,Not Fraud
2014,8/21/2023 4:35,Van,FTG-482-VWX-456,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",93,KA90VW8901,Not Fraud
2015,8/22/2023 10:25,Sedan,FTG-715-YZA-789,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",57,KA21XY2345,Not Fraud
2016,8/23/2023 16:20,SUV,FTG-948-BCD-012,B-102,Regular,Large,145,125,"13.21331620748757, 77.55413526894684",86,KA43AB9789,Fraud
2017,8/24/2023 23:05,Bus ,FTG-181-EFG-345,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",55,KA65CD9123,Not Fraud
2018,8/25/2023 4:50,Car,FTG-414-HIJ-678,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",82,KA87EF9456,Not Fraud
2019,8/26/2023 10:40,Motorcycle,FTG-647-KLM-901,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",63,KA12GH9789,Not Fraud
2020,8/27/2023 16:30,Truck,FTG-880-NOP-234,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",90,GA97GH3456,Not Fraud
2021,8/28/2023 23:15,Van,FTG-113-QRS-567,B-102,Express,Medium,125,90,"13.21331620748757, 77.55413526894684",48,MH97IJ7890,Fraud
2022,8/29/2023 5:05,Sedan,FTG-346-TUV-890,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",76,AP98KL1234,Not Fraud
2023,8/30/2023 10:50,SUV,FTG-193-ABC-567,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",58,GA98MN5678,Not Fraud
2024,8/31/2023 17:35,Bus ,FTG-426-DEF-890,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",87,MH98OP9012,Not Fraud
2025,9/1/2023 1:25,Car,FTG-659-GHI-123,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",67,AP99QR3456,Fraud
2026,9/2/2023 7:20,Motorcycle,FTG-892-JKL-456,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",94,GA99ST7890,Not Fraud
2027,9/3/2023 14:05,Truck,FTG-125-MNO-789,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,MH99UV1234,Not Fraud
2028,9/4/2023 19:55,Van,FTG-358-PQR-012,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",89,AP00WX5678,Not Fraud
2029,9/5/2023 2:40,Sedan,FTG-591-STU-345,A-101,Express,Medium,115,60,"13.21331620748757, 77.55413526894684",52,GA00YZ9012,Fraud
2030,9/6/2023 8:30,SUV,FTG-824-VWX-678,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,MH00AB1234,Not Fraud
2031,9/7/2023 14:25,Bus ,FTG-057-YZA-901,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,AP01CD5678,Not Fraud
2032,9/8/2023 21:10,Car,FTG-290-BCD-234,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",95,GA01EF9012,Not Fraud
2033,9/9/2023 2:55,Motorcycle,FTG-523-EFG-567,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",44,MH01GH3456,Not Fraud
2034,9/10/2023 8:45,Truck,FTG-756-HIJ-890,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,AP02IJ7890,Not Fraud
2035,9/11/2023 15:30,Van,FTG-989-KLM-123,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",61,GA02KL1234,Not Fraud
2036,9/12/2023 21:20,Sedan,FTG-222-NOP-456,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",85,MH02MN5678,Not Fraud
2037,9/13/2023 4:05,SUV,FTG-455-QRS-789,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",49,AP03OP9012,Not Fraud
2038,9/14/2023 9:50,Bus ,FTG-688-TUV-012,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",74,GA03QR3456,Not Fraud
2039,9/15/2023 15:40,Car,FTG-921-WXY-345,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",69,MH03ST7890,Not Fraud
2040,9/16/2023 22:25,Motorcycle,FTG-154-ZAB-678,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",92,AP04UV1234,Not Fraud
2041,9/17/2023 4:15,Truck,FTG-387-CDE-901,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",57,GA04WX5678,Not Fraud
2042,9/18/2023 10:00,Van,FTG-620-FGH-234,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",83,MH04YZ9012,Not Fraud
2043,9/19/2023 15:50,Sedan,FTG-853-IJK-567,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",68,AP05AB1234,Not Fraud
2044,9/20/2023 22:35,SUV,FTG-086-LMN-890,B-102,Regular,Large,145,125,"13.21331620748757, 77.55413526894684",96,GA05CD5678,Fraud
2045,9/21/2023 5:20,Bus ,FTG-319-OPQ-123,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",46,MH05EF9012,Fraud
2046,9/22/2023 11:10,Car,FTG-552-RST-456,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",81,AP06GH3456,Not Fraud
2047,9/23/2023 17:00,Motorcycle,FTG-785-UVW-789,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",60,GA06IJ7890,Not Fraud
2048,9/24/2023 0:45,Truck,FTG-918-XYZ-012,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",88,MH06KL1234,Not Fraud
2049,9/25/2023 6:35,Van,FTG-141-BCA-345,B-102,Express,Medium,125,115,"13.21331620748757, 77.55413526894684",53,AP07MN5678,Fraud
2050,9/26/2023 12:30,Sedan,FTG-374-DEF-678,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",77,GA07OP9012,Not Fraud
2051,9/28/2023 1:00,SUV,FTG-607-GHI-901,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",64,MH07QR3456,Not Fraud
2052,9/29/2023 6:45,Bus ,FTG-840-JKL-234,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",91,AP08ST7890,Not Fraud
2053,9/30/2023 12:35,Car,FTG-073-MNO-567,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",50,GA08UV1234,Not Fraud
2054,10/1/2023 18:30,Motorcycle,FTG-306-PQR-890,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",75,MH08WX5678,Not Fraud
2055,10/2/2023 1:15,Truck,FTG-539-STU-123,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",59,AP09YZ9012,Not Fraud
2056,10/3/2023 7:05,Van,FTG-772-VWX-456,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",84,GA09AB1234,Not Fraud
2057,10/4/2023 12:55,Sedan,FTG-005-YZA-789,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,MH09CD5678,Not Fraud
2058,10/5/2023 19:40,SUV,FTG-238-BCD-012,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",93,AP10EF9012,Not Fraud
2059,10/6/2023 1:30,Bus ,FTG-471-EFG-345,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",45,GA10GH3456,Not Fraud
2060,10/7/2023 7:15,Car,FTG-704-HIJ-678,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",80,MH10IJ7890,Not Fraud
2061,10/8/2023 13:05,Motorcycle,FTG-937-KLM-901,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",62,AP11KL1234,Not Fraud
2062,10/9/2023 19:50,Truck,FTG-170-NOP-234,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,GA11MN5678,Not Fraud
2063,10/10/2023 2:35,Van,FTG-403-QRS-567,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",51,MH11OP9012,Not Fraud
2064,10/11/2023 8:25,Sedan,FTG-636-TUV-890,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",73,AP12QR3456,Not Fraud
2065,10/12/2023 15:10,SUV,FTG-869-WXY-012,B-102,Express,Large,145,115,"13.21331620748757, 77.55413526894684",56,GA12ST7890,Fraud
2066,10/13/2023 21:00,Bus ,FTG-102-ZAB-345,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,MH12UV1234,Not Fraud
2067,10/14/2023 2:45,Car,FTG-335-CDE-678,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",70,AP13WX5678,Fraud
2068,10/15/2023 8:35,Motorcycle,FTG-568-FGH-901,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",97,GA13YZ9012,Not Fraud
2069,1/9/2023 4:05,Truck,FTG-801-IJK-234,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",47,MH13AB1234,Fraud
2070,1/10/2023 9:55,Van,FTG-034-LMN-567,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",84,AP14CD5678,Not Fraud
2071,1/11/2023 16:40,Sedan,FTG-267-OPQ-890,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",65,GA14EF9012,Not Fraud
2072,1/12/2023 22:30,SUV,FTG-500-RST-123,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",92,MH14GH3456,Not Fraud
2073,1/13/2023 5:15,Bus ,FTG-733-UVW-456,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",53,AP15IJ7890,Not Fraud
2074,1/14/2023 11:05,Car,FTG-966-XYZ-789,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",79,GA15KL1234,Not Fraud
2075,1/15/2023 17:50,Motorcycle,FTG-199-BCA-012,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",61,MH15MN5678,Not Fraud
2076,1/16/2023 0:35,Truck,FTG-432-DEF-345,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",89,AP16OP9012,Fraud
2077,1/17/2023 6:25,Van,FTG-665-GHI-678,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",44,GA16QR3456,Not Fraud
2078,12/25/2023 8:05,Sedan,FTG-898-JKL-901,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",78,MH16ST7890,Fraud
2079,12/26/2023 13:55,SUV,FTG-131-MNO-234,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",67,AP17UV1234,Not Fraud
2080,12/27/2023 20:40,Bus ,FTG-364-PQR-567,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",95,GA17WX5678,Not Fraud
2081,12/28/2023 2:30,Car,FTG-597-STU-890,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,MH17YZ9012,Not Fraud
2082,12/29/2023 8:20,Motorcycle,FTG-830-VWX-123,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",80,AP18AB1234,Not Fraud
2083,12/30/2023 15:05,Truck,FTG-063-YZA-456,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,GA18CD5678,Not Fraud
2084,12/31/2023 20:55,Van,FTG-296-BCD-789,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",87,MH18EF9012,Not Fraud
2085,1/1/2023 3:40,Sedan,FTG-529-EFG-012,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",47,AP19GH3456,Not Fraud
2086,1/2/2023 9:30,SUV,FTG-762-HIJ-345,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",73,GA19IJ7890,Not Fraud
