,pokedex_nr,en_name,type_1,type_2,link,type_list,de_name,type_1_german,type_2_german,type_list_ger,fr_name,jp_name,kor_name,chi_name
464,465,Tangrowth,Grass,,https://www.pokewiki.de/Tangoloss,['Grass'],Tangoloss,Pflanze,,['Pflanze'],Bouldeneu,モジャンボ(Mojumbo),덩쿠림보(Deongkurimbo),巨蔓藤 / 巨蔓藤(Jùmànténg)
465,466,Electivire,Electric,,https://www.pokewiki.de/Elevoltek,['Electric'],Elevoltek,Elektro,,['Elektro'],Élekable,エレキブル(Elekible),에레키블(Erekibeul),電擊魔獸 / 电击魔兽(Diànjīmóshòu)
466,467,Magmortar,Fire,,https://www.pokewiki.de/Magbrant,['Fire'],Magbrant,Feuer,,['Feuer'],Maganon,ブーバーン(Booburn),마그마번(Mageumabeon),鴨嘴炎獸 / 鸭嘴炎兽(Yāzuǐyánshòu)
467,468,Togekiss,Fairy,Flying,https://www.pokewiki.de/Togekiss,"['Fairy', 'Flying']",Togekiss,Fee,Flug,"['Fee', 'Flug']",Togekiss,トゲキッス(Togekiss),토게키스(Togekiseu),波克基斯 / 波克基斯(Bōkèjīsī)
468,469,Yanmega,Bug,Flying,https://www.pokewiki.de/Yanmega,"['Bug', 'Flying']",Yanmega,Käfer,Flug,"['Käfer', 'Flug']",Yanmega,メガヤンマ(Megayanma),메가자리(Megajari),遠古巨蜓 / 远古巨蜓(Yuǎngǔjùtíng)
469,470,Leafeon,Grass,,https://www.pokewiki.de/Folipurba,['Grass'],Folipurba,Pflanze,,['Pflanze'],Phyllali,リーフィア(Leafia),리피아(Ripia),葉伊布 / 叶伊布(Yèyībù)
470,471,Glaceon,Ice,,https://www.pokewiki.de/Glaziola,['Ice'],Glaziola,Eis,,['Eis'],Givrali,グレイシア(Glacia),글레이시아(Geulleisia),冰伊布 / 冰伊布(Bīngyībù)
471,472,Gliscor,Ground,Flying,https://www.pokewiki.de/Skorgro,"['Ground', 'Flying']",Skorgro,Boden,Flug,"['Boden', 'Flug']",Scorvol,グライオン(Glion),글라이온(Geullaion),天蠍王 / 天蝎王(Tiānxiēwáng)
472,473,Mamoswine,Ice,Ground,https://www.pokewiki.de/Mamutel,"['Ice', 'Ground']",Mamutel,Eis,Boden,"['Eis', 'Boden']",Mammochon,マンムー(Mammoo),맘모꾸리(Mammokkuri),象牙豬 / 象牙猪(Xiàngyázhū)
473,474,Porygon-Z,Normal,,https://www.pokewiki.de/Porygon-Z,['Normal'],Porygon-Z,Normal,,['Normal'],Porygon-Z,ポリゴンＺ(Porygon-Z),폴리곤Z(PorygonZ),多邊獸Ｚ / 多边兽乙型(DuōbiānshòuZ / Duōbiānshòuyǐxíng)
474,475,Gallade,Psychic,Fight,https://www.pokewiki.de/Galagladi,"['Psychic', 'Fight']",Galagladi,Psycho,Kampf,"['Psycho', 'Kampf']",Gallame,エルレイド(Erureido),엘레이드(Elleideu),艾路雷朵 / 艾路雷朵(Àilùléiduǒ)
475,476,Probopass,Rock,Steel,https://www.pokewiki.de/Voluminas,"['Rock', 'Steel']",Voluminas,Gestein,Stahl,"['Gestein', 'Stahl']",Tarinorme,ダイノーズ(Dainose),대코파스(Daekopaseu),大朝北鼻 / 大朝北鼻(Dàcháoběibí)
476,477,Dusknoir,Ghost,,https://www.pokewiki.de/Zwirrfinst,['Ghost'],Zwirrfinst,Geist,,['Geist'],Noctunoir,ヨノワール(Yonoir),야느와르몽(Yaneuwareumong),黑夜魔靈 / 黑夜魔灵(Hēiyèmólíng)
477,478,Froslass,Ice,Ghost,https://www.pokewiki.de/Frosdedje,"['Ice', 'Ghost']",Frosdedje,Eis,Geist,"['Eis', 'Geist']",Momartik,ユキメノコ(Yukimenoko),눈여아(Nun-yeoa),雪妖女 / 雪妖女(Xuěyāonǚ)
478,479,Rotom,Electric,Ghost,https://www.pokewiki.de/Rotom,"['Electric', 'Ghost']",Rotom,Elektro,Geist,"['Elektro', 'Geist']",Motisma,ロトム(Rotom),로토무(Rotomu),洛托姆 / 洛托姆(Luòtuōmǔ)
479,480,Uxie,Psychic,,https://www.pokewiki.de/Selfe,['Psychic'],Selfe,Psycho,,['Psycho'],Créhelf,ユクシー(Yuxie),유크시(Yukeusi),由克希 / 由克希(Yóukèxī)
480,481,Mesprit,Psychic,,https://www.pokewiki.de/Vesprit,['Psychic'],Vesprit,Psycho,,['Psycho'],Créfollet,エムリット(Emrit),엠라이트(Emraiteu),艾姆利多 / 艾姆利多(Àimǔlìduō)
481,482,Azelf,Psychic,,https://www.pokewiki.de/Tobutz,['Psychic'],Tobutz,Psycho,,['Psycho'],Créfadet,アグノム(Agnome),아그놈(Ageunom),亞克諾姆 / 亚克诺姆(Yàkènuòmǔ)
482,483,Dialga,Steel,Dragon,https://www.pokewiki.de/Dialga,"['Steel', 'Dragon']",Dialga,Stahl,Drache,"['Stahl', 'Drache']",Dialga,ディアルガ(Dialga),디아루가(Diaruga),帝牙盧卡 / 帝牙卢卡(Dìyálúkǎ)
483,484,Palkia,Water,Dragon,https://www.pokewiki.de/Palkia,"['Water', 'Dragon']",Palkia,Wasser,Drache,"['Wasser', 'Drache']",Palkia,パルキア(Palkia),펄기아(Peolgia),帕路奇亞 / 帕路奇亚(Pàlùqíyà)
484,485,Heatran,Fire,Steel,https://www.pokewiki.de/Heatran,"['Fire', 'Steel']",Heatran,Feuer,Stahl,"['Feuer', 'Stahl']",Heatran,ヒードラン(Heatran),히드런(Hideureon),席多藍恩 / 席多蓝恩(Xíduōlán'ēn)
485,486,Regigigas,Normal,,https://www.pokewiki.de/Regigigas,['Normal'],Regigigas,Normal,,['Normal'],Regigigas,レジギガス(Regigigas),레지기가스(Rejigigaseu),雷吉奇卡斯 / 雷吉奇卡斯(Léijíqíkǎsī)
486,487,Giratina,Ghost,Dragon,https://www.pokewiki.de/Giratina,"['Ghost', 'Dragon']",Giratina,Geist,Drache,"['Geist', 'Drache']",Giratina,ギラティナ(Giratina),기라티나(Giratina),騎拉帝納 / 骑拉帝纳(Qílādìnà)
487,488,Cresselia,Psychic,,https://www.pokewiki.de/Cresselia,['Psychic'],Cresselia,Psycho,,['Psycho'],Cresselia,クレセリア(Cresselia),크레세리아(Keureseria),克雷色利亞 / 克雷色利亚(Kèléisèlìyà)
488,489,Phione,Water,,https://www.pokewiki.de/Phione,['Water'],Phione,Wasser,,['Wasser'],Phione,フィオネ(Phione),피오네(Pione),霏歐納 / 霏欧纳(Fēi'ōunà)
489,490,Manaphy,Water,,https://www.pokewiki.de/Manaphy,['Water'],Manaphy,Wasser,,['Wasser'],Manaphy,マナフィ(Manaphy),마나피(Manapi),瑪納霏 / 玛纳霏(Mǎnàfēi)
490,491,Darkrai,Dark,,https://www.pokewiki.de/Darkrai,['Dark'],Darkrai,Unlicht,,['Unlicht'],Darkrai,ダークライ(Darkrai),다크라이(Dakeurai),達克萊伊 / 达克莱伊(Dákèláiyī)
491,492,Shaymin,Grass,,https://www.pokewiki.de/Shaymin,['Grass'],Shaymin,Pflanze,,['Pflanze'],Shaymin,シェイミ(Shaymin),쉐이미(Sweimi),謝米 / 谢米(Xièmǐ)
492,493,Arceus,Normal,,https://www.pokewiki.de/Arceus,['Normal'],Arceus,Normal,,['Normal'],Arceus,アルセウス(Arceus),아르세우스(Areuse-useu),阿爾宙斯 / 阿尔宙斯(Ā'ěrzhòusī)
493,494,Victini,Psychic,Fire,https://www.pokewiki.de/Victini,"['Psychic', 'Fire']",Victini,Psycho,Feuer,"['Psycho', 'Feuer']",Victini,ビクティニ(Victini),비크티니(Bikeutini),比克提尼 / 比克提尼(Bǐkètíní)
494,495,Snivy,Grass,,https://www.pokewiki.de/Serpifeu,['Grass'],Serpifeu,Pflanze,,['Pflanze'],Vipélierre,ツタージャ(Tsutarja),주리비얀(Juribiyan),藤藤蛇 / 藤藤蛇(Téngténgshé)
495,496,Servine,Grass,,https://www.pokewiki.de/Efoserp,['Grass'],Efoserp,Pflanze,,['Pflanze'],Lianaja,ジャノビー(Janovy),샤비(Syabi),青藤蛇 / 青藤蛇(Qīngténgshé)
496,497,Serperior,Grass,,https://www.pokewiki.de/Serpiroyal,['Grass'],Serpiroyal,Pflanze,,['Pflanze'],Majaspic,ジャローダ(Jalorda),샤로다(Syaroda),君主蛇 / 君主蛇(Jūnzhǔshé)
497,498,Tepig,Fire,,https://www.pokewiki.de/Floink,['Fire'],Floink,Feuer,,['Feuer'],Gruikui,ポカブ(Pokabu),뚜꾸리(Ttukkuri),暖暖豬 / 暖暖猪(Nuǎnnuǎnzhū)
498,499,Pignite,Fire,Fight,https://www.pokewiki.de/Ferkokel,"['Fire', 'Fight']",Ferkokel,Feuer,Kampf,"['Feuer', 'Kampf']",Grotichon,チャオブー(Chaoboo),챠오꿀(Chyaokkul),炒炒豬 / 炒炒猪(Chǎochǎozhū)
499,500,Emboar,Fire,Fight,https://www.pokewiki.de/Flambirex,"['Fire', 'Fight']",Flambirex,Feuer,Kampf,"['Feuer', 'Kampf']",Roitiflam,エンブオー(Enbuoh),염무왕(Yeommuwang),炎武王 / 炎武王(Yánwǔwáng)
500,501,Oshawott,Water,,https://www.pokewiki.de/Ottaro,['Water'],Ottaro,Wasser,,['Wasser'],Moustillon,ミジュマル(Mijumaru),수댕이(Sudaeng'i),水水獺 / 水水獭(Shuǐshuǐtǎ)
501,502,Dewott,Water,,https://www.pokewiki.de/Zwottronin,['Water'],Zwottronin,Wasser,,['Wasser'],Mateloutre,フタチマル(Futachimaru),쌍검자비(Ssang-geomjabi),雙刃丸 / 双刃丸(Shuāngrènwán)
502,503,Samurott,Water,,https://www.pokewiki.de/Admurai,['Water'],Admurai,Wasser,,['Wasser'],Clamiral,ダイケンキ(Daikenki),대검귀(Daegeomgwi),大劍鬼 / 大剑鬼(Dàjiànguǐ)
503,504,Patrat,Normal,,https://www.pokewiki.de/Nagelotz,['Normal'],Nagelotz,Normal,,['Normal'],Ratentif,ミネズミ(Minezumi),보르쥐(Boreujwi),探探鼠 / 探探鼠(Tàntànshŭ)
504,505,Watchog,Normal,,https://www.pokewiki.de/Kukmarda,['Normal'],Kukmarda,Normal,,['Normal'],Miradar,ミルホッグ(Miruhog),보르그(Boreugeu),步哨鼠 / 步哨鼠(Bùshàoshŭ)
505,506,Lillipup,Normal,,https://www.pokewiki.de/Yorkleff,['Normal'],Yorkleff,Normal,,['Normal'],Ponchiot,ヨーテリー(Yorterrie),요테리(Yoteri),小約克 / 小约克(Xiǎoyuēkè)
506,507,Herdier,Normal,,https://www.pokewiki.de/Terribark,['Normal'],Terribark,Normal,,['Normal'],Ponchien,ハーデリア(Herderrie),하데리어(Haderieo),哈約克 / 哈约克(Hāyuēkè)
507,508,Stoutland,Normal,,https://www.pokewiki.de/Bissbark,['Normal'],Bissbark,Normal,,['Normal'],Mastouffe,ムーランド(Mooland),바랜드(Baraendeu),長毛狗 / 长毛狗(Chángmáogŏu)
508,509,Purrloin,Dark,,https://www.pokewiki.de/Felilou,['Dark'],Felilou,Unlicht,,['Unlicht'],Chacripan,チョロネコ(Choroneko),쌔비냥(Ssaebinyang),扒手貓 / 扒手猫(Páshǒumāo)
509,510,Liepard,Dark,,https://www.pokewiki.de/Kleoparda,['Dark'],Kleoparda,Unlicht,,['Unlicht'],Léopardus,レパルダス(Lepardas),레파르다스(Repareudaseu),酷豹 / 酷豹(Kùbào)
510,511,Pansage,Grass,,https://www.pokewiki.de/Vegimak,['Grass'],Vegimak,Pflanze,,['Pflanze'],Feuillajou,ヤナップ(Yanappu),야나프(Yanapeu),花椰猴 / 花椰猴(Huāyēhóu)
511,512,Simisage,Grass,,https://www.pokewiki.de/Vegichita,['Grass'],Vegichita,Pflanze,,['Pflanze'],Feuiloutan,ヤナッキー(Yanakkie),야나키(Yanaki),花椰猿 / 花椰猿(Huāyēyuán)
512,513,Pansear,Fire,,https://www.pokewiki.de/Grillmak,['Fire'],Grillmak,Feuer,,['Feuer'],Flamajou,バオップ(Baoppu),바오프(Baopeu),爆香猴 / 爆香猴(Bàoxiānghóu)
513,514,Simisear,Fire,,https://www.pokewiki.de/Grillchita,['Fire'],Grillchita,Feuer,,['Feuer'],Flamoutan,バオッキー(Baokkie),바오키(Baoki),爆香猿 / 爆香猿(Bàoxiāngyuán)
514,515,Panpour,Water,,https://www.pokewiki.de/Sodamak,['Water'],Sodamak,Wasser,,['Wasser'],Flotajou,ヒヤップ(Hiyappu),앗차프(Aschapeu),冷水猴 / 冷水猴(Lěngshuǐhóu)
515,516,Simipour,Water,,https://www.pokewiki.de/Sodachita,['Water'],Sodachita,Wasser,,['Wasser'],Flotoutan,ヒヤッキー(Hiyakkie),앗차키(Aschaki),冷水猿 / 冷水猿(Lěngshuǐyuán)
516,517,Munna,Psychic,,https://www.pokewiki.de/Somniam,['Psychic'],Somniam,Psycho,,['Psycho'],Munna,ムンナ(Munna),몽나(Mongna),食夢夢 / 食梦梦(Shímèngmèng)
517,518,Musharna,Psychic,,https://www.pokewiki.de/Somnivora,['Psychic'],Somnivora,Psycho,,['Psycho'],Mushana,ムシャーナ(Musharna),몽얌나(Mong-yamna),夢夢蝕 / 梦梦蚀(Mèngmèngshí)
518,519,Pidove,Normal,Flying,https://www.pokewiki.de/Dusselgurr,"['Normal', 'Flying']",Dusselgurr,Normal,Flug,"['Normal', 'Flug']",Poichigeon,マメパト(Mamepato),콩둘기(Kongdulgi),豆豆鴿 / 豆豆鸽(Dòudòugē)
519,520,Tranquill,Normal,Flying,https://www.pokewiki.de/Navitaub,"['Normal', 'Flying']",Navitaub,Normal,Flug,"['Normal', 'Flug']",Colombeau,ハトーボー(Hatoboh),유토브(Yutobeu),咕咕鴿 / 咕咕鸽(Gūgūgē)
520,521,Unfezant,Normal,Flying,https://www.pokewiki.de/Fasasnob,"['Normal', 'Flying']",Fasasnob,Normal,Flug,"['Normal', 'Flug']",Déflaisan,ケンホロウ(Kenhallow),켄호로우(Kenhallow),高傲雉雞 / 高傲雉鸡(Gāo'àozhìjī)
521,522,Blitzle,Electric,,https://www.pokewiki.de/Elezeba,['Electric'],Elezeba,Elektro,,['Elektro'],Zébibron,シママ(Shimama),줄뮤마(Julmyuma),斑斑馬 / 斑斑马(Bānbānmǎ)
522,523,Zebstrika,Electric,,https://www.pokewiki.de/Zebritz,['Electric'],Zebritz,Elektro,,['Elektro'],Zéblitz,ゼブライカ(Zebraika),제브라이카(Jebeuraika),雷電斑馬 / 雷电斑马(Léidiànbānmǎ)
523,524,Roggenrola,Rock,,https://www.pokewiki.de/Kiesling,['Rock'],Kiesling,Gestein,,['Gestein'],Nodulithe,ダンゴロ(Dangoro),단굴(Dangul),石丸子 / 石丸子(Shíwánzǐ)
524,525,Boldore,Rock,,https://www.pokewiki.de/Sedimantur,['Rock'],Sedimantur,Gestein,,['Gestein'],Géolithe,ガントル(Gantle),암트르(Amteureu),地幔岩 / 地幔岩(Dìmànyán)
525,526,Gigalith,Rock,,https://www.pokewiki.de/Brockoloss,['Rock'],Brockoloss,Gestein,,['Gestein'],Gigalithe,ギガイアス(Gigaiath),기가이어스(Gigaieoseu),龐岩怪 / 庞岩怪(Pángyánguài)
526,527,Woobat,Psychic,Flying,https://www.pokewiki.de/Fleknoil,"['Psychic', 'Flying']",Fleknoil,Psycho,Flug,"['Psycho', 'Flug']",Chovsourir,コロモリ(Koromori),또르박쥐(Ttoreubakjwi),滾滾蝙蝠 / 滚滚蝙蝠(Gǔngǔnbiānfú)
527,528,Swoobat,Psychic,Flying,https://www.pokewiki.de/Fletiamo,"['Psychic', 'Flying']",Fletiamo,Psycho,Flug,"['Psycho', 'Flug']",Rhinolove,ココロモリ(Kokoromori),맘박쥐(Mambakjwi),心蝙蝠 / 心蝙蝠(Xīnbiānfú)
528,529,Drilbur,Ground,,https://www.pokewiki.de/Rotomurf,['Ground'],Rotomurf,Boden,,['Boden'],Rototaupe,モグリュー(Mogurew),두더류(Dudeorew),螺釘地鼠 / 螺钉地鼠(Luódīngdìshǔ)
529,530,Excadrill,Ground,Steel,https://www.pokewiki.de/Stalobor,"['Ground', 'Steel']",Stalobor,Boden,Stahl,"['Boden', 'Stahl']",Minotaupe,ドリュウズ(Doryuzu),몰드류(Moldrew),龍頭地鼠 / 龙头地鼠(Lóngtóudìshǔ)
530,531,Audino,Normal,,https://www.pokewiki.de/Ohrdoch,['Normal'],Ohrdoch,Normal,,['Normal'],Nanméouïe,タブンネ(Tabunne),다부니(Dabuni),差不多娃娃 / 差不多娃娃(Chàbùduōwáwá)
531,532,Timburr,Fight,,https://www.pokewiki.de/Praktibalk,['Fight'],Praktibalk,Kampf,,['Kampf'],Charpenti,ドッコラー(Dokkorer),으랏차(Euratcha),搬運小匠 / 搬运小匠(Bānyùnxiǎojiàng)
532,533,Gurdurr,Fight,,https://www.pokewiki.de/Strepoli,['Fight'],Strepoli,Kampf,,['Kampf'],Ouvrifier,ドテッコツ(Dotekkotsu),토쇠골(Tosoegol),鐵骨土人 / 铁骨土人(Tiěgǔtǔrén)
533,534,Conkeldurr,Fight,,https://www.pokewiki.de/Meistagrif,['Fight'],Meistagrif,Kampf,,['Kampf'],Bétochef,ローブシン(Roubushin),노보청(Nobocheong),修建老匠 / 修建老匠(Xiūjiànlǎojiàng)
534,535,Tympole,Water,,https://www.pokewiki.de/Schallquap,['Water'],Schallquap,Wasser,,['Wasser'],Tritonde,オタマロ(Otamaro),동챙이(Dongchaengi),圓蝌蚪 / 圆蝌蚪(Yuánkēdǒu)
535,536,Palpitoad,Water,Ground,https://www.pokewiki.de/Mebrana,"['Water', 'Ground']",Mebrana,Wasser,Boden,"['Wasser', 'Boden']",Batracné,ガマガル(Gamagaru),두까비(Duggabi),藍蟾蜍 / 蓝蟾蜍(Lánchánchú)
536,537,Seismitoad,Water,Ground,https://www.pokewiki.de/Branawarz,"['Water', 'Ground']",Branawarz,Wasser,Boden,"['Wasser', 'Boden']",Crapustule,ガマゲロゲ(Gamageroge),두빅굴(Dubiggul),蟾蜍王 / 蟾蜍王(Chánchúwáng)
537,538,Throh,Fight,,https://www.pokewiki.de/Jiutesto,['Fight'],Jiutesto,Kampf,,['Kampf'],Judokrak,ナゲキ(Nageki),던지미(Deonjimi),投摔鬼 / 投摔鬼(Tóushuāiguǐ)
538,539,Sawk,Fight,,https://www.pokewiki.de/Karadonis,['Fight'],Karadonis,Kampf,,['Kampf'],Karaclée,ダゲキ(Dageki),타격귀(Tagyeokgwi),打擊鬼 / 打击鬼(Dǎjīguǐ)
539,540,Sewaddle,Bug,Grass,https://www.pokewiki.de/Strawickl,"['Bug', 'Grass']",Strawickl,Käfer,Pflanze,"['Käfer', 'Pflanze']",Larveyette,クルミル(Kurumiru),두르보(Dureubo),蟲寶包 / 虫宝包(Chóngbǎobāo)
540,541,Swadloon,Bug,Grass,https://www.pokewiki.de/Folikon,"['Bug', 'Grass']",Folikon,Käfer,Pflanze,"['Käfer', 'Pflanze']",Couverdure,クルマユ(Kurumayu),두르쿤(Dureukun),寶包繭 / 宝包茧(Bǎobāojiǎn)
541,542,Leavanny,Bug,Grass,https://www.pokewiki.de/Matrifol,"['Bug', 'Grass']",Matrifol,Käfer,Pflanze,"['Käfer', 'Pflanze']",Manternel,ハハコモリ(Hahakomori),모아머(Moameo),保母蟲 / 保姆虫(Bǎomǔchóng)
542,543,Venipede,Bug,Poison,https://www.pokewiki.de/Toxiped,"['Bug', 'Poison']",Toxiped,Käfer,Gift,"['Käfer', 'Gift']",Venipatte,フシデ(Fushide),마디네(Madine),百足蜈蚣 / 百足蜈蚣(Bǎizúwúgōng)
543,544,Whirlipede,Bug,Poison,https://www.pokewiki.de/Rollum,"['Bug', 'Poison']",Rollum,Käfer,Gift,"['Käfer', 'Gift']",Scobolide,ホイーガ(Wheega),휠구(Hwilgu),車輪毬 / 车轮球(Chēlúnqiú)
544,545,Scolipede,Bug,Poison,https://www.pokewiki.de/Cerapendra,"['Bug', 'Poison']",Cerapendra,Käfer,Gift,"['Käfer', 'Gift']",Brutapode,ペンドラー(Pendror),펜드라(Pendeura),蜈蚣王 / 蜈蚣王(Wúgōngwáng)
545,546,Cottonee,Grass,Fairy,https://www.pokewiki.de/Waumboll,"['Grass', 'Fairy']",Waumboll,Pflanze,Fee,"['Pflanze', 'Fee']",Doudouvet,モンメン(Monmen),소미안(Somian),木棉球 / 木棉球(Mùmiánqiú)
546,547,Whimsicott,Grass,Fairy,https://www.pokewiki.de/Elfun,"['Grass', 'Fairy']",Elfun,Pflanze,Fee,"['Pflanze', 'Fee']",Farfaduvet,エルフーン(Elfuun),엘풍(Elpung),風妖精 / 风妖精(Fēngyāojīng)
547,548,Petilil,Grass,,https://www.pokewiki.de/Lilminip,['Grass'],Lilminip,Pflanze,,['Pflanze'],Chlorobule,チュリネ(Churine),치릴리(Chirilli),百合根娃娃 / 百合根娃娃(Bǎihégēnwáwá)
548,549,Lilligant,Grass,,https://www.pokewiki.de/Dressella,['Grass'],Dressella,Pflanze,,['Pflanze'],Fragilady,ドレディア(Dredear),드레디어(Deuredieo),裙兒小姐 / 裙儿小姐(Qún'érxiǎojiě)
549,550,Basculin,Water,,https://www.pokewiki.de/Barschuft,['Water'],Barschuft,Wasser,,['Wasser'],Bargantua,バスラオ(Bassrao),배쓰나이(Baesseunai),野蠻鱸魚 / 野蛮鲈鱼(Yěmánlúyú)
550,551,Sandile,Ground,Dark,https://www.pokewiki.de/Ganovil,"['Ground', 'Dark']",Ganovil,Boden,Unlicht,"['Boden', 'Unlicht']",Mascaïman,メグロコ(Meguroco),깜눈크(Kkamnunkeu),黑眼鱷 / 黑眼鳄(Hēiyǎn'è)
551,552,Krokorok,Ground,Dark,https://www.pokewiki.de/Rokkaiman,"['Ground', 'Dark']",Rokkaiman,Boden,Unlicht,"['Boden', 'Unlicht']",Escroco,ワルビル(Waruvile),악비르(Akbireu),混混鱷 / 混混鳄(Hùnhùn'è)
552,553,Krookodile,Ground,Dark,https://www.pokewiki.de/Rabigator,"['Ground', 'Dark']",Rabigator,Boden,Unlicht,"['Boden', 'Unlicht']",Crocorible,ワルビアル(Waruvial),악비아르(Akbiareu),流氓鱷 / 流氓鳄(Liúmáng'è)
553,554,Darumaka,Fire,,https://www.pokewiki.de/Flampion,['Fire'],Flampion,Feuer,,['Feuer'],Darumarond,ダルマッカ(Darumakka),달막화(Dalmakhwa),火紅不倒翁 / 火红不倒翁(Huǒhóngbùdǎowēng)
554,555,Darmanitan,Fire,,https://www.pokewiki.de/Flampivian,['Fire'],Flampivian,Feuer,,['Feuer'],Darumacho,ヒヒダルマ(Hihidaruma),불비달마(Bulbidarma),達摩狒狒 / 达摩狒狒(Dámófèifèi)
555,556,Maractus,Grass,,https://www.pokewiki.de/Maracamba,['Grass'],Maracamba,Pflanze,,['Pflanze'],Maracachi,マラカッチ(Maracacchi),마라카치(Marakachi),沙鈴仙人掌 / 沙铃仙人掌(Shālíngxiānrénzhǎng)
556,557,Dwebble,Bug,Rock,https://www.pokewiki.de/Lithomith,"['Bug', 'Rock']",Lithomith,Käfer,Gestein,"['Käfer', 'Gestein']",Crabicoque,イシズマイ(Ishizumai),돌살이(Dolsali),石居蟹 / 石居蟹(Shíjūxiè)
557,558,Crustle,Bug,Rock,https://www.pokewiki.de/Castellith,"['Bug', 'Rock']",Castellith,Käfer,Gestein,"['Käfer', 'Gestein']",Crabaraque,イワパレス(Iwapalace),암팰리스(Ampaeriseu),岩殿居蟹 / 岩殿居蟹(Yándiànjūxiè)
558,559,Scraggy,Dark,Fight,https://www.pokewiki.de/Zurrokex,"['Dark', 'Fight']",Zurrokex,Unlicht,Kampf,"['Unlicht', 'Kampf']",Baggiguane,ズルッグ(Zuruggu),곤율랭(Gonyullaeng),滑滑小子 / 滑滑小子(Huáhuáxiǎozǐ)
559,560,Scrafty,Dark,Fight,https://www.pokewiki.de/Irokex,"['Dark', 'Fight']",Irokex,Unlicht,Kampf,"['Unlicht', 'Kampf']",Baggaïd,ズルズキン(Zuruzukin),곤율거니(Gonyugeoni),頭巾混混 / 头巾混混(Tóujīnhùnhùn)
560,561,Sigilyph,Psychic,Flying,https://www.pokewiki.de/Symvolara,"['Psychic', 'Flying']",Symvolara,Psycho,Flug,"['Psycho', 'Flug']",Cryptéro,シンボラー(Symboler),심보러(Simboreo),象徵鳥 / 象征鸟(Xiàngzhēngniǎo)
561,562,Yamask,Ghost,,https://www.pokewiki.de/Makabaja,['Ghost'],Makabaja,Geist,,['Geist'],Tutafeh,デスマス(Desumasu),데스마스(Deseumaseu),哭哭面具 / 哭哭面具(Kūkūmiànjù)
562,563,Cofagrigus,Ghost,,https://www.pokewiki.de/Echnatoll,['Ghost'],Echnatoll,Geist,,['Geist'],Tutankafer,デスカーン(Desukarn),데스니칸(Deseunikan),死神棺 / 迭失棺(Sǐshénguān / Diéshīguān)
563,564,Tirtouga,Water,Rock,https://www.pokewiki.de/Galapaflos,"['Water', 'Rock']",Galapaflos,Wasser,Gestein,"['Wasser', 'Gestein']",Carapagos,プロトーガ(Protoga),프로토가(Protoga),原蓋海龜 / 原盖海龟(Yuángàihǎiguī)
564,565,Carracosta,Water,Rock,https://www.pokewiki.de/Karippas,"['Water', 'Rock']",Karippas,Wasser,Gestein,"['Wasser', 'Gestein']",Mégapagos,アバゴーラ(Abagoura),늑골라(Neukgolla),肋骨海龜 / 肋骨海龟(Lèigǔhǎiguī)
565,566,Archen,Rock,Flying,https://www.pokewiki.de/Flapteryx,"['Rock', 'Flying']",Flapteryx,Gestein,Flug,"['Gestein', 'Flug']",Arkéapti,アーケン(Archen),아켄(Aken),始祖小鳥 / 始祖小鸟(Shǐzǔxiǎoniǎo)
566,567,Archeops,Rock,Flying,https://www.pokewiki.de/Aeropteryx,"['Rock', 'Flying']",Aeropteryx,Gestein,Flug,"['Gestein', 'Flug']",Aéroptéryx,アーケオス(Archeos),아케오스(Akeoseu),始祖大鳥 / 始祖大鸟(Shǐzǔdàniǎo)
567,568,Trubbish,Poison,,https://www.pokewiki.de/Unrat%C3%BCtox,['Poison'],Unratütox,Gift,,['Gift'],Miamiasme,ヤブクロン(Yabukuron),깨봉이(Kkaebongi),破破袋 / 破破袋(Pòpòdài)
568,569,Garbodor,Poison,,https://www.pokewiki.de/Deponitox,['Poison'],Deponitox,Gift,,['Gift'],Miasmax,ダストダス(Dustdas),더스트나(Deoseuteuna),灰塵山 / 灰尘山(Huīchénshān)
569,570,Zorua,Dark,,https://www.pokewiki.de/Zorua,['Dark'],Zorua,Unlicht,,['Unlicht'],Zorua,ゾロア(Zorua),조로아(Joroa),索羅亞 / 索罗亚(Suǒluóyà)
570,571,Zoroark,Dark,,https://www.pokewiki.de/Zoroark,['Dark'],Zoroark,Unlicht,,['Unlicht'],Zoroark,ゾロアーク(Zoroark),조로아크(Joroakeu),索羅亞克 / 索罗亚克(Suǒluóyàkè)
571,572,Minccino,Normal,,https://www.pokewiki.de/Picochilla,['Normal'],Picochilla,Normal,,['Normal'],Chinchidou,チラーミィ(Chillarmy),치라미(Chirami),泡沫栗鼠 / 泡沫栗鼠(Pàomòlìshǔ)
572,573,Cinccino,Normal,,https://www.pokewiki.de/Chillabell,['Normal'],Chillabell,Normal,,['Normal'],Pashmilla,チラチーノ(Chillaccino),치라치노(Chirachino),奇諾栗鼠 / 奇诺栗鼠(Qínuòlìshǔ)
573,574,Gothita,Psychic,,https://www.pokewiki.de/Mollimorba,['Psychic'],Mollimorba,Psycho,,['Psycho'],Scrutella,ゴチム(Gothimu),고디탱(Goditaeng),哥德寶寶 / 哥德宝宝(Gēdébǎobǎo)
