pokedex_nr,"('base_stat', 'attack')","('base_stat', 'defense')","('base_stat', 'hp')","('base_stat', 'special-attack')","('base_stat', 'special-defense')","('base_stat', 'speed')","('effort', 'attack')","('effort', 'defense')","('effort', 'hp')","('effort', 'special-attack')","('effort', 'special-defense')","('effort', 'speed')"
552,82.0,45.0,60.0,45.0,45.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0
553,117.0,80.0,95.0,65.0,70.0,92.0,3.0,0.0,0.0,0.0,0.0,0.0
554,90.0,45.0,70.0,15.0,45.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0
555,140.0,55.0,105.0,30.0,55.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
556,86.0,67.0,75.0,106.0,67.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0
557,65.0,85.0,50.0,35.0,35.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
558,105.0,125.0,70.0,65.0,75.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0
559,75.0,70.0,50.0,35.0,70.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0
560,90.0,115.0,65.0,45.0,115.0,58.0,0.0,1.0,0.0,0.0,1.0,0.0
561,58.0,80.0,72.0,103.0,80.0,97.0,0.0,0.0,0.0,2.0,0.0,0.0
562,30.0,85.0,38.0,55.0,65.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
563,50.0,145.0,58.0,95.0,105.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0
564,78.0,103.0,54.0,53.0,45.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0
565,108.0,133.0,74.0,83.0,65.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0
566,112.0,45.0,55.0,74.0,45.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0
567,140.0,65.0,75.0,112.0,65.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0
568,50.0,62.0,50.0,40.0,62.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0
569,95.0,82.0,80.0,60.0,82.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0
570,65.0,40.0,40.0,80.0,40.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0
571,105.0,60.0,60.0,120.0,60.0,105.0,0.0,0.0,0.0,2.0,0.0,0.0
572,50.0,40.0,55.0,40.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0
573,95.0,60.0,75.0,65.0,60.0,115.0,0.0,0.0,0.0,0.0,0.0,2.0
574,30.0,50.0,45.0,55.0,65.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0
575,45.0,70.0,60.0,75.0,85.0,55.0,0.0,0.0,0.0,0.0,2.0,0.0
576,55.0,95.0,70.0,95.0,110.0,65.0,0.0,0.0,0.0,0.0,3.0,0.0
577,30.0,40.0,45.0,105.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0
578,40.0,50.0,65.0,125.0,60.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0
579,65.0,75.0,110.0,125.0,85.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0
580,44.0,50.0,62.0,44.0,50.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0
581,87.0,63.0,75.0,87.0,63.0,98.0,0.0,0.0,0.0,0.0,0.0,2.0
582,50.0,50.0,36.0,65.0,60.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0
583,65.0,65.0,51.0,80.0,75.0,59.0,0.0,0.0,0.0,2.0,0.0,0.0
584,95.0,85.0,71.0,110.0,95.0,79.0,0.0,0.0,0.0,3.0,0.0,0.0
585,60.0,50.0,60.0,40.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0
586,100.0,70.0,80.0,60.0,70.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
587,75.0,60.0,55.0,75.0,60.0,103.0,0.0,0.0,0.0,0.0,0.0,2.0
588,75.0,45.0,50.0,40.0,45.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
589,135.0,105.0,70.0,60.0,105.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0
590,55.0,45.0,69.0,55.0,55.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
591,85.0,70.0,114.0,85.0,80.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0
592,40.0,50.0,55.0,65.0,85.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
593,60.0,70.0,100.0,85.0,105.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0
594,75.0,80.0,165.0,40.0,45.0,65.0,0.0,0.0,2.0,0.0,0.0,0.0
595,47.0,50.0,50.0,57.0,50.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0
596,77.0,60.0,70.0,97.0,60.0,108.0,0.0,0.0,0.0,0.0,0.0,2.0
597,50.0,91.0,44.0,24.0,86.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
598,94.0,131.0,74.0,54.0,116.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0
599,55.0,70.0,40.0,45.0,60.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
600,80.0,95.0,60.0,70.0,85.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0
601,100.0,115.0,60.0,70.0,85.0,90.0,0.0,3.0,0.0,0.0,0.0,0.0
602,55.0,40.0,35.0,45.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0
603,85.0,70.0,65.0,75.0,70.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0
604,115.0,80.0,85.0,105.0,80.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0
605,55.0,55.0,55.0,85.0,55.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
606,75.0,75.0,75.0,125.0,95.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0
607,30.0,55.0,50.0,65.0,55.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0
608,40.0,60.0,60.0,95.0,60.0,55.0,0.0,0.0,0.0,2.0,0.0,0.0
609,55.0,90.0,60.0,145.0,90.0,80.0,0.0,0.0,0.0,3.0,0.0,0.0
610,87.0,60.0,46.0,30.0,40.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0
611,117.0,70.0,66.0,40.0,50.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0
612,147.0,90.0,76.0,60.0,70.0,97.0,3.0,0.0,0.0,0.0,0.0,0.0
613,70.0,40.0,55.0,60.0,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
614,130.0,80.0,95.0,70.0,80.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0
615,50.0,50.0,80.0,95.0,135.0,105.0,0.0,0.0,0.0,0.0,2.0,0.0
616,40.0,85.0,50.0,40.0,65.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0
617,70.0,40.0,80.0,100.0,60.0,145.0,0.0,0.0,0.0,0.0,0.0,2.0
618,66.0,84.0,109.0,81.0,99.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0
619,85.0,50.0,45.0,55.0,50.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0
620,125.0,60.0,65.0,95.0,60.0,105.0,2.0,0.0,0.0,0.0,0.0,0.0
621,120.0,90.0,77.0,60.0,90.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0
622,74.0,50.0,59.0,35.0,50.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0
623,124.0,80.0,89.0,55.0,80.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0
624,85.0,70.0,45.0,40.0,40.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
625,125.0,100.0,65.0,60.0,70.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0
626,110.0,95.0,95.0,40.0,95.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0
627,83.0,50.0,70.0,37.0,50.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
628,123.0,75.0,100.0,57.0,75.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0
629,55.0,75.0,70.0,45.0,65.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
630,65.0,105.0,110.0,55.0,95.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0
631,97.0,66.0,85.0,105.0,66.0,65.0,0.0,0.0,0.0,2.0,0.0,0.0
632,109.0,112.0,58.0,48.0,48.0,109.0,0.0,2.0,0.0,0.0,0.0,0.0
633,65.0,50.0,52.0,45.0,50.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0
634,85.0,70.0,72.0,65.0,70.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0
635,105.0,90.0,92.0,125.0,90.0,98.0,0.0,0.0,0.0,3.0,0.0,0.0
636,85.0,55.0,55.0,50.0,55.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
637,60.0,65.0,85.0,135.0,105.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0
638,90.0,129.0,91.0,90.0,72.0,108.0,0.0,3.0,0.0,0.0,0.0,0.0
639,129.0,90.0,91.0,72.0,90.0,108.0,3.0,0.0,0.0,0.0,0.0,0.0
640,90.0,72.0,91.0,90.0,129.0,108.0,0.0,0.0,0.0,0.0,3.0,0.0
641,115.0,70.0,79.0,125.0,80.0,111.0,3.0,0.0,0.0,0.0,0.0,0.0
642,115.0,70.0,79.0,125.0,80.0,111.0,3.0,0.0,0.0,0.0,0.0,0.0
643,120.0,100.0,100.0,150.0,120.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0
644,150.0,120.0,100.0,120.0,100.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0
645,125.0,90.0,89.0,115.0,80.0,101.0,0.0,0.0,0.0,3.0,0.0,0.0
646,130.0,90.0,125.0,130.0,90.0,95.0,1.0,0.0,1.0,1.0,0.0,0.0
647,72.0,90.0,91.0,129.0,90.0,108.0,0.0,0.0,0.0,3.0,0.0,0.0
648,77.0,77.0,100.0,128.0,128.0,90.0,0.0,0.0,0.0,1.0,1.0,1.0
649,120.0,95.0,71.0,120.0,95.0,99.0,1.0,0.0,0.0,1.0,0.0,1.0
650,61.0,65.0,56.0,48.0,45.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
651,78.0,95.0,61.0,56.0,58.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0
652,107.0,122.0,88.0,74.0,75.0,64.0,0.0,3.0,0.0,0.0,0.0,0.0
653,45.0,40.0,40.0,62.0,60.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0
654,59.0,58.0,59.0,90.0,70.0,73.0,0.0,0.0,0.0,2.0,0.0,0.0
655,69.0,72.0,75.0,114.0,100.0,104.0,0.0,0.0,0.0,3.0,0.0,0.0
656,56.0,40.0,41.0,62.0,44.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0
657,63.0,52.0,54.0,83.0,56.0,97.0,0.0,0.0,0.0,0.0,0.0,2.0
658,95.0,67.0,72.0,103.0,71.0,122.0,0.0,0.0,0.0,0.0,0.0,3.0
659,36.0,38.0,38.0,32.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0
660,56.0,77.0,85.0,50.0,77.0,78.0,0.0,0.0,2.0,0.0,0.0,0.0
661,50.0,43.0,45.0,40.0,38.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0
662,73.0,55.0,62.0,56.0,52.0,84.0,0.0,0.0,0.0,0.0,0.0,2.0
663,81.0,71.0,78.0,74.0,69.0,126.0,0.0,0.0,0.0,0.0,0.0,3.0
664,35.0,40.0,38.0,27.0,25.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0
665,22.0,60.0,45.0,27.0,30.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0
666,52.0,50.0,80.0,90.0,50.0,89.0,0.0,0.0,1.0,1.0,0.0,1.0
667,50.0,58.0,62.0,73.0,54.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0
668,68.0,72.0,86.0,109.0,66.0,106.0,0.0,0.0,0.0,2.0,0.0,0.0
669,38.0,39.0,44.0,61.0,79.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0
670,45.0,47.0,54.0,75.0,98.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0
671,65.0,68.0,78.0,112.0,154.0,75.0,0.0,0.0,0.0,0.0,3.0,0.0
672,65.0,48.0,66.0,62.0,57.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0
673,100.0,62.0,123.0,97.0,81.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0
674,82.0,62.0,67.0,46.0,48.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0
675,124.0,78.0,95.0,69.0,71.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0
676,80.0,60.0,75.0,65.0,90.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0
677,48.0,54.0,62.0,63.0,60.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0
678,48.0,76.0,74.0,83.0,81.0,104.0,0.0,0.0,0.0,0.0,0.0,2.0
679,80.0,100.0,45.0,35.0,37.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
680,110.0,150.0,59.0,45.0,49.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0
681,50.0,140.0,60.0,50.0,140.0,60.0,0.0,2.0,0.0,0.0,1.0,0.0
682,52.0,60.0,78.0,63.0,65.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0
683,72.0,72.0,101.0,99.0,89.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0
684,48.0,66.0,62.0,59.0,57.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0
685,80.0,86.0,82.0,85.0,75.0,72.0,0.0,2.0,0.0,0.0,0.0,0.0
686,54.0,53.0,53.0,37.0,46.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0
687,92.0,88.0,86.0,68.0,75.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0
688,52.0,67.0,42.0,39.0,56.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0
689,105.0,115.0,72.0,54.0,86.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0
690,60.0,60.0,50.0,60.0,60.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0
691,75.0,90.0,65.0,97.0,123.0,44.0,0.0,0.0,0.0,0.0,2.0,0.0
692,53.0,62.0,50.0,58.0,63.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0
693,73.0,88.0,71.0,120.0,89.0,59.0,0.0,0.0,0.0,2.0,0.0,0.0
694,38.0,33.0,44.0,61.0,43.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0
695,55.0,52.0,62.0,109.0,94.0,109.0,0.0,0.0,0.0,1.0,0.0,1.0
696,89.0,77.0,58.0,45.0,45.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0
697,121.0,119.0,82.0,69.0,59.0,71.0,2.0,0.0,0.0,0.0,0.0,0.0
698,59.0,50.0,77.0,67.0,63.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0
699,77.0,72.0,123.0,99.0,92.0,58.0,0.0,0.0,2.0,0.0,0.0,0.0
700,65.0,65.0,95.0,110.0,130.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0
701,92.0,75.0,78.0,74.0,63.0,118.0,2.0,0.0,0.0,0.0,0.0,0.0
702,58.0,57.0,67.0,81.0,67.0,101.0,0.0,0.0,0.0,0.0,0.0,2.0
703,50.0,150.0,50.0,50.0,150.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0
704,50.0,35.0,45.0,55.0,75.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0
705,75.0,53.0,68.0,83.0,113.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0
706,100.0,70.0,90.0,110.0,150.0,80.0,0.0,0.0,0.0,0.0,3.0,0.0
707,80.0,91.0,57.0,80.0,87.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0
708,70.0,48.0,43.0,50.0,60.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0
709,110.0,76.0,85.0,65.0,82.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0
710,66.0,70.0,49.0,44.0,55.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0
711,90.0,122.0,65.0,58.0,75.0,84.0,0.0,2.0,0.0,0.0,0.0,0.0
712,69.0,85.0,55.0,32.0,35.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
713,117.0,184.0,95.0,44.0,46.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
714,30.0,35.0,40.0,45.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0
715,70.0,80.0,85.0,97.0,80.0,123.0,0.0,0.0,0.0,0.0,0.0,2.0
716,131.0,95.0,126.0,131.0,98.0,99.0,0.0,0.0,3.0,0.0,0.0,0.0
717,131.0,95.0,126.0,131.0,98.0,99.0,0.0,0.0,3.0,0.0,0.0,0.0
718,100.0,121.0,108.0,81.0,95.0,95.0,0.0,0.0,3.0,0.0,0.0,0.0
719,100.0,150.0,50.0,100.0,150.0,50.0,0.0,1.0,0.0,0.0,2.0,0.0
720,110.0,60.0,80.0,150.0,130.0,70.0,0.0,0.0,0.0,3.0,0.0,0.0
721,110.0,120.0,80.0,130.0,90.0,70.0,0.0,0.0,0.0,3.0,0.0,0.0
722,55.0,55.0,68.0,50.0,50.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0
723,75.0,75.0,78.0,70.0,70.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0
724,107.0,75.0,78.0,100.0,100.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0
725,65.0,40.0,45.0,60.0,40.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0
726,85.0,50.0,65.0,80.0,50.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0
727,115.0,90.0,95.0,80.0,90.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0
728,54.0,54.0,50.0,66.0,56.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0
729,69.0,69.0,60.0,91.0,81.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0
730,74.0,74.0,80.0,126.0,116.0,60.0,0.0,0.0,0.0,3.0,0.0,0.0
731,75.0,30.0,35.0,30.0,30.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0
732,85.0,50.0,55.0,40.0,50.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0
733,120.0,75.0,80.0,75.0,75.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0
734,70.0,30.0,48.0,30.0,30.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0
735,110.0,60.0,88.0,55.0,60.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0
736,62.0,45.0,47.0,55.0,45.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0
737,82.0,95.0,57.0,55.0,75.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0
738,70.0,90.0,77.0,145.0,75.0,43.0,0.0,0.0,0.0,3.0,0.0,0.0
739,82.0,57.0,47.0,42.0,47.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0
740,132.0,77.0,97.0,62.0,67.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0
741,70.0,70.0,75.0,98.0,70.0,93.0,0.0,0.0,0.0,2.0,0.0,0.0
742,45.0,40.0,40.0,55.0,40.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0
743,55.0,60.0,60.0,95.0,70.0,124.0,0.0,0.0,0.0,0.0,0.0,2.0
744,65.0,40.0,45.0,30.0,40.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
745,115.0,65.0,75.0,55.0,65.0,112.0,2.0,0.0,0.0,0.0,0.0,0.0
746,20.0,20.0,45.0,25.0,25.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0
747,53.0,62.0,50.0,43.0,52.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
748,63.0,152.0,50.0,53.0,142.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0
749,100.0,70.0,70.0,45.0,55.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0
750,125.0,100.0,100.0,55.0,85.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0
751,40.0,52.0,38.0,40.0,72.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0
752,70.0,92.0,68.0,50.0,132.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0
753,55.0,35.0,40.0,50.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0
754,105.0,90.0,70.0,80.0,90.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0
755,35.0,55.0,40.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
756,45.0,80.0,60.0,90.0,100.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0
757,44.0,40.0,48.0,71.0,40.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
758,64.0,60.0,68.0,111.0,60.0,117.0,0.0,0.0,0.0,0.0,0.0,2.0
759,75.0,50.0,70.0,45.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0
760,125.0,80.0,120.0,55.0,60.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0
761,30.0,38.0,42.0,30.0,38.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0
762,40.0,48.0,52.0,40.0,48.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0
763,120.0,98.0,72.0,50.0,98.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0
764,52.0,90.0,51.0,82.0,110.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0
765,60.0,80.0,90.0,90.0,110.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0
766,120.0,90.0,100.0,40.0,60.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0
767,35.0,40.0,25.0,20.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0
768,125.0,140.0,75.0,60.0,90.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0
769,55.0,80.0,55.0,70.0,45.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
770,75.0,110.0,85.0,100.0,75.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0
771,60.0,130.0,55.0,30.0,130.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
772,95.0,95.0,95.0,95.0,95.0,59.0,0.0,0.0,2.0,0.0,0.0,0.0
773,95.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,3.0,0.0,0.0,0.0
774,60.0,100.0,60.0,60.0,100.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0
775,115.0,65.0,65.0,75.0,95.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0
776,78.0,135.0,60.0,91.0,85.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0
777,98.0,63.0,65.0,40.0,73.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0
778,90.0,80.0,55.0,50.0,105.0,96.0,0.0,0.0,0.0,0.0,2.0,0.0
779,105.0,70.0,68.0,70.0,70.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0
780,60.0,85.0,78.0,135.0,91.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0
781,131.0,100.0,70.0,86.0,90.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0
782,55.0,65.0,45.0,45.0,45.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
783,75.0,90.0,55.0,65.0,70.0,65.0,0.0,2.0,0.0,0.0,0.0,0.0
784,110.0,125.0,75.0,100.0,105.0,85.0,0.0,3.0,0.0,0.0,0.0,0.0
785,115.0,85.0,70.0,95.0,75.0,130.0,0.0,0.0,0.0,0.0,0.0,3.0
786,85.0,75.0,70.0,130.0,115.0,95.0,0.0,0.0,0.0,3.0,0.0,0.0
787,130.0,115.0,70.0,85.0,95.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0
788,75.0,115.0,70.0,95.0,130.0,85.0,0.0,0.0,0.0,0.0,3.0,0.0
789,29.0,31.0,43.0,29.0,31.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0
790,29.0,131.0,43.0,29.0,131.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0
791,137.0,107.0,137.0,113.0,89.0,97.0,3.0,0.0,0.0,0.0,0.0,0.0
792,113.0,89.0,137.0,137.0,107.0,97.0,0.0,0.0,0.0,3.0,0.0,0.0
793,53.0,47.0,109.0,127.0,131.0,103.0,0.0,0.0,0.0,0.0,3.0,0.0
794,139.0,139.0,107.0,53.0,53.0,79.0,1.0,2.0,0.0,0.0,0.0,0.0
795,137.0,37.0,71.0,137.0,37.0,151.0,0.0,0.0,0.0,0.0,0.0,3.0
796,89.0,71.0,83.0,173.0,71.0,83.0,0.0,0.0,0.0,3.0,0.0,0.0
797,101.0,103.0,97.0,107.0,101.0,61.0,1.0,1.0,0.0,1.0,0.0,0.0
798,181.0,131.0,59.0,59.0,31.0,109.0,3.0,0.0,0.0,0.0,0.0,0.0
799,101.0,53.0,223.0,97.0,53.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0
800,107.0,101.0,97.0,127.0,89.0,79.0,1.0,0.0,0.0,2.0,0.0,0.0
801,95.0,115.0,80.0,130.0,115.0,65.0,0.0,0.0,0.0,3.0,0.0,0.0
802,125.0,80.0,90.0,90.0,90.0,125.0,2.0,0.0,0.0,0.0,0.0,1.0
803,73.0,67.0,67.0,73.0,67.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0
804,73.0,73.0,73.0,127.0,73.0,121.0,0.0,0.0,0.0,3.0,0.0,0.0
805,131.0,211.0,61.0,53.0,101.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0
806,127.0,53.0,53.0,151.0,79.0,107.0,0.0,0.0,0.0,3.0,0.0,0.0
807,112.0,75.0,88.0,102.0,80.0,143.0,0.0,0.0,0.0,0.0,0.0,3.0
808,65.0,65.0,46.0,55.0,35.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0
809,143.0,143.0,135.0,80.0,65.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0
810,65.0,50.0,50.0,40.0,40.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0
811,85.0,70.0,70.0,55.0,60.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0
812,125.0,90.0,100.0,60.0,70.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0
813,71.0,40.0,50.0,40.0,40.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
814,86.0,60.0,65.0,55.0,60.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0
815,116.0,75.0,80.0,65.0,75.0,119.0,0.0,0.0,0.0,0.0,0.0,3.0
816,40.0,40.0,50.0,70.0,40.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0
817,60.0,55.0,65.0,95.0,55.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0
818,85.0,65.0,70.0,125.0,65.0,120.0,0.0,0.0,0.0,0.0,0.0,3.0
819,55.0,55.0,70.0,35.0,35.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0
820,95.0,95.0,120.0,55.0,75.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0
821,47.0,35.0,38.0,33.0,35.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0
822,67.0,55.0,68.0,43.0,55.0,77.0,0.0,0.0,0.0,0.0,0.0,2.0
823,87.0,105.0,98.0,53.0,85.0,67.0,0.0,3.0,0.0,0.0,0.0,0.0
824,20.0,20.0,25.0,25.0,45.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0
825,35.0,80.0,50.0,50.0,90.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0
826,45.0,110.0,60.0,80.0,120.0,90.0,0.0,0.0,0.0,0.0,3.0,0.0
827,28.0,28.0,40.0,47.0,52.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0
828,58.0,58.0,70.0,87.0,92.0,90.0,0.0,0.0,0.0,0.0,2.0,0.0
