,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2163,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
2164,Migraine, acidity, indigestion, headache, excessive_hunger
2165,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2166,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2167,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2168,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2169,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2170,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2171,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2172,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
2173,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
2174,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
2175,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
2176,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2177,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2178,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
2179,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
2180,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2181,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2182,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
2183,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
2184,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
2185,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
2186,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2187,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
2188,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
2189,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
2190,Jaundice,itching, vomiting, fatigue, weight_loss
2191,Jaundice,itching, vomiting, fatigue, weight_loss
2192,Jaundice, vomiting, fatigue, weight_loss, high_fever
2193,Jaundice,itching, fatigue, weight_loss, high_fever
2194,Jaundice,itching, vomiting, weight_loss, high_fever
2195,Jaundice,itching, vomiting, fatigue, high_fever
2196,Jaundice,itching, vomiting, fatigue, weight_loss
2197,Jaundice,itching, vomiting, fatigue, weight_loss
2198,Jaundice,itching, vomiting, fatigue, weight_loss
2199,Jaundice,itching, vomiting, fatigue, weight_loss
2200,Malaria, chills, vomiting, high_fever, sweating
2201,Malaria, chills, vomiting, high_fever, sweating
2202,Malaria, chills, vomiting, high_fever, sweating
2203,Malaria, vomiting, high_fever, sweating, headache
2204,Malaria, chills, high_fever, sweating, headache
2205,Malaria, chills, vomiting, sweating, headache
2206,Malaria, chills, vomiting, high_fever, headache
2207,Malaria, chills, vomiting, high_fever, sweating
2208,Malaria, chills, vomiting, high_fever, sweating
2209,Malaria, chills, vomiting, high_fever, sweating
2210,Chicken pox,itching, skin_rash, fatigue, lethargy
2211,Chicken pox, skin_rash, fatigue, lethargy, high_fever
2212,Chicken pox,itching, fatigue, lethargy, high_fever
2213,Chicken pox,itching, skin_rash, lethargy, high_fever
2214,Chicken pox,itching, skin_rash, fatigue, high_fever
2215,Chicken pox,itching, skin_rash, fatigue, lethargy
2216,Chicken pox,itching, skin_rash, fatigue, lethargy
2217,Chicken pox,itching, skin_rash, fatigue, lethargy
2218,Chicken pox,itching, skin_rash, fatigue, lethargy
2219,Chicken pox,itching, skin_rash, fatigue, lethargy
2220,Dengue, skin_rash, chills, joint_pain, vomiting
2221,Dengue, skin_rash, chills, joint_pain, vomiting
2222,Dengue, skin_rash, chills, joint_pain, vomiting
2223,Dengue, skin_rash, chills, joint_pain, vomiting
2224,Dengue, chills, joint_pain, vomiting, fatigue
2225,Dengue, skin_rash, joint_pain, vomiting, fatigue
2226,Dengue, skin_rash, chills, vomiting, fatigue
2227,Dengue, skin_rash, chills, joint_pain, fatigue
2228,Dengue, skin_rash, chills, joint_pain, vomiting
2229,Dengue, skin_rash, chills, joint_pain, vomiting
2230,Typhoid, chills, vomiting, fatigue, high_fever
2231,Typhoid, chills, vomiting, fatigue, high_fever
2232,Typhoid, chills, vomiting, fatigue, high_fever
2233,Typhoid, chills, vomiting, fatigue, high_fever
2234,Typhoid, chills, vomiting, fatigue, high_fever
2235,Typhoid, chills, vomiting, fatigue, high_fever
2236,Typhoid, chills, vomiting, fatigue, high_fever
2237,Typhoid, chills, vomiting, fatigue, high_fever
2238,Typhoid, chills, vomiting, fatigue, high_fever
2239,Typhoid, chills, fatigue, high_fever, headache
2240,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2241,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2242,hepatitis A, vomiting, yellowish_skin, dark_urine, nausea
2243,hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea
2244,hepatitis A, joint_pain, vomiting, dark_urine, nausea
2245,hepatitis A, joint_pain, vomiting, yellowish_skin, nausea
2246,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2247,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2248,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2249,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2250,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2251,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2252,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine
2253,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine
2254,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine
2255,Hepatitis B,itching, fatigue, lethargy, dark_urine
2256,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2257,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2258,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2259,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2260,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2261,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2262,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
2263,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
2264,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
2265,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes
2266,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2267,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2268,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2269,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2270,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2271,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine
2272,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine
2273,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine
2274,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine
2275,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2276,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2277,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2278,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2279,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2280,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2281,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2282,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2283,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin
2284,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin
2285,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin
2286,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin
2287,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2288,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2289,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2290,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2291,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2292,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
2293,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
2294,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
2295,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
2296,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2297,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2298,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2299,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2300,Tuberculosis, chills, vomiting, fatigue, weight_loss
2301,Tuberculosis, chills, vomiting, fatigue, weight_loss
2302,Tuberculosis, vomiting, fatigue, weight_loss, cough
2303,Tuberculosis, chills, fatigue, weight_loss, cough
2304,Tuberculosis, chills, vomiting, weight_loss, cough
2305,Tuberculosis, chills, vomiting, fatigue, cough
2306,Tuberculosis, chills, vomiting, fatigue, weight_loss
2307,Tuberculosis, chills, vomiting, fatigue, weight_loss
2308,Tuberculosis, chills, vomiting, fatigue, weight_loss
2309,Tuberculosis, chills, vomiting, fatigue, weight_loss
2310,Common Cold, continuous_sneezing, chills, fatigue, cough
2311,Common Cold, continuous_sneezing, chills, fatigue, cough
2312,Common Cold, chills, fatigue, cough, high_fever
2313,Common Cold, continuous_sneezing, fatigue, cough, high_fever
2314,Common Cold, continuous_sneezing, chills, cough, high_fever
2315,Common Cold, continuous_sneezing, chills, fatigue, high_fever
2316,Common Cold, continuous_sneezing, chills, fatigue, cough
2317,Common Cold, continuous_sneezing, chills, fatigue, cough
2318,Common Cold, continuous_sneezing, chills, fatigue, cough
2319,Common Cold, continuous_sneezing, chills, fatigue, cough
2320,Pneumonia, chills, fatigue, cough, high_fever
2321,Pneumonia, chills, fatigue, cough, high_fever
2322,Pneumonia, chills, fatigue, cough, high_fever
2323,Pneumonia, fatigue, cough, high_fever, breathlessness
2324,Pneumonia, chills, cough, high_fever, breathlessness
2325,Pneumonia, chills, fatigue, high_fever, breathlessness
2326,Pneumonia, chills, fatigue, cough, breathlessness
2327,Pneumonia, chills, fatigue, cough, high_fever
2328,Pneumonia, chills, fatigue, cough, high_fever
2329,Pneumonia, chills, fatigue, cough, high_fever
2330,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2331,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2332,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2333,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
2334,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
2335,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
2336,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
2337,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2338,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2339,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2340,Heart attack, vomiting, breathlessness, sweating, chest_pain
2341,Heart attack, vomiting, breathlessness, sweating, chest_pain
2342,Heart attack, breathlessness, sweating, chest_pain,
2343,Heart attack, vomiting, sweating, chest_pain,
2344,Heart attack, vomiting, breathlessness, chest_pain,
2345,Heart attack, vomiting, breathlessness, sweating,
2346,Heart attack, vomiting, breathlessness, sweating, chest_pain
2347,Heart attack, breathlessness, sweating, chest_pain,
2348,Heart attack, vomiting, sweating, chest_pain,
2349,Heart attack, vomiting, breathlessness, chest_pain,
2350,Varicose veins, fatigue, cramps, bruising, obesity
2351,Varicose veins, fatigue, cramps, bruising, obesity
2352,Varicose veins, cramps, bruising, obesity, swollen_legs
2353,Varicose veins, fatigue, bruising, obesity, swollen_legs
2354,Varicose veins, fatigue, cramps, obesity, swollen_legs
2355,Varicose veins, fatigue, cramps, bruising, swollen_legs
2356,Varicose veins, fatigue, cramps, bruising, obesity
2357,Varicose veins, fatigue, cramps, bruising, obesity
2358,Varicose veins, fatigue, cramps, bruising, obesity
2359,Varicose veins, fatigue, cramps, bruising, obesity
2360,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2361,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2362,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
2363,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
2364,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
2365,Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
2366,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
2367,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2368,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2369,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2370,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2371,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2372,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
2373,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
2374,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
2375,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
2376,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2377,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2378,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2379,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2380,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2381,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2382,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2383,Hypoglycemia, fatigue, anxiety, sweating, headache
2384,Hypoglycemia, vomiting, anxiety, sweating, headache
2385,Hypoglycemia, vomiting, fatigue, sweating, headache
2386,Hypoglycemia, vomiting, fatigue, anxiety, headache
2387,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2388,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2389,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2390,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2391,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2392,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
2393,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
2394,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
2395,Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
2396,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2397,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2398,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2399,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2400,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2401,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2402,Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
2403,Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
2404,Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
2405,Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
2406,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2407,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2408,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2409,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2410,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2411,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2412,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance
2413,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance
2414,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance
2415,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
2416,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2417,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2418,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2419,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
2420,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2421,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2422,Acne, pus_filled_pimples, blackheads, scurring,
2423,Acne, skin_rash, blackheads, scurring,
2424,Acne, skin_rash, pus_filled_pimples, scurring,
2425,Acne, skin_rash, pus_filled_pimples, blackheads,
2426,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2427,Acne, skin_rash, pus_filled_pimples, blackheads,
2428,Acne, skin_rash, pus_filled_pimples, scurring,
2429,Acne, skin_rash, blackheads, scurring,
2430,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2431,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2432,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2433,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
2434,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2435,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
2436,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2437,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2438,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2439,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2440,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2441,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2442,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
2443,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
2444,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
2445,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
2446,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2447,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2448,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2449,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2450,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2451,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2452,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
2453,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2454,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2455,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
2456,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
2457,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2458,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2459,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2460,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2461,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2462,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2463,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2464,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2465,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2466,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2467,Diabetes , fatigue, weight_loss, restlessness, lethargy
2468,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2469,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2470,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2471,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2472,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2473,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2474,Jaundice,itching, vomiting, fatigue, weight_loss
2475,Malaria, chills, vomiting, high_fever, sweating
2476,Chicken pox,itching, skin_rash, fatigue, lethargy
2477,Dengue, skin_rash, chills, joint_pain, vomiting
2478,Typhoid, chills, vomiting, fatigue, high_fever
2479,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2480,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2481,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2482,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2483,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2484,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2485,Tuberculosis, chills, vomiting, fatigue, weight_loss
2486,Common Cold, continuous_sneezing, chills, fatigue, cough
2487,Pneumonia, chills, fatigue, cough, high_fever
2488,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2489,Heart attack, vomiting, breathlessness, sweating, chest_pain
2490,Varicose veins, fatigue, cramps, bruising, obesity
2491,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2492,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2493,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2494,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2495,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2496,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2497,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2498,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2499,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2500,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2501,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2502,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2503,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2504,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2505,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2506,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2507,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2508,Diabetes , fatigue, weight_loss, restlessness, lethargy
2509,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2510,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2511,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2512,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2513,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2514,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2515,Jaundice,itching, vomiting, fatigue, weight_loss
2516,Malaria, chills, vomiting, high_fever, sweating
2517,Chicken pox,itching, skin_rash, fatigue, lethargy
2518,Dengue, skin_rash, chills, joint_pain, vomiting
2519,Typhoid, chills, vomiting, fatigue, high_fever
2520,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2521,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2522,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2523,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2524,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2525,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2526,Tuberculosis, chills, vomiting, fatigue, weight_loss
2527,Common Cold, continuous_sneezing, chills, fatigue, cough
2528,Pneumonia, chills, fatigue, cough, high_fever
2529,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2530,Heart attack, vomiting, breathlessness, sweating, chest_pain
2531,Varicose veins, fatigue, cramps, bruising, obesity
2532,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2533,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2534,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2535,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2536,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2537,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2538,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2539,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2540,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2541,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2542,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2543,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2544,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2545,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2546,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2547,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2548,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2549,Diabetes , fatigue, weight_loss, restlessness, lethargy
2550,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2551,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2552,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2553,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2554,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2555,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2556,Jaundice,itching, vomiting, fatigue, weight_loss
2557,Malaria, chills, vomiting, high_fever, sweating
2558,Chicken pox,itching, skin_rash, fatigue, lethargy
2559,Dengue, skin_rash, chills, joint_pain, vomiting
2560,Typhoid, chills, vomiting, fatigue, high_fever
2561,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2562,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2563,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2564,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
