Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
EVGA GeForce GTX 1080 FTW2 Gaming iCX,$623.39 USD,EVGA,08G-P4-6686-KR,4250812417862,,266.7 mm,2.0,2,0,0,0,0,MPN,1860 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-Optimized-Baseplate-Backplate-08G-P4-6686-KR/dp/B06X3QRQJR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06X3QRQJR
EVGA GeForce GTX 1080 Gaming,$565.06 USD,EVGA,08G-P4-5180-KR,4250812414045,,267 mm,2.0,1,0,0,0,0,MPN,1733 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-5180-KR/dp/B01K1JW8CW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01K1JW8CW
EVGA GeForce GTX 1080 Hybrid Gaming,,EVGA,08G-P4-6188-KR,4250812413963,,266.7 mm,2.0,1,0,0,0,0,MPN,1847 MHz,8 GB,,180 W,
EVGA GeForce GTX 1080 SC 2 Gaming iCX,$642.3 USD,EVGA,08G-P4-6583-KR,4250812417848,,266.7 mm,2.0,1,0,0,0,0,MPN,1847 MHz,8 GB,,180 W,https://www.amazon.ca/EVGA-Optimized-Baseplate-Backplate-08G-P4-6583-KR/dp/B06W51YRVT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06W51YRVT
EVGA GeForce GTX 1080 SC Gaming ACX 3.0,$583.41 USD,EVGA,08G-P4-6183-KR,4250812413994,,266.7 mm,2.0,1,0,0,0,0,MPN,1847 MHz,8 GB,5 MHz,180 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-6183-KR/dp/B01GAI6478?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GAI6478
EVGA GeForce GTX 1080 Ti Founders Edition,,EVGA,11G-P4-6390-KR,4250812419620,,266.7 mm,2.0,1,1,1,3,0,MPN,1582 MHz,11 GB,5500 MHz,250 W,
EVGA GeForce GTX 1080 Ti FTW3 12 Gbps Elite,,EVGA,11G-P4-6797-K1,4250812422590,,299.72 mm,2.0,2,0,0,0,0,MPN,1683 MHz,11 GB,3 MHz,250 W,
EVGA GeForce GTX 1080 Ti FTW3 Gaming iCX,$739.88 USD,EVGA,11G-P4-6696-KR,4250812419996,,299.72 mm,2.0,2,0,0,0,0,MPN,1683 MHz,11 GB,,250 W,https://www.amazon.ca/EVGA-GeForce-Gaming-GDDR5X-Technology/dp/B06Y15DWXR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y15DWXR
EVGA GeForce GTX 1080 Ti FTW3 Hybrid Gaming,$861.74 USD,EVGA,11G-P4-6698-KR,4250812420121,,288.8 mm,2.0,2,0,0,0,0,MPN,1683 MHz,11 GB,8 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-Hybrid-Gaming-Technology/dp/B074D7S8HR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074D7S8HR
EVGA GeForce GTX 1080 Ti Gaming,,EVGA,11G-P4-5390-KR,4250812420022,,269.2 mm,2.0,1,1,0,0,0,MPN,1582 MHz,11 GB,8 MHz,250 W,
EVGA GeForce GTX 1080 Ti K|NGP|N Gaming,,EVGA,11G-P4-6798-KR,4250812421364,,299.72 mm,2.0,2,0,0,0,0,MPN,1695 MHz,11 GB,8 MHz,250 W,
EVGA GeForce GTX 1080 Ti SC Black Edition iCX,$810.45 USD,EVGA,11G-P4-6393-KR,4250812419651,,266.7 mm,2.0,1,1,0,0,0,MPN,1670 MHz,11 GB,,250 W,https://www.amazon.ca/EVGA-Optimized-Interlaced-Graphics-11G-P4-6393-KR/dp/B06Y11DFZ3?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y11DFZ3
EVGA GeForce GTX 1080 Ti SC2 Gaming iCX,$813.86 USD,EVGA,11G-P4-6593-KR,4250812419637,,266.7 mm,2.0,1,1,0,0,0,MPN,1670 MHz,11 GB,,250 W,https://www.amazon.ca/EVGA-GeForce-GAMING-GDDR5X-Technology/dp/B06Y13N2B6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y13N2B6
EVGA GeForce GTX 1080 Ti SC2 Hybrid Gaming iCX,$768.05 USD,EVGA,11G-P4-6598-KR,4250812420145,,266.7 mm,2.0,1,1,0,0,0,MPN,1670 MHz,11 GB,8 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-HYBRID-GAMING-Technology/dp/B0713XX64Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0713XX64Y
EVGA GeForce GTX 1650 KO Ultra Gaming,,EVGA,04G-P4-1457-KR,4250812437853,,202 mm,2.0,0,1,1,1,1,MPN,1740 MHz,4 GB,12000 MHz,75 W,
EVGA GeForce GTX 1650 SC Ultra Gaming,,EVGA,04G-P4-1057-KR,4250812433015,,202 mm,2.0,0,1,1,1,0,MPN,1860 MHz,4 GB,8000 MHz,85 W,
EVGA GeForce GTX 1650 SC Ultra Gaming GDDR6,,EVGA,04G-P4-1257-KR,4250812436559,,202 mm,2.0,0,1,1,2,0,MPN,1710 MHz,4 GB,12000 MHz,75 W,
EVGA GeForce GTX 1650 Super SC Ultra,$309.7 USD,EVGA,04G-P4-1357-KR,0843368064723,,202.1 mm,2.0,0,1,1,1,1,MPN,1755 MHz,4 GB,12000 MHz,100 W,https://www.amazon.ca/dp/B081R425YH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce GTX 1660 SC Ultra Gaming,,EVGA,06G-P4-1067-KR,4250812432995,,202 mm,2.0,1,0,1,1,1,MPN,1830 MHz,6 GB,8000 MHz,120 W,
EVGA GeForce GTX 1660 Super Black Gaming,,EVGA,06G-P4-1061-KR,4250812431738,,189.89 mm,2.75,1,0,1,1,1,MPN,1785 MHz,6 GB,14000 MHz,125 W,
EVGA GeForce GTX 1660 Super SC Ultra,$270.16 USD,EVGA,06G-P4-1068-KR,0843368064143,843368064143,202.1 mm,2.0,1,0,1,1,1,MPN,1830 MHz,6 GB,14000 MHz,125 W,https://www.amazon.ca/dp/B07ZHZL2JB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce GTX 1660 Super SC Ultra Black,,EVGA,06G-P4-1066-KR,0843368064150,,202.1 mm,2.0,1,0,1,1,1,MPN,1785 MHz,6 GB,14000 MHz,125 W,
EVGA GeForce GTX 1660 Ti SC Ultra Gaming,,EVGA,06G-P4-1667-KR,4250812432971,,202 mm,2.0,1,0,1,1,1,MPN,1830 MHz,6 GB,12000 MHz,120 W,
EVGA GeForce GTX 1660 Ti XC Black Gaming,$285.97 USD,EVGA,06G-P4-1261-KR,4250812432247,843368060794,189.89 mm,3.0,1,0,1,1,1,MPN,1770 MHz,6 GB,12000 MHz,130 W,https://www.amazon.ca/dp/B07N9XNC1B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce GTX 1660 Ti XC Gaming,$336.85 USD,EVGA,06G-P4-1263-KR,4250812432230,843368060787,189.89 mm,3.0,1,0,1,1,1,MPN,1845 MHz,6 GB,12000 MHz,130 W,https://www.amazon.ca/dp/B07NBHXKK6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce GTX 1660 XC,$222.68 USD,EVGA,06G-P4-1163-KR,0843368060848,843368060848,189.89 mm,3.0,1,0,1,1,1,MPN,1830 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07PHQHFCQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce GTX 1660 XC Black,$220.75 USD,EVGA,06G-P4-1161-KR,0843368060855,843368060855,189.89 mm,3.0,1,0,1,1,1,MPN,1785 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07PGLLWRY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce GTX 1660 XC Ultra,$256.16 USD,EVGA,06G-P4-1167-KR,0843368060824,843368060824,267.97 mm,2.0,1,0,1,1,1,MPN,1845 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07PGLJFYR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce GTX 670 FTW,,EVGA,02G-P4-2678-KR,0843368020668,,254 mm,2.0,0,2,1,1,1,MPN,1084 MHz,2 GB,6208 MHz,170 W,
EVGA GeForce GTX 680,,EVGA,02G-P4-2680-KR,4250223666804,,254 mm,2.0,0,2,1,1,1,MPN,1058 MHz,2 GB,6008 MHz,195 W,
EVGA GeForce RTX 2060 KO Gaming,$329.23 USD,EVGA,06G-P4-2066-KR,0843368065492,,202.1 mm,,1,0,0,0,0,MPN,1680 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B083GH7LXW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2060 KO Ultra Gaming,$331.42 USD,EVGA,06G-P4-2068-KR,0843368065485,,202.1 mm,,1,0,0,0,0,MPN,1755 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B083GGYNQ6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2060 SC Black Gaming,,EVGA,06G-P4-1762-KR,4250812434241,,267.97 mm,2.0,1,0,1,2,1,MPN,1680 MHz,6 GB,14000 MHz,160 W,
EVGA GeForce RTX 2060 SC Gaming,,EVGA,06G-P4-2062-KR,4250812432193,,189.89 mm,2.75,1,0,1,1,1,MPN,1710 MHz,6 GB,14000 MHz,160 W,
EVGA GeForce RTX 2060 Super SC Black,,EVGA,08G-P4-3062-KR,4250812434210,,267.97 mm,2.0,1,0,1,2,1,MPN,1650 MHz,8 GB,14000 MHz,175 W,
EVGA GeForce RTX 2060 Super SC Ultra Gaming,$419.26 USD,EVGA,08G-P4-3067-KR,4250812434036,843368062798,269.83 mm,2.0,1,0,1,1,1,MPN,1680 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07VM9Q9R8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2060 Super XC Gaming,$442.21 USD,EVGA,08G-P4-3162-KR,4250812434029,843368062781,269.83 mm,2.0,1,1,1,1,0,MPN,1695 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07TJKP9GH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2060 Super XC Ultra Gaming,$478.23 USD,EVGA,08G-P4-3163-KR,4250812434012,843368062774,269.83 mm,2.75,1,1,1,1,0,MPN,1695 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07TLPWBJ4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2060 XC Black Gaming,$373.56 USD,EVGA,06G-P4-2061-KR,4250812431721,843368060237,172.72 mm,3.0,1,0,1,1,1,MPN,1680 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B07MJDBTD6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2060 XC Gaming,$381.74 USD,EVGA,06G-P4-2063-KR,4250812431448,843368059934,172.72 mm,3.0,1,0,1,1,1,MPN,1755 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B07MJDBTD5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2060 XC Ultra Black Gaming,,EVGA,06G-P4-2163-KR,4250812431714,,269.2 mm,2.0,1,0,1,2,1,MPN,1680 MHz,6 GB,14000 MHz,160 W,
EVGA GeForce RTX 2060 XC Ultra Gaming,$388.79 USD,EVGA,06G-P4-2167-KR,4250812431431,843368059927,269.2 mm,2.0,1,0,1,2,1,MPN,1830 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/EVGA-GeForce-Gaming-Graphics-06G-P4-2167-KR/dp/B07MC63K76?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MC63K76
EVGA GeForce RTX 2070 Black Edition,$488.87 USD,EVGA,08G-P4-1071-KR,4250812430557,843368058906,269.2 mm,2.0,1,0,1,2,1,MPN,1620 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/EVGA-RTX-2070-Black-08G-P4-1071-KR/dp/B07J9L4HC2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07J9L4HC2
EVGA GeForce RTX 2070 Super Black Gaming,$477.93 USD,EVGA,08G-P4-3071-KR,4250812434173,843368062934,269.83 mm,2.0,1,1,1,1,0,MPN,1770 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07V6SJLSG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2070 Super FTW3 Ultra Gaming,$558.53 USD,EVGA,08G-P4-3277-KR,4250812434135,,301.925 mm,2.75,2,0,1,1,0,MPN,1815 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/EVGA-GeForce-Overclocked-Backplate-08G-P4-3277-KR/dp/B07WNS5L69?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07WNS5L69
EVGA GeForce RTX 2070 Super FTW3 Ultra+,$677.64 USD,EVGA,08G-P4-3377-KR,0843368063986,,302 mm,2.75,2,0,1,3,0,MPN,1815 MHz,8 GB,15500 MHz,215 W,https://www.amazon.ca/dp/B07YMFYPR1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2070 Super Gaming,$563.54 USD,EVGA,08G-P4-3070-KR,4250812434180,,265.63 mm,2.0,1,1,1,1,0,MPN,1770 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/EVGA-Corporation-Graphics-Card-08G-P4-3070-KR/dp/B07ZFWHR9R?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07ZFWHR9R
EVGA GeForce RTX 2070 Super KO Gaming,$553.79 USD,EVGA,08G-P4-2072-KR,0843368065584,,269.83 mm,2.0,1,1,1,1,0,MPN,1770 MHz,8 GB,15500 MHz,215 W,https://www.amazon.ca/dp/B086NYVHW5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2070 Super XC Gaming,$540.39 USD,EVGA,08G-P4-3172-KR,4250812434166,843368062927,269.83 mm,2.75,1,1,1,1,0,MPN,1800 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TQZCHYN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2070 Super XC Hybrid Gaming,,EVGA,08G-P4-3178-KR,4250812433985,,265.63 mm,2.0,1,1,1,3,0,MPN,1800 MHz,8 GB,14000 MHz,260 W,
EVGA GeForce RTX 2070 Super XC Ultra Gaming,$540.39 USD,EVGA,08G-P4-3173-KR,4250812434159,843368062910,269.83 mm,3.0,1,1,1,1,0,MPN,1800 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TQZCHYN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2070 Super XC Ultra+,$601.33 USD,EVGA,08G-P4-3175-KR,0843368063993,,269.83 mm,2.75,1,1,1,3,0,MPN,1800 MHz,8 GB,15500 MHz,215 W,https://www.amazon.ca/dp/B07YMPZCPT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2070 XC,$546.4 USD,EVGA,08G-P4-2172-KR,4250812429841,843368058234,269.2 mm,2.0,1,0,1,3,0,MPN,1710 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/EVGA-RTX-2070-XC-08G-P4-2172-KR/dp/B07J63W42X?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07J63W42X
EVGA GeForce RTX 2070 XC Ultra,$572.31 USD,EVGA,08G-P4-2173-KR,4250812429834,843368058227,269.2 mm,3.0,1,0,1,3,0,MPN,1725 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/EVGA-RTX-2070-XC-08G-P4-2173-KR/dp/B07JB58VK6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07JB58VK6
EVGA GeForce RTX 2080 Super Black Gaming,$725.37 USD,EVGA,08G-P4-3081-KR,4250812434104,843368062866,269.83 mm,2.0,1,1,1,3,0,MPN,1815 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07VJPNG1M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2080 Super FTW3 Hybrid,$830.55 USD,EVGA,08G-P4-3288-KR,4250812433992,,290.83 mm,2.0,2,0,1,3,0,MPN,1845 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-08G-P4-3288-KR-Technology-Backplate/dp/B07VKHNFCX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VKHNFCX
EVGA GeForce RTX 2080 Super FTW3 Hydro Copper Gaming,,EVGA,08G-P4-3289-KR,4250812434128,,290.87 mm,2.0,2,0,1,3,0,MPN,1845 MHz,8 GB,15500 MHz,250 W,
EVGA GeForce RTX 2080 Super FTW3 Ultra Gaming,$785.57 USD,EVGA,08G-P4-3287-KR,4250812434043,00843368062804,301.925 mm,2.75,2,0,1,3,0,MPN,1845 MHz,8 GB,15000 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-08G-P4-3287-KR-Technology-Backplate/dp/B07VHSJ4GV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VHSJ4GV
EVGA GeForce RTX 2080 Super KO Gaming,$732.46 USD,EVGA,08G-P4-2083-KR,0843368065676,,269.83 mm,2.0,1,1,1,3,0,MPN,1815 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B086P4DDQ1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2080 Super XC Gaming,$754.38 USD,EVGA,08G-P4-3182-KR,4250812434098,843368062859,269.83 mm,2.0,1,1,0,3,0,MPN,1830 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07VHSJ4GT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2080 Super XC Hybrid Gaming,$825.47 USD,EVGA,08G-P4-3188-KR,4250812434005,,265.63 mm,2.0,1,1,1,3,0,MPN,1830 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-Hybrid-08G-P4-3188-KR-Backplate/dp/B07VPFPWVN?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VPFPWVN
EVGA GeForce RTX 2080 Super XC Ultra Gaming,$810.56 USD,EVGA,08G-P4-3183-KR,4250812434081,843368062842,269.83 mm,2.75,1,1,1,3,0,MPN,1845 MHz,8 GB,15000 MHz,250 W,https://www.amazon.ca/dp/B07VCH31N9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2080 Ti,,EVGA,11G-P4-2380-KR,4250812429766,,266 mm,2.0,2,0,1,2,0,MPN,1545 MHz,11 GB,14000 MHz,250 W,
EVGA GeForce RTX 2080 Ti Black Edition Gaming,$1182.35 USD,EVGA,11G-P4-2281-KR,4250812430861,,269.2 mm,2.0,2,0,1,3,0,MPN,1545 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/dp/B07KSPW8HQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2080 Ti FTW3 Gaming iCX,,EVGA,11G-P4-2483-KR,4250812429728,,301.93 mm,3.0,2,0,1,3,0,MPN,1545 MHz,11 GB,14000 MHz,250 W,
EVGA GeForce RTX 2080 Ti FTW3 Hydro Copper iCX,,EVGA,11G-P4-2489-KR,4250812429780,,288.8 mm,2.0,2,0,1,3,0,MPN,1683 MHz,11 GB,14000 MHz,285 W,
EVGA GeForce RTX 2080 Ti FTW3 Ultra Gaming iCX,$1419.55 USD,EVGA,11G-P4-2487-KR,4250812429711,843368058104,301.93 mm,3.0,2,0,1,3,0,MPN,1755 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/dp/B07KVKRLG2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2080 Ti FTW3 Ultra Hybrid Gaming,,EVGA,11G-P4-2484-KR,4250812429797,,291 mm,2.0,2,0,1,3,0,MPN,1755 MHz,11 GB,14000 MHz,250 W,
EVGA GeForce RTX 2080 Ti K|NGP|N Gaming,$1818.51 USD,EVGA,11G-P4-2589-KR,4250812429773,,266.7 mm,2.0,3,0,1,3,0,MPN,1770 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/EVGA-GeForce-Technology-Backplate-11G-P4-2589-KR/dp/B07RZ95J1B?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07RZ95J1B
EVGA GeForce RTX 2080 Ti XC,$1236.76 USD,EVGA,11G-P4-2382-KR,4250812429551,843368057930,269.2 mm,2.5,2,0,1,3,0,MPN,1635 MHz,11 GB,14000 MHz,285 W,https://www.amazon.ca/EVGA-GeForce-Gaming-Graphics-11G-P4-2382-KR/dp/B07GHXJW5W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GHXJW5W
EVGA GeForce RTX 2080 Ti XC Black Edition Gaming,,EVGA,11G-P4-2282-KR,4250812430595,,269.83 mm,2.0,2,0,1,3,0,MPN,1560 MHz,11 GB,14000 MHz,250 W,
EVGA GeForce RTX 2080 Ti XC Hybrid Gaming,,EVGA,11G-P4-2384-KR,4250812429803,,265.63 mm,2.0,2,0,1,3,0,MPN,1635 MHz,11 GB,14000 MHz,250 W,
EVGA GeForce RTX 2080 Ti XC Ultra,$1310.75 USD,EVGA,11G-P4-2383-KR,4250812429544,843368057923,269.2 mm,2.5,2,0,1,3,0,MPN,1650 MHz,11 GB,14000 MHz,285 W,https://www.amazon.ca/dp/B07GHW9VJZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 2080 Ti XC2 Ultra Gaming,,EVGA,11G-P4-2387-KR,4250812429735,,269.83 mm,3.0,2,0,1,3,0,MPN,1650 MHz,11 GB,14000 MHz,250 W,
EVGA GeForce RTX 2080 XC,$781.86 USD,EVGA,08G-P4-2182-KR,4250812429568,843368057947,269.2 mm,5.0,1,1,1,3,0,MPN,MHz,8 GB,14000 MHz,225 W,https://www.amazon.ca/EVGA-GeForce-Gaming-Graphics-08G-P4-2182-KR/dp/B07GHVWMBS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GHVWMBS
EVGA GeForce RTX 2080 XC Ultra,$826.11 USD,EVGA,08G-P4-2183-KR,4250812429575,843368057954,269.2 mm,5.0,1,0,1,3,0,MPN,MHz,8 GB,14000 MHz,225 W,https://www.amazon.ca/dp/B07GHVK4KN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA GeForce RTX 3080 FTW3 Ultra Gaming,,EVGA,12G-P5-4877-KL,4250812445001,,300 mm,2.75,3,0,1,3,0,MPN,MHz,12 GB,19000 MHz,320 W,
EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper,,EVGA,10G-P5-3899-KR,4250812438249,,288.9 mm,1.2,3,0,1,3,0,MPN,1800 MHz,10 GB,19000 MHz,320 W,
EVGA GeForce RTX 3080 Ti FTW3 Ultra Hydro Copper Gaming,,EVGA,12G-P5-3969-KR,4250812442062,,288.9 mm,2.75,3,0,1,3,0,MPN,1800 MHz,12 GB,19000 MHz,320 W,
EVGA GeForce RTX 3080 Ti XC3 Ultra Hydro Copper Gaming,,EVGA,12G-P5-3959-KR,4250812442086,,300 mm,2.75,3,0,1,3,0,MPN,1725 MHz,12 GB,19000 MHz,320 W,
EVGA GeForce RTX 3080 XC3 Ultra Gaming,,EVGA,12G-P5-4865-KL,4250812445025,,285.37 mm,2.2,2,0,1,3,0,MPN,MHz,12 GB,19000 MHz,320 W,
EVGA GeForce RTX 3090 FTW3 Ultra Hydro Copper,,EVGA,24G-P5-3989-KR,4250812438133,,288.9 mm,1.2,3,0,1,3,0,MPN,1800 MHz,24 GB,19500 MHz,350 W,
EVGA GT 720 Low Profile,,EVGA,01G-P3-2722-KR,0803983047709,,168 mm,1.0,0,0,1,0,1,MPN,797 MHz,1 GB,1800 MHz,19 W,
EVGA GT 740 Superclocked,$136.65 USD,EVGA,01G-P4-2753-KR,0809394263431,,152 mm,2.0,0,0,1,0,1,MPN,1253 MHz,2 GB,5012 MHz,64 W,https://www.amazon.ca/EVGA-Superclocked-Dual-Link-Graphics-01G-P4-2753-KR/dp/B00IDG3LUO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00IDG3LUO
EVGA GTX 460 Superclocked EE,,EVGA,01G-P3-1373-AR,0843368025557,,210 mm,2.0,0,2,1,0,1,MPN,763 MHz,1 GB,3800 MHz,160 W,
EVGA GTX 470 Superclocked,,EVGA,012-P3-1472-AR,0843368007782,,241 mm,2.0,0,2,1,0,1,MPN,726 MHz,1.2 GB,3800 MHz,215 W,
EVGA GTX 480 Superclocked,,EVGA,015-P3-1482-AR,0843368007720,,267 mm,2.0,1,1,1,0,1,MPN,726 MHz,1.5 GB,3800 MHz,250 W,
EVGA GTX 550 Ti,,EVGA,02G-P3-1559-KR,0115970699724,,210 mm,2.0,0,1,1,0,1,MPN,900 MHz,1 GB,4008 MHz,116 W,
EVGA GTX 560 Superclocked,,EVGA,01G-P3-1461-KR,0320127550616,,210 mm,2.0,0,2,1,0,1,MPN,851 MHz,1 GB,4104 MHz,150 W,
EVGA GTX 560 Ti FPB,,EVGA,01G-P3-1561-AR,0843368015497,,229 mm,2.0,2,0,1,0,1,MPN,850 MHz,1 GB,4104 MHz,170 W,
EVGA GTX 570 HD Superclocked,,EVGA,012-P3-1573-KR,0843368014810,,229 mm,2.0,0,2,1,0,1,MPN,797 MHz,1.2 GB,3900 MHz,219 W,
