Weather,Temperature,Attendance
Sunny,19.158279036335372,Present
Rainy,14.93885055316474,Present
Sunny,7.623277499552527,Present
Cloudy,7.697885309225958,Absent
Sunny,17.581570468569495,Absent
Cloudy,19.52437940523796,Present
Sunny,23.470554579969907,Present
Cloudy,12.092550322836843,Absent
Rainy,20.829786943123644,Absent
Sunny,10.34753349039826,Present
Sunny,11.046469583502704,Present
Snowy,27.561290176306606,Absent
Sunny,24.93720174503209,Present
Snowy,16.403351790018778,Absent
Cloudy,29.256683237068096,Present
Snowy,31.828033818751223,Present
Sunny,8.89102958965163,Present
Sunny,26.13995691180146,Present
Snowy,33.882288183341494,Absent
Cloudy,17.481998133593088,Present
Cloudy,12.436088847605568,Present
Snowy,10.647768475486703,Present
Sunny,29.392328919395325,Present
Sunny,25.460474840091575,Present
Cloudy,29.603745972040308,Present
Sunny,10.511443831393937,Present
Sunny,15.018773652851543,Absent
Snowy,15.973012458238442,Absent
Snowy,25.920458955249572,Absent
Rainy,20.090565272474436,Absent
Snowy,11.13678175721277,Present
Rainy,20.490998067100453,Present
Snowy,18.218529279585162,Present
Snowy,22.80067750616039,Absent
Sunny,10.292308571473466,Present
Rainy,33.88776886010549,Absent
Rainy,13.922743547326458,Present
Cloudy,17.7573005574657,Absent
Snowy,39.329805214866724,Absent
Snowy,11.086163499165067,Present
Sunny,20.187778345667958,Absent
Sunny,33.0154482357995,Absent
Rainy,33.718682776322424,Present
Rainy,25.478003290495188,Absent
Sunny,9.504211082554361,Present
Cloudy,-1.7089040948010918,Present
Sunny,33.1924513843192,Present
Cloudy,10.97301729450458,Absent
Sunny,5.988485331957884,Present
Sunny,40.44151086684284,Absent
Cloudy,-0.2331735778868378,Absent
Cloudy,19.91932050498166,Present
Cloudy,3.7824326366613974,Absent
Snowy,24.429032763791422,Absent
Snowy,20.47335820584956,Absent
Cloudy,29.135802676842577,Absent
Snowy,19.543725018245595,Absent
Cloudy,20.288143248761507,Present
Cloudy,14.433857939268783,Absent
Cloudy,18.39787428099284,Present
Rainy,27.89443850808942,Absent
Sunny,-3.435871523750656,Present
Cloudy,11.06303932779565,Absent
Snowy,13.67539128503278,Absent
Snowy,34.873902385046364,Absent
Snowy,12.644727158812936,Present
Rainy,20.185255457420457,Absent
Sunny,22.91058864321349,Present
Snowy,38.08832616692222,Present
Sunny,7.827498640718202,Present
Sunny,5.249497425163865,Present
Rainy,14.723436034173629,Present
Rainy,40.35254415147621,Present
Sunny,24.579901767914134,Present
Rainy,20.531067390153446,Absent
Rainy,21.88167902339803,Present
Cloudy,11.873759124141237,Present
Snowy,9.189529671671625,Absent
Rainy,26.841163404707714,Absent
Sunny,34.170792739833395,Present
Sunny,24.43728728858563,Present
Rainy,19.230272945226897,Absent
Rainy,9.08465641360435,Present
Sunny,15.625431898146893,Present
Snowy,36.74010312878205,Absent
Sunny,-9.241531419878804,Present
Rainy,36.82530253180909,Present
Rainy,18.5288692406304,Absent
Cloudy,16.321407777018976,Absent
Sunny,21.373748842828746,Absent
Rainy,17.79892856773182,Present
Snowy,-5.014239121080358,Absent
Rainy,13.961787785891381,Present
Rainy,27.26356207755764,Absent
Sunny,32.06264501622042,Present
Cloudy,9.621471937367101,Absent
Snowy,17.54141513021112,Absent
Rainy,6.10346759206465,Absent
Cloudy,19.213689832472518,Absent
Sunny,29.795127629872272,Present
Snowy,17.928675951959182,Present
Snowy,15.052732362088939,Absent
Cloudy,3.2747691755371626,Absent
Cloudy,22.150016104337766,Present
Cloudy,13.276898179434575,Present
Sunny,17.831456122552535,Present
Sunny,10.9968316171612,Present
Snowy,7.52222964667582,Absent
Snowy,18.228155305930454,Absent
Rainy,13.409241910725077,Absent
Rainy,31.977955598827787,Absent
Rainy,4.062617734037733,Absent
Cloudy,12.074866626599476,Absent
Cloudy,13.77853320125106,Absent
Cloudy,3.4023890990722307,Present
Sunny,24.350447280132517,Present
Rainy,-5.738360981730509,Absent
Snowy,13.751431435665506,Absent
Sunny,23.362247095146184,Absent
Cloudy,30.735864415017673,Present
Snowy,5.147281724590222,Absent
Rainy,17.05354454283745,Absent
Sunny,16.888143475660332,Present
Snowy,32.79586231029819,Present
Snowy,34.5096705882752,Absent
Rainy,10.912287107129861,Present
Rainy,11.249439204107475,Absent
Rainy,13.546118020940133,Absent
Cloudy,-5.647493499632002,Absent
Cloudy,22.437494661624097,Absent
Rainy,25.734773367179834,Absent
Snowy,31.02734251414674,Absent
Cloudy,12.524285598278952,Present
Snowy,40.95336935828577,Absent
Sunny,6.560268996871736,Present
Sunny,7.026004017369585,Present
Sunny,31.596117014646424,Present
Cloudy,10.4962325337798,Absent
Rainy,20.014978964688122,Absent
Sunny,21.826970912785153,Present
Sunny,21.8846499713821,Present
Snowy,23.97595514341933,Absent
Cloudy,13.35418885294144,Absent
Cloudy,18.666685916459535,Absent
Snowy,-8.415511214590907,Absent
Cloudy,24.18096487693738,Present
Snowy,-7.764372527513935,Absent
Rainy,22.658072914470637,Absent
Snowy,22.275587968086718,Present
Rainy,34.011553274471034,Absent
Cloudy,35.555110955076024,Present
Sunny,28.428824816401367,Absent
Cloudy,29.02897383636085,Absent
Sunny,23.212300139156095,Absent
Cloudy,14.003059719495086,Present
Snowy,9.75758007885833,Absent
Snowy,13.841961772350334,Absent
Rainy,36.927067431758076,Present
Snowy,22.68754128296469,Absent
Sunny,16.004999668430337,Present
Snowy,16.994266386666396,Present
Rainy,22.21637364648544,Absent
Sunny,17.795109187589258,Present
Sunny,26.902763145987528,Present
Cloudy,5.830006382764809,Present
Sunny,11.848136150236027,Present
Snowy,0.09519818074180364,Absent
Cloudy,24.423972558344516,Absent
Rainy,26.706801117978078,Absent
Cloudy,27.185264876616387,Present
Rainy,17.027226004027785,Absent
Rainy,31.10876427242099,Absent
Cloudy,11.822999513170533,Absent
Sunny,14.245133406498027,Present
Snowy,31.97757222149187,Absent
Rainy,-6.2814945019613155,Absent
Sunny,35.86740434167844,Present
Rainy,34.161042849962655,Absent
Snowy,27.67168808672716,Absent
Rainy,21.65838054383801,Absent
Rainy,28.150726084614018,Absent
Cloudy,3.7226720855735778,Absent
Cloudy,23.003188102357772,Absent
Rainy,33.3367897851016,Present
Snowy,28.292962209189547,Absent
Cloudy,15.151069125408934,Absent
Cloudy,21.61825877684031,Present
Rainy,14.150218208373222,Absent
Rainy,13.03271609154735,Absent
Snowy,8.529483585754052,Absent
Cloudy,27.196304696403587,Absent
Cloudy,10.604306651604876,Present
Rainy,7.514770877072719,Absent
Cloudy,29.77257977303819,Present
Rainy,10.250305268329834,Absent
Sunny,10.805450889222383,Present
Rainy,21.552649145395083,Absent
Rainy,6.592038364731749,Present
Rainy,30.570300705517987,Present
Sunny,19.22130861359435,Present
Rainy,37.038299497182905,Absent
Rainy,17.260792375618745,Absent
Rainy,16.897524460184695,Present
Sunny,2.451095253133591,Present
Sunny,24.19147169101482,Present
Snowy,32.825931124865825,Absent
Cloudy,14.703333621699626,Present
Sunny,30.294588369379944,Absent
Rainy,21.527706770594026,Absent
Rainy,11.419566555019527,Present
Snowy,24.660653060500476,Present
Cloudy,22.710532358417886,Absent
Snowy,12.426606816585348,Absent
Cloudy,37.085819224528564,Present
Rainy,22.59353293507801,Present
Snowy,22.727315220890702,Absent
Cloudy,20.30509631189003,Present
Sunny,26.543181664942374,Present
Snowy,27.17641601834181,Absent
Rainy,17.274993993120646,Absent
Snowy,31.64631783407152,Absent
Rainy,18.113812469156283,Present
Sunny,26.54836221521404,Present
Rainy,27.484855998741256,Absent
Rainy,35.59614387338346,Absent
Sunny,7.391155832330316,Absent
Cloudy,13.695839546098973,Present
Rainy,26.321177156280733,Absent
Sunny,22.912154550296663,Present
Sunny,11.68735898833326,Present
Cloudy,17.909091180955016,Present
Snowy,12.94878341406902,Present
Snowy,4.4284066097485955,Present
Snowy,37.40083314913399,Absent
Cloudy,8.252961772678436,Present
Rainy,16.274988073321737,Present
Sunny,16.36202123530692,Present
Rainy,24.85246443641906,Present
Snowy,3.3208802558819883,Absent
Snowy,15.907547879691744,Absent
Sunny,24.87461991497011,Present
Sunny,19.314873332622966,Present
Rainy,17.651193854730217,Absent
Rainy,21.828349074256433,Absent
Snowy,30.253461094908946,Absent
Sunny,16.047631242441277,Present
Sunny,9.232559007914098,Present
Snowy,15.469059336920886,Absent
Snowy,14.953245752905783,Absent
Snowy,15.09062847856292,Present
Snowy,16.16636465675953,Absent
Rainy,1.7450079696312812,Present
Cloudy,8.977569763724755,Present
Snowy,23.569259965312078,Present
Sunny,17.756277736439436,Present
Cloudy,2.1148152291956777,Absent
Snowy,29.82221721098327,Present
Rainy,5.974605712846255,Absent
Snowy,28.213407033774104,Absent
Snowy,23.86977231214738,Present
Snowy,8.139016792322503,Absent
Cloudy,7.947171540317562,Absent
Cloudy,18.466624119749678,Absent
Snowy,38.31475497570071,Present
Sunny,28.1542660628119,Present
Sunny,9.275813043419806,Present
Snowy,28.384286774138506,Absent
Cloudy,-0.9998339272556436,Present
Sunny,22.436810646208027,Present
Cloudy,19.65087492206648,Present
Cloudy,27.93261345293068,Present
Snowy,31.1104184811795,Present
Snowy,44.97479811707041,Absent
Snowy,-8.381979436996694,Absent
Snowy,9.39487563943894,Present
Rainy,30.589070786869666,Present
Cloudy,29.58560631821451,Absent
Rainy,28.24761810161395,Absent
Sunny,-5.230290001022929,Present
Cloudy,35.672499421093505,Absent
Rainy,17.973149302567407,Absent
Rainy,40.308806599951694,Absent
Snowy,19.362387738368355,Present
Snowy,25.324293275550424,Absent
Rainy,29.650161447561494,Absent
Cloudy,16.43835284681193,Absent
Sunny,-2.4416077418300155,Absent
Cloudy,25.721330542122786,Present
Snowy,19.579367970737703,Absent
Sunny,28.33380285913237,Present
Rainy,18.705200969505984,Absent
Cloudy,22.182023253370957,Present
Rainy,23.625458538279787,Present
Sunny,16.599097143638147,Present
Rainy,6.4624286851064845,Absent
Rainy,7.047905831066446,Absent
Sunny,27.723783414936417,Present
Sunny,19.35159369904921,Present
Rainy,7.599230682617826,Absent
Sunny,36.82794678704606,Present
Cloudy,31.401576082753408,Absent
Cloudy,4.741030400167716,Present
Sunny,28.15926263559775,Present
Snowy,8.040749484889623,Present
Cloudy,4.494080836336735,Present
Rainy,13.965995620121372,Absent
Sunny,13.916645991606797,Present
Snowy,9.284943272337172,Absent
Cloudy,18.805362931796772,Absent
Sunny,20.14026062122655,Present
Snowy,10.035387906164715,Absent
Cloudy,18.827287457317404,Absent
Sunny,14.560547368511779,Present
Snowy,3.0044504671781738,Absent
Rainy,19.991374910476335,Absent
Snowy,10.021157892458596,Absent
Snowy,23.59612692230126,Present
Rainy,12.973702871540159,Absent
Snowy,14.675533332854888,Present
Sunny,12.39947086741089,Present
Cloudy,6.767947038789499,Present
Cloudy,14.659474461452644,Present
Sunny,-1.644288616325042,Present
Cloudy,24.067259525492666,Present
Cloudy,3.5946683607212258,Present
Sunny,16.512066004497086,Present
Snowy,31.609245522361665,Absent
Cloudy,22.90410500763101,Absent
Rainy,18.530699666180137,Absent
Cloudy,4.652963585491744,Present
Snowy,22.85620528908615,Absent
Sunny,20.134263179617562,Present
Sunny,-1.7719495806659715,Present
Sunny,30.045796018488332,Present
Rainy,28.746539401669274,Present
Cloudy,31.15761988393794,Absent
Sunny,19.09258309523207,Present
Snowy,34.75323218203831,Absent
Sunny,25.067856008886068,Present
Sunny,12.808102078671379,Present
Cloudy,16.42411541233664,Present
Cloudy,18.911099843655624,Absent
Cloudy,15.421340927755669,Absent
Snowy,36.9106477106,Present
Cloudy,16.48778837756087,Absent
Cloudy,16.522663086403224,Present
Cloudy,19.983829637637644,Present
Sunny,36.01130680095679,Present
Snowy,28.124354021770003,Present
Rainy,21.603957378065346,Absent
Snowy,16.399562628138703,Absent
Sunny,17.512711436778726,Present
Rainy,14.226333925212465,Present
Snowy,28.298076562604923,Present
Sunny,15.103518000564012,Present
Sunny,12.80212222037688,Present
Rainy,19.38925318473276,Absent
Sunny,16.625443976360167,Present
Rainy,4.364262472473433,Absent
Snowy,13.894550227947844,Absent
Rainy,25.172725071966696,Absent
Rainy,7.689071445682611,Present
Sunny,26.385519991943035,Present
Cloudy,22.38639992041403,Present
Sunny,35.264911803382546,Present
Sunny,25.826241092891262,Present
Snowy,13.200665611123899,Absent
Rainy,14.653710093069614,Absent
Snowy,17.96302478726512,Absent
Snowy,12.560690946307712,Present
Rainy,24.147465259528495,Absent
Snowy,20.07807731194829,Absent
Cloudy,9.564015329657185,Present
Rainy,7.902690879557202,Absent
Snowy,16.734144280773915,Present
Cloudy,11.274179979037338,Present
Sunny,37.61094752171634,Present
Rainy,10.285650353011391,Absent
Sunny,35.34985303122387,Absent
Snowy,22.814086786757734,Present
Cloudy,32.379722358026584,Present
Cloudy,24.718837207953968,Absent
Cloudy,31.676279725313123,Absent
Sunny,7.195998089434282,Present
Cloudy,4.223489317839103,Absent
Cloudy,24.372701495136248,Present
Sunny,8.966524502649435,Present
Sunny,26.47573063301861,Present
Cloudy,24.47370692071766,Absent
Snowy,18.53229371883512,Absent
Snowy,27.79457080556055,Absent
Rainy,13.196737657947622,Absent
Cloudy,29.622517988716172,Absent
Rainy,11.41277488825127,Absent
Sunny,32.17499574816976,Present
Sunny,22.89700427408593,Present
Sunny,-5.981966178684527,Present
Sunny,4.581896830511692,Present
Snowy,20.81969658620788,Absent
Sunny,35.873248644728264,Present
Sunny,12.650596654292338,Present
Snowy,27.290760629761852,Absent
Sunny,29.26981888806698,Present
Rainy,27.08075085932245,Absent
Cloudy,7.422788855037506,Absent
Cloudy,31.770211042940637,Absent
Sunny,0.7961934220617977,Present
Sunny,27.047928094149963,Present
Sunny,9.063049959555956,Present
Snowy,17.170336944315846,Absent
Cloudy,26.88772890006561,Present
Rainy,32.50266213644724,Absent
Snowy,21.848202502691755,Present
Snowy,24.263669060788978,Absent
Snowy,20.18202666572362,Absent
Rainy,4.207910284981837,Absent
Rainy,16.07201950623375,Absent
Cloudy,28.779292079851906,Absent
Rainy,15.980490568565763,Present
Sunny,24.69070013593335,Present
Sunny,4.9839223676028706,Present
Cloudy,23.696859833884723,Absent
Rainy,10.902687254096122,Present
Cloudy,27.302269242869723,Absent
Cloudy,12.191619114608816,Absent
Rainy,25.71043680756162,Absent
Snowy,13.017831313375998,Absent
Rainy,38.68310468760285,Absent
Sunny,20.53628916493797,Present
Rainy,47.34218222680408,Present
Snowy,29.965337469026398,Present
Rainy,6.2671649173892625,Absent
Sunny,25.279285496394206,Present
Sunny,4.053460468592354,Present
Snowy,25.114824603185944,Present
Snowy,19.906905862175055,Present
Sunny,0.8839304044712257,Present
Sunny,25.795865953865924,Present
Rainy,6.7625632085152105,Absent
Cloudy,10.852980354121886,Absent
Cloudy,14.160517081634431,Absent
Snowy,18.531239888803956,Absent
Snowy,29.125059493587365,Absent
Cloudy,18.78643625232528,Absent
Sunny,26.303017046539683,Present
Snowy,15.651097302405116,Absent
Rainy,30.431065528693363,Absent
Cloudy,16.538469735767706,Absent
Rainy,30.7253156649413,Absent
Rainy,29.376847808984778,Present
Sunny,13.661719362032137,Present
Snowy,2.1371073742301725,Present
Snowy,11.643308747490096,Present
Snowy,24.63198322467574,Absent
Sunny,6.258245459405094,Present
Rainy,18.487461127386272,Present
Rainy,24.590940097329174,Present
Rainy,12.465380580260444,Present
Rainy,11.958291229809957,Absent
Snowy,18.201436390504234,Absent
Snowy,17.20624046777458,Absent
Rainy,33.49651030460335,Present
Rainy,29.117848434814697,Absent
Sunny,26.284425979873607,Present
Snowy,18.81865160144869,Absent
Snowy,25.227888936875978,Absent
Rainy,11.928593875618395,Absent
Snowy,5.5722490996947105,Absent
Snowy,14.748986397122232,Present
Rainy,15.287916517536981,Absent
Cloudy,15.671185706420118,Present
Cloudy,19.3749196235343,Absent
Cloudy,22.701307134570353,Absent
Snowy,7.604735024075497,Absent
Sunny,39.819504588952945,Present
Snowy,25.88957867469184,Present
Rainy,27.08251606216463,Absent
Sunny,21.354319912884293,Present
Rainy,15.657792470858801,Present
Sunny,28.350553200259743,Present
Sunny,4.619567475466969,Present
Sunny,42.01507540672738,Present
Sunny,7.079859456434486,Present
Cloudy,36.50375673919506,Present
Sunny,24.370865173596144,Present
Sunny,13.077587482435804,Present
Rainy,1.672628821823345,Present
Rainy,18.824383169025594,Absent
Cloudy,20.18904688308856,Absent
Sunny,18.92906883161222,Present
Rainy,2.3470224549737075,Present
Sunny,25.713495818956897,Present
Sunny,11.667533121976053,Present
Snowy,23.077534628971016,Absent
Sunny,14.548237056481536,Present
Rainy,25.43221462376416,Absent
Snowy,29.431089866773547,Absent
Snowy,22.331315846903745,Absent
Rainy,24.595543705878157,Present
Sunny,26.05374623459573,Present
Sunny,14.758363116192951,Absent
Sunny,26.633955902708156,Present
Snowy,14.86313175231589,Present
Rainy,23.695436725318835,Absent
Snowy,45.94961886287044,Absent
Snowy,1.494171505176194,Present
Sunny,33.73677801969591,Present
Cloudy,17.02761887445666,Present
Sunny,2.7742260941113592,Present
Cloudy,23.269241493793388,Present
Rainy,10.10951137279961,Absent
Snowy,39.54952119630916,Present
Sunny,25.292824651407393,Present
Rainy,26.432071418049123,Absent
Cloudy,22.097698013371282,Present
Snowy,16.86184186872974,Absent
Snowy,20.11037338210353,Absent
Rainy,11.631457377055911,Present
Rainy,26.338981405469536,Absent
Rainy,41.725357402870586,Present
Sunny,6.903933596608436,Present
Snowy,25.576665473720183,Absent
Rainy,11.973232856290037,Absent
Cloudy,19.975084714400445,Present
Sunny,27.201131938541696,Present
Cloudy,31.928230254270225,Absent
Snowy,22.271231778071446,Absent
Snowy,19.937690329880066,Absent
Cloudy,-3.676698461469808,Present
Sunny,17.597546690294738,Present
Rainy,14.279606641627666,Absent
Rainy,28.34624991810874,Absent
Rainy,21.938629703726477,Absent
Rainy,26.820137166596947,Absent
Rainy,18.861172759754247,Present
Cloudy,20.99224661695315,Absent
Cloudy,26.3231028363648,Present
Sunny,1.5663118620283427,Present
Snowy,17.528683684794874,Absent
Rainy,28.61664442413457,Absent
Snowy,26.367298352884585,Present
Rainy,26.53923615451345,Present
Rainy,25.544044705539697,Absent
Cloudy,16.822465542964764,Absent
Sunny,12.356671389094117,Present
Rainy,25.90079763159443,Present
Snowy,27.913125367302477,Present
Sunny,27.57733791656969,Present
Cloudy,27.785899874040414,Absent
Rainy,9.55960349453592,Present
Cloudy,13.366339779909422,Absent
Rainy,35.01299782515426,Absent
Snowy,19.908372295483147,Absent
Sunny,27.56021176378855,Present
Snowy,28.975537732235175,Present
Rainy,10.26382046386099,Absent
Rainy,17.723064963319683,Present
Cloudy,29.973939507160004,Absent
Sunny,16.6654149838103,Present
Snowy,11.911687287318266,Present
Sunny,16.482699612515788,Present
Rainy,43.488608328400105,Present
Snowy,26.854371682328058,Absent
Cloudy,23.064183808642937,Present
Rainy,15.608295339172615,Absent
Cloudy,46.296787941930944,Absent
Snowy,22.384973084497116,Present
Snowy,10.676369770417931,Present
Rainy,18.59805387430414,Absent
Rainy,11.27991309819786,Present
Cloudy,27.077708184303766,Absent
Rainy,16.863010755059328,Present
Sunny,19.06738398273974,Present
Sunny,26.460273398094433,Present
Cloudy,15.430418011842598,Absent
Cloudy,37.22247317587835,Present
Rainy,22.48672194789612,Present
Rainy,14.05218123074457,Absent
Sunny,14.275543739356099,Present
Cloudy,7.071988488759084,Absent
Cloudy,23.51856698563011,Present
Sunny,17.231556900939466,Present
Cloudy,21.74487690105519,Absent
Rainy,27.715813540616345,Present
Cloudy,16.844777476838267,Absent
Cloudy,13.987998703519391,Present
Rainy,19.22107823957117,Absent
Rainy,26.54752583572955,Absent
Sunny,4.731196872737765,Present
Sunny,11.301117628876824,Present
Sunny,17.83418905249922,Absent
Snowy,31.484020859041138,Absent
Snowy,26.04364993309032,Absent
Cloudy,12.579604183593617,Absent
Rainy,19.553426296872416,Absent
Cloudy,6.162992499773825,Absent
Rainy,25.97310287572558,Absent
Rainy,7.982767617743232,Present
Cloudy,15.307440972412898,Absent
Cloudy,30.996962231259815,Present
Snowy,24.843816341258375,Absent
Cloudy,23.924929609494832,Absent
Rainy,25.17737804429042,Absent
Rainy,41.31727945310191,Present
Cloudy,37.797539297434575,Present
Rainy,38.02321093534535,Present
Snowy,25.402734779274546,Absent
Rainy,36.492481361437115,Present
Cloudy,8.001717153543378,Present
Rainy,8.61617602721228,Absent
Sunny,6.455778946610405,Present
Cloudy,30.511277410800155,Absent
Snowy,16.33611266620718,Present
Sunny,19.333865499654614,Present
Sunny,2.873981737870693,Present
Sunny,18.43685225552996,Present
Snowy,3.1487058712099376,Present
Sunny,3.397811966476194,Present
Sunny,6.644411231984149,Present
Snowy,17.835226740180474,Absent
Sunny,33.58871209949841,Present
Cloudy,12.25028955342199,Absent
Cloudy,14.02825323296569,Absent
Rainy,4.8656808434532905,Present
Cloudy,26.15971851250611,Present
Sunny,9.759512503583128,Present
Cloudy,24.399787550454754,Present
Snowy,17.061815266464883,Absent
Snowy,33.8240036121564,Absent
Snowy,29.06339907662341,Present
Sunny,37.43977729188553,Present
Snowy,11.97674507732936,Present
Sunny,27.868092627948222,Present
Cloudy,20.00458094633653,Present
Snowy,24.446972175097546,Present
Sunny,33.73697068850805,Present
Sunny,16.680191339309367,Present
Sunny,36.90384968956912,Present
Sunny,11.885500788994888,Present
Snowy,37.070233407329674,Absent
Sunny,23.59549677645666,Present
Cloudy,18.83393238976718,Present
Sunny,26.46396932834024,Present
Cloudy,45.515399161708416,Absent
Cloudy,10.923438079058185,Absent
Cloudy,18.222175966285715,Present
Snowy,-1.9576201506586628,Present
Cloudy,0.018364846704354676,Absent
Cloudy,24.33458762451465,Present
Sunny,12.480134783665488,Absent
Cloudy,9.895386302517013,Present
Snowy,12.471587679142116,Absent
Snowy,17.411358523469104,Absent
Snowy,7.62802133050252,Absent
Cloudy,19.3011083068979,Present
Rainy,22.21248834873459,Absent
Cloudy,24.12814321910457,Absent
Cloudy,25.448367309124126,Present
Rainy,16.440579143303754,Absent
Cloudy,21.989956105787712,Present
Sunny,12.986148074556812,Present
Cloudy,13.224842603595235,Present
Rainy,15.32562181281341,Absent
Cloudy,30.175814959950088,Absent
Sunny,10.576808242808715,Present
Cloudy,5.355074505094937,Present
Snowy,30.119210633477685,Absent
Sunny,14.62093714779747,Present
Snowy,43.790464119494956,Absent
Snowy,12.233769593274992,Present
Sunny,17.513261178098613,Absent
Snowy,2.6473118409889587,Absent
Rainy,19.509744475382554,Absent
Rainy,23.82293403684207,Absent
Sunny,27.362163808578998,Absent
Snowy,27.76332045686813,Present
Cloudy,18.47205399187008,Present
Rainy,32.48564542608543,Present
Rainy,22.239975348033287,Absent
Sunny,26.150395401970197,Present
Snowy,21.29563836509877,Absent
Rainy,20.960831035153692,Present
Cloudy,18.578895564619884,Absent
Snowy,26.13335844338188,Absent
Rainy,28.356537602889002,Present
Snowy,27.742197558524037,Present
Cloudy,21.762249805047695,Present
Snowy,21.70370412153248,Absent
Sunny,16.74234746159728,Present
Sunny,25.471190837246425,Present
Snowy,4.540177892662227,Present
Rainy,4.895366107444239,Present
Rainy,16.595301969954303,Absent
Snowy,31.019839527811918,Absent
Snowy,28.252863011914165,Absent
Sunny,17.722846006609387,Present
Rainy,15.698792906181119,Present
Rainy,19.31112237928846,Absent
Cloudy,28.00232011647741,Present
Rainy,34.292235793853386,Present
Sunny,24.345422875096336,Present
Snowy,5.579286011383839,Present
Sunny,21.606875384614465,Present
Sunny,23.235762161508145,Present
Cloudy,21.41138236039289,Present
Snowy,21.35765351300095,Absent
Rainy,15.777066109680254,Present
Snowy,9.15261014150257,Absent
Cloudy,38.02309791428143,Present
Sunny,6.332927378990858,Present
Sunny,35.77891378428138,Present
Sunny,19.868123597297895,Present
Sunny,23.19068536857418,Present
Cloudy,28.45027363178366,Absent
Snowy,31.64196169406445,Absent
Sunny,12.83762751830249,Present
Cloudy,23.938808958941113,Present
Rainy,16.78045917269216,Absent
Rainy,2.760168187765771,Absent
Snowy,8.149608884770046,Absent
Snowy,17.325924347445195,Absent
Rainy,31.804103779667372,Present
Snowy,10.26758974261982,Absent
Cloudy,21.53034769972107,Present
Rainy,14.868386608304823,Absent
Rainy,25.818021623469654,Present
Sunny,18.203480188622812,Absent
Sunny,16.157194309000808,Present
Snowy,24.687068384615188,Absent
Cloudy,16.919643048319635,Absent
Cloudy,26.46046107145315,Present
Rainy,0.11878116006510098,Absent
Sunny,2.6582135620270293,Present
Sunny,20.405684934955914,Present
Rainy,7.4424466268461025,Absent
Rainy,31.959752135416153,Absent
Rainy,17.19285115112772,Absent
Snowy,8.945415868884837,Present
Cloudy,10.0057865823404,Present
Cloudy,33.731906758032004,Absent
Snowy,25.248828515163027,Absent
Sunny,31.866964762743418,Present
Sunny,11.38664404696182,Present
Sunny,17.453931192645264,Present
Snowy,15.200394505957865,Absent
Snowy,1.0303040281079774,Present
Cloudy,22.03682324502775,Present
Sunny,20.27381737376575,Present
Sunny,0.8307118590662768,Present
Sunny,10.09185614128534,Present
Snowy,21.783454618398075,Absent
Cloudy,24.995328877971545,Present
Cloudy,16.364302110756412,Present
Rainy,19.549753110219047,Present
Sunny,36.701726615983745,Present
Cloudy,18.986751679130826,Absent
Sunny,30.43542671921545,Absent
Cloudy,11.30303446134978,Present
Rainy,8.367913388194268,Present
Cloudy,21.831671088809806,Absent
Snowy,26.45732887615381,Absent
Cloudy,22.006639572809352,Present
Snowy,35.764163271586256,Present
Sunny,34.34835900358654,Present
Snowy,24.86758258523988,Absent
Sunny,20.998035345760673,Present
Sunny,22.122234835368406,Present
Cloudy,19.313973945367515,Absent
Sunny,17.73639134631278,Present
Sunny,23.516403503005463,Present
Snowy,27.74258678408549,Present
Rainy,16.312414810836263,Absent
Snowy,4.761014988858749,Absent
Snowy,4.914117087616495,Absent
Sunny,22.777234664942917,Present
Sunny,16.331999185832938,Present
Snowy,21.228307164268514,Present
Cloudy,11.053551404347015,Absent
Rainy,14.25102690617761,Absent
Sunny,19.447562107056758,Present
Sunny,21.306430244224476,Present
Snowy,24.406910619348018,Absent
Cloudy,44.174592818827406,Present
Sunny,10.285995227209467,Present
Sunny,14.808831396980509,Present
Snowy,14.811455565406614,Absent
Sunny,33.178100780943495,Present
Rainy,21.04198086400575,Absent
Rainy,32.46373957567716,Present
Rainy,19.20957127110477,Present
Snowy,26.186703349376717,Absent
Snowy,32.86451351922548,Absent
Sunny,11.84795611855116,Absent
Cloudy,24.917009100545343,Absent
Cloudy,8.932201015959944,Absent
Sunny,20.927638787416242,Present
Cloudy,18.188715939625624,Present
Snowy,15.302157372624865,Absent
Cloudy,23.500574668894416,Absent
Cloudy,23.29418611678673,Absent
Rainy,21.94786090411548,Absent
Cloudy,28.966708418287233,Absent
Snowy,39.38108930242481,Present
Rainy,10.804948511099804,Absent
Sunny,27.260957821458533,Present
Sunny,28.66285378375008,Present
Cloudy,14.854229769745587,Present
Snowy,21.757200521612035,Present
Rainy,11.761068768601275,Absent
Rainy,21.056567125327412,Present
Sunny,18.62534084974482,Present
Snowy,7.13817675950736,Absent
Rainy,25.849096659729597,Present
Sunny,38.6462037387828,Present
Cloudy,3.179231710300794,Present
Rainy,10.165963079028517,Absent
Sunny,33.80774516209859,Present
Snowy,7.564040529950438,Absent
Snowy,3.869100234313109,Absent
Rainy,12.611026195336471,Absent
Sunny,42.24263029872842,Present
Cloudy,15.845705813058554,Present
Rainy,2.5192690571622194,Absent
Rainy,17.750636738723507,Absent
Rainy,12.006796813913201,Absent
Rainy,26.460397698674203,Absent
Sunny,21.766046193197493,Present
Cloudy,3.5627614367056815,Present
Cloudy,19.88944902934298,Absent
Sunny,5.5235969665097695,Present
Cloudy,17.195583058711534,Absent
Rainy,32.617327256866105,Absent
Cloudy,17.64422307405078,Absent
