Company Name,Job Title,Salaries Reported,Location,Salary
GTT,Data Analyst,1,Pune,"₹6,15,475/yr"
Strata Decision Technology,Data Analyst,1,Pune,"₹6,00,676/yr"
Appberry,Data Analyst,1,Pune,"₹21,457/mo"
Fran Biz,Data Analyst,1,Pune,"₹2,010/mo"
Arya Risk Management Solutions,Data Analyst,1,Pune,"₹4,06,551/yr"
Avalara,Data Analyst,1,Pune,"₹4,79,956/yr"
Tiger Analytics,Data Analyst,1,Pune,"₹8,59,906/yr"
D.A.T.A.,Data Analyst,1,Pune,₹155/hr
Tecure Technology,Data Analyst,1,Pune,"₹1,84,929/yr"
Itouch Infotronics,Data Analyst,1,Pune,"₹6,81,045/yr"
DEUSTCHE,Data Analyst,1,Pune,"₹19,32,460/yr"
TeamLease Staffing Solutions,Data Analyst,1,Pune,"₹24,722/mo"
Mahira Engineering,Data Analyst,1,Pune,"₹2,05,476/yr"
Mahendra’s Institute,Data Analyst,1,Pune,"₹5,09,801/yr"
KreditBee,Data Analyst,1,Pune,"₹5,20,597/yr"
Accenture,Data Analyst,1,Pune,"₹18,036/mo"
DataVinci Analytics Agency,Data Analyst,1,Pune,"₹31,079/mo"
Maestro Intellect,Data Analyst,1,Pune,"₹1,91,655/yr"
Ugam,Data Analyst,1,Pune,"₹7,00,000/yr"
Horizon Electric,Data Analyst,1,Pune,"₹8,922/mo"
Cotiviti,Data Analyst,1,Pune,"₹8,73,273/yr"
Global Market Insights,Data Analyst,1,Pune,"₹2,11,160/yr"
Infort Technology,Data Analyst,1,Pune,"₹36,266/mo"
MIT,Data Analyst,1,Pune,"₹20,633/mo"
Kerlan-Jobe Orthopaedic Clinic,Data Analyst,1,Pune,"₹50,000/mo"
Amadeus,Data Analyst,1,Pune,"₹40,195/mo"
Mass Technologies,Data Analyst,1,Pune,"₹30,000/mo"
PRGX Global,Data Analyst,1,Pune,"₹5,08,188/yr"
PhotoMath (CA),Data Analyst,1,Pune,"₹30,147/mo"
Lalit Roongta Group,Data Analyst,1,Pune,"₹59,632/mo"
Looking for Job,Data Analyst,1,Pune,"₹6,44,930/yr"
MIT World Peace University,Data Analyst,1,Pune,"₹5,52,686/yr"
Allianz,Data Analyst,1,Pune,"₹30,821/mo"
We Are Job Seekers,Data Analyst,1,Pune,"₹3,69,857/yr"
Prithvi Nath,Data Analyst,1,Pune,"₹10,749/mo"
Cubictree Technology Solutions,Data Analyst,1,Pune,"₹3,86,492/yr"
Magna Infotech,Data Analyst,1,Pune,"₹4,14,388/yr"
CSS Corporation,Data Analyst,1,Pune,"₹73,405/yr"
Endurance Technologies,Data Analyst,1,Pune,"₹3,76,209/yr"
Johnson Controls,Data Analyst,1,Pune,"₹3,97,707/yr"
Roverside,Data Analyst,1,Pune,"₹6,86,743/yr"
ABC,Data Analyst,1,Pune,"₹13,356/mo"
Diverse Lynx,Data Analyst,1,Pune,"₹10,74,883/yr"
Xyster Consulting,Data Analyst,1,Pune,"₹50,905/yr"
Vereigen Media,Data Analyst,1,Pune,"₹26,872/mo"
ASD,Data Analyst,1,Pune,"₹1,96,999/mo"
Michelin,Data Analyst,1,Pune,"₹6,34,621/yr"
Kurrajong and District Hospital Society,Data Analyst,1,Pune,"₹7,06,283/yr"
Yogesh and Jain,Data Analyst,1,Pune,"₹2,00,000/yr"
WebDirekt,Data Analyst,1,Pune,"₹2,41,760/yr"
Excelsior Research,Data Analyst,1,Pune,"₹12,434/mo"
Sunanda Speciality Coatings,Data Analyst,1,Pune,"₹6,00,487/yr"
Blue Planet Solutions,Data Analyst,1,Pune,"₹2,52,244/yr"
Northern Alberta Institute of Technology,Data Analyst,1,Pune,"₹11,471/mo"
GTL Limited,Data Analyst,1,Pune,"₹6,37,252/yr"
S2W Media,Data Analyst,1,Pune,"₹5,64,654/yr"
IDEA,Data Analyst,1,Pune,"₹6,56,800/yr"
Coditas,Data Analyst,1,Pune,"₹4,54,039/yr"
Tommy Hilfiger,Data Analyst,1,Pune,"₹50,905/mo"
Cummins,Data Analyst,1,Pune,"₹65,207/mo"
ADHOC Services,Data Analyst,1,Pune,"₹5,63,464/yr"
GGS Engineering Services,Data Analyst,1,Pune,"₹2,82,327/yr"
SG Analytics,Data Analyst,1,Pune,"₹4,06,551/yr"
Zendesk,Data Analyst,1,Pune,"₹25,791/mo"
Cosmos eSolutions & Services,Data Analyst,1,Pune,"₹3,24,419/yr"
Innovatus Technologies,Data Analyst,1,Pune,"₹26,191/mo"
Flash Electronics (India),Data Analyst,1,Pune,"₹16,438/mo"
Evolvus,Data Analyst,1,Pune,"₹2,16,827/yr"
Diacto Technologies,Data Analyst,1,Pune,"₹20,965/mo"
Tata Consultancy Services,Data Analyst,35,Hyderabad,"₹5,00,000/yr"
Deloitte,Data Analyst,29,Hyderabad,"₹6,24,783/yr"
Amazon,Data Analyst,25,Hyderabad,"₹4,19,297/yr"
Accenture,Data Analyst,23,Hyderabad,"₹4,79,366/yr"
Cognizant Technology Solutions,Data Analyst,22,Hyderabad,"₹5,27,930/yr"
Zen3 Info Solutions,Data Analyst,19,Hyderabad,"₹24,791/mo"
Tech Mahindra,Data Analyst,18,Hyderabad,"₹4,00,745/yr"
Infosys,Data Analyst,14,Hyderabad,"₹4,95,265/yr"
IBM,Data Analyst,12,Hyderabad,"₹5,13,986/yr"
Google,Data Analyst,11,Hyderabad,"₹15,32,909/yr"
CAMP Systems,Data Analyst,9,Hyderabad,"₹29,013/mo"
GlobalData,Data Analyst,9,Hyderabad,"₹30,269/mo"
Optum,Data Analyst,9,Hyderabad,"₹12,73,952/yr"
Capgemini,Data Analyst,9,Hyderabad,"₹3,77,686/yr"
GlobalLogic,Data Analyst,8,Hyderabad,"₹2,42,324/yr"
Microsoft,Data Analyst,7,Hyderabad,"₹9,24,643/yr"
Unifytech,Data Analyst,7,Hyderabad,"₹18,651/mo"
Kantar,Data Analyst,7,Hyderabad,"₹4,07,376/yr"
ICICI Bank,Data Analyst,7,Hyderabad,"₹6,04,401/yr"
Cyient,Data Analyst,7,Hyderabad,"₹5,64,107/yr"
Wipro,Data Analyst,7,Hyderabad,"₹3,05,881/yr"
ValueLabs,Data Analyst,7,Hyderabad,"₹9,02,901/yr"
Metrics4 Analytics,Data Analyst,6,Hyderabad,"₹4,70,717/yr"
UnitedHealth Group,Data Analyst,6,Hyderabad,"₹11,98,941/yr"
Saras Analytics,Data Analyst,5,Hyderabad,"₹7,03,418/yr"
Teleperformance,Data Analyst,5,Hyderabad,"₹15,500/mo"
Dynata,Data Analyst,5,Hyderabad,"₹3,88,898/yr"
Verizon,Data Analyst,5,Hyderabad,"₹9,76,617/yr"
Serco Group,Data Analyst,5,Hyderabad,"₹30,897/mo"
Quadrant Resource,Data Analyst,5,Hyderabad,"₹27,511/mo"
Zeta Global,Data Analyst,5,Hyderabad,"₹3,82,351/yr"
Zen3 Infosolutions,Data Analyst,5,Hyderabad,"₹5,00,000/yr"
Optum Global Solutions,Data Analyst,5,Hyderabad,"₹9,03,446/yr"
Dell Technologies,Data Analyst,5,Hyderabad,"₹10,07,334/yr"
ADP,Data Analyst,4,Hyderabad,"₹6,40,566/yr"
Oracle,Data Analyst,4,Hyderabad,"₹11,39,417/yr"
S&P Global,Data Analyst,4,Hyderabad,"₹6,58,529/yr"
Wells Fargo,Data Analyst,4,Hyderabad,"₹6,81,356/yr"
Uber,Data Analyst,4,Hyderabad,"₹6,62,645/yr"
Novartis,Data Analyst,4,Hyderabad,"₹9,14,961/yr"
Fresher,Data Analyst,4,Hyderabad,"₹30,049/mo"
DataBeat,Data Analyst,4,Hyderabad,"₹33,627/mo"
Salesforce,Data Analyst,4,Hyderabad,"₹12,05,626/yr"
PK,Data Analyst,4,Hyderabad,"₹4,52,137/yr"
Apex CoVantage,Data Analyst,3,Hyderabad,"₹8,866/mo"
MediaMint,Data Analyst,3,Hyderabad,"₹3,66,514/yr"
MetrixLab,Data Analyst,3,Hyderabad,"₹4,37,781/yr"
EMPLOYERS,Data Analyst,3,Hyderabad,"₹25,000/mo"
Genpact,Data Analyst,3,Hyderabad,"₹3,38,792/yr"
IMImobile,Data Analyst,3,Hyderabad,"₹7,11,350/yr"
Quantium,Data Analyst,3,Hyderabad,"₹10,72,842/yr"
HitWicket,Data Analyst,3,Hyderabad,"₹6,69,115/yr"
AIR Worldwide,Data Analyst,3,Hyderabad,"₹3,98,975/yr"
Indian Political Action Committee,Data Analyst,3,Hyderabad,"₹7,35,354/yr"
Indium Software,Data Analyst,3,Hyderabad,"₹7,43,209/yr"
Ivy,Data Analyst,3,Hyderabad,"₹9,67,041/yr"
NTT DATA,Data Analyst,3,Hyderabad,"₹5,08,188/yr"
IHS Markit,Data Analyst,3,Hyderabad,"₹5,09,802/yr"
First Student,Data Analyst,3,Hyderabad,"₹6,00,000/yr"
Trianz,Data Analyst,3,Hyderabad,"₹5,88,637/yr"
Tata Steel,Data Analyst,2,Hyderabad,"₹71,465/mo"
Exusia,Data Analyst,2,Hyderabad,"₹4,43,020/yr"
Cotiviti,Data Analyst,2,Hyderabad,"₹3,11,470/yr"
Realshoppee Retail,Data Analyst,2,Hyderabad,"₹41,922/mo"
ICE Data Services,Data Analyst,2,Hyderabad,"₹4,30,475/yr"
CDK Global,Data Analyst,2,Hyderabad,"₹11,23,734/yr"
Vodafone Idea,Data Analyst,2,Hyderabad,"₹6,16,488/yr"
[24]7.ai,Data Analyst,2,Hyderabad,"₹1,86,983/mo"
Intercontinental Exchange,Data Analyst,2,Hyderabad,"₹4,58,425/yr"
Jayar Manufacturing,Data Analyst,2,Hyderabad,"₹7,19,166/yr"
ReferenceGlobe,Data Analyst,2,Hyderabad,"₹1,80,440/yr"
DuPont Sustainable Solutions,Data Analyst,2,Hyderabad,"₹8,61,090/yr"
Technical Data Analysis,Data Analyst,2,Hyderabad,"₹30,000/mo"
Amazon,Data Analyst,2,Hyderabad,"₹83,197/mo"
Wenable Technologies,Data Analyst,2,Hyderabad,"₹6,25,884/yr"
Parexel,Data Analyst,2,Hyderabad,"₹43,295/mo"
HSBC,Data Analyst,2,Hyderabad,"₹1,263/hr"
Franklin Templeton Investments,Data Analyst,2,Hyderabad,"₹1,36,137/yr"
BYJU'S,Data Analyst,2,Hyderabad,"₹6,33,866/yr"
HCL,Data Analyst,2,Hyderabad,"₹9,00,229/yr"
Yes Bank,Data Analyst,2,Hyderabad,"₹28,221/mo"
Cogent Data Solutions,Data Analyst,2,Hyderabad,"₹23,876/mo"
Solugenix Corporation,Data Analyst,2,Hyderabad,"₹9,434/mo"
Minvesta,Data Analyst,2,Hyderabad,"₹23,663/mo"
Virtusa,Data Analyst,2,Hyderabad,"₹1,88,777/mo"
HCL Technologies,Data Analyst,2,Hyderabad,"₹28,103/mo"
Rajesh Motors,Data Analyst,2,Hyderabad,"₹3,75,807/yr"
SR Edu Solutions,Data Analyst,2,Hyderabad,"₹18,395/mo"
YES,Data Analyst,2,Hyderabad,"₹17,496/mo"
Freelancer,Data Analyst,2,Hyderabad,"₹23,871/mo"
DONE by NONE,Data Analyst,2,Hyderabad,"₹61,083/mo"
InsideView,Data Analyst,2,Hyderabad,"₹73,055/mo"
Next Education India,Data Analyst,2,Hyderabad,"₹51,646/mo"
First Student,Data Analyst,2,Hyderabad,"₹2,35,128/mo"
DBS Bank,Data Analyst,2,Hyderabad,"₹11,38,712/yr"
myPaisaa,Data Analyst,1,Hyderabad,"₹15,073/mo"
PrimEra Medical Technologies,Data Analyst,1,Hyderabad,"₹5,08,113/yr"
Strategic Alpha,Data Analyst,1,Hyderabad,"₹5,15,829/yr"
Hetero,Data Analyst,1,Hyderabad,"₹2,45,265/yr"
E-Prospects,Data Analyst,1,Hyderabad,"₹7,72,984/yr"
GigIndia,Data Analyst,1,Hyderabad,"₹1,86,475/mo"
Sun Microsystems,Data Analyst,1,Hyderabad,"₹3,38,792/yr"
Appen,Data Analyst,1,Hyderabad,"₹20,000/mo"
La casa one,Data Analyst,1,Hyderabad,"₹35,460/mo"
VotaryTech,Data Analyst,1,Hyderabad,"₹2,37,117/yr"
Dr. Reddy's,Data Analyst,1,Hyderabad,"₹28,000/mo"
Harish Hathiwala,Data Analyst,1,Hyderabad,"₹3,67,898/yr"
Jaffar Engineering Works,Data Analyst,1,Hyderabad,"₹12,62,223/yr"
Mindtree,Data Analyst,1,Hyderabad,"₹20,234/mo"
Amazon,Data Analyst,1,Hyderabad,"₹4,35,196/yr"
PokerStars,Data Analyst,1,Hyderabad,"₹8,59,906/yr"
Moonstone Infotech,Data Analyst,1,Hyderabad,"₹8,07,180/yr"
GOLDFINCH,Data Analyst,1,Hyderabad,"₹4,02,934/yr"
Ola,Data Analyst,1,Hyderabad,"₹11,82,371/yr"
Innominds Software,Data Analyst,1,Hyderabad,"₹45,172/mo"
Snycon Software Solutions,Data Analyst,1,Hyderabad,"₹39,072/mo"
E-rachit Technologies,Data Analyst,1,Hyderabad,"₹12,10,770/yr"
Orbit Technologies,Data Analyst,1,Hyderabad,"₹10,814/yr"
DataBeat,Data Analyst,1,Hyderabad,"₹15,540/mo"
Marten Transport,Data Analyst,1,Hyderabad,"₹5,17,757/yr"
Multiplier Solutions,Data Analyst,1,Hyderabad,"₹23,443/mo"
Novartis,Data Analyst,1,Hyderabad,"₹52,456/mo"
Vi,Data Analyst,1,Hyderabad,"₹7,78,606/yr"
Jai Raj Ispat,Data Analyst,1,Hyderabad,"₹5,647/mo"
STUDY Monitor Tech,Data Analyst,1,Hyderabad,"₹2,32,105/yr"
Goldman Sachs,Data Analyst,1,Hyderabad,"₹4,55,550/yr"
ABC,Data Analyst,1,Hyderabad,"₹1,00,000/yr"
Law In Order,Data Analyst,1,Hyderabad,"₹4,83,697/yr"
Object Technology Solutions India,Data Analyst,1,Hyderabad,"₹30,269/mo"
Lifetime Wellness Rx International Limited,Data Analyst,1,Hyderabad,"₹4,51,451/yr"
Informatica,Data Analyst,1,Hyderabad,"₹5,21,474/yr"
Byte Software Services,Data Analyst,1,Hyderabad,"₹7,90,515/yr"
Genpact,Data Analyst,1,Hyderabad,"$5,13,690/yr"
EE Technologies,Data Analyst,1,Hyderabad,"₹45,000/mo"
Nisum,Data Analyst,1,Hyderabad,"₹5,647/mo"
ETG International,Data Analyst,1,Hyderabad,"₹2,68,721/yr"
Wipro Technologies,Data Analyst,1,Hyderabad,"₹2,063/mo"
Innodatatics,Data Analyst,1,Hyderabad,"₹4,00,000/yr"
Netflix,Data Analyst,1,Hyderabad,"₹12,00,000/yr"
Constant Contact,Data Analyst,1,Hyderabad,"₹3,02,693/yr"
ICICI Bank,Data Analyst,1,Hyderabad,"₹19,76,461/yr"
D&B Technologies,Data Analyst,1,Hyderabad,"₹7,00,000/yr"
Kritha Convertors,Data Analyst,1,Hyderabad,"₹5,37,441/yr"
ZettaMine Labs,Data Analyst,1,Hyderabad,"₹3,38,792/yr"
Nagamani Hospital,Data Analyst,1,Hyderabad,"₹45,000/mo"
GMR Hyderabad International Airport,Data Analyst,1,Hyderabad,"₹6,91,840/yr"
Idol Soft,Data Analyst,1,Hyderabad,"₹5,18,419/yr"
Crown Holdings,Data Analyst,1,Hyderabad,"₹7,52,418/yr"
Sankalp Group,Data Analyst,1,Hyderabad,"₹6,18,995/yr"
Enrich IBS,Data Analyst,1,Hyderabad,"₹3,14,473/mo"
DuPont,Data Analyst,1,Hyderabad,"₹9,01,815/yr"
Intelenet,Data Analyst,1,Hyderabad,"₹1,96,834/yr"
eHaat,Data Analyst,1,Hyderabad,"₹3,38,792/yr"
Vidal Healthcare,Data Analyst,1,Hyderabad,"₹20,098/mo"
Astegic,Data Analyst,1,Hyderabad,"₹11,34,824/yr"
Unify,Data Analyst,1,Hyderabad,"₹36,956/mo"
HSBC,Data Analyst,1,Hyderabad,"₹14,68,099/yr"
James Hardie,Data Analyst,1,Hyderabad,"₹2,90,315/yr"
Soul Of Anime Toystore,Data Analyst,1,Hyderabad,"₹5,37,441/yr"
Amazon Flex,Data Analyst,1,Hyderabad,"₹4,64,246/yr"
Thomson Reuters,Data Analyst,1,Hyderabad,"₹24,004/mo"
HighRadius,Data Analyst,1,Hyderabad,"₹14,126/mo"
TEKsystems,Data Analyst,1,Hyderabad,"₹5,22,547/yr"
Nassau Re,Data Analyst,1,Hyderabad,"₹3,14,473/mo"
OYO,Data Analyst,1,Hyderabad,"₹10,000/mo"
Petpal,Data Analyst,1,Hyderabad,"₹12,263/mo"
American Airlines,Data Analyst,1,Hyderabad,"₹25,183/mo"
exceedsoft,Data Analyst,1,Hyderabad,"₹16,940/mo"
Nexii IT Labs,Data Analyst,1,Hyderabad,"₹4,19,651/yr"
AnyTimeLoan.in,Data Analyst,1,Hyderabad,"₹29,560/mo"
Bourntec Solutions,Data Analyst,1,Hyderabad,"₹4,16,478/yr"
Fresher,Data Analyst,1,Hyderabad,"₹2,52,244/yr"
Jobminar,Data Analyst,1,Hyderabad,"₹3,02,200/yr"
Ardem,Data Analyst,1,Hyderabad,"₹18,326/mo"
Virtusa,Data Analyst,1,Hyderabad,"₹2,21,675/yr"
Ushta Te Consultancy Services LLP,Data Analyst,1,Hyderabad,"₹3,10,791/yr"
Tata Consultancy Services,Data Analyst,1,Hyderabad,"₹45,404/mo"
Berkadia,Data Analyst,1,Hyderabad,"₹2,07,194/yr"
Samsara,Data Analyst,1,Hyderabad,"₹4,51,723/yr"
Polaris FT,Data Analyst,1,Hyderabad,"₹6,44,153/yr"
Aria Tech IT Solutions,Data Analyst,1,Hyderabad,"₹50,244/mo"
Capgemini Invent,Data Analyst,1,Hyderabad,"₹5,65,059/yr"
Menukuri chakradhar reddy,Data Analyst,1,Hyderabad,"₹3,81,856/yr"
Idfy,Data Analyst,1,Hyderabad,"₹6,02,930/yr"
ABCDEF,Data Analyst,1,Hyderabad,"₹4,90,531/yr"
WNS,Data Analyst,1,Hyderabad,"₹42,760/mo"
Invergence Analytics,Data Analyst,1,Hyderabad,"₹6,77,584/yr"
Datasite,Data Analyst,1,Hyderabad,"₹7,25,180/yr"
PowerBI Consulting,Data Analyst,1,Hyderabad,"₹25,000/mo"
Cognizant Technology Solutions,Data Analyst,1,Hyderabad,"₹6,16,428/yr"
Saksham Innovations,Data Analyst,1,Hyderabad,"₹13,000/mo"
Indigen Technologies,Data Analyst,1,Hyderabad,"₹5,00,000/yr"
TeacherActive,Data Analyst,1,Hyderabad,"₹31,447/mo"
Fountane,Data Analyst,1,Hyderabad,"₹12,263/mo"
GlobalLogic,Data Analyst,86,New Delhi,"₹2,30,043/yr"
Tata Consultancy Services,Data Analyst,49,New Delhi,"₹5,91,185/yr"
Accenture,Data Analyst,28,New Delhi,"₹6,02,557/yr"
HCL Technologies,Data Analyst,26,New Delhi,"₹4,14,214/yr"
EXL Service,Data Analyst,24,New Delhi,"₹6,35,113/yr"
Innovaccer,Data Analyst,23,New Delhi,"₹7,90,515/yr"
The Smart Cube,Data Analyst,20,New Delhi,"₹7,11,651/yr"
Axtria,Data Analyst,20,New Delhi,"₹6,70,089/yr"
EY,Data Analyst,17,New Delhi,"₹5,00,434/yr"
Optum,Data Analyst,17,New Delhi,"₹9,60,000/yr"
Absolutdata,Data Analyst,17,New Delhi,"₹5,94,768/yr"
American Express,Data Analyst,15,New Delhi,"₹11,34,824/yr"
OYO,Data Analyst,15,New Delhi,"₹6,01,029/yr"
IBM,Data Analyst,15,New Delhi,"₹5,21,474/yr"
Ericsson-Worldwide,Data Analyst,15,New Delhi,"₹4,49,332/yr"
Cognizant Technology Solutions,Data Analyst,14,New Delhi,"₹4,56,591/yr"
Genpact,Data Analyst,14,New Delhi,"₹5,25,749/yr"
Wipro,Data Analyst,14,New Delhi,"₹5,93,140/yr"
Bharti Airtel,Data Analyst,13,New Delhi,"₹4,84,519/yr"
Amazon,Data Analyst,12,New Delhi,"₹5,66,735/yr"
Capgemini,Data Analyst,12,New Delhi,"₹4,01,435/yr"
Paytm,Data Analyst,12,New Delhi,"₹6,02,693/yr"
Tech Mahindra,Data Analyst,11,New Delhi,"₹3,40,679/yr"
Fresher,Data Analyst,11,New Delhi,"₹4,02,934/yr"
ZS Associates,Data Analyst,11,New Delhi,"₹7,12,674/yr"
NTT DATA,Data Analyst,11,New Delhi,"₹5,02,442/yr"
LiquidHub,Data Analyst,10,New Delhi,"₹3,51,668/yr"
UnitedHealth Group,Data Analyst,9,New Delhi,"₹9,28,492/yr"
Aon,Data Analyst,9,New Delhi,"₹3,97,330/yr"
Snapdeal,Data Analyst,9,New Delhi,"₹10,19,603/yr"
Google,Data Analyst,9,New Delhi,"₹3,86,958/yr"
AXA XL,Data Analyst,8,New Delhi,"₹7,31,213/yr"
WNS,Data Analyst,8,New Delhi,"₹7,26,809/yr"
American Express,Data Analyst,8,New Delhi,"₹89,248/mo"
KPMG,Data Analyst,8,New Delhi,"₹5,09,210/yr"
Mercer,Data Analyst,8,New Delhi,"₹4,00,410/yr"
Publicis Sapient,Data Analyst,7,New Delhi,"₹6,80,894/yr"
Denave,Data Analyst,7,New Delhi,"₹4,17,179/yr"
Deloitte,Data Analyst,7,New Delhi,"₹4,29,953/yr"
McKinsey & Company,Data Analyst,7,New Delhi,"₹14,01,954/yr"
BT,Data Analyst,7,New Delhi,"₹5,24,564/yr"
Decision Point,Data Analyst,7,New Delhi,"₹6,16,428/yr"
Saarthee,Data Analyst,7,New Delhi,"₹6,21,583/yr"
Collegedunia,Data Analyst,7,New Delhi,"₹2,61,907/yr"
IHS Markit,Data Analyst,7,New Delhi,"₹6,21,583/yr"
ABC,Data Analyst,6,New Delhi,"₹5,38,846/yr"
MedTourEasy,Data Analyst,6,New Delhi,"₹3,11,449/yr"
b3Intelligence,Data Analyst,6,New Delhi,"₹32,910/mo"
Fresher,Data Analyst,6,New Delhi,"₹25,200/mo"
Fiserv,Data Analyst,6,New Delhi,"₹13,24,095/yr"
DXC Technology,Data Analyst,6,New Delhi,"₹5,45,756/yr"
Competent Software,Data Analyst,6,New Delhi,"₹15,449/mo"
Freelancer,Data Analyst,6,New Delhi,"₹43,356/mo"
Optum Global Solutions,Data Analyst,6,New Delhi,"₹1,01,501/mo"
TransOrg Analytics,Data Analyst,6,New Delhi,"₹6,64,286/yr"
Toluna,Data Analyst,6,New Delhi,"₹5,44,387/yr"
Concentrix,Data Analyst,6,New Delhi,"₹36,577/mo"
TO THE NEW,Data Analyst,5,New Delhi,"₹3,09,194/yr"
R1 RCM,Data Analyst,5,New Delhi,"₹5,37,613/yr"
EasyRewardz,Data Analyst,5,New Delhi,"₹4,84,238/yr"
Better.com,Data Analyst,5,New Delhi,"₹11,77,000/yr"
Times Internet,Data Analyst,5,New Delhi,"₹6,02,930/yr"
McKinsey Knowledge Center,Data Analyst,5,New Delhi,"₹15,41,071/yr"
Palin Analytics,Data Analyst,5,New Delhi,"₹4,98,630/yr"
Nokia,Data Analyst,5,New Delhi,"₹3,63,231/yr"
Encore Capital Group,Data Analyst,5,New Delhi,"₹6,77,584/yr"
Nagarro,Data Analyst,5,New Delhi,"₹11,19,076/yr"
Annik Technology Services,Data Analyst,5,New Delhi,"₹23,358/mo"
QL2,Data Analyst,5,New Delhi,"₹20,509/mo"
Infosys,Data Analyst,5,New Delhi,"₹11,30,085/yr"
Dell Technologies,Data Analyst,5,New Delhi,"₹6,02,930/yr"
DecisionTree Analytics & Services,Data Analyst,5,New Delhi,"₹5,94,543/yr"
Polestar Solutions & Services India,Data Analyst,4,New Delhi,"₹6,04,847/yr"
Gartner,Data Analyst,4,New Delhi,"₹8,65,056/yr"
Home Credit India,Data Analyst,4,New Delhi,"₹30,254/mo"
Citi,Data Analyst,4,New Delhi,"₹6,00,558/yr"
Value Edge Research Services,Data Analyst,4,New Delhi,"₹66,840/mo"
Ameriprise,Data Analyst,4,New Delhi,"₹7,78,493/yr"
Teleperformance,Data Analyst,4,New Delhi,"₹6,54,510/yr"
Fractal,Data Analyst,4,New Delhi,"₹8,78,070/yr"
GALYTIX,Data Analyst,4,New Delhi,"₹51,929/mo"
Team Computers,Data Analyst,4,New Delhi,"₹2,93,232/yr"
Chatous,Data Analyst,4,New Delhi,"₹27,726/mo"
CSC E-Governance Services,Data Analyst,4,New Delhi,"₹3,10,144/yr"
Adglobal360,Data Analyst,4,New Delhi,"₹6,02,345/yr"
BlackRock,Data Analyst,4,New Delhi,"₹6,90,924/yr"
WheelsEye Technology,Data Analyst,4,New Delhi,"₹6,25,157/yr"
Hive (CA),Data Analyst,4,New Delhi,"₹3,90,283/yr"
Apsidata solutions,Data Analyst,4,New Delhi,"₹21,984/mo"
BOLD,Data Analyst,4,New Delhi,"₹11,51,955/yr"
Britis Telecom,Data Analyst,4,New Delhi,"₹4,64,246/yr"
Urban Company,Data Analyst,4,New Delhi,"₹10,037/mo"
NCR,Data Analyst,4,New Delhi,"₹4,09,648/yr"
PolicyBazaar,Data Analyst,4,New Delhi,"₹5,51,047/yr"
Google,Data Analyst,4,New Delhi,"₹4,18,078/yr"
NS Matrix Services,Data Analyst,4,New Delhi,"₹3,43,758/yr"
NITS,Data Analyst,4,New Delhi,"₹5,32,302/yr"
Namekart,Data Analyst,4,New Delhi,"₹15,000/mo"
RCM Aeroservices,Data Analyst,4,New Delhi,"₹20,887/mo"
Actiknow,Data Analyst,4,New Delhi,"₹3,63,669/yr"
XYZ,Data Analyst,3,New Delhi,"₹5,77,190/yr"
GALYTIX,Data Analyst,3,New Delhi,"₹30,821/mo"
Unified Healthcare Group,Data Analyst,3,New Delhi,"₹5,08,188/yr"
iEnergizer,Data Analyst,3,New Delhi,"₹3,32,016/yr"
WSP,Data Analyst,3,New Delhi,"₹7,86,181/yr"
Delhivery,Data Analyst,3,New Delhi,"₹13,000/mo"
MapmyIndia,Data Analyst,3,New Delhi,"₹3,26,397/yr"
Limeroad,Data Analyst,3,New Delhi,"₹6,02,739/yr"
IQVIA,Data Analyst,3,New Delhi,"₹5,82,124/yr"
TCS,Data Analyst,3,New Delhi,"₹16,789/mo"
Wizikey,Data Analyst,3,New Delhi,"₹4,07,238/yr"
Cvent,Data Analyst,3,New Delhi,"₹7,60,403/yr"
Keysight Technologies,Data Analyst,3,New Delhi,"₹7,05,134/yr"
ITC Infotech,Data Analyst,3,New Delhi,"₹80,616/mo"
Nurtr,Data Analyst,3,New Delhi,"₹3,38,792/yr"
Glorious Insights,Data Analyst,3,New Delhi,"₹61,899/mo"
CRMnext,Data Analyst,3,New Delhi,"₹7,52,418/yr"
McKinsey Knowledge Center,Data Analyst,3,New Delhi,"₹30,658/mo"
Masthead Technologies,Data Analyst,3,New Delhi,"₹10,749/mo"
Yatra Online Pvt Ltd,Data Analyst,3,New Delhi,"₹47,054/mo"
Bain & Company,Data Analyst,3,New Delhi,"₹9,91,280/yr"
NatWest Group,Data Analyst,3,New Delhi,"₹3,69,128/yr"
Stigasoft,Data Analyst,3,New Delhi,"₹2,57,972/yr"
Stanza Living,Data Analyst,3,New Delhi,"₹9,00,000/yr"
Elucidata (MA),Data Analyst,3,New Delhi,"₹10,87,991/yr"
HCL,Data Analyst,3,New Delhi,"₹3,05,881/yr"
Eko India Financial Services,Data Analyst,3,New Delhi,"₹8,78,372/yr"
Edulyt India,Data Analyst,3,New Delhi,"₹28,507/mo"
Moody's Analytics,Data Analyst,3,New Delhi,"₹3,35,520/yr"
Vidooly Media Tech,Data Analyst,3,New Delhi,"₹4,32,100/yr"
SupplyCopia,Data Analyst,3,New Delhi,"₹2,75,453/yr"
United Airlines,Data Analyst,3,New Delhi,"₹8,80,573/yr"
Elsevier,Data Analyst,3,New Delhi,"₹3,80,000/yr"
Gauge Data Solutions,Data Analyst,3,New Delhi,"₹16,40,740/yr"
Nones,Data Analyst,3,New Delhi,"₹6,05,385/yr"
Peacock Solar,Data Analyst,3,New Delhi,"₹5,374/mo"
