States,Regions,latitude,longitude,Dates,Usage
Pondy,SR,11.93499371,79.83000037,26/08/2019 00:00:00,7.1
Bihar,ER,25.78541445,87.4799727,26/08/2019 00:00:00,71.7
Jharkhand,ER,23.80039349,86.41998572,26/08/2019 00:00:00,24.6
Odisha,ER,19.82042971,85.90001746,26/08/2019 00:00:00,67.0
West Bengal,ER,22.58039044,88.32994665,26/08/2019 00:00:00,109.4
Sikkim,ER,27.3333303,88.6166475,26/08/2019 00:00:00,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,26/08/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,26/08/2019 00:00:00,22.1
Manipur,NER,24.79997072,93.95001705,26/08/2019 00:00:00,2.8
Meghalaya,NER,25.57049217,91.8800142,26/08/2019 00:00:00,6.1
Mizoram,NER,23.71039899,92.72001461,26/08/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,26/08/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,26/08/2019 00:00:00,3.4
Punjab,NR,31.51997398,75.98000281,27/08/2019 00:00:00,114.7
Haryana,NR,28.45000633,77.01999101,27/08/2019 00:00:00,124.1
Rajasthan,NR,26.44999921,74.63998124,27/08/2019 00:00:00,233.4
Delhi,NR,28.6699929,77.23000403,27/08/2019 00:00:00,70.7
UP,NR,27.59998069,78.05000565,27/08/2019 00:00:00,267.8
Uttarakhand,NR,30.32040895,78.05000565,27/08/2019 00:00:00,38.5
HP,NR,31.10002545,77.16659704,27/08/2019 00:00:00,30.3
J&K,NR,33.45,76.24,27/08/2019 00:00:00,48.0
Chandigarh,NR,30.71999697,76.78000565,27/08/2019 00:00:00,4.3
Chhattisgarh,WR,22.09042035,82.15998734,27/08/2019 00:00:00,77.0
Gujarat,WR,22.2587,71.1924,27/08/2019 00:00:00,329.7
MP,WR,21.30039105,76.13001949,27/08/2019 00:00:00,239.5
Maharashtra,WR,19.25023195,73.16017493,27/08/2019 00:00:00,443.6
Goa,WR,15.491997,73.81800065,27/08/2019 00:00:00,12.7
DNH,WR,20.26657819,73.0166178,27/08/2019 00:00:00,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,27/08/2019 00:00:00,167.4
Telangana,SR,18.1124,79.0193,27/08/2019 00:00:00,216.1
Karnataka,SR,12.57038129,76.91999711,27/08/2019 00:00:00,202.6
Kerala,SR,8.900372741,76.56999263,27/08/2019 00:00:00,70.0
Tamil Nadu,SR,12.92038576,79.15004187,27/08/2019 00:00:00,268.8
Pondy,SR,11.93499371,79.83000037,27/08/2019 00:00:00,6.9
Bihar,ER,25.78541445,87.4799727,27/08/2019 00:00:00,71.5
Jharkhand,ER,23.80039349,86.41998572,27/08/2019 00:00:00,25.2
Odisha,ER,19.82042971,85.90001746,27/08/2019 00:00:00,65.8
West Bengal,ER,22.58039044,88.32994665,27/08/2019 00:00:00,112.6
Sikkim,ER,27.3333303,88.6166475,27/08/2019 00:00:00,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,27/08/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,27/08/2019 00:00:00,22.1
Manipur,NER,24.79997072,93.95001705,27/08/2019 00:00:00,2.6
Meghalaya,NER,25.57049217,91.8800142,27/08/2019 00:00:00,6.2
Mizoram,NER,23.71039899,92.72001461,27/08/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,27/08/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,27/08/2019 00:00:00,3.5
Punjab,NR,31.51997398,75.98000281,28/08/2019 00:00:00,111.3
Haryana,NR,28.45000633,77.01999101,28/08/2019 00:00:00,115.8
Rajasthan,NR,26.44999921,74.63998124,28/08/2019 00:00:00,227.9
Delhi,NR,28.6699929,77.23000403,28/08/2019 00:00:00,70.0
UP,NR,27.59998069,78.05000565,28/08/2019 00:00:00,266.1
Uttarakhand,NR,30.32040895,78.05000565,28/08/2019 00:00:00,36.0
HP,NR,31.10002545,77.16659704,28/08/2019 00:00:00,28.2
J&K,NR,33.45,76.24,28/08/2019 00:00:00,50.6
Chandigarh,NR,30.71999697,76.78000565,28/08/2019 00:00:00,3.9
Chhattisgarh,WR,22.09042035,82.15998734,28/08/2019 00:00:00,79.7
Gujarat,WR,22.2587,71.1924,28/08/2019 00:00:00,316.0
MP,WR,21.30039105,76.13001949,28/08/2019 00:00:00,240.9
Maharashtra,WR,19.25023195,73.16017493,28/08/2019 00:00:00,431.0
Goa,WR,15.491997,73.81800065,28/08/2019 00:00:00,11.9
DNH,WR,20.26657819,73.0166178,28/08/2019 00:00:00,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,28/08/2019 00:00:00,164.8
Telangana,SR,18.1124,79.0193,28/08/2019 00:00:00,216.4
Karnataka,SR,12.57038129,76.91999711,28/08/2019 00:00:00,192.6
Kerala,SR,8.900372741,76.56999263,28/08/2019 00:00:00,64.7
Tamil Nadu,SR,12.92038576,79.15004187,28/08/2019 00:00:00,254.8
Pondy,SR,11.93499371,79.83000037,28/08/2019 00:00:00,6.3
Bihar,ER,25.78541445,87.4799727,28/08/2019 00:00:00,73.4
Jharkhand,ER,23.80039349,86.41998572,28/08/2019 00:00:00,25.3
Odisha,ER,19.82042971,85.90001746,28/08/2019 00:00:00,66.4
West Bengal,ER,22.58039044,88.32994665,28/08/2019 00:00:00,104.1
Sikkim,ER,27.3333303,88.6166475,28/08/2019 00:00:00,1.7
Arunachal Pradesh,NER,27.10039878,93.61660071,28/08/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,28/08/2019 00:00:00,20.3
Manipur,NER,24.79997072,93.95001705,28/08/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,28/08/2019 00:00:00,5.9
Mizoram,NER,23.71039899,92.72001461,28/08/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,28/08/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,28/08/2019 00:00:00,3.5
Punjab,NR,31.51997398,75.98000281,29/08/2019 00:00:00,238.1
Haryana,NR,28.45000633,77.01999101,29/08/2019 00:00:00,212.7
Rajasthan,NR,26.44999921,74.63998124,29/08/2019 00:00:00,243.9
Delhi,NR,28.6699929,77.23000403,29/08/2019 00:00:00,124.6
UP,NR,27.59998069,78.05000565,29/08/2019 00:00:00,405.3
Uttarakhand,NR,30.32040895,78.05000565,29/08/2019 00:00:00,41.0
HP,NR,31.10002545,77.16659704,29/08/2019 00:00:00,29.6
J&K,NR,33.45,76.24,29/08/2019 00:00:00,39.7
Chandigarh,NR,30.71999697,76.78000565,29/08/2019 00:00:00,6.0
Chhattisgarh,WR,22.09042035,82.15998734,29/08/2019 00:00:00,97.0
Gujarat,WR,22.2587,71.1924,29/08/2019 00:00:00,301.1
MP,WR,21.30039105,76.13001949,29/08/2019 00:00:00,172.7
Maharashtra,WR,19.25023195,73.16017493,29/08/2019 00:00:00,407.9
Goa,WR,15.491997,73.81800065,29/08/2019 00:00:00,11.8
DNH,WR,20.26657819,73.0166178,29/08/2019 00:00:00,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,29/08/2019 00:00:00,172.8
Telangana,SR,18.1124,79.0193,29/08/2019 00:00:00,199.8
Karnataka,SR,12.57038129,76.91999711,29/08/2019 00:00:00,188.3
Kerala,SR,8.900372741,76.56999263,29/08/2019 00:00:00,67.7
Tamil Nadu,SR,12.92038576,79.15004187,29/08/2019 00:00:00,276.8
Pondy,SR,11.93499371,79.83000037,29/08/2019 00:00:00,7.4
Bihar,ER,25.78541445,87.4799727,29/08/2019 00:00:00,108.4
Jharkhand,ER,23.80039349,86.41998572,29/08/2019 00:00:00,25.1
Odisha,ER,19.82042971,85.90001746,29/08/2019 00:00:00,105.3
West Bengal,ER,22.58039044,88.32994665,29/08/2019 00:00:00,175.3
Sikkim,ER,27.3333303,88.6166475,29/08/2019 00:00:00,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,29/08/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,29/08/2019 00:00:00,31.6
Manipur,NER,24.79997072,93.95001705,29/08/2019 00:00:00,2.6
Meghalaya,NER,25.57049217,91.8800142,29/08/2019 00:00:00,5.4
Mizoram,NER,23.71039899,92.72001461,29/08/2019 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,29/08/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,29/08/2019 00:00:00,5.9
Punjab,NR,31.51997398,75.98000281,30/08/2019 00:00:00,239.6
Haryana,NR,28.45000633,77.01999101,30/08/2019 00:00:00,209.7
Rajasthan,NR,26.44999921,74.63998124,30/08/2019 00:00:00,245.4
Delhi,NR,28.6699929,77.23000403,30/08/2019 00:00:00,125.1
UP,NR,27.59998069,78.05000565,30/08/2019 00:00:00,393.2
Uttarakhand,NR,30.32040895,78.05000565,30/08/2019 00:00:00,38.2
HP,NR,31.10002545,77.16659704,30/08/2019 00:00:00,30.0
J&K,NR,33.45,76.24,30/08/2019 00:00:00,41.2
Chandigarh,NR,30.71999697,76.78000565,30/08/2019 00:00:00,5.9
Chhattisgarh,WR,22.09042035,82.15998734,30/08/2019 00:00:00,89.8
Gujarat,WR,22.2587,71.1924,30/08/2019 00:00:00,311.6
MP,WR,21.30039105,76.13001949,30/08/2019 00:00:00,167.7
Maharashtra,WR,19.25023195,73.16017493,30/08/2019 00:00:00,412.2
Goa,WR,15.491997,73.81800065,30/08/2019 00:00:00,11.3
DNH,WR,20.26657819,73.0166178,30/08/2019 00:00:00,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,30/08/2019 00:00:00,162.7
Telangana,SR,18.1124,79.0193,30/08/2019 00:00:00,194.5
Karnataka,SR,12.57038129,76.91999711,30/08/2019 00:00:00,179.8
Kerala,SR,8.900372741,76.56999263,30/08/2019 00:00:00,69.2
Tamil Nadu,SR,12.92038576,79.15004187,30/08/2019 00:00:00,274.6
Pondy,SR,11.93499371,79.83000037,30/08/2019 00:00:00,6.9
Bihar,ER,25.78541445,87.4799727,30/08/2019 00:00:00,93.4
Jharkhand,ER,23.80039349,86.41998572,30/08/2019 00:00:00,25.1
Odisha,ER,19.82042971,85.90001746,30/08/2019 00:00:00,103.0
West Bengal,ER,22.58039044,88.32994665,30/08/2019 00:00:00,174.9
Sikkim,ER,27.3333303,88.6166475,30/08/2019 00:00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,30/08/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,30/08/2019 00:00:00,31.4
Manipur,NER,24.79997072,93.95001705,30/08/2019 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,30/08/2019 00:00:00,5.3
Mizoram,NER,23.71039899,92.72001461,30/08/2019 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,30/08/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,30/08/2019 00:00:00,5.3
Punjab,NR,31.51997398,75.98000281,31/08/2019 00:00:00,243.0
Haryana,NR,28.45000633,77.01999101,31/08/2019 00:00:00,208.4
Rajasthan,NR,26.44999921,74.63998124,31/08/2019 00:00:00,245.5
Delhi,NR,28.6699929,77.23000403,31/08/2019 00:00:00,121.0
UP,NR,27.59998069,78.05000565,31/08/2019 00:00:00,351.9
Uttarakhand,NR,30.32040895,78.05000565,31/08/2019 00:00:00,37.7
HP,NR,31.10002545,77.16659704,31/08/2019 00:00:00,31.5
J&K,NR,33.45,76.24,31/08/2019 00:00:00,42.2
Chandigarh,NR,30.71999697,76.78000565,31/08/2019 00:00:00,5.8
Chhattisgarh,WR,22.09042035,82.15998734,31/08/2019 00:00:00,90.6
Gujarat,WR,22.2587,71.1924,31/08/2019 00:00:00,316.1
MP,WR,21.30039105,76.13001949,31/08/2019 00:00:00,169.8
Maharashtra,WR,19.25023195,73.16017493,31/08/2019 00:00:00,399.2
Goa,WR,15.491997,73.81800065,31/08/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,31/08/2019 00:00:00,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,31/08/2019 00:00:00,159.2
Telangana,SR,18.1124,79.0193,31/08/2019 00:00:00,161.5
Karnataka,SR,12.57038129,76.91999711,31/08/2019 00:00:00,177.7
Kerala,SR,8.900372741,76.56999263,31/08/2019 00:00:00,68.4
Tamil Nadu,SR,12.92038576,79.15004187,31/08/2019 00:00:00,282.1
Pondy,SR,11.93499371,79.83000037,31/08/2019 00:00:00,7.5
Bihar,ER,25.78541445,87.4799727,31/08/2019 00:00:00,79.2
Jharkhand,ER,23.80039349,86.41998572,31/08/2019 00:00:00,25.4
Odisha,ER,19.82042971,85.90001746,31/08/2019 00:00:00,105.7
West Bengal,ER,22.58039044,88.32994665,31/08/2019 00:00:00,164.1
Sikkim,ER,27.3333303,88.6166475,31/08/2019 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,31/08/2019 00:00:00,2.3
Assam,NER,26.7499809,94.21666744,31/08/2019 00:00:00,33.1
Manipur,NER,24.79997072,93.95001705,31/08/2019 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,31/08/2019 00:00:00,5.3
Mizoram,NER,23.71039899,92.72001461,31/08/2019 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,31/08/2019 00:00:00,2.3
Tripura,NER,23.83540428,91.27999914,31/08/2019 00:00:00,5.2
Punjab,NR,31.51997398,75.98000281,01/09/2019 00:00:00,224.0
Haryana,NR,28.45000633,77.01999101,01/09/2019 00:00:00,200.4
Rajasthan,NR,26.44999921,74.63998124,01/09/2019 00:00:00,240.5
Delhi,NR,28.6699929,77.23000403,01/09/2019 00:00:00,113.9
UP,NR,27.59998069,78.05000565,01/09/2019 00:00:00,350.6
Uttarakhand,NR,30.32040895,78.05000565,01/09/2019 00:00:00,40.2
HP,NR,31.10002545,77.16659704,01/09/2019 00:00:00,30.5
J&K,NR,33.45,76.24,01/09/2019 00:00:00,39.1
Chandigarh,NR,30.71999697,76.78000565,01/09/2019 00:00:00,5.4
Chhattisgarh,WR,22.09042035,82.15998734,01/09/2019 00:00:00,95.8
Gujarat,WR,22.2587,71.1924,01/09/2019 00:00:00,320.2
MP,WR,21.30039105,76.13001949,01/09/2019 00:00:00,174.1
Maharashtra,WR,19.25023195,73.16017493,01/09/2019 00:00:00,386.2
Goa,WR,15.491997,73.81800065,01/09/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,01/09/2019 00:00:00,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,01/09/2019 00:00:00,153.8
Telangana,SR,18.1124,79.0193,01/09/2019 00:00:00,167.1
Karnataka,SR,12.57038129,76.91999711,01/09/2019 00:00:00,171.9
Kerala,SR,8.900372741,76.56999263,01/09/2019 00:00:00,68.6
Tamil Nadu,SR,12.92038576,79.15004187,01/09/2019 00:00:00,277.0
Pondy,SR,11.93499371,79.83000037,01/09/2019 00:00:00,7.4
Bihar,ER,25.78541445,87.4799727,01/09/2019 00:00:00,96.1
Jharkhand,ER,23.80039349,86.41998572,01/09/2019 00:00:00,26.2
Odisha,ER,19.82042971,85.90001746,01/09/2019 00:00:00,109.6
West Bengal,ER,22.58039044,88.32994665,01/09/2019 00:00:00,172.8
Sikkim,ER,27.3333303,88.6166475,01/09/2019 00:00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,01/09/2019 00:00:00,2.3
Assam,NER,26.7499809,94.21666744,01/09/2019 00:00:00,36.1
Manipur,NER,24.79997072,93.95001705,01/09/2019 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,01/09/2019 00:00:00,5.5
Mizoram,NER,23.71039899,92.72001461,01/09/2019 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,01/09/2019 00:00:00,2.4
Tripura,NER,23.83540428,91.27999914,01/09/2019 00:00:00,5.8
Punjab,NR,31.51997398,75.98000281,02/09/2019 00:00:00,225.2
Haryana,NR,28.45000633,77.01999101,02/09/2019 00:00:00,200.8
Rajasthan,NR,26.44999921,74.63998124,02/09/2019 00:00:00,242.4
Delhi,NR,28.6699929,77.23000403,02/09/2019 00:00:00,113.4
UP,NR,27.59998069,78.05000565,02/09/2019 00:00:00,375.3
Uttarakhand,NR,30.32040895,78.05000565,02/09/2019 00:00:00,40.8
HP,NR,31.10002545,77.16659704,02/09/2019 00:00:00,29.8
J&K,NR,33.45,76.24,02/09/2019 00:00:00,42.7
Chandigarh,NR,30.71999697,76.78000565,02/09/2019 00:00:00,5.2
Chhattisgarh,WR,22.09042035,82.15998734,02/09/2019 00:00:00,100.0
Gujarat,WR,22.2587,71.1924,02/09/2019 00:00:00,321.0
MP,WR,21.30039105,76.13001949,02/09/2019 00:00:00,173.2
Maharashtra,WR,19.25023195,73.16017493,02/09/2019 00:00:00,383.2
Goa,WR,15.491997,73.81800065,02/09/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,02/09/2019 00:00:00,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,02/09/2019 00:00:00,152.4
Telangana,SR,18.1124,79.0193,02/09/2019 00:00:00,165.1
Karnataka,SR,12.57038129,76.91999711,02/09/2019 00:00:00,177.6
Kerala,SR,8.900372741,76.56999263,02/09/2019 00:00:00,70.0
Tamil Nadu,SR,12.92038576,79.15004187,02/09/2019 00:00:00,287.2
Pondy,SR,11.93499371,79.83000037,02/09/2019 00:00:00,7.4
Bihar,ER,25.78541445,87.4799727,02/09/2019 00:00:00,104.5
Jharkhand,ER,23.80039349,86.41998572,02/09/2019 00:00:00,26.6
Odisha,ER,19.82042971,85.90001746,02/09/2019 00:00:00,105.0
West Bengal,ER,22.58039044,88.32994665,02/09/2019 00:00:00,183.4
Sikkim,ER,27.3333303,88.6166475,02/09/2019 00:00:00,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,02/09/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,02/09/2019 00:00:00,35.5
Manipur,NER,24.79997072,93.95001705,02/09/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,02/09/2019 00:00:00,5.7
Mizoram,NER,23.71039899,92.72001461,02/09/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,02/09/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,02/09/2019 00:00:00,5.0
Punjab,NR,31.51997398,75.98000281,03/09/2019 00:00:00,227.9
Haryana,NR,28.45000633,77.01999101,03/09/2019 00:00:00,196.3
Rajasthan,NR,26.44999921,74.63998124,03/09/2019 00:00:00,237.8
Delhi,NR,28.6699929,77.23000403,03/09/2019 00:00:00,108.1
UP,NR,27.59998069,78.05000565,03/09/2019 00:00:00,378.5
Uttarakhand,NR,30.32040895,78.05000565,03/09/2019 00:00:00,41.0
HP,NR,31.10002545,77.16659704,03/09/2019 00:00:00,31.0
J&K,NR,33.45,76.24,03/09/2019 00:00:00,43.0
Chandigarh,NR,30.71999697,76.78000565,03/09/2019 00:00:00,5.2
Chhattisgarh,WR,22.09042035,82.15998734,03/09/2019 00:00:00,101.4
Gujarat,WR,22.2587,71.1924,03/09/2019 00:00:00,314.9
MP,WR,21.30039105,76.13001949,03/09/2019 00:00:00,172.9
Maharashtra,WR,19.25023195,73.16017493,03/09/2019 00:00:00,389.6
Goa,WR,15.491997,73.81800065,03/09/2019 00:00:00,11.8
DNH,WR,20.26657819,73.0166178,03/09/2019 00:00:00,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,03/09/2019 00:00:00,159.3
Telangana,SR,18.1124,79.0193,03/09/2019 00:00:00,167.0
Karnataka,SR,12.57038129,76.91999711,03/09/2019 00:00:00,180.1
Kerala,SR,8.900372741,76.56999263,03/09/2019 00:00:00,70.3
Tamil Nadu,SR,12.92038576,79.15004187,03/09/2019 00:00:00,282.9
Pondy,SR,11.93499371,79.83000037,03/09/2019 00:00:00,7.5
Bihar,ER,25.78541445,87.4799727,03/09/2019 00:00:00,98.8
Jharkhand,ER,23.80039349,86.41998572,03/09/2019 00:00:00,25.7
Odisha,ER,19.82042971,85.90001746,03/09/2019 00:00:00,93.3
West Bengal,ER,22.58039044,88.32994665,03/09/2019 00:00:00,176.2
Sikkim,ER,27.3333303,88.6166475,03/09/2019 00:00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,03/09/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,03/09/2019 00:00:00,36.2
Manipur,NER,24.79997072,93.95001705,03/09/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,03/09/2019 00:00:00,5.8
Mizoram,NER,23.71039899,92.72001461,03/09/2019 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,03/09/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,03/09/2019 00:00:00,5.1
Punjab,NR,31.51997398,75.98000281,04/09/2019 00:00:00,216.8
Haryana,NR,28.45000633,77.01999101,04/09/2019 00:00:00,169.5
Rajasthan,NR,26.44999921,74.63998124,04/09/2019 00:00:00,222.2
Delhi,NR,28.6699929,77.23000403,04/09/2019 00:00:00,94.0
UP,NR,27.59998069,78.05000565,04/09/2019 00:00:00,316.7
Uttarakhand,NR,30.32040895,78.05000565,04/09/2019 00:00:00,33.6
HP,NR,31.10002545,77.16659704,04/09/2019 00:00:00,27.0
J&K,NR,33.45,76.24,04/09/2019 00:00:00,40.0
Chandigarh,NR,30.71999697,76.78000565,04/09/2019 00:00:00,5.2
Chhattisgarh,WR,22.09042035,82.15998734,04/09/2019 00:00:00,103.6
Gujarat,WR,22.2587,71.1924,04/09/2019 00:00:00,294.1
MP,WR,21.30039105,76.13001949,04/09/2019 00:00:00,162.8
Maharashtra,WR,19.25023195,73.16017493,04/09/2019 00:00:00,386.6
Goa,WR,15.491997,73.81800065,04/09/2019 00:00:00,11.0
DNH,WR,20.26657819,73.0166178,04/09/2019 00:00:00,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,04/09/2019 00:00:00,156.6
Telangana,SR,18.1124,79.0193,04/09/2019 00:00:00,169.4
Karnataka,SR,12.57038129,76.91999711,04/09/2019 00:00:00,169.8
Kerala,SR,8.900372741,76.56999263,04/09/2019 00:00:00,66.3
Tamil Nadu,SR,12.92038576,79.15004187,04/09/2019 00:00:00,264.6
Pondy,SR,11.93499371,79.83000037,04/09/2019 00:00:00,7.0
Bihar,ER,25.78541445,87.4799727,04/09/2019 00:00:00,93.1
Jharkhand,ER,23.80039349,86.41998572,04/09/2019 00:00:00,26.4
Odisha,ER,19.82042971,85.90001746,04/09/2019 00:00:00,86.8
West Bengal,ER,22.58039044,88.32994665,04/09/2019 00:00:00,162.8
Sikkim,ER,27.3333303,88.6166475,04/09/2019 00:00:00,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,04/09/2019 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,04/09/2019 00:00:00,31.4
Manipur,NER,24.79997072,93.95001705,04/09/2019 00:00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,04/09/2019 00:00:00,5.9
Mizoram,NER,23.71039899,92.72001461,04/09/2019 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,04/09/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,04/09/2019 00:00:00,4.8
Punjab,NR,31.51997398,75.98000281,05/09/2019 00:00:00,95.3
Haryana,NR,28.45000633,77.01999101,05/09/2019 00:00:00,105.7
Rajasthan,NR,26.44999921,74.63998124,05/09/2019 00:00:00,205.6
Delhi,NR,28.6699929,77.23000403,05/09/2019 00:00:00,59.2
UP,NR,27.59998069,78.05000565,05/09/2019 00:00:00,232.8
Uttarakhand,NR,30.32040895,78.05000565,05/09/2019 00:00:00,33.2
HP,NR,31.10002545,77.16659704,05/09/2019 00:00:00,24.6
J&K,NR,33.45,76.24,05/09/2019 00:00:00,42.6
Chandigarh,NR,30.71999697,76.78000565,05/09/2019 00:00:00,3.3
Chhattisgarh,WR,22.09042035,82.15998734,05/09/2019 00:00:00,85.1
Gujarat,WR,22.2587,71.1924,05/09/2019 00:00:00,338.0
MP,WR,21.30039105,76.13001949,05/09/2019 00:00:00,202.7
Maharashtra,WR,19.25023195,73.16017493,05/09/2019 00:00:00,490.5
Goa,WR,15.491997,73.81800065,05/09/2019 00:00:00,10.4
DNH,WR,20.26657819,73.0166178,05/09/2019 00:00:00,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,05/09/2019 00:00:00,201.2
Telangana,SR,18.1124,79.0193,05/09/2019 00:00:00,241.2
Karnataka,SR,12.57038129,76.91999711,05/09/2019 00:00:00,255.6
Kerala,SR,8.900372741,76.56999263,05/09/2019 00:00:00,83.0
Tamil Nadu,SR,12.92038576,79.15004187,05/09/2019 00:00:00,337.6
Pondy,SR,11.93499371,79.83000037,05/09/2019 00:00:00,8.0
Bihar,ER,25.78541445,87.4799727,05/09/2019 00:00:00,71.7
Jharkhand,ER,23.80039349,86.41998572,05/09/2019 00:00:00,23.7
Odisha,ER,19.82042971,85.90001746,05/09/2019 00:00:00,79.4
West Bengal,ER,22.58039044,88.32994665,05/09/2019 00:00:00,129.0
Sikkim,ER,27.3333303,88.6166475,05/09/2019 00:00:00,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,05/09/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,05/09/2019 00:00:00,23.4
Manipur,NER,24.79997072,93.95001705,05/09/2019 00:00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,05/09/2019 00:00:00,5.4
Mizoram,NER,23.71039899,92.72001461,05/09/2019 00:00:00,1.6
Nagaland,NER,25.6669979,94.11657019,05/09/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,05/09/2019 00:00:00,3.9
Punjab,NR,31.51997398,75.98000281,06/09/2019 00:00:00,96.5
Haryana,NR,28.45000633,77.01999101,06/09/2019 00:00:00,111.5
Rajasthan,NR,26.44999921,74.63998124,06/09/2019 00:00:00,213.6
Delhi,NR,28.6699929,77.23000403,06/09/2019 00:00:00,60.2
UP,NR,27.59998069,78.05000565,06/09/2019 00:00:00,240.9
Uttarakhand,NR,30.32040895,78.05000565,06/09/2019 00:00:00,33.8
HP,NR,31.10002545,77.16659704,06/09/2019 00:00:00,24.1
J&K,NR,33.45,76.24,06/09/2019 00:00:00,43.1
Chandigarh,NR,30.71999697,76.78000565,06/09/2019 00:00:00,3.2
Chhattisgarh,WR,22.09042035,82.15998734,06/09/2019 00:00:00,89.8
Gujarat,WR,22.2587,71.1924,06/09/2019 00:00:00,349.9
MP,WR,21.30039105,76.13001949,06/09/2019 00:00:00,205.4
Maharashtra,WR,19.25023195,73.16017493,06/09/2019 00:00:00,499.3
Goa,WR,15.491997,73.81800065,06/09/2019 00:00:00,11.1
DNH,WR,20.26657819,73.0166178,06/09/2019 00:00:00,18.9
Andhra Pradesh,SR,14.7504291,78.57002559,06/09/2019 00:00:00,205.1
Telangana,SR,18.1124,79.0193,06/09/2019 00:00:00,247.4
Karnataka,SR,12.57038129,76.91999711,06/09/2019 00:00:00,256.9
Kerala,SR,8.900372741,76.56999263,06/09/2019 00:00:00,84.5
Tamil Nadu,SR,12.92038576,79.15004187,06/09/2019 00:00:00,346.2
Pondy,SR,11.93499371,79.83000037,06/09/2019 00:00:00,8.3
Bihar,ER,25.78541445,87.4799727,06/09/2019 00:00:00,72.0
Jharkhand,ER,23.80039349,86.41998572,06/09/2019 00:00:00,24.5
Odisha,ER,19.82042971,85.90001746,06/09/2019 00:00:00,79.6
West Bengal,ER,22.58039044,88.32994665,06/09/2019 00:00:00,142.0
Sikkim,ER,27.3333303,88.6166475,06/09/2019 00:00:00,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,06/09/2019 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,06/09/2019 00:00:00,23.9
