,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
17/07/2019 00:00:00,124.5,123.4,220.5,61.6,289,35.5,26.6,46.2,3,81.1,342.9,203.6,457.5,9.8,18.3,192.4,225.2,247.7,80.3,338.2,7.9,76.7,20.6,75.7,129.3,0.9,2.2,23.7,2.4,6.1,1.8,2.1,3.9
18/07/2019 00:00:00,130.5,127,218.3,61.7,297,34.8,26.9,46.3,3.1,93.1,341,207.8,466.3,10.5,18.4,196.9,229.8,252.8,83.3,348,8.3,78.3,22.4,85.3,144.4,1.1,2.1,23.1,2.5,6,1.9,2.2,3.9
19/07/2019 00:00:00,124.2,121.7,211.7,60.1,295.8,32.1,26.4,45.2,3.1,87,326.8,205.1,462.2,10.9,18.2,197.8,231.2,250.4,83.3,349.7,8.4,76.4,23.6,85.1,148.9,1.2,2.1,23.4,2.4,5.9,1.8,2.2,3.9
20/07/2019 00:00:00,115.1,98.4,187.8,46.1,274.1,23.1,18.9,45.4,2.5,69.9,256.6,186.3,406.8,9.3,12.1,193.1,218,247.6,81.4,339.8,7.5,72.9,21.9,81.6,136.7,1,2,22.3,2.4,5.8,1.8,2.1,3.8
21/07/2019 00:00:00,114.6,109.1,199.1,54.4,268.5,27.3,21.7,40.9,3,79.3,300,193,439.2,9.9,14,196.4,225.6,248.4,82.2,347.6,8.2,74.6,21.2,80,136.4,1.2,2,21.2,2.7,5.7,1.8,2,3.8
22/07/2019 00:00:00,119.6,114.1,208.2,57.9,267.7,32.3,25.5,45.7,2.9,87.3,333.3,198.8,460.8,11.7,17.4,200.7,224.6,249.4,82.6,349.2,8.7,75.5,22.6,83.3,140.5,1.2,2,21.7,2.5,6.1,1.8,2,4
23/07/2019 00:00:00,117.9,113.6,211.1,58.2,279.9,33,24.6,46.4,2.7,91.3,333.7,200.9,452,12.4,17.9,195.8,222,240.6,77.5,328.1,8,77.1,22.9,84.9,137.4,1.1,1.9,23.2,2.6,5.9,1.7,2.1,3.9
24/07/2019 00:00:00,96.6,115,217.7,64.2,256.7,36.6,29,47.8,3.5,84.3,324.5,218.2,419.4,11.9,17.5,190.1,195.8,220.3,72.7,319.7,7.5,70,22,74.6,120.4,1.5,2.2,20.9,2.9,6.3,1.7,2.2,3.9
25/07/2019 00:00:00,96.3,116.6,232.5,65,257.1,36.1,27.3,47.9,3.2,84.5,327.9,223.4,425.1,11.9,18,192.8,203.3,233.1,75.2,330.9,7.8,68.5,22.9,76.8,127.1,1.5,2.2,21.9,2.3,6.7,1.8,2.2,4
26/07/2019 00:00:00,101,116.2,231.1,65.3,261.5,37.7,29,47.6,3.4,88.5,329.9,227.2,436.2,11.8,18.4,187.7,205.3,234.9,76.6,326,7.7,69.4,22.1,77,116.3,1,2.2,22.2,2.9,6.5,1.7,2.1,3.8
27/07/2019 00:00:00,97.9,113.4,233.4,65,263.7,37,30.8,42.9,3.4,91.1,335.8,222.8,442.4,11.2,18.5,193.6,205.5,231.5,76.9,323,7.7,71.1,23,78,137,1.4,2.2,23.6,2.6,6.5,1.8,2.2,3.8
28/07/2019 00:00:00,102.1,118.2,235,65.6,263.8,37.4,27.5,43,3.4,92.1,335.9,231,443.5,10.9,18.4,192.6,212.4,229,75.1,321,7.8,73,22.3,80.6,139.4,1.6,2.2,23.4,2.6,6.4,1.8,2.2,3.6
29/07/2019 00:00:00,102.4,119.6,235.3,61.1,265.3,37.2,28.3,43.4,3.2,92.2,328.5,232.4,441.3,10.9,18.2,191.9,211.4,228.6,74,318.7,7.8,70.6,22.9,83.1,139.5,1.6,2.2,23.9,2.6,6.3,2,2.1,3.9
30/07/2019 00:00:00,98.4,110.4,231.4,59.2,263.6,34.4,24.7,42.3,3,92.7,313.7,229.2,424.4,10.9,18.1,190.2,209.9,215.4,68,294.7,7.2,73.1,23.7,82,131.2,1.1,2,22.6,2.1,6.1,1.8,1.9,3.9
31/07/2019 00:00:00,232,169.4,235.1,114.8,405.1,41.8,29,49.3,6,83.8,330.9,195,473.9,11.5,17.5,193.4,166.1,218.2,75,347.5,8.9,108.7,27.2,87.4,187.7,1.2,2.4,30.2,2.3,5.1,1.5,2.3,5
01/08/2019 00:00:00,206.1,140.6,223.7,99.3,384.1,42.6,29.4,44.9,5.5,87.9,316.1,202.7,476.8,11.5,17.8,197,171,217.5,75.8,354.1,9.2,106.4,27.3,82.8,176.5,1.2,2.4,32.7,2.3,5.7,1.5,2.3,5.7
02/08/2019 00:00:00,246.5,172.2,208.5,106.4,394.1,44.2,29.6,45.9,5.7,89.6,319.2,187.8,473.8,11.5,17.9,204,172.7,218.4,73.3,355.5,9,106.7,26.6,92.9,192,1.3,2.3,33.9,2.5,6,1.7,2.2,5.8
03/08/2019 00:00:00,228.4,179.9,224,112,389.6,44.1,29.8,44.9,5.7,88.9,338.8,196.1,479.4,11.5,18.2,195.3,170.2,218.4,72,348.5,9.1,108.4,25.6,102.3,184.5,1.3,2.2,35.1,2.6,5.9,1.8,2.3,5.4
04/08/2019 00:00:00,242.1,189.3,228.2,122.7,425.1,45.8,30.1,45.4,5.5,85.9,352,203.1,474.3,13.1,18.2,183,149.4,203.3,66.7,336.7,9.7,109.2,22.8,82.2,175.3,1.3,2.3,33.2,2.6,6,1.7,2.2,5.4
05/08/2019 00:00:00,263.8,197.7,241.8,118.5,398.6,46,30.4,44.2,5.6,75.1,354.3,198.1,463.8,12.4,18.3,183,149.4,203.3,66.7,336.7,9.7,80.4,21,79.8,170,1.3,2.2,32,2.6,5.7,1.7,2.1,5.1
06/08/2019 00:00:00,259.3,196.1,240.1,121,382,40.8,28.2,41,5.6,76.7,335.9,189.1,429.1,12.4,18.2,169.6,144.8,182.3,63.4,310.1,8.7,97.7,24,84.3,163.8,1,2.3,32.3,2.5,6,1.8,2.4,5.3
08/08/2019 00:00:00,135.7,128.2,220.8,75.7,361.1,28,20.6,43,3.4,75.7,299.7,204.5,404.9,9.1,7.3,177.6,144.2,192.5,63.7,277.3,6.8,101.6,26.3,81.3,149,0.9,1.9,21.5,2.4,4.8,1.5,2.2,4.6
09/08/2019 00:00:00,142.3,135.5,225.6,78.7,367.1,30.6,22.4,43.3,3.8,76.3,303.5,205.3,418.3,10.3,7.4,174.1,149.5,169.2,63.3,270.5,7,105.9,26.9,83.4,157.7,1.3,1.9,27.6,2.6,5,1.5,2.1,5.5
10/08/2019 00:00:00,143.6,134,231.8,81.3,370.6,31.7,23.6,44.2,3.9,76.2,307,208.3,420.9,10.5,7.9,164.7,151.3,174,65.6,274.7,6.9,102.2,26.5,74.2,148.2,1.2,1.9,30.9,2.6,5.2,1.7,2.1,4.1
11/08/2019 00:00:00,145.4,139.8,230,82.3,383.2,32.9,23.8,45.3,4,74.8,308.6,203.8,426.2,10.6,8.1,175.5,159.8,188,70.1,296.7,7.7,93.3,19.3,57.4,75.1,1.2,2,28.4,2.4,5,1.6,2.2,3.7
12/08/2019 00:00:00,160.4,142.4,233.5,84.8,382.7,33.7,24.3,43.4,4.2,78,316.6,207.2,434.5,10.6,8.2,186.9,166.9,196.5,71.2,302.2,7.8,81.6,17.4,70,51.5,1.1,2.1,20.2,2.8,4.4,1.5,2.3,3.7
13/08/2019 00:00:00,168.2,154.5,237.2,91.7,402.6,35.2,24.8,44.9,4.5,79.2,317.1,209.3,442.1,10.3,8.6,192.3,173.3,201.3,72.4,306.5,8.2,92.5,23.5,77.2,78.3,1.3,2,21.7,2.4,4.7,1.7,2.3,4.1
14/08/2019 00:00:00,171,158,244.1,95.2,417.5,36.1,24.1,41.2,4.6,79.4,315.2,216.6,443.5,10.7,8.1,195.9,168.1,201.2,74,311.9,8.1,98.6,27.3,84.5,102.9,1.3,1.5,23.6,2.5,5.1,1.4,2.1,4.7
15/08/2019 00:00:00,130.8,138.4,247.1,62.6,289.7,35.7,27,49.1,3.5,85.3,352.8,270.2,484.7,10.2,18.3,193.5,247.4,240,77.3,311.3,6.9,75.3,24,71.6,121,1.8,2.5,22.6,2.7,6.7,1.8,2.3,3.4
16/08/2019 00:00:00,129.7,142.3,250.9,64,292.4,36.7,26.9,48.8,3.5,86.9,353,272,493.9,10.3,18.7,197.3,252.5,244.1,77.4,317.5,7.3,74.8,23.9,71.1,125.4,1.8,2.2,22.5,2.6,6.2,1.6,2.3,3.5
17/08/2019 00:00:00,120.4,138.8,250.6,65.1,291.2,35.7,28,51.6,3.7,86.5,356.3,272.3,497.9,10.7,18.7,198.1,254.3,247.8,76.5,321.5,7.5,76.1,23.6,73.3,124.2,1.9,2.2,22.4,2.7,6.3,1.6,2.2,3.5
18/08/2019 00:00:00,110.3,127.1,246.9,63.6,279.7,36.5,26.9,47,3.6,88.6,363.5,271.7,499.8,10.9,18.5,197.4,250.3,246.6,75.3,319.1,7.5,76.5,23.7,74.6,124.8,1.8,2.3,23.1,2.8,6.3,1.6,2.1,3.2
19/08/2019 00:00:00,105.7,107.8,248.9,64.3,234.2,32.8,26.2,50.2,3.4,88.7,334.7,264.2,491.7,10.6,18.4,194.6,254.3,243.4,74.7,314.8,7.7,76.2,24.5,71.5,130,1.8,2.1,22.9,2.8,6.1,1.6,2.1,3.4
20/08/2019 00:00:00,118,115.6,247.3,60.7,247.1,34.6,26.8,49.5,3.3,88.1,349.9,255.9,489.1,10.6,18.5,194.6,252.2,236.8,76.9,316.4,7.4,64,24.3,71.6,124.9,1.7,2,22.8,2.6,6,1.7,2.1,3.4
21/08/2019 00:00:00,114.3,112.1,236.3,59.4,250.7,32.7,25.8,47.6,3.1,86,341.7,252,477.6,9.4,18.4,191.3,249.5,230,71.1,291,7.2,70.2,23.6,70.6,113.2,1.4,2.1,20,2.6,5.9,1.6,2.2,3.2
22/08/2019 00:00:00,103,114.3,217.9,67.6,243.5,37.1,29.7,48.8,4.2,72.7,307.5,221.8,434.9,12.5,18.5,155.9,204.5,195.5,68.7,255.2,6.8,64.1,22.4,68.4,109.9,1.7,2.1,20.9,2.5,6,1.8,2.1,3.4
23/08/2019 00:00:00,105,119.2,222.5,70.2,253.5,38.5,30,48.9,4.2,75.8,309.1,223.8,445.4,12.7,18.6,158.2,208.6,198.9,67.1,266.2,7,65.4,24.2,68.9,112.9,1.8,2.1,21.2,2.6,5.9,1.8,2.1,3.5
24/08/2019 00:00:00,109.4,120.7,223.2,70.2,263.3,39.3,31.5,50.2,4.4,76.2,316.4,224.1,444.6,12.4,18.8,160.2,211.7,196.4,69.8,270.6,7.1,71,23.9,69.3,111.2,1.8,2.1,22,2.6,6,1.8,2.2,3.5
25/08/2019 00:00:00,107.5,122.4,227.8,73.2,266.5,39.4,31.1,48.1,4.5,76.8,329.4,230.9,444.1,11.5,18.8,166.5,215.6,202.9,71.2,274.3,7.1,67.3,24,66.7,112.4,1.9,2,20.9,2.5,6,1.6,2,3.6
26/08/2019 00:00:00,114,125.4,234.8,74.8,271.7,38.8,30.4,50.9,4.4,77.9,332.8,236.3,443.7,11.5,18.6,167.6,214.2,204.9,71.7,281.8,7.1,71.7,24.6,67,109.4,1.9,2.1,22.1,2.8,6.1,1.9,2.2,3.4
27/08/2019 00:00:00,114.7,124.1,233.4,70.7,267.8,38.5,30.3,48,4.3,77,329.7,239.5,443.6,12.7,18.7,167.4,216.1,202.6,70,268.8,6.9,71.5,25.2,65.8,112.6,1.9,2.2,22.1,2.6,6.2,1.9,2.2,3.5
28/08/2019 00:00:00,111.3,115.8,227.9,70,266.1,36,28.2,50.6,3.9,79.7,316,240.9,431,11.9,18.5,164.8,216.4,192.6,64.7,254.8,6.3,73.4,25.3,66.4,104.1,1.7,2.1,20.3,2.5,5.9,1.9,2.1,3.5
29/08/2019 00:00:00,238.1,212.7,243.9,124.6,405.3,41,29.6,39.7,6,97,301.1,172.7,407.9,11.8,18.6,172.8,199.8,188.3,67.7,276.8,7.4,108.4,25.1,105.3,175.3,1,2.2,31.6,2.6,5.4,1.6,2.1,5.9
30/08/2019 00:00:00,239.6,209.7,245.4,125.1,393.2,38.2,30,41.2,5.9,89.8,311.6,167.7,412.2,11.3,18.1,162.7,194.5,179.8,69.2,274.6,6.9,93.4,25.1,103,174.9,1.1,2.1,31.4,2.4,5.3,1.6,2.1,5.3
31/08/2019 00:00:00,243,208.4,245.5,121,351.9,37.7,31.5,42.2,5.8,90.6,316.1,169.8,399.2,11.5,18.7,159.2,161.5,177.7,68.4,282.1,7.5,79.2,25.4,105.7,164.1,1.2,2.3,33.1,2.4,5.3,1.6,2.3,5.2
01/09/2019 00:00:00,224,200.4,240.5,113.9,350.6,40.2,30.5,39.1,5.4,95.8,320.2,174.1,386.2,11.5,18.4,153.8,167.1,171.9,68.6,277,7.4,96.1,26.2,109.6,172.8,1.1,2.3,36.1,2.4,5.5,1.7,2.4,5.8
02/09/2019 00:00:00,225.2,200.8,242.4,113.4,375.3,40.8,29.8,42.7,5.2,100,321,173.2,383.2,11.5,18.1,152.4,165.1,177.6,70,287.2,7.4,104.5,26.6,105,183.4,1,2.2,35.5,2.5,5.7,1.8,2.2,5
03/09/2019 00:00:00,227.9,196.3,237.8,108.1,378.5,41,31,43,5.2,101.4,314.9,172.9,389.6,11.8,18.4,159.3,167,180.1,70.3,282.9,7.5,98.8,25.7,93.3,176.2,1.1,2.1,36.2,2.5,5.8,1.6,2.2,5.1
04/09/2019 00:00:00,216.8,169.5,222.2,94,316.7,33.6,27,40,5.2,103.6,294.1,162.8,386.6,11,18.1,156.6,169.4,169.8,66.3,264.6,7,93.1,26.4,86.8,162.8,0.8,2,31.4,2.3,5.9,1.7,2.1,4.8
05/09/2019 00:00:00,95.3,105.7,205.6,59.2,232.8,33.2,24.6,42.6,3.3,85.1,338,202.7,490.5,10.4,18.7,201.2,241.2,255.6,83,337.6,8,71.7,23.7,79.4,129,1.4,2.1,23.4,2.3,5.4,1.6,2.1,3.9
06/09/2019 00:00:00,96.5,111.5,213.6,60.2,240.9,33.8,24.1,43.1,3.2,89.8,349.9,205.4,499.3,11.1,18.9,205.1,247.4,256.9,84.5,346.2,8.3,72,24.5,79.6,142,1.4,2,23.9,2.6,5.4,1.7,2.2,3.8
08/09/2019 00:00:00,102.4,115.1,215.2,60.7,249.9,34,24.7,46,3.2,89.1,355.9,203.4,479.6,10.9,19,204.3,256.2,256,84.7,347.2,8.3,73.4,24.4,80.3,142.2,1.4,2.2,23.7,2.9,5.4,1.8,2.2,3.8
09/09/2019 00:00:00,103.9,116.2,216.8,60.6,256.7,33.7,24.7,44.8,3.1,83.7,364.5,200.5,479,10.6,19.1,201.3,247.4,258.6,85.3,345.6,8.3,74.1,23.9,69.3,141.3,1.4,2.2,24.2,2.9,5.2,1.8,2.1,3.8
10/09/2019 00:00:00,105.6,117.4,210.3,63.4,263,34.4,21.5,47.3,3.1,83.6,362.3,195.1,478.2,10.5,18.9,198.5,236.7,251.1,84.5,348.3,8.5,75.2,22.9,64.8,140.2,1.3,2.3,24.2,2.9,5.8,1.8,2.1,3.9
11/09/2019 00:00:00,105.7,115.1,202.4,59.1,255.7,33.4,21.1,47.7,2.8,84.4,357.9,191.5,468.2,9.9,18.9,192.9,236.8,244.8,81.7,339.8,8.3,68.6,23.3,71.6,135.2,1.4,2.2,24,2.7,5.8,1.8,2.2,3.8
12/09/2019 00:00:00,166,175.3,256.5,118.5,353.6,37.8,28.3,39.9,4.4,104.7,362.2,202,432,11.3,18.7,172.3,174.7,194.8,70,303.6,7.6,89.3,26.4,107.6,181.7,0.7,2.4,24.5,2.5,5.1,1.7,2.1,3.9
13/09/2019 00:00:00,133.7,157.5,264.3,108,331.6,36.5,28.3,41.3,4.3,105.6,368.8,209.7,444.6,11.4,18.9,178.1,182.5,201.1,70,312.7,8.2,95.7,26.5,103,180.8,0.5,2.4,27.3,2.4,5.3,1.7,2.3,4.2
14/09/2019 00:00:00,147.9,147.1,261.6,91.6,363.8,39.1,29.1,43,4.7,105.8,372.6,216.6,457.9,11.4,18.8,181.9,185.7,202.6,69.2,324.5,8.4,97.7,25.6,91.6,183.8,1,2.4,28.4,2.5,5.7,1.8,2.3,5.3
15/09/2019 00:00:00,177.2,148.6,245.1,100.6,390.3,41.2,29.3,42.7,5,102.1,379.3,218.7,460,11.4,18.9,179.2,183.3,199.3,66.6,318.3,8.3,104.5,25.8,101.1,194.7,1.2,2,32,2.5,5.3,1.7,2.1,5
16/09/2019 00:00:00,192.9,171.8,240,108.6,407.1,42.4,29.5,41.5,5.3,98.7,390.7,218.6,449.2,11.4,18.8,169,182,195.4,61.3,308.9,7.8,106.1,26.1,96,188.9,1.5,2.1,33.6,2.6,5.6,1.6,2.5,4.7
17/09/2019 00:00:00,206,177.1,244.3,111.1,415,44.6,30.3,43.1,5.5,101.8,387.4,213.6,430.9,11.4,18.9,165.5,165.9,186.6,60.5,291.4,7.9,105.8,26.9,95.5,190,1.2,2.2,33,2.5,5.7,1.5,2.3,5
18/09/2019 00:00:00,211.6,171.5,240.5,105.6,418.2,41.2,28,40.5,5.2,108.5,339.6,209.9,405.6,11.4,19.1,164.9,170.3,168,56,282.4,6.5,109.9,27.4,95.3,182.7,1,2.2,30.4,2.5,5.6,1.8,2.3,6.2
19/09/2019 00:00:00,118.1,127.4,205.8,97.2,351,39,23.2,41.6,4.1,102.1,379.8,202.9,483.8,11.8,18.4,193.5,195.2,243.1,83,352.6,8.5,92.8,24.6,95.1,171.1,1.2,2,22.3,1.7,5.2,1.7,2,3.7
20/09/2019 00:00:00,95.9,95.5,159.2,89.2,284.6,37.5,25.3,39.3,4,100,359.3,176.6,478.3,14,18.9,193.9,193.8,249.3,87.3,362.1,8.7,88.5,26.6,93.8,178,1.2,2.1,20.4,2.1,5.3,1.9,2.1,4.6
21/09/2019 00:00:00,100.7,98.7,146.4,73.7,251.5,34.6,26,39.4,3.2,99.6,335.8,154,470.4,13.8,18.7,193.9,189,241.5,82.4,360.3,8.7,69.1,22.6,90.5,162.6,1,2.1,15.6,1.5,4.1,1.9,2.1,4.2
22/09/2019 00:00:00,98.6,106.5,168.3,74.4,269.9,33.7,25.8,46.7,3.2,101.8,355.9,181,482.3,13.8,18.7,195.6,186.3,217,76.5,306.4,7.2,81.1,23.5,91.2,170.5,1.1,2.1,23.9,1.7,5.1,1.8,2.1,4.5
23/09/2019 00:00:00,104.6,114.3,178.1,75.2,301,37.5,26.6,44.7,3.2,93.6,358.8,192,477.8,13.8,18.5,193.5,173.3,220.7,69.2,329,8.7,86.6,19.7,80.7,166,1,2.1,26.1,1.9,5.3,1.8,2.1,4.4
24/09/2019 00:00:00,112.8,116.2,187.2,78.7,315.6,38.1,26.1,44.7,3.5,95.6,367.5,200.5,487.4,13.8,18.4,187.8,167.9,228.6,74.9,330.5,9.2,89.8,22.6,79.9,164.3,1.2,2.1,23.8,1.8,5.3,1.6,2.2,3.6
25/09/2019 00:00:00,108.5,110.9,190.4,79.2,320.3,35.2,22.5,43,3.3,95.9,363.6,201.3,468.5,10.3,18.5,178.1,164.6,216,69.5,304.2,8.4,92.3,21.1,80.9,155,1,2.1,22.9,2.2,5.2,1.8,2.1,4.3
26/09/2019 00:00:00,146.2,155.4,206.5,85.8,324.6,35.5,27.4,40.8,3.8,87.8,341.8,181.8,438.4,12.8,18.1,165.1,175.4,160.2,68.7,301.2,8.2,92.9,24.2,89.9,141.5,0.8,2.1,29.5,2.4,5.5,1.7,2.1,4.5
27/09/2019 00:00:00,151.2,157.7,211.2,86,326.3,36.1,26.8,40.3,4.3,87.1,348,184.5,446.6,12.8,18.2,164.4,179.7,160.7,69.6,292.1,7.7,92.2,24.1,84.4,148.2,0.9,2.1,29.4,2.5,5.6,1.6,2.3,4.8
28/09/2019 00:00:00,141.5,157.5,213.1,88.3,330.1,35.8,28.1,38.9,3.9,86.8,357.3,185.5,452.7,12.8,18.3,156.5,180.8,158.1,67.7,282.1,7.5,93.3,24,80.8,141.6,0.8,2.3,30,2.4,5.3,1.7,2.2,4.6
29/09/2019 00:00:00,138.5,156.1,215.5,87.9,327.3,35.6,28.1,41.3,4.2,89.5,360.1,187.7,458.8,12.8,18.6,152.3,173.4,161.8,67.4,266.3,7.4,95,24.7,81.5,154.3,0.9,2,31,2.5,5.5,1.7,2.2,4.8
30/09/2019 00:00:00,118.8,145.9,213,86.4,323.6,35.7,28.1,30.5,4.1,83.1,364.7,187.1,441.8,12.8,18.3,154.9,163.4,162.5,67.9,276.9,7.5,95.5,25.5,81.7,161.1,0.9,2.1,30.1,2.6,5.4,1.7,1.8,4.9
01/10/2019 00:00:00,118.9,142.9,208.4,80.7,316.5,34.9,27.8,39.9,3.9,78.2,362.1,182.7,400,10.3,18.2,155.4,147.6,154.6,67,264.2,6.9,88.1,24.4,88,164.8,0.9,1.9,30.2,2.4,5.5,1.7,1.9,4.6
02/10/2019 00:00:00,110.9,137.5,202.2,75.3,299.3,31.8,23.7,40,3.3,75.7,343.1,168.1,368.4,10.8,18.1,149.7,142.9,138.3,61.8,249.8,6.6,83.8,22.3,90.4,156.5,0.8,2.1,29.1,2.2,6,1.8,1.9,4.9
03/10/2019 00:00:00,108.1,126,231,68.9,282.8,38.2,28.5,50.2,3.7,81.2,256.6,250.5,414.6,9.5,16.6,159.1,179.7,210.7,66.9,275.1,7.4,76.7,24.8,71.5,114.3,1.6,2.1,23.9,2.9,6.4,1.8,2.1,3.9
04/10/2019 00:00:00,116.9,131.7,237.6,72.2,295.3,40.6,25.8,52.5,3.8,80.1,282.7,249.2,418.4,9.5,17.3,151.4,171.6,204.2,67.9,240.3,6.5,74.5,21.4,71.9,116.8,1.3,2.2,22.9,2.9,6.5,1.9,2.1,3.8
05/10/2019 00:00:00,118,132,240.9,72.3,291.3,39.7,30.3,48.5,4,79.5,316.4,251.6,421.8,9.5,17.7,151.2,174,212.2,67.1,227.9,6,73.9,22.8,73.8,121.4,1.4,2.1,21.4,2.9,6.1,1.8,2.2,3.9
06/10/2019 00:00:00,120.1,131.3,244.1,72.2,293.4,39.1,29.7,50.3,3.8,77.8,327.5,251.9,421,9.5,17.9,157,178.2,215.5,66.3,238.1,6,75.3,22.4,71.8,117.2,1.4,2.2,22.8,2.8,6.6,1.9,2.1,4.1
08/10/2019 00:00:00,119,132.4,241.1,73.9,294.9,39.5,29.9,51.6,3.8,82.9,329.8,253.4,413.7,11.9,17.8,163.4,182.1,215.6,66.4,265.1,6.7,76.7,21.7,72.8,121.5,1.4,2.2,23.3,2.8,5.4,1.7,2.2,4.2
09/10/2019 00:00:00,114.9,129.5,242,66.2,293.8,39.1,29.3,50.4,3.6,83.3,329,250.8,413.1,12,16.8,165.2,182.5,211.7,66.1,268,7,75.1,21.7,74,122.6,1.3,2.3,23.2,2.8,6.6,1.6,2.1,4.1
10/10/2019 00:00:00,109.1,118.6,239.6,64.6,280,36.2,25.3,49,3.4,84.7,321.9,250.8,403.2,12,17.2,163.4,181.2,197.4,58.8,264.6,6.5,76.2,23.2,73.3,111,1.1,2.3,22.2,3,6.4,1.8,2.1,4
11/10/2019 00:00:00,156.3,152.5,215.5,110.5,399.9,42.9,27.7,46.6,5.1,91.9,378.4,200.3,499.8,11.5,18,193.3,167.1,219.6,85.3,341.5,9,104.2,26.5,91,174.5,1.1,1.8,19,2.1,4.7,1.7,1.8,4.6
12/10/2019 00:00:00,151.4,152.1,212.5,106,405.6,43,28,46.5,4.8,90.3,378.9,208.4,500.6,11.5,18.2,197,169.7,223.6,85.1,344.4,8.9,100.3,23.7,81.6,157.1,1.2,2.1,21.5,2.4,5.1,1.9,1.9,4
13/10/2019 00:00:00,153.8,150.7,221.5,102.7,401.4,41.7,29.6,45.9,4.8,87.4,376.5,213.9,497.9,11.5,18.1,196.7,170.1,225.7,84.6,339.4,9.4,100.2,25.5,81,166.7,1.1,2.1,23.8,2.4,5.1,1.7,2.2,4.2
14/10/2019 00:00:00,151.1,151.4,211.8,101.8,404.7,40.7,28.2,46,4.6,90.4,377.8,215.3,495.2,11.5,18.2,197.6,170.1,225,83.4,343.8,9.2,99.5,26.3,82.2,184.1,0.9,2.2,24.9,2.2,5.3,1.8,1.9,4.4
15/10/2019 00:00:00,137.9,143.5,192.2,100.9,394.2,40.8,28.2,46.1,4.7,94.1,374.3,216.6,495.1,11.5,17.9,197.4,175.9,222.2,83.6,348.3,9.2,103.1,28.9,90,192.9,1.1,2.3,24.8,2.3,5,1.7,2.1,4.4
16/10/2019 00:00:00,136.9,137.8,194.9,88.4,364.1,41.7,27.2,45.9,4.4,91,371.8,213.3,496.7,11.5,17.8,197.7,173.4,220.9,81.5,335.7,9,103.6,28.6,94.9,192.9,1.1,2.2,24.5,2.5,5.3,1.7,2,4.2
17/10/2019 00:00:00,134.9,141.2,211.2,89.8,400.3,40.8,23.7,46.8,3.9,91.8,360.5,211.6,481.3,11.5,17.4,196.5,166.2,211.5,78.2,320.9,8.3,106.3,27.8,92.6,172,1,2.1,25.3,2.4,5.1,1.6,2,4
18/10/2019 00:00:00,96.1,120.7,226.5,74.9,296.5,39.3,28.4,33.6,4.6,77,324.1,245.5,445.4,9.4,18.9,170.4,211,222.7,69.3,294.7,7.1,83.8,24.6,66.2,110.9,2.1,2.2,23.1,2.7,5.9,1.6,2.2,3.5
19/10/2019 00:00:00,105.4,123.2,226.8,74.9,289.5,38.9,28.7,38.1,4.7,78.4,257.6,247.7,452.7,10.5,18.1,166.7,211.4,230.7,70.4,287,7.1,82.5,24.8,68.2,113.8,1.9,2.3,22.3,2.6,6,1.6,2.1,3.7
20/10/2019 00:00:00,111.4,127.7,233.3,75.4,284,39.1,30.7,43.8,4.6,77.8,273.3,236.9,441.2,10.1,17.9,156,201.5,220.5,70.2,238.5,5.7,80.7,24.9,67.8,111.2,1.9,2.2,20.5,2.7,5.9,1.3,2.1,3.8
21/10/2019 00:00:00,112,125.3,225.9,76.4,253.9,39.8,31.1,42.2,4.7,78.8,309.7,214.5,438.8,10,18.2,153.7,200.8,227.3,70.1,227.2,5.2,77.1,25.4,65.6,113.8,1.9,2.3,20.9,3.2,6.1,1.6,2.2,3.7
22/10/2019 00:00:00,111.6,125.3,228.1,77.3,260.9,39.1,31.1,49.6,4.6,79.3,322.9,225,431.4,9.5,18,167.5,209.8,233,71.4,246.6,5.4,74.2,25.2,67.9,115,2,2.2,22,2.8,6,1.6,2.3,3.6
23/10/2019 00:00:00,110.4,126.1,230.2,73.3,279.8,39.6,31.3,49.9,4.3,72.5,322.1,230.2,431.8,9.3,18.1,169.5,209.8,228.3,72.3,262.1,6.1,73,24.3,68.4,116,1.2,2.2,22.6,2.6,6.1,1.6,2.3,3.5
24/10/2019 00:00:00,104.6,115.6,228.2,71.7,271.3,36.7,28.7,50,3.9,78.7,313.5,229.3,426.8,8.7,18.1,170.2,208.6,192.3,67.8,246.7,6,75,24,68.4,107.4,1.6,2.2,22.7,2.6,6.1,1.6,2.2,3.4
25/10/2019 00:00:00,256.1,206.9,211.5,115.5,449.7,39.9,29.1,42.9,6,92.7,270.6,195.4,379,10.3,18.5,186,196.4,154.5,55,306.7,8.5,110.7,24.5,94.1,164.8,0.8,2.2,33.9,2.4,5.2,1.7,2.4,5.5
26/10/2019 00:00:00,229.1,204.7,214.5,117.8,420.6,41.4,29.6,38.7,6.3,87.9,292.7,186.9,396.2,10.5,18.9,183.4,191.9,160.5,58.6,312.4,8.6,96.5,22.9,91.3,150.5,0.8,2.2,32.6,2.4,5.1,1.8,2.4,4.7
