,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,month,week,price_types
12143,2016-12-11,1.88,13714.62,22.64,1093.69,0.0,12598.29,12593.46,4.83,0.0,organic,2016,Boston,2016-12-01,2016-12-08,high
12144,2016-12-04,2.0,13905.77,29.69,945.52,0.0,12930.56,12893.14,37.42,0.0,organic,2016,Boston,2016-12-01,2016-12-01,expensive
12145,2016-11-27,1.94,9786.33,29.54,907.66,0.0,8849.13,8776.1,73.03,0.0,organic,2016,Boston,2016-11-01,2016-11-24,expensive
12146,2016-11-20,1.8,11287.83,51.47,1005.62,0.0,10230.74,10225.86,4.88,0.0,organic,2016,Boston,2016-11-01,2016-11-17,high
12147,2016-11-13,1.59,9660.96,22.07,1133.09,0.0,8505.8,8505.8,0.0,0.0,organic,2016,Boston,2016-11-01,2016-11-10,mean
12148,2016-11-06,1.72,9755.42,62.71,1259.58,0.0,8433.13,8433.13,0.0,0.0,organic,2016,Boston,2016-11-01,2016-11-03,mean
12149,2016-10-30,1.49,8408.0,118.09,810.7,0.0,7479.21,7479.21,0.0,0.0,organic,2016,Boston,2016-10-01,2016-10-27,low
12150,2016-10-23,1.32,8153.98,13.8,337.79,0.0,7802.39,7802.39,0.0,0.0,organic,2016,Boston,2016-10-01,2016-10-20,low
12151,2016-10-16,1.43,8760.34,7.59,1123.4,0.0,7629.35,7624.43,4.92,0.0,organic,2016,Boston,2016-10-01,2016-10-13,low
12152,2016-10-09,1.57,10417.82,30.12,706.39,0.0,9681.31,9676.32,4.99,0.0,organic,2016,Boston,2016-10-01,2016-10-06,mean
12153,2016-10-02,1.63,11208.26,11.32,771.37,0.0,10425.57,10425.57,0.0,0.0,organic,2016,Boston,2016-10-01,2016-09-29,mean
12154,2016-09-25,1.72,13904.53,19.88,578.33,0.0,13306.32,13296.3,10.02,0.0,organic,2016,Boston,2016-09-01,2016-09-22,mean
12155,2016-09-18,1.86,18371.82,8.37,704.63,0.0,17658.82,17658.82,0.0,0.0,organic,2016,Boston,2016-09-01,2016-09-15,high
12156,2016-09-11,1.84,16980.59,39.64,888.2,0.0,16052.75,16052.75,0.0,0.0,organic,2016,Boston,2016-09-01,2016-09-08,high
12157,2016-09-04,1.73,14518.0,15.53,754.38,0.0,13748.09,13679.87,68.22,0.0,organic,2016,Boston,2016-09-01,2016-09-01,mean
12158,2016-08-28,1.36,8395.34,9.48,678.64,0.0,7707.22,7653.88,53.34,0.0,organic,2016,Boston,2016-08-01,2016-08-25,low
12159,2016-08-21,1.28,11414.48,32.84,677.47,0.0,10704.17,10694.49,9.68,0.0,organic,2016,Boston,2016-08-01,2016-08-18,low
12160,2016-08-14,1.23,7117.91,20.93,589.79,0.0,6507.19,6502.36,4.83,0.0,organic,2016,Boston,2016-08-01,2016-08-11,low
12161,2016-08-07,1.31,9580.49,18.68,535.94,0.0,9025.87,9025.87,0.0,0.0,organic,2016,Boston,2016-08-01,2016-08-04,low
12162,2016-07-31,1.14,7313.26,16.14,576.55,0.0,6720.57,6710.26,10.31,0.0,organic,2016,Boston,2016-07-01,2016-07-28,low
12163,2016-07-24,1.49,9837.59,3.7,666.04,0.0,9167.85,8677.91,489.94,0.0,organic,2016,Boston,2016-07-01,2016-07-21,low
12164,2016-07-17,1.77,14776.98,4.69,624.09,0.0,14148.2,12690.18,1458.02,0.0,organic,2016,Boston,2016-07-01,2016-07-14,mean
12165,2016-07-10,1.59,12513.05,17.34,461.48,0.0,12034.23,11196.41,837.82,0.0,organic,2016,Boston,2016-07-01,2016-07-07,mean
12166,2016-07-03,1.61,14709.87,16.98,444.06,0.0,14248.83,12451.45,1797.38,0.0,organic,2016,Boston,2016-07-01,2016-06-30,mean
12167,2016-06-26,1.6,12442.73,1.22,488.12,0.0,11953.39,10365.56,1587.83,0.0,organic,2016,Boston,2016-06-01,2016-06-23,mean
12168,2016-06-19,1.53,11590.31,1.21,588.73,0.0,11000.37,9667.8,1332.57,0.0,organic,2016,Boston,2016-06-01,2016-06-16,mean
12169,2016-06-12,1.37,10051.16,2.0,571.26,0.0,9477.9,8165.95,1311.95,0.0,organic,2016,Boston,2016-06-01,2016-06-09,low
12170,2016-06-05,1.49,12722.85,6.81,566.84,0.0,12149.2,10325.26,1823.94,0.0,organic,2016,Boston,2016-06-01,2016-06-02,low
12171,2016-05-29,1.59,12652.15,8.02,713.52,0.0,11930.61,10705.13,1225.48,0.0,organic,2016,Boston,2016-05-01,2016-05-26,mean
12172,2016-05-22,1.57,18030.82,8.23,593.13,0.0,17429.46,15470.61,1958.85,0.0,organic,2016,Boston,2016-05-01,2016-05-19,mean
12173,2016-05-15,1.58,14776.15,6.02,549.85,0.0,14220.28,12627.58,1592.7,0.0,organic,2016,Boston,2016-05-01,2016-05-12,mean
12174,2016-05-08,1.58,15589.8,1.21,742.35,0.0,14846.24,12213.74,2632.5,0.0,organic,2016,Boston,2016-05-01,2016-05-05,mean
12175,2016-05-01,1.79,18536.65,6.03,1444.35,0.0,17086.27,15476.08,1610.19,0.0,organic,2016,Boston,2016-05-01,2016-04-28,high
12176,2016-04-24,1.73,18656.87,1.0,689.29,0.0,17966.58,16196.34,1770.24,0.0,organic,2016,Boston,2016-04-01,2016-04-21,mean
12177,2016-04-17,1.59,12779.06,0.0,634.43,0.0,12144.63,10973.33,1171.3,0.0,organic,2016,Boston,2016-04-01,2016-04-14,mean
12178,2016-04-10,1.68,14563.78,2.41,548.12,0.0,14013.25,11818.63,2194.62,0.0,organic,2016,Boston,2016-04-01,2016-04-07,mean
12179,2016-04-03,1.73,12763.11,7.62,549.76,0.0,12205.73,10844.42,1361.31,0.0,organic,2016,Boston,2016-04-01,2016-03-31,mean
12180,2016-03-27,1.59,13143.32,2.41,805.16,0.0,12335.75,11614.15,721.6,0.0,organic,2016,Boston,2016-03-01,2016-03-24,mean
12181,2016-03-20,1.59,11665.94,7.24,760.15,0.0,10898.55,10018.46,880.09,0.0,organic,2016,Boston,2016-03-01,2016-03-17,mean
12182,2016-03-13,1.59,10556.46,3.62,670.92,0.0,9881.92,8439.68,1442.24,0.0,organic,2016,Boston,2016-03-01,2016-03-10,mean
12183,2016-03-06,1.7,10200.05,11.43,1079.31,0.0,9109.31,7203.39,1905.92,0.0,organic,2016,Boston,2016-03-01,2016-03-03,mean
12184,2016-02-28,1.64,11259.09,6.0,1286.52,0.0,9966.57,7968.65,1997.92,0.0,organic,2016,Boston,2016-02-01,2016-02-25,mean
12185,2016-02-21,1.52,9394.21,13.81,451.66,0.0,8928.74,7679.45,1249.29,0.0,organic,2016,Boston,2016-02-01,2016-02-18,low
12186,2016-02-14,1.59,9526.6,9.6,711.45,0.0,8805.55,8456.29,349.26,0.0,organic,2016,Boston,2016-02-01,2016-02-11,mean
12187,2016-02-07,1.62,9462.0,7.59,1515.63,0.0,7938.78,7179.88,758.9,0.0,organic,2016,Boston,2016-02-01,2016-02-04,mean
12188,2016-01-31,1.52,8221.86,6.99,553.02,0.0,7661.85,7494.27,167.58,0.0,organic,2016,Boston,2016-01-01,2016-01-28,low
12189,2016-01-24,1.46,8850.23,6.98,616.39,0.0,8226.86,8226.86,0.0,0.0,organic,2016,Boston,2016-01-01,2016-01-21,low
12190,2016-01-17,1.13,9327.19,14.36,743.11,0.0,8569.72,8569.72,0.0,0.0,organic,2016,Boston,2016-01-01,2016-01-14,low
12191,2016-01-10,1.32,7751.94,65.96,766.46,1.2,6918.32,6918.32,0.0,0.0,organic,2016,Boston,2016-01-01,2016-01-07,low
12192,2016-01-03,1.26,7629.12,6.01,1010.59,0.0,6612.52,6612.52,0.0,0.0,organic,2016,Boston,2016-01-01,2015-12-31,low
12193,2016-12-25,1.51,1098.66,1.22,264.4,0.0,833.04,806.66,26.38,0.0,organic,2016,BuffaloRochester,2016-12-01,2016-12-22,low
12194,2016-12-18,1.52,1859.14,34.03,240.4,0.0,1584.71,1574.58,10.13,0.0,organic,2016,BuffaloRochester,2016-12-01,2016-12-15,low
12195,2016-12-11,1.81,3303.41,24.27,516.63,0.0,2762.51,2758.46,4.05,0.0,organic,2016,BuffaloRochester,2016-12-01,2016-12-08,high
12196,2016-12-04,1.88,3713.49,25.44,1091.53,0.0,2596.52,2521.8,74.72,0.0,organic,2016,BuffaloRochester,2016-12-01,2016-12-01,high
12197,2016-11-27,1.76,1221.36,9.68,210.08,0.0,1001.6,940.42,61.18,0.0,organic,2016,BuffaloRochester,2016-11-01,2016-11-24,mean
12198,2016-11-20,1.77,3046.51,6.04,156.97,0.0,2883.5,2883.5,0.0,0.0,organic,2016,BuffaloRochester,2016-11-01,2016-11-17,mean
12199,2016-11-13,1.68,1146.07,20.5,247.17,0.0,878.4,878.4,0.0,0.0,organic,2016,BuffaloRochester,2016-11-01,2016-11-10,mean
12200,2016-11-06,1.56,1186.44,12.03,144.41,0.0,1030.0,1030.0,0.0,0.0,organic,2016,BuffaloRochester,2016-11-01,2016-11-03,mean
12201,2016-10-30,1.63,563.06,3.6,126.13,0.0,433.33,433.33,0.0,0.0,organic,2016,BuffaloRochester,2016-10-01,2016-10-27,mean
12202,2016-10-23,1.61,1079.0,20.39,221.94,0.0,836.67,836.67,0.0,0.0,organic,2016,BuffaloRochester,2016-10-01,2016-10-20,mean
12203,2016-10-16,1.57,1163.67,29.94,143.73,0.0,990.0,990.0,0.0,0.0,organic,2016,BuffaloRochester,2016-10-01,2016-10-13,mean
12204,2016-10-09,1.57,1118.55,16.74,245.14,0.0,856.67,856.67,0.0,0.0,organic,2016,BuffaloRochester,2016-10-01,2016-10-06,mean
12205,2016-10-02,1.55,1211.27,10.75,206.58,0.0,993.94,987.96,5.98,0.0,organic,2016,BuffaloRochester,2016-10-01,2016-09-29,mean
12206,2016-09-25,1.6,1855.17,33.41,184.97,0.0,1636.79,1636.79,0.0,0.0,organic,2016,BuffaloRochester,2016-09-01,2016-09-22,mean
12207,2016-09-18,1.52,3999.84,40.56,156.27,0.0,3803.01,3800.36,2.65,0.0,organic,2016,BuffaloRochester,2016-09-01,2016-09-15,low
12208,2016-09-11,1.51,1699.25,59.65,107.66,0.0,1531.94,1529.29,2.65,0.0,organic,2016,BuffaloRochester,2016-09-01,2016-09-08,low
12209,2016-09-04,1.53,5688.2,83.54,195.72,0.0,5408.94,5408.94,0.0,0.0,organic,2016,BuffaloRochester,2016-09-01,2016-09-01,mean
12210,2016-08-28,1.54,2908.99,23.87,329.34,0.0,2555.78,2552.45,3.33,0.0,organic,2016,BuffaloRochester,2016-08-01,2016-08-25,mean
12211,2016-08-21,1.51,5118.51,24.13,188.27,0.0,4906.11,4882.16,23.95,0.0,organic,2016,BuffaloRochester,2016-08-01,2016-08-18,low
12212,2016-08-14,1.55,1693.25,20.33,217.67,0.0,1455.25,1455.25,0.0,0.0,organic,2016,BuffaloRochester,2016-08-01,2016-08-11,mean
12213,2016-08-07,1.52,4350.7,51.48,215.02,0.0,4084.2,4084.2,0.0,0.0,organic,2016,BuffaloRochester,2016-08-01,2016-08-04,low
12214,2016-07-31,1.55,1764.88,49.86,252.13,0.0,1462.89,1101.23,361.66,0.0,organic,2016,BuffaloRochester,2016-07-01,2016-07-28,mean
12215,2016-07-24,1.62,2705.37,38.4,258.23,0.0,2408.74,1446.03,962.71,0.0,organic,2016,BuffaloRochester,2016-07-01,2016-07-21,mean
12216,2016-07-17,1.76,4222.14,65.33,397.75,0.0,3759.06,1881.52,1877.54,0.0,organic,2016,BuffaloRochester,2016-07-01,2016-07-14,mean
12217,2016-07-10,1.8,5061.84,118.66,169.83,0.0,4773.35,2552.99,2220.36,0.0,organic,2016,BuffaloRochester,2016-07-01,2016-07-07,high
12218,2016-07-03,2.02,5103.66,25.27,263.51,0.0,4814.88,1055.38,3759.5,0.0,organic,2016,BuffaloRochester,2016-07-01,2016-06-30,expensive
12219,2016-06-26,1.78,5882.19,50.53,224.97,0.0,5606.69,3173.89,2432.8,0.0,organic,2016,BuffaloRochester,2016-06-01,2016-06-23,mean
12220,2016-06-19,1.72,7564.6,20.44,228.15,0.0,7316.01,4115.71,3200.3,0.0,organic,2016,BuffaloRochester,2016-06-01,2016-06-16,mean
12221,2016-06-12,1.57,6617.16,8.36,294.25,0.0,6314.55,2595.08,3719.47,0.0,organic,2016,BuffaloRochester,2016-06-01,2016-06-09,mean
12222,2016-06-05,1.54,5859.34,53.71,464.99,0.0,5340.64,2677.92,2662.72,0.0,organic,2016,BuffaloRochester,2016-06-01,2016-06-02,mean
12223,2016-05-29,1.64,7055.5,33.37,1055.87,0.0,5966.26,1972.69,3993.57,0.0,organic,2016,BuffaloRochester,2016-05-01,2016-05-26,mean
12224,2016-05-22,1.55,8382.59,9.51,993.77,0.0,7379.31,4217.21,3162.1,0.0,organic,2016,BuffaloRochester,2016-05-01,2016-05-19,mean
12225,2016-05-15,1.46,7832.2,30.86,239.42,0.0,7561.92,5027.27,2534.65,0.0,organic,2016,BuffaloRochester,2016-05-01,2016-05-12,low
12226,2016-05-08,1.56,7228.12,3.57,152.48,0.0,7072.07,3333.78,3738.29,0.0,organic,2016,BuffaloRochester,2016-05-01,2016-05-05,mean
12227,2016-05-01,1.58,7208.06,4.75,265.46,0.0,6937.85,3226.34,3711.51,0.0,organic,2016,BuffaloRochester,2016-05-01,2016-04-28,mean
12228,2016-04-24,1.55,6903.38,17.81,203.35,0.0,6682.22,3428.27,3253.95,0.0,organic,2016,BuffaloRochester,2016-04-01,2016-04-21,mean
12229,2016-04-17,1.76,4295.0,0.0,164.9,0.0,4130.1,602.65,3527.45,0.0,organic,2016,BuffaloRochester,2016-04-01,2016-04-14,mean
12230,2016-04-10,1.63,6772.32,0.0,174.71,0.0,6597.61,1835.91,4761.7,0.0,organic,2016,BuffaloRochester,2016-04-01,2016-04-07,mean
12231,2016-04-03,1.48,6217.4,3.55,198.02,0.0,6015.83,3321.77,2694.06,0.0,organic,2016,BuffaloRochester,2016-04-01,2016-03-31,low
12232,2016-03-27,1.57,5728.61,0.0,214.06,0.0,5514.55,2237.23,3277.32,0.0,organic,2016,BuffaloRochester,2016-03-01,2016-03-24,mean
12233,2016-03-20,1.48,6490.21,13.26,180.62,0.0,6296.33,3454.51,2841.82,0.0,organic,2016,BuffaloRochester,2016-03-01,2016-03-17,low
12234,2016-03-13,1.63,4489.99,7.1,127.46,0.0,4355.43,1186.87,3168.56,0.0,organic,2016,BuffaloRochester,2016-03-01,2016-03-10,mean
12235,2016-03-06,2.13,3751.88,0.0,182.17,0.0,3569.71,386.67,3183.04,0.0,organic,2016,BuffaloRochester,2016-03-01,2016-03-03,expensive
12236,2016-02-28,1.56,6934.94,0.0,223.9,0.0,6711.04,699.31,6011.73,0.0,organic,2016,BuffaloRochester,2016-02-01,2016-02-25,mean
12237,2016-02-21,1.66,5329.12,0.0,279.64,0.0,5049.48,1223.64,3825.84,0.0,organic,2016,BuffaloRochester,2016-02-01,2016-02-18,mean
12238,2016-02-14,1.99,4577.72,0.0,246.79,0.0,4330.93,2769.87,1561.06,0.0,organic,2016,BuffaloRochester,2016-02-01,2016-02-11,expensive
12239,2016-02-07,2.11,5017.67,0.0,223.49,0.0,4794.18,854.05,3940.13,0.0,organic,2016,BuffaloRochester,2016-02-01,2016-02-04,expensive
12240,2016-01-31,1.81,4647.71,0.0,226.88,0.0,4420.83,2749.9,1670.93,0.0,organic,2016,BuffaloRochester,2016-01-01,2016-01-28,high
12241,2016-01-24,1.49,2039.63,1.19,129.34,0.0,1909.1,1703.28,205.82,0.0,organic,2016,BuffaloRochester,2016-01-01,2016-01-21,low
12242,2016-01-17,1.51,3607.37,0.0,154.52,0.0,3452.85,3138.88,313.97,0.0,organic,2016,BuffaloRochester,2016-01-01,2016-01-14,low
12243,2016-01-10,1.5,4397.57,1.19,182.7,0.0,4213.68,3058.58,1155.1,0.0,organic,2016,BuffaloRochester,2016-01-01,2016-01-07,low
12244,2016-01-03,1.44,5738.68,2.37,160.11,0.0,5576.2,2335.92,3240.28,0.0,organic,2016,BuffaloRochester,2016-01-01,2015-12-31,low
12245,2016-12-25,1.53,132890.31,22779.87,56237.83,10.76,53861.85,43478.17,10383.68,0.0,organic,2016,California,2016-12-01,2016-12-22,mean
12246,2016-12-18,1.61,122728.42,18006.04,60993.65,176.75,43551.98,37872.37,5679.61,0.0,organic,2016,California,2016-12-01,2016-12-15,mean
12247,2016-12-11,1.64,128204.63,20010.88,59840.22,49.16,48304.37,37233.95,11070.42,0.0,organic,2016,California,2016-12-01,2016-12-08,mean
12248,2016-12-04,1.89,116895.28,24442.77,50935.56,10.75,41506.2,38051.1,3455.1,0.0,organic,2016,California,2016-12-01,2016-12-01,high
12249,2016-11-27,2.04,111851.52,21468.08,49401.43,9.22,40972.79,34501.89,6470.9,0.0,organic,2016,California,2016-11-01,2016-11-24,expensive
12250,2016-11-20,2.1,107587.14,18289.69,44678.81,12.3,44606.34,39260.51,5345.83,0.0,organic,2016,California,2016-11-01,2016-11-17,expensive
12251,2016-11-13,2.13,122099.57,21825.77,51895.85,7.69,48370.26,38872.27,9497.99,0.0,organic,2016,California,2016-11-01,2016-11-10,expensive
12252,2016-11-06,2.37,119037.25,22140.03,56357.55,0.0,40539.67,27968.55,12571.12,0.0,organic,2016,California,2016-11-01,2016-11-03,expensive
12253,2016-10-30,2.49,96095.1,17620.85,52989.92,1.54,25482.79,17096.29,8386.5,0.0,organic,2016,California,2016-10-01,2016-10-27,expensive
12255,2016-10-16,2.02,95599.25,13352.47,54624.49,7.72,27614.57,27404.48,210.09,0.0,organic,2016,California,2016-10-01,2016-10-13,expensive
12256,2016-10-09,1.98,128966.95,15488.42,67537.91,12.36,45928.26,45197.03,731.23,0.0,organic,2016,California,2016-10-01,2016-10-06,expensive
12257,2016-10-02,1.91,138994.56,15505.79,70707.24,21.66,52759.87,46874.86,5885.01,0.0,organic,2016,California,2016-10-01,2016-09-29,expensive
12258,2016-09-25,1.95,123708.0,12970.52,73572.34,10.84,37154.3,32296.6,4857.7,0.0,organic,2016,California,2016-09-01,2016-09-22,expensive
12259,2016-09-18,1.84,139322.81,19979.78,76879.66,3.11,42460.26,36711.51,5748.75,0.0,organic,2016,California,2016-09-01,2016-09-15,high
12260,2016-09-11,1.55,187617.54,22135.19,97386.14,27.95,68068.26,65803.6,2264.66,0.0,organic,2016,California,2016-09-01,2016-09-08,mean
12261,2016-09-04,1.65,178322.37,19885.38,82532.01,0.0,75904.98,72625.37,3279.61,0.0,organic,2016,California,2016-09-01,2016-09-01,mean
12262,2016-08-28,1.63,175422.72,20282.39,79271.95,9.33,75859.05,74991.99,867.06,0.0,organic,2016,California,2016-08-01,2016-08-25,mean
12263,2016-08-21,1.53,176650.09,28268.87,67090.59,3.11,81287.52,80495.19,792.33,0.0,organic,2016,California,2016-08-01,2016-08-18,mean
12264,2016-08-14,1.47,208956.81,28111.21,84313.38,35.82,96496.4,88974.66,7521.74,0.0,organic,2016,California,2016-08-01,2016-08-11,low
12265,2016-08-07,1.48,210038.55,22201.7,79011.43,0.0,108825.42,81490.29,27335.13,0.0,organic,2016,California,2016-08-01,2016-08-04,low
12266,2016-07-31,1.56,188494.23,21895.14,83894.93,12.45,82691.71,78991.53,3700.18,0.0,organic,2016,California,2016-07-01,2016-07-28,mean
12267,2016-07-24,1.56,185039.68,22033.28,82329.89,26.42,80650.09,70510.95,10139.14,0.0,organic,2016,California,2016-07-01,2016-07-21,mean
12268,2016-07-17,1.59,192800.93,21165.43,91337.45,7.76,80290.29,80258.73,31.56,0.0,organic,2016,California,2016-07-01,2016-07-14,mean
12269,2016-07-10,1.51,213417.87,30506.94,89764.31,10.85,93135.77,92965.62,170.15,0.0,organic,2016,California,2016-07-01,2016-07-07,low
12270,2016-07-03,1.58,209495.6,24660.35,110483.19,21.71,74330.35,72414.48,1915.87,0.0,organic,2016,California,2016-07-01,2016-06-30,mean
12271,2016-06-26,1.51,204392.39,34450.42,103277.2,18.59,66646.18,66565.39,80.79,0.0,organic,2016,California,2016-06-01,2016-06-23,low
12272,2016-06-19,1.57,196942.94,23134.77,102745.34,35.56,71027.27,70936.33,90.94,0.0,organic,2016,California,2016-06-01,2016-06-16,mean
12273,2016-06-12,1.5,192533.95,24728.3,101839.43,3.07,65963.15,65924.0,39.15,0.0,organic,2016,California,2016-06-01,2016-06-09,low
12274,2016-06-05,1.55,182778.37,26377.62,88667.93,7.66,67725.16,67138.56,586.6,0.0,organic,2016,California,2016-06-01,2016-06-02,mean
12275,2016-05-29,1.49,203163.62,22713.1,99956.65,0.0,80493.87,79986.78,507.09,0.0,organic,2016,California,2016-05-01,2016-05-26,low
12276,2016-05-22,1.37,211081.29,22352.56,102703.17,4.59,86020.97,86006.72,14.25,0.0,organic,2016,California,2016-05-01,2016-05-19,low
12277,2016-05-15,1.5,202641.92,26935.79,102253.41,0.0,73452.72,73429.11,23.61,0.0,organic,2016,California,2016-05-01,2016-05-12,low
12278,2016-05-08,1.25,256669.13,19169.71,147864.84,0.0,89634.58,89474.61,159.97,0.0,organic,2016,California,2016-05-01,2016-05-05,low
12279,2016-05-01,1.24,225346.56,16747.64,132440.93,0.0,76157.99,76042.95,115.04,0.0,organic,2016,California,2016-05-01,2016-04-28,low
12280,2016-04-24,1.39,208434.9,18891.23,100137.58,3.04,89403.05,89320.2,82.85,0.0,organic,2016,California,2016-04-01,2016-04-21,low
12281,2016-04-17,1.39,187358.5,17320.0,84073.76,6.08,85958.66,85340.06,618.6,0.0,organic,2016,California,2016-04-01,2016-04-14,low
12282,2016-04-10,1.4,193519.09,16938.01,93768.59,0.0,82812.49,78412.84,4399.65,0.0,organic,2016,California,2016-04-01,2016-04-07,low
12283,2016-04-03,1.39,206688.54,17840.63,115062.35,0.0,73785.56,63388.93,10396.63,0.0,organic,2016,California,2016-04-01,2016-03-31,low
12284,2016-03-27,1.42,184634.36,14744.95,92064.48,7.58,77817.35,62300.77,15516.58,0.0,organic,2016,California,2016-03-01,2016-03-24,low
12285,2016-03-20,1.46,172196.69,15752.0,89041.95,7.6,67395.14,60109.32,7285.82,0.0,organic,2016,California,2016-03-01,2016-03-17,low
12286,2016-03-13,1.41,199915.92,18235.75,101106.75,0.0,80573.42,67515.24,13058.18,0.0,organic,2016,California,2016-03-01,2016-03-10,low
12287,2016-03-06,1.32,198961.57,19796.42,86184.7,3.04,92977.41,92547.86,429.55,0.0,organic,2016,California,2016-03-01,2016-03-03,low
12288,2016-02-28,1.28,214658.47,16583.5,95085.1,4.55,102985.32,102374.94,610.38,0.0,organic,2016,California,2016-02-01,2016-02-25,low
12289,2016-02-21,1.43,161206.07,14702.41,81578.02,12.13,64913.51,62863.57,2049.94,0.0,organic,2016,California,2016-02-01,2016-02-18,low
12290,2016-02-14,1.47,158522.76,11345.11,87139.61,97.12,59940.92,48968.58,10972.34,0.0,organic,2016,California,2016-02-01,2016-02-11,low
12291,2016-02-07,1.38,156586.25,13085.23,84118.36,78.91,59303.75,42734.34,16569.41,0.0,organic,2016,California,2016-02-01,2016-02-04,low
12292,2016-01-31,1.43,155319.35,17862.54,79184.75,124.41,58147.65,44998.95,13148.7,0.0,organic,2016,California,2016-01-01,2016-01-28,low
12293,2016-01-24,1.36,154438.32,13658.82,86743.65,0.0,54035.85,17413.71,36622.14,0.0,organic,2016,California,2016-01-01,2016-01-21,low
12294,2016-01-17,1.45,125541.88,16081.34,66398.85,0.0,43061.69,22825.96,20235.73,0.0,organic,2016,California,2016-01-01,2016-01-14,low
12295,2016-01-10,1.33,138580.98,17520.67,60382.97,0.0,60677.34,45417.9,15259.44,0.0,organic,2016,California,2016-01-01,2016-01-07,low
12296,2016-01-03,1.43,122089.29,18211.06,66433.31,0.0,37444.92,30530.14,6914.78,0.0,organic,2016,California,2016-01-01,2015-12-31,low
12297,2016-12-25,1.62,6780.63,74.49,2520.97,399.49,3785.68,3479.65,306.03,0.0,organic,2016,Charlotte,2016-12-01,2016-12-22,mean
12298,2016-12-18,1.59,7485.47,128.87,2824.38,517.67,4014.55,3515.38,499.17,0.0,organic,2016,Charlotte,2016-12-01,2016-12-15,mean
12299,2016-12-11,1.68,7154.49,132.06,2651.85,459.44,3911.14,3506.84,404.3,0.0,organic,2016,Charlotte,2016-12-01,2016-12-08,mean
12300,2016-12-04,1.99,5851.2,93.04,2472.52,346.29,2939.35,2603.32,336.03,0.0,organic,2016,Charlotte,2016-12-01,2016-12-01,expensive
12301,2016-11-27,2.03,6587.92,163.77,2762.34,514.03,3147.78,2766.84,380.94,0.0,organic,2016,Charlotte,2016-11-01,2016-11-24,expensive
12302,2016-11-20,1.95,7881.12,102.42,2877.6,555.31,4345.79,3908.22,437.57,0.0,organic,2016,Charlotte,2016-11-01,2016-11-17,expensive
12303,2016-11-13,1.94,8516.76,177.79,2996.77,615.32,4726.88,4083.07,643.81,0.0,organic,2016,Charlotte,2016-11-01,2016-11-10,expensive
12304,2016-11-06,1.92,9664.27,208.66,3144.06,728.54,5583.01,5234.36,348.65,0.0,organic,2016,Charlotte,2016-11-01,2016-11-03,expensive
12305,2016-10-30,1.66,10446.48,160.0,4973.04,1171.38,4142.06,3748.17,393.89,0.0,organic,2016,Charlotte,2016-10-01,2016-10-27,mean
12306,2016-10-23,1.64,9342.71,147.98,4509.02,811.96,3873.75,3400.36,473.39,0.0,organic,2016,Charlotte,2016-10-01,2016-10-20,mean
12307,2016-10-16,1.64,9444.39,162.58,4681.53,778.48,3821.8,3485.9,335.9,0.0,organic,2016,Charlotte,2016-10-01,2016-10-13,mean
12308,2016-10-09,1.64,10308.86,246.32,4951.79,759.62,4351.13,4276.0,75.13,0.0,organic,2016,Charlotte,2016-10-01,2016-10-06,mean
12309,2016-10-02,1.78,8909.48,262.02,3891.17,643.79,4112.5,4065.29,47.21,0.0,organic,2016,Charlotte,2016-10-01,2016-09-29,mean
12310,2016-09-25,1.8,7989.78,281.42,3611.15,676.05,3421.16,3102.27,318.89,0.0,organic,2016,Charlotte,2016-09-01,2016-09-22,high
12311,2016-09-18,1.74,9074.71,240.75,3850.09,623.35,4360.52,3896.3,464.22,0.0,organic,2016,Charlotte,2016-09-01,2016-09-15,mean
12312,2016-09-11,1.75,9581.48,251.08,4140.55,724.15,4465.7,4326.15,139.55,0.0,organic,2016,Charlotte,2016-09-01,2016-09-08,mean
12313,2016-09-04,1.81,8582.19,205.09,4068.91,881.26,3426.93,3416.93,10.0,0.0,organic,2016,Charlotte,2016-09-01,2016-09-01,high
12314,2016-08-28,1.78,8617.46,338.94,3830.43,738.3,3709.79,3656.46,53.33,0.0,organic,2016,Charlotte,2016-08-01,2016-08-25,mean
12315,2016-08-21,1.78,9642.8,457.29,3917.27,999.6,4268.64,4245.31,23.33,0.0,organic,2016,Charlotte,2016-08-01,2016-08-18,mean
12316,2016-08-14,1.82,9721.49,409.36,4531.35,1158.28,3622.5,3602.5,20.0,0.0,organic,2016,Charlotte,2016-08-01,2016-08-11,high
12317,2016-08-07,1.65,10375.29,405.22,5999.14,1492.11,2478.82,2422.15,56.67,0.0,organic,2016,Charlotte,2016-08-01,2016-08-04,mean
12318,2016-07-31,1.64,8048.9,422.26,4190.77,1150.01,2285.86,2242.53,43.33,0.0,organic,2016,Charlotte,2016-07-01,2016-07-28,mean
12319,2016-07-24,1.62,8306.2,388.08,4288.98,1242.32,2386.82,2383.49,3.33,0.0,organic,2016,Charlotte,2016-07-01,2016-07-21,mean
12320,2016-07-17,1.58,7940.49,342.54,3579.56,1379.56,2638.83,2625.5,13.33,0.0,organic,2016,Charlotte,2016-07-01,2016-07-14,mean
12321,2016-07-10,1.81,5664.83,312.85,2726.58,991.27,1634.13,1614.13,20.0,0.0,organic,2016,Charlotte,2016-07-01,2016-07-07,high
