name,year,quarter,count
Nunjucks,2018,3,181
Markdown,2018,3,174
Batchfile,2018,3,174
M4,2018,3,169
D,2018,3,157
Nim,2018,3,155
SourcePawn,2018,3,148
SaltStack,2018,3,142
YAML,2018,3,138
Jinja,2018,3,134
Scheme,2018,3,133
Visual Basic,2018,3,130
Raku,2018,3,126
SWIG,2018,3,121
GLSL,2018,3,115
Pascal,2018,3,109
Stylus,2018,3,104
WebAssembly,2018,3,100
JavaScript,2018,4,176351
Python,2018,4,174702
Java,2018,4,91653
Go,2018,4,79705
TypeScript,2018,4,70816
C++,2018,4,65836
Ruby,2018,4,62976
PHP,2018,4,57467
C#,2018,4,34389
HTML,2018,4,30472
C,2018,4,29879
Shell,2018,4,19853
Scala,2018,4,13381
Swift,2018,4,11745
CSS,2018,4,10438
Kotlin,2018,4,8938
Nix,2018,4,8651
Jupyter Notebook,2018,4,6532
Rust,2018,4,6532
Elixir,2018,4,4771
Objective-C,2018,4,4670
Groovy,2018,4,4468
Dart,2018,4,3933
DM,2018,4,3878
Clojure,2018,4,3382
Perl,2018,4,3041
Lua,2018,4,2879
Makefile,2018,4,2464
Vue,2018,4,2243
Haskell,2018,4,2197
PowerShell,2018,4,2015
Emacs Lisp,2018,4,1932
OCaml,2018,4,1893
Erlang,2018,4,1882
Dockerfile,2018,4,1808
CoffeeScript,2018,4,1770
R,2018,4,1406
Vim script,2018,4,1366
Starlark,2018,4,1123
SCSS,2018,4,1101
Puppet,2018,4,1003
Jsonnet,2018,4,949
TSQL,2018,4,842
Julia,2018,4,818
Fortran,2018,4,732
MATLAB,2018,4,623
PLpgSQL,2018,4,599
CMake,2018,4,567
HCL,2018,4,562
F#,2018,4,542
Vala,2018,4,542
mIRC Script,2018,4,517
FreeMarker,2018,4,508
Apex,2018,4,479
Jinja,2018,4,469
Crystal,2018,4,436
Visual Basic .NET,2018,4,433
TeX,2018,4,422
Roff,2018,4,397
BitBake,2018,4,395
Coq,2018,4,388
XSLT,2018,4,380
Gherkin,2018,4,353
Smalltalk,2018,4,345
ABAP,2018,4,309
Nunjucks,2018,4,296
Smarty,2018,4,248
Perl 6,2018,4,238
Batchfile,2018,4,237
YAML,2018,4,228
Haxe,2018,4,227
QML,2018,4,221
Elm,2018,4,211
WebAssembly,2018,4,210
Common Lisp,2018,4,194
Assembly,2018,4,180
Mustache,2018,4,178
Pascal,2018,4,174
Scheme,2018,4,174
PureScript,2018,4,165
DIGITAL Command Language,2018,4,164
Nim,2018,4,156
D,2018,4,154
PLSQL,2018,4,142
Stylus,2018,4,138
M4,2018,4,135
GLSL,2018,4,133
SaltStack,2018,4,132
Visual Basic,2018,4,129
SourcePawn,2018,4,128
Markdown,2018,4,119
SWIG,2018,4,113
Raku,2018,4,102
LLVM,2018,4,100
Python,2019,1,192281
JavaScript,2019,1,186107
Java,2019,1,105219
Go,2019,1,91038
TypeScript,2019,1,80806
C++,2019,1,76323
Ruby,2019,1,66036
PHP,2019,1,58637
C#,2019,1,39355
C,2019,1,35383
HTML,2019,1,30450
Shell,2019,1,21814
Scala,2019,1,15125
Swift,2019,1,11540
Kotlin,2019,1,10202
CSS,2019,1,9828
Nix,2019,1,8675
Jupyter Notebook,2019,1,7482
Rust,2019,1,7227
Dart,2019,1,6020
Objective-C,2019,1,5112
Groovy,2019,1,4520
Elixir,2019,1,4177
DM,2019,1,3702
Clojure,2019,1,3073
Lua,2019,1,3051
Vue,2019,1,3037
Perl,2019,1,2831
Makefile,2019,1,2492
PowerShell,2019,1,2129
OCaml,2019,1,2055
Haskell,2019,1,1838
Starlark,2019,1,1818
Emacs Lisp,2019,1,1767
Dockerfile,2019,1,1752
R,2019,1,1647
Vim script,2019,1,1549
CoffeeScript,2019,1,1417
Erlang,2019,1,1395
Jsonnet,2019,1,1318
Puppet,2019,1,1242
SCSS,2019,1,1195
HCL,2019,1,940
TSQL,2019,1,912
Julia,2019,1,880
MATLAB,2019,1,833
Jinja,2019,1,738
F#,2019,1,679
Fortran,2019,1,672
TeX,2019,1,624
PLpgSQL,2019,1,550
Apex,2019,1,525
CMake,2019,1,520
Coq,2019,1,471
Gherkin,2019,1,465
ABAP,2019,1,455
Smarty,2019,1,448
Visual Basic .NET,2019,1,443
mIRC Script,2019,1,394
BitBake,2019,1,390
Vala,2019,1,364
Lean,2019,1,361
Roff,2019,1,348
Smalltalk,2019,1,305
Crystal,2019,1,298
XSLT,2019,1,283
Batchfile,2019,1,255
Mustache,2019,1,249
YAML,2019,1,237
FreeMarker,2019,1,233
PureScript,2019,1,218
GLSL,2019,1,186
Scheme,2019,1,178
WebAssembly,2019,1,177
PLSQL,2019,1,176
Common Lisp,2019,1,172
Haxe,2019,1,172
QML,2019,1,169
Perl 6,2019,1,167
Elm,2019,1,162
Nunjucks,2019,1,153
SWIG,2019,1,145
Stylus,2019,1,141
Visual Basic,2019,1,135
Pascal,2019,1,135
SaltStack,2019,1,132
SQF,2019,1,120
Nim,2019,1,119
LLVM,2019,1,117
Rich Text Format,2019,1,116
Raku,2019,1,115
Markdown,2019,1,112
M4,2019,1,105
Assembly,2019,1,104
Python,2019,2,194925
JavaScript,2019,2,192195
Java,2019,2,109730
Go,2019,2,92480
TypeScript,2019,2,83985
C++,2019,2,77842
Ruby,2019,2,65185
PHP,2019,2,58828
C#,2019,2,41665
C,2019,2,32583
HTML,2019,2,28919
Shell,2019,2,21721
Scala,2019,2,15849
Swift,2019,2,12428
Kotlin,2019,2,10666
CSS,2019,2,10087
Nix,2019,2,9312
Jupyter Notebook,2019,2,8850
Rust,2019,2,8094
Dart,2019,2,6923
Objective-C,2019,2,5573
Elixir,2019,2,5395
DM,2019,2,4652
Groovy,2019,2,4606
Vue,2019,2,3602
Starlark,2019,2,3589
OCaml,2019,2,2981
Makefile,2019,2,2905
Clojure,2019,2,2799
Perl,2019,2,2614
Lua,2019,2,2517
PowerShell,2019,2,2034
Haskell,2019,2,1937
SCSS,2019,2,1685
Emacs Lisp,2019,2,1592
Dockerfile,2019,2,1513
CoffeeScript,2019,2,1471
Erlang,2019,2,1399
Vim script,2019,2,1339
R,2019,2,1320
Jsonnet,2019,2,1277
Puppet,2019,2,1144
Jinja,2019,2,1091
TSQL,2019,2,931
HCL,2019,2,919
MATLAB,2019,2,750
Smarty,2019,2,687
F#,2019,2,607
Fortran,2019,2,595
Julia,2019,2,579
YAML,2019,2,578
Lean,2019,2,563
PLpgSQL,2019,2,524
TeX,2019,2,490
CMake,2019,2,457
Smalltalk,2019,2,454
Apex,2019,2,413
Visual Basic .NET,2019,2,410
Gherkin,2019,2,395
mIRC Script,2019,2,385
WebAssembly,2019,2,368
BitBake,2019,2,343
Crystal,2019,2,313
Coq,2019,2,300
Elm,2019,2,289
Vala,2019,2,270
FreeMarker,2019,2,269
XSLT,2019,2,249
Common Lisp,2019,2,243
Roff,2019,2,228
ABAP,2019,2,218
SourcePawn,2019,2,209
Raku,2019,2,194
PLSQL,2019,2,192
GLSL,2019,2,192
Stylus,2019,2,189
Scheme,2019,2,187
Assembly,2019,2,179
Mustache,2019,2,175
QML,2019,2,174
Nunjucks,2019,2,174
Haxe,2019,2,173
PureScript,2019,2,165
SaltStack,2019,2,163
Perl 6,2019,2,160
Visual Basic,2019,2,147
ColdFusion,2019,2,146
SQF,2019,2,138
SystemVerilog,2019,2,137
Rich Text Format,2019,2,136
D,2019,2,136
LLVM,2019,2,135
Pascal,2019,2,124
OpenEdge ABL,2019,2,123
Objective-C++,2019,2,121
Batchfile,2019,2,115
M4,2019,2,110
Nim,2019,2,105
UnrealScript,2019,2,105
F*,2019,2,103
JavaScript,2019,3,200008
Python,2019,3,183282
Java,2019,3,106327
Go,2019,3,94910
TypeScript,2019,3,83534
C++,2019,3,75354
Ruby,2019,3,62378
PHP,2019,3,55042
C#,2019,3,37212
C,2019,3,31865
HTML,2019,3,25928
Shell,2019,3,19999
Scala,2019,3,19017
Nix,2019,3,10506
Rust,2019,3,10127
Kotlin,2019,3,10100
Swift,2019,3,9717
CSS,2019,3,8554
Jupyter Notebook,2019,3,8441
Dart,2019,3,7893
Objective-C,2019,3,5558
Elixir,2019,3,4984
Starlark,2019,3,4781
Groovy,2019,3,4455
DM,2019,3,4277
Vue,2019,3,3441
Perl,2019,3,2820
Clojure,2019,3,2670
Makefile,2019,3,2659
Lua,2019,3,2591
OCaml,2019,3,1992
Haskell,2019,3,1905
CoffeeScript,2019,3,1715
SCSS,2019,3,1712
PowerShell,2019,3,1690
Emacs Lisp,2019,3,1605
Dockerfile,2019,3,1556
Vim script,2019,3,1331
R,2019,3,1289
Erlang,2019,3,1215
HCL,2019,3,903
Puppet,2019,3,888
Jsonnet,2019,3,830
Julia,2019,3,709
Smarty,2019,3,671
Lean,2019,3,633
SystemVerilog,2019,3,605
Jinja,2019,3,581
Fortran,2019,3,538
YAML,2019,3,516
Apex,2019,3,512
MATLAB,2019,3,499
TSQL,2019,3,487
Visual Basic .NET,2019,3,473
F#,2019,3,427
Smalltalk,2019,3,374
PLpgSQL,2019,3,367
Stylus,2019,3,366
TeX,2019,3,361
mIRC Script,2019,3,353
Nunjucks,2019,3,348
BitBake,2019,3,344
Gherkin,2019,3,340
Roff,2019,3,331
FreeMarker,2019,3,318
Vala,2019,3,298
Coq,2019,3,298
CMake,2019,3,281
Crystal,2019,3,278
WebAssembly,2019,3,273
XSLT,2019,3,265
Elm,2019,3,263
ABAP,2019,3,260
Scheme,2019,3,240
SaltStack,2019,3,240
ColdFusion,2019,3,193
Objective-C++,2019,3,186
Haxe,2019,3,186
Mustache,2019,3,178
Raku,2019,3,168
Common Lisp,2019,3,168
PureScript,2019,3,166
QML,2019,3,152
SourcePawn,2019,3,150
GLSL,2019,3,146
PLSQL,2019,3,139
Assembly,2019,3,135
Pascal,2019,3,132
Rich Text Format,2019,3,128
Perl 6,2019,3,124
D,2019,3,119
Batchfile,2019,3,118
Genshi,2019,3,117
Nim,2019,3,116
Blade,2019,3,107
SQF,2019,3,105
JavaScript,2019,4,209556
Python,2019,4,200425
Java,2019,4,114364
Go,2019,4,94630
TypeScript,2019,4,90379
Ruby,2019,4,77021
C++,2019,4,75606
PHP,2019,4,61066
C#,2019,4,41040
HTML,2019,4,32050
C,2019,4,31651
Shell,2019,4,20998
Scala,2019,4,19466
CSS,2019,4,11537
Nix,2019,4,11194
Kotlin,2019,4,10266
Swift,2019,4,10056
Rust,2019,4,10031
Jupyter Notebook,2019,4,8815
Dart,2019,4,8035
Starlark,2019,4,7042
Objective-C,2019,4,5343
DM,2019,4,4744
Groovy,2019,4,4329
Elixir,2019,4,4153
Vue,2019,4,3636
Perl,2019,4,3058
Makefile,2019,4,2727
Clojure,2019,4,2389
Lua,2019,4,2288
Emacs Lisp,2019,4,2153
OCaml,2019,4,2122
PowerShell,2019,4,1854
Haskell,2019,4,1811
Dockerfile,2019,4,1743
SCSS,2019,4,1634
Vim script,2019,4,1581
CoffeeScript,2019,4,1550
SystemVerilog,2019,4,1359
Erlang,2019,4,1348
HCL,2019,4,1281
R,2019,4,1230
Puppet,2019,4,907
Jsonnet,2019,4,817
YAML,2019,4,786
Smarty,2019,4,769
F#,2019,4,691
TSQL,2019,4,688
Julia,2019,4,670
Lean,2019,4,639
MATLAB,2019,4,613
PLpgSQL,2019,4,542
Fortran,2019,4,527
ABAP,2019,4,505
Stylus,2019,4,490
Jinja,2019,4,482
BitBake,2019,4,473
Gherkin,2019,4,472
JSON,2019,4,460
Apex,2019,4,428
CMake,2019,4,416
mIRC Script,2019,4,406
TeX,2019,4,391
FreeMarker,2019,4,342
Roff,2019,4,341
Vala,2019,4,329
Smalltalk,2019,4,310
WebAssembly,2019,4,310
Assembly,2019,4,304
Crystal,2019,4,287
Visual Basic .NET,2019,4,278
Elm,2019,4,275
Common Lisp,2019,4,257
Coq,2019,4,241
Haxe,2019,4,227
Pascal,2019,4,221
Verilog,2019,4,213
Nunjucks,2019,4,213
QML,2019,4,205
XSLT,2019,4,201
SWIG,2019,4,197
Raku,2019,4,194
Mustache,2019,4,175
Objective-C++,2019,4,171
SaltStack,2019,4,166
GLSL,2019,4,124
D,2019,4,122
PLSQL,2019,4,120
Nim,2019,4,117
Genshi,2019,4,116
Markdown,2019,4,110
Batchfile,2019,4,108
Python,2020,1,198666
JavaScript,2020,1,194914
Java,2020,1,130135
Go,2020,1,104381
TypeScript,2020,1,97107
C++,2020,1,81831
Ruby,2020,1,77022
PHP,2020,1,59297
C#,2020,1,42113
C,2020,1,33533
HTML,2020,1,29170
Shell,2020,1,21398
Scala,2020,1,20963
Nix,2020,1,12677
CSS,2020,1,11298
Kotlin,2020,1,11267
Rust,2020,1,11008
Swift,2020,1,10109
Jupyter Notebook,2020,1,9633
Dart,2020,1,7238
Starlark,2020,1,6709
DM,2020,1,5458
Groovy,2020,1,5000
Objective-C,2020,1,4982
Elixir,2020,1,4302
Perl,2020,1,2963
Vue,2020,1,2579
Makefile,2020,1,2570
Lua,2020,1,2424
Clojure,2020,1,2258
Emacs Lisp,2020,1,2117
Haskell,2020,1,1989
OCaml,2020,1,1934
PowerShell,2020,1,1909
SCSS,2020,1,1893
Vim script,2020,1,1855
Dockerfile,2020,1,1792
CoffeeScript,2020,1,1707
SystemVerilog,2020,1,1586
HCL,2020,1,1320
Erlang,2020,1,1293
Julia,2020,1,1200
R,2020,1,1066
Puppet,2020,1,1025
YAML,2020,1,940
Lean,2020,1,827
Jinja,2020,1,775
Jsonnet,2020,1,764
Smarty,2020,1,742
Fortran,2020,1,642
MATLAB,2020,1,568
F#,2020,1,521
TSQL,2020,1,510
BitBake,2020,1,502
PLpgSQL,2020,1,495
CMake,2020,1,422
Visual Basic .NET,2020,1,414
Elm,2020,1,401
TeX,2020,1,389
Gherkin,2020,1,347
mIRC Script,2020,1,321
Vala,2020,1,320
Stylus,2020,1,306
JSON,2020,1,299
WebAssembly,2020,1,281
ABAP,2020,1,263
XSLT,2020,1,234
Coq,2020,1,234
FreeMarker,2020,1,232
Verilog,2020,1,227
Roff,2020,1,224
Crystal,2020,1,213
Assembly,2020,1,199
QML,2020,1,198
SaltStack,2020,1,196
Nim,2020,1,190
Raku,2020,1,189
Common Lisp,2020,1,188
Smalltalk,2020,1,184
GDScript,2020,1,176
SWIG,2020,1,174
PLSQL,2020,1,166
PureScript,2020,1,165
Haxe,2020,1,125
UnrealScript,2020,1,123
CodeQL,2020,1,120
q,2020,1,114
GLSL,2020,1,111
LLVM,2020,1,108
Markdown,2020,1,102
SourcePawn,2020,1,101
JavaScript,2020,2,217497
Python,2020,2,216155
Java,2020,2,143342
Go,2020,2,111569
TypeScript,2020,2,106263
C++,2020,2,89203
Ruby,2020,2,78918
PHP,2020,2,63502
C#,2020,2,45316
C,2020,2,37046
HTML,2020,2,29581
Shell,2020,2,25082
Scala,2020,2,19581
Nix,2020,2,13743
Rust,2020,2,12337
CSS,2020,2,11523
Kotlin,2020,2,11030
Swift,2020,2,10213
Jupyter Notebook,2020,2,9313
Starlark,2020,2,8068
Dart,2020,2,7255
Objective-C,2020,2,5017
Groovy,2020,2,4903
Elixir,2020,2,4575
DM,2020,2,4179
Vue,2020,2,3402
Perl,2020,2,2996
Makefile,2020,2,2794
Lua,2020,2,2694
Emacs Lisp,2020,2,2606
Clojure,2020,2,2420
Haskell,2020,2,2053
SCSS,2020,2,2028
PowerShell,2020,2,1968
SystemVerilog,2020,2,1897
OCaml,2020,2,1879
Vim script,2020,2,1835
Lean,2020,2,1750
Dockerfile,2020,2,1721
HCL,2020,2,1487
CoffeeScript,2020,2,1379
Erlang,2020,2,1298
R,2020,2,1215
CodeQL,2020,2,1003
Smarty,2020,2,934
Julia,2020,2,842
Jinja,2020,2,839
YAML,2020,2,833
Jsonnet,2020,2,728
Fortran,2020,2,655
PLpgSQL,2020,2,635
F#,2020,2,627
MATLAB,2020,2,617
Puppet,2020,2,616
Smalltalk,2020,2,543
Vala,2020,2,473
BitBake,2020,2,458
CMake,2020,2,432
Verilog,2020,2,427
Common Lisp,2020,2,421
JSON,2020,2,418
Crystal,2020,2,416
Visual Basic .NET,2020,2,407
Elm,2020,2,404
Assembly,2020,2,387
WebAssembly,2020,2,370
ABAP,2020,2,360
TeX,2020,2,335
TSQL,2020,2,324
Stylus,2020,2,320
Gherkin,2020,2,283
PureScript,2020,2,273
Pawn,2020,2,262
mIRC Script,2020,2,256
Haxe,2020,2,247
Coq,2020,2,246
XSLT,2020,2,228
Roff,2020,2,221
PLSQL,2020,2,216
Nim,2020,2,212
SWIG,2020,2,199
QML,2020,2,190
GLSL,2020,2,182
Batchfile,2020,2,173
M4,2020,2,167
Pascal,2020,2,167
SourcePawn,2020,2,158
Nunjucks,2020,2,146
q,2020,2,146
Raku,2020,2,133
Mustache,2020,2,133
SaltStack,2020,2,125
LLVM,2020,2,124
Reason,2020,2,121
Scheme,2020,2,117
D,2020,2,116
POV-Ray SDL,2020,2,100
JavaScript,2020,3,212385
Python,2020,3,198027
Java,2020,3,135037
Go,2020,3,106440
TypeScript,2020,3,102279
C++,2020,3,79773
Ruby,2020,3,69699
PHP,2020,3,57435
C#,2020,3,41563
C,2020,3,30573
HTML,2020,3,26978
Shell,2020,3,21146
Scala,2020,3,16042
Nix,2020,3,12453
Kotlin,2020,3,11121
CSS,2020,3,10631
Rust,2020,3,10027
Jupyter Notebook,2020,3,8691
Swift,2020,3,8682
Dart,2020,3,8384
Starlark,2020,3,8104
Groovy,2020,3,5101
DM,2020,3,4666
Objective-C,2020,3,4639
Elixir,2020,3,3987
Vue,2020,3,3166
Makefile,2020,3,2996
Clojure,2020,3,2553
Perl,2020,3,2473
Lua,2020,3,2376
SCSS,2020,3,2063
Lean,2020,3,2052
SystemVerilog,2020,3,1916
Vim script,2020,3,1876
Haskell,2020,3,1852
Emacs Lisp,2020,3,1832
OCaml,2020,3,1823
PowerShell,2020,3,1722
CoffeeScript,2020,3,1553
Dockerfile,2020,3,1540
HCL,2020,3,1464
Erlang,2020,3,1270
CodeQL,2020,3,1011
R,2020,3,852
Jinja,2020,3,817
Puppet,2020,3,781
Julia,2020,3,739
Jsonnet,2020,3,704
Fortran,2020,3,648
YAML,2020,3,635
Smarty,2020,3,601
ABAP,2020,3,532
Common Lisp,2020,3,523
PLpgSQL,2020,3,497
MATLAB,2020,3,467
F#,2020,3,456
Visual Basic .NET,2020,3,438
Smalltalk,2020,3,408
WebAssembly,2020,3,405
Elm,2020,3,382
TeX,2020,3,372
BitBake,2020,3,368
Roff,2020,3,346
XSLT,2020,3,316
Stylus,2020,3,315
TSQL,2020,3,315
Assembly,2020,3,304
CMake,2020,3,294
Verilog,2020,3,269
Gherkin,2020,3,255
Vala,2020,3,237
mIRC Script,2020,3,213
Haxe,2020,3,199
PureScript,2020,3,185
Coq,2020,3,182
PLSQL,2020,3,166
Markdown,2020,3,154
Nim,2020,3,149
JSON,2020,3,142
Raku,2020,3,136
Crystal,2020,3,134
Pascal,2020,3,130
GLSL,2020,3,120
Batchfile,2020,3,107
POV-Ray SDL,2020,3,101
QML,2020,3,100
Python,2020,4,196957
JavaScript,2020,4,192854
Java,2020,4,141231
Go,2020,4,96644
TypeScript,2020,4,94572
C++,2020,4,78677
Ruby,2020,4,77366
PHP,2020,4,62561
C#,2020,4,39853
C,2020,4,32716
HTML,2020,4,27345
Shell,2020,4,21753
Scala,2020,4,21235
Nix,2020,4,15268
Kotlin,2020,4,11212
Rust,2020,4,9829
Dart,2020,4,8551
CSS,2020,4,8403
Jupyter Notebook,2020,4,7988
Swift,2020,4,7729
Starlark,2020,4,6011
Objective-C,2020,4,4417
Groovy,2020,4,4353
Elixir,2020,4,3855
DM,2020,4,3357
Makefile,2020,4,2943
Perl,2020,4,2638
Lua,2020,4,2611
SCSS,2020,4,2546
Lean,2020,4,2320
Vue,2020,4,2284
OCaml,2020,4,2212
Clojure,2020,4,2168
SystemVerilog,2020,4,2079
PowerShell,2020,4,1848
Vim script,2020,4,1844
Haskell,2020,4,1793
Emacs Lisp,2020,4,1742
CoffeeScript,2020,4,1606
Erlang,2020,4,1561
Dockerfile,2020,4,1400
HCL,2020,4,1380
CodeQL,2020,4,953
Smarty,2020,4,891
R,2020,4,843
Julia,2020,4,823
Roff,2020,4,800
Jinja,2020,4,755
MATLAB,2020,4,742
Jsonnet,2020,4,585
F#,2020,4,564
PLpgSQL,2020,4,555
Puppet,2020,4,532
PureScript,2020,4,515
Fortran,2020,4,497
WebAssembly,2020,4,495
BitBake,2020,4,482
TeX,2020,4,468
YAML,2020,4,463
Visual Basic .NET,2020,4,430
Assembly,2020,4,414
Elm,2020,4,359
TSQL,2020,4,325
Verilog,2020,4,277
XSLT,2020,4,272
Common Lisp,2020,4,251
CMake,2020,4,250
Gherkin,2020,4,245
Vala,2020,4,238
Smalltalk,2020,4,236
Stylus,2020,4,229
mIRC Script,2020,4,218
Crystal,2020,4,207
Raku,2020,4,204
Coq,2020,4,191
Haxe,2020,4,164
Cuda,2020,4,152
D,2020,4,152
Nim,2020,4,146
Pascal,2020,4,145
Nunjucks,2020,4,136
GLSL,2020,4,130
Xtend,2020,4,128
PostScript,2020,4,126
SaltStack,2020,4,123
Visual Basic,2020,4,119
Markdown,2020,4,104
Standard ML,2020,4,103
SourcePawn,2020,4,103
q,2020,4,100
Python,2021,1,193698
JavaScript,2021,1,188179
Java,2021,1,123189
TypeScript,2021,1,92310
Go,2021,1,89986
Ruby,2021,1,82686
C++,2021,1,73674
PHP,2021,1,55708
C#,2021,1,38167
C,2021,1,34126
HTML,2021,1,25867
Shell,2021,1,23617
Scala,2021,1,20387
Nix,2021,1,17286
Kotlin,2021,1,11204
Dart,2021,1,9029
CSS,2021,1,8459
Rust,2021,1,8446
Jupyter Notebook,2021,1,7581
Swift,2021,1,6687
Starlark,2021,1,5198
DM,2021,1,4288
Groovy,2021,1,3921
Objective-C,2021,1,3767
Elixir,2021,1,3384
Makefile,2021,1,2947
SCSS,2021,1,2886
Lean,2021,1,2685
Lua,2021,1,2433
Perl,2021,1,2353
Vue,2021,1,2287
SystemVerilog,2021,1,2267
Emacs Lisp,2021,1,2086
Erlang,2021,1,1801
Clojure,2021,1,1724
CoffeeScript,2021,1,1698
Haskell,2021,1,1621
PowerShell,2021,1,1614
OCaml,2021,1,1594
Dockerfile,2021,1,1560
Vim script,2021,1,1451
HCL,2021,1,1354
CodeQL,2021,1,1143
R,2021,1,901
Jinja,2021,1,794
Julia,2021,1,733
Jsonnet,2021,1,729
Roff,2021,1,689
Visual Basic .NET,2021,1,654
Smarty,2021,1,625
Coq,2021,1,621
PureScript,2021,1,560
Fortran,2021,1,541
PLpgSQL,2021,1,461
MATLAB,2021,1,461
WebAssembly,2021,1,456
F#,2021,1,452
Puppet,2021,1,439
TeX,2021,1,425
BitBake,2021,1,417
Elm,2021,1,414
Verilog,2021,1,390
YAML,2021,1,348
Assembly,2021,1,320
XSLT,2021,1,291
Gherkin,2021,1,284
Common Lisp,2021,1,277
TSQL,2021,1,273
Nim,2021,1,272
Stylus,2021,1,268
Crystal,2021,1,265
JSON,2021,1,264
CMake,2021,1,257
Smalltalk,2021,1,241
Vala,2021,1,234
mIRC Script,2021,1,230
Pascal,2021,1,224
Cuda,2021,1,221
Xtend,2021,1,185
BlitzBasic,2021,1,153
D,2021,1,153
Markdown,2021,1,149
Batchfile,2021,1,143
Objective-C++,2021,1,140
SaltStack,2021,1,133
Standard ML,2021,1,118
PostScript,2021,1,116
Visual Basic,2021,1,115
Haxe,2021,1,115
Raku,2021,1,113
SourcePawn,2021,1,111
M4,2021,1,109
SWIG,2021,1,108
GLSL,2021,1,101
Python,2021,2,186461
JavaScript,2021,2,185583
Java,2021,2,132615
TypeScript,2021,2,100302
Go,2021,2,85207
Ruby,2021,2,76858
C++,2021,2,69948
PHP,2021,2,51626
C#,2021,2,35801
C,2021,2,30580
HTML,2021,2,26180
Scala,2021,2,24851
Shell,2021,2,24380
Nix,2021,2,17318
Kotlin,2021,2,10376
CSS,2021,2,9336
Dart,2021,2,8378
Rust,2021,2,7924
Jupyter Notebook,2021,2,6522
Swift,2021,2,6084
Starlark,2021,2,4753
Groovy,2021,2,3151
Elixir,2021,2,3117
Objective-C,2021,2,3101
DM,2021,2,3054
SCSS,2021,2,2763
Vue,2021,2,2596
SystemVerilog,2021,2,2282
Makefile,2021,2,2257
Lean,2021,2,2192
Lua,2021,2,2106
Perl,2021,2,2076
Emacs Lisp,2021,2,2018
OCaml,2021,2,1972
Clojure,2021,2,1652
Haskell,2021,2,1618
Erlang,2021,2,1575
Dockerfile,2021,2,1503
CoffeeScript,2021,2,1420
HCL,2021,2,1276
R,2021,2,966
PowerShell,2021,2,956
Vim script,2021,2,941
CodeQL,2021,2,885
Julia,2021,2,778
Roff,2021,2,680
Jsonnet,2021,2,674
Jinja,2021,2,673
Verilog,2021,2,651
Smarty,2021,2,563
Puppet,2021,2,537
MATLAB,2021,2,523
Fortran,2021,2,481
YAML,2021,2,464
F#,2021,2,448
Visual Basic .NET,2021,2,443
Coq,2021,2,429
Elm,2021,2,418
PLpgSQL,2021,2,405
BitBake,2021,2,343
Smalltalk,2021,2,337
XSLT,2021,2,299
Gherkin,2021,2,287
WebAssembly,2021,2,283
Assembly,2021,2,282
TeX,2021,2,274
TSQL,2021,2,271
Nim,2021,2,264
Stylus,2021,2,251
mIRC Script,2021,2,238
Vala,2021,2,236
Common Lisp,2021,2,207
GLSL,2021,2,206
Markdown,2021,2,187
Crystal,2021,2,164
M4,2021,2,156
Cuda,2021,2,156
Nunjucks,2021,2,150
Raku,2021,2,149
Pawn,2021,2,135
PureScript,2021,2,121
CMake,2021,2,118
Objective-C++,2021,2,115
QML,2021,2,113
Python,2021,3,165981
JavaScript,2021,3,154656
Java,2021,3,122349
TypeScript,2021,3,95523
Go,2021,3,83631
C++,2021,3,62522
Ruby,2021,3,62260
PHP,2021,3,47088
C#,2021,3,32354
C,2021,3,26528
HTML,2021,3,23541
Shell,2021,3,20291
Nix,2021,3,19438
Scala,2021,3,16275
Kotlin,2021,3,9648
CSS,2021,3,8242
Dart,2021,3,7057
Rust,2021,3,6677
Swift,2021,3,6611
Jupyter Notebook,2021,3,6479
Starlark,2021,3,4376
DM,2021,3,3258
Groovy,2021,3,3150
Elixir,2021,3,2948
Objective-C,2021,3,2907
SCSS,2021,3,2801
Lean,2021,3,2434
Perl,2021,3,2409
Vue,2021,3,2281
Makefile,2021,3,2211
OCaml,2021,3,1961
SystemVerilog,2021,3,1884
Clojure,2021,3,1725
Erlang,2021,3,1569
Dockerfile,2021,3,1563
Lua,2021,3,1439
Haskell,2021,3,1417
Emacs Lisp,2021,3,1355
CoffeeScript,2021,3,1280
HCL,2021,3,1001
Verilog,2021,3,899
Vim script,2021,3,872
CodeQL,2021,3,868
Jsonnet,2021,3,786
R,2021,3,767
PowerShell,2021,3,720
Julia,2021,3,653
Smarty,2021,3,579
Jinja,2021,3,574
Roff,2021,3,537
F#,2021,3,528
Elm,2021,3,454
Fortran,2021,3,453
MATLAB,2021,3,448
PLpgSQL,2021,3,446
BitBake,2021,3,445
Visual Basic .NET,2021,3,410
Vala,2021,3,384
YAML,2021,3,378
WebAssembly,2021,3,369
Puppet,2021,3,359
Coq,2021,3,293
Assembly,2021,3,270
Stylus,2021,3,267
Smalltalk,2021,3,266
TeX,2021,3,257
XSLT,2021,3,252
Gherkin,2021,3,249
mIRC Script,2021,3,211
Nim,2021,3,190
TSQL,2021,3,179
Cuda,2021,3,177
PureScript,2021,3,171
JSON,2021,3,166
Crystal,2021,3,163
CMake,2021,3,157
Common Lisp,2021,3,147
Markdown,2021,3,145
Objective-C++,2021,3,139
Batchfile,2021,3,115
POV-Ray SDL,2021,3,114
QML,2021,3,111
Svelte,2021,3,110
M4,2021,3,107
