name,year,quarter,count
Nunjucks,2018,3,348
Starlark,2018,3,342
CMake,2018,3,341
Haxe,2018,3,338
Common Lisp,2018,3,327
Nim,2018,3,305
Crystal,2018,3,302
ColdFusion,2018,3,302
PLSQL,2018,3,290
HCL,2018,3,272
XSLT,2018,3,265
SourcePawn,2018,3,248
SCSS,2018,3,247
Batchfile,2018,3,246
Puppet,2018,3,236
Visual Basic .NET,2018,3,226
PostScript,2018,3,220
Cuda,2018,3,205
PureScript,2018,3,199
QML,2018,3,199
Matlab,2018,3,199
Jinja,2018,3,195
BitBake,2018,3,192
RobotFramework,2018,3,190
Assembly,2018,3,171
AutoHotkey,2018,3,162
ASP,2018,3,157
Apex,2018,3,156
GLSL,2018,3,132
F*,2018,3,129
Scheme,2018,3,128
Twig,2018,3,123
Rich Text Format,2018,3,120
Racket,2018,3,117
API Blueprint,2018,3,109
1C Enterprise,2018,3,109
Gherkin,2018,3,107
JavaScript,2018,4,145448
Python,2018,4,109962
Java,2018,4,84452
TypeScript,2018,4,64603
Go,2018,4,53862
C++,2018,4,53595
PHP,2018,4,49835
C#,2018,4,41975
C,2018,4,26416
Ruby,2018,4,20729
Shell,2018,4,14868
HTML,2018,4,14819
Swift,2018,4,10555
Kotlin,2018,4,8676
Objective-C,2018,4,7738
Dart,2018,4,6971
CSS,2018,4,6970
Scala,2018,4,4973
Vue,2018,4,4835
Rust,2018,4,4335
Jupyter Notebook,2018,4,3767
Lua,2018,4,3494
Perl,2018,4,2512
Groovy,2018,4,2506
Clojure,2018,4,2374
R,2018,4,2221
Emacs Lisp,2018,4,2165
Elixir,2018,4,2153
Haskell,2018,4,2133
CoffeeScript,2018,4,2042
PowerShell,2018,4,1924
Nix,2018,4,1588
OCaml,2018,4,1463
Vim script,2018,4,1434
Dockerfile,2018,4,1204
Erlang,2018,4,1140
Vala,2018,4,1080
DM,2018,4,1067
Makefile,2018,4,877
Julia,2018,4,766
F#,2018,4,752
PLpgSQL,2018,4,698
Jsonnet,2018,4,581
MATLAB,2018,4,566
TeX,2018,4,521
Fortran,2018,4,493
Starlark,2018,4,426
Smalltalk,2018,4,414
TSQL,2018,4,391
Pascal,2018,4,383
CMake,2018,4,364
Haxe,2018,4,362
ColdFusion,2018,4,338
Perl 6,2018,4,337
Nunjucks,2018,4,337
Jinja,2018,4,331
Roff,2018,4,313
Raku,2018,4,303
Visual Basic,2018,4,289
ABAP,2018,4,260
XSLT,2018,4,249
SourcePawn,2018,4,246
Nim,2018,4,237
GLSL,2018,4,234
FreeMarker,2018,4,231
Elm,2018,4,231
D,2018,4,230
Apex,2018,4,216
Coq,2018,4,208
PLSQL,2018,4,201
Batchfile,2018,4,198
Common Lisp,2018,4,196
Crystal,2018,4,195
QML,2018,4,193
SCSS,2018,4,171
AutoHotkey,2018,4,170
Matlab,2018,4,163
HCL,2018,4,146
Visual Basic .NET,2018,4,141
Assembly,2018,4,136
PureScript,2018,4,136
PostScript,2018,4,130
BitBake,2018,4,128
Scheme,2018,4,123
Puppet,2018,4,122
Standard ML,2018,4,120
RobotFramework,2018,4,116
ASP,2018,4,114
SQF,2018,4,108
Cuda,2018,4,102
1C Enterprise,2018,4,100
JavaScript,2019,1,149656
Python,2019,1,127508
Java,2019,1,87987
TypeScript,2019,1,66750
Go,2019,1,61657
C++,2019,1,58115
PHP,2019,1,54344
C#,2019,1,45382
C,2019,1,30089
Ruby,2019,1,23416
Shell,2019,1,15932
HTML,2019,1,14470
Kotlin,2019,1,9572
Dart,2019,1,9203
Swift,2019,1,8877
Objective-C,2019,1,7670
CSS,2019,1,7448
Scala,2019,1,5446
Vue,2019,1,4965
Rust,2019,1,4876
Jupyter Notebook,2019,1,4499
Lua,2019,1,3875
R,2019,1,2748
Groovy,2019,1,2724
Perl,2019,1,2661
Elixir,2019,1,2444
Emacs Lisp,2019,1,2324
Clojure,2019,1,2035
Haskell,2019,1,2012
PowerShell,2019,1,1936
OCaml,2019,1,1892
Nix,2019,1,1793
CoffeeScript,2019,1,1698
Vim script,2019,1,1505
Dockerfile,2019,1,1293
Julia,2019,1,1033
Makefile,2019,1,844
Erlang,2019,1,797
MATLAB,2019,1,782
Jsonnet,2019,1,773
Vala,2019,1,773
DM,2019,1,762
F#,2019,1,719
Smalltalk,2019,1,653
PLpgSQL,2019,1,623
TeX,2019,1,551
Pascal,2019,1,494
Starlark,2019,1,478
Roff,2019,1,447
Nunjucks,2019,1,431
TSQL,2019,1,429
Jinja,2019,1,418
Fortran,2019,1,415
Haxe,2019,1,382
ColdFusion,2019,1,381
RobotFramework,2019,1,376
FreeMarker,2019,1,353
Perl 6,2019,1,349
ABAP,2019,1,340
CMake,2019,1,334
SourcePawn,2019,1,322
SCSS,2019,1,314
Coq,2019,1,312
Visual Basic,2019,1,302
PLSQL,2019,1,300
Raku,2019,1,283
XSLT,2019,1,276
AutoHotkey,2019,1,260
QML,2019,1,259
Common Lisp,2019,1,252
Assembly,2019,1,249
HCL,2019,1,235
D,2019,1,225
GLSL,2019,1,219
Visual Basic .NET,2019,1,198
Apex,2019,1,198
Nim,2019,1,190
PostScript,2019,1,169
ASP,2019,1,169
Cuda,2019,1,168
Elm,2019,1,164
Crystal,2019,1,160
Scheme,2019,1,151
Puppet,2019,1,148
BitBake,2019,1,148
SWIG,2019,1,129
Batchfile,2019,1,120
Standard ML,2019,1,115
Gherkin,2019,1,112
Rich Text Format,2019,1,112
PureScript,2019,1,111
UnrealScript,2019,1,106
JavaScript,2019,2,142693
Python,2019,2,116635
Java,2019,2,88263
TypeScript,2019,2,62411
Go,2019,2,61182
C++,2019,2,57253
PHP,2019,2,50655
C#,2019,2,43028
C,2019,2,27639
Ruby,2019,2,19395
Shell,2019,2,15360
HTML,2019,2,12942
Dart,2019,2,10153
Swift,2019,2,10030
Kotlin,2019,2,8676
Objective-C,2019,2,7975
CSS,2019,2,6106
Scala,2019,2,5782
Vue,2019,2,5424
Rust,2019,2,5240
Jupyter Notebook,2019,2,4606
Lua,2019,2,3719
Perl,2019,2,3015
Groovy,2019,2,2558
Elixir,2019,2,2501
R,2019,2,2429
Emacs Lisp,2019,2,2091
Haskell,2019,2,1881
PowerShell,2019,2,1818
OCaml,2019,2,1779
Vim script,2019,2,1595
Nix,2019,2,1505
CoffeeScript,2019,2,1483
Clojure,2019,2,1444
DM,2019,2,1175
Jsonnet,2019,2,1151
Dockerfile,2019,2,1142
Erlang,2019,2,932
F#,2019,2,828
Makefile,2019,2,805
Jinja,2019,2,753
Vala,2019,2,680
Smalltalk,2019,2,646
MATLAB,2019,2,639
PLpgSQL,2019,2,618
Julia,2019,2,608
TeX,2019,2,530
Starlark,2019,2,494
TSQL,2019,2,454
Fortran,2019,2,424
Perl 6,2019,2,374
Pascal,2019,2,371
CMake,2019,2,365
Haxe,2019,2,338
RobotFramework,2019,2,325
PLSQL,2019,2,315
SCSS,2019,2,311
HCL,2019,2,309
ColdFusion,2019,2,284
Nunjucks,2019,2,277
Raku,2019,2,272
Rich Text Format,2019,2,241
Common Lisp,2019,2,233
GLSL,2019,2,229
SourcePawn,2019,2,213
ABAP,2019,2,207
Roff,2019,2,203
Assembly,2019,2,203
Elm,2019,2,191
PostScript,2019,2,185
YAML,2019,2,178
D,2019,2,176
XSLT,2019,2,170
Coq,2019,2,163
Apex,2019,2,163
Cuda,2019,2,159
Nim,2019,2,157
Visual Basic .NET,2019,2,151
Matlab,2019,2,146
Crystal,2019,2,142
QML,2019,2,140
PureScript,2019,2,139
Scheme,2019,2,137
Puppet,2019,2,134
Standard ML,2019,2,129
xBase,2019,2,128
AutoHotkey,2019,2,128
Visual Basic,2019,2,121
Tcl,2019,2,121
Batchfile,2019,2,118
Smarty,2019,2,115
SaltStack,2019,2,104
UnrealScript,2019,2,100
JavaScript,2019,3,126962
Python,2019,3,108596
Java,2019,3,84650
TypeScript,2019,3,63144
Go,2019,3,62669
C++,2019,3,58385
PHP,2019,3,44764
C#,2019,3,41312
C,2019,3,27777
Ruby,2019,3,18069
HTML,2019,3,14474
Shell,2019,3,12842
Dart,2019,3,11877
Swift,2019,3,8128
Kotlin,2019,3,8067
Objective-C,2019,3,7793
CSS,2019,3,5656
Scala,2019,3,5404
Rust,2019,3,4745
Vue,2019,3,4735
Lua,2019,3,3840
Jupyter Notebook,2019,3,3578
Perl,2019,3,2520
Groovy,2019,3,2499
R,2019,3,2291
Emacs Lisp,2019,3,2093
DM,2019,3,1703
Haskell,2019,3,1698
Nix,2019,3,1626
OCaml,2019,3,1597
PowerShell,2019,3,1537
Elixir,2019,3,1439
CoffeeScript,2019,3,1352
Clojure,2019,3,1344
Vim script,2019,3,1188
Dockerfile,2019,3,1159
Jsonnet,2019,3,1011
Erlang,2019,3,986
Julia,2019,3,986
Makefile,2019,3,788
Starlark,2019,3,724
Smalltalk,2019,3,689
Vala,2019,3,658
F#,2019,3,626
MATLAB,2019,3,547
TeX,2019,3,484
PLpgSQL,2019,3,471
Nunjucks,2019,3,461
HCL,2019,3,428
Fortran,2019,3,427
Jinja,2019,3,402
TSQL,2019,3,374
Roff,2019,3,365
ActionScript,2019,3,365
CMake,2019,3,364
ColdFusion,2019,3,330
Pascal,2019,3,312
RobotFramework,2019,3,288
Perl 6,2019,3,271
SystemVerilog,2019,3,268
Haxe,2019,3,268
PostScript,2019,3,234
xBase,2019,3,231
PLSQL,2019,3,206
SCSS,2019,3,205
Rich Text Format,2019,3,204
Common Lisp,2019,3,201
XSLT,2019,3,200
Raku,2019,3,199
Nim,2019,3,188
ABAP,2019,3,187
GLSL,2019,3,186
Cuda,2019,3,178
QML,2019,3,176
Visual Basic .NET,2019,3,167
D,2019,3,167
Assembly,2019,3,160
Scheme,2019,3,156
Apex,2019,3,153
PureScript,2019,3,145
BitBake,2019,3,133
YAML,2019,3,123
Batchfile,2019,3,123
SourcePawn,2019,3,119
Elm,2019,3,118
Crystal,2019,3,113
Visual Basic,2019,3,108
AutoHotkey,2019,3,104
Puppet,2019,3,100
JavaScript,2019,4,116636
Python,2019,4,107953
Java,2019,4,80650
TypeScript,2019,4,63034
Go,2019,4,58892
C++,2019,4,56278
PHP,2019,4,44983
C#,2019,4,42645
C,2019,4,27855
Ruby,2019,4,17556
Dart,2019,4,16437
Shell,2019,4,12789
HTML,2019,4,11182
Swift,2019,4,7907
Kotlin,2019,4,7486
Objective-C,2019,4,7088
Rust,2019,4,5406
Scala,2019,4,4721
CSS,2019,4,4491
Jupyter Notebook,2019,4,4056
Vue,2019,4,3539
Lua,2019,4,3012
Perl,2019,4,2654
Emacs Lisp,2019,4,2361
Groovy,2019,4,2288
Nix,2019,4,1980
R,2019,4,1952
Haskell,2019,4,1604
DM,2019,4,1542
PowerShell,2019,4,1497
OCaml,2019,4,1412
Clojure,2019,4,1399
Dockerfile,2019,4,1277
Vim script,2019,4,1187
Elixir,2019,4,1106
CoffeeScript,2019,4,1089
Starlark,2019,4,920
Julia,2019,4,855
Makefile,2019,4,850
Erlang,2019,4,778
HCL,2019,4,733
Jsonnet,2019,4,718
F#,2019,4,596
Vala,2019,4,591
Nunjucks,2019,4,573
PLpgSQL,2019,4,530
MATLAB,2019,4,479
Smalltalk,2019,4,450
SystemVerilog,2019,4,422
Pascal,2019,4,376
TeX,2019,4,370
Jinja,2019,4,350
CMake,2019,4,324
ColdFusion,2019,4,320
Fortran,2019,4,309
TSQL,2019,4,280
Haxe,2019,4,276
XSLT,2019,4,242
Raku,2019,4,237
YAML,2019,4,235
Common Lisp,2019,4,228
ABAP,2019,4,228
SCSS,2019,4,224
Standard ML,2019,4,202
Nim,2019,4,198
Apex,2019,4,194
AutoHotkey,2019,4,194
D,2019,4,193
PLSQL,2019,4,172
BitBake,2019,4,171
xBase,2019,4,171
QML,2019,4,153
SourcePawn,2019,4,152
SWIG,2019,4,152
Crystal,2019,4,150
GLSL,2019,4,148
Assembly,2019,4,144
Visual Basic,2019,4,140
Roff,2019,4,139
Batchfile,2019,4,137
Visual Basic .NET,2019,4,130
Scheme,2019,4,116
Elm,2019,4,114
Cuda,2019,4,110
JavaScript,2020,1,113844
Python,2020,1,113350
Java,2020,1,79307
TypeScript,2020,1,63649
Go,2020,1,60657
C++,2020,1,57767
PHP,2020,1,46647
C#,2020,1,38893
C,2020,1,28949
Ruby,2020,1,17439
Dart,2020,1,15115
Shell,2020,1,12559
HTML,2020,1,11894
Kotlin,2020,1,8540
Swift,2020,1,7145
Objective-C,2020,1,5685
CSS,2020,1,5382
Rust,2020,1,5058
Scala,2020,1,4902
Jupyter Notebook,2020,1,4341
Lua,2020,1,4000
Perl,2020,1,2748
Vue,2020,1,2739
Emacs Lisp,2020,1,2686
Groovy,2020,1,2394
R,2020,1,2017
Nix,2020,1,1898
Elixir,2020,1,1649
Haskell,2020,1,1588
Dockerfile,2020,1,1536
Clojure,2020,1,1480
DM,2020,1,1346
OCaml,2020,1,1322
PowerShell,2020,1,1311
Vim script,2020,1,1256
CoffeeScript,2020,1,1132
Makefile,2020,1,1074
Vala,2020,1,761
Smalltalk,2020,1,673
Julia,2020,1,667
Erlang,2020,1,657
Jsonnet,2020,1,627
Nunjucks,2020,1,613
TSQL,2020,1,542
HCL,2020,1,539
Starlark,2020,1,526
F#,2020,1,516
MATLAB,2020,1,501
PLpgSQL,2020,1,483
SystemVerilog,2020,1,483
Jinja,2020,1,440
TeX,2020,1,415
SCSS,2020,1,402
Fortran,2020,1,390
ColdFusion,2020,1,359
Pascal,2020,1,337
CMake,2020,1,308
Raku,2020,1,264
Haxe,2020,1,256
Standard ML,2020,1,256
Nim,2020,1,208
PLSQL,2020,1,206
XSLT,2020,1,194
SourcePawn,2020,1,193
Assembly,2020,1,188
QML,2020,1,187
Common Lisp,2020,1,184
YAML,2020,1,176
AutoHotkey,2020,1,173
RobotFramework,2020,1,172
GLSL,2020,1,167
SWIG,2020,1,164
Crystal,2020,1,149
Visual Basic .NET,2020,1,146
Roff,2020,1,139
F*,2020,1,139
D,2020,1,135
xBase,2020,1,127
ABAP,2020,1,126
Elm,2020,1,125
Reason,2020,1,124
BitBake,2020,1,121
Scheme,2020,1,117
Puppet,2020,1,110
UnrealScript,2020,1,102
Python,2020,2,130779
JavaScript,2020,2,130010
Java,2020,2,95035
TypeScript,2020,2,71488
Go,2020,2,68285
C++,2020,2,67079
PHP,2020,2,51279
C,2020,2,41914
C#,2020,2,41858
Ruby,2020,2,17843
Dart,2020,2,17099
Shell,2020,2,14937
HTML,2020,2,12128
Kotlin,2020,2,11188
Swift,2020,2,7915
Objective-C,2020,2,6518
Rust,2020,2,5857
CSS,2020,2,5398
Jupyter Notebook,2020,2,5316
Scala,2020,2,5204
Lua,2020,2,4129
Vue,2020,2,3431
Groovy,2020,2,3037
Emacs Lisp,2020,2,2941
Perl,2020,2,2907
Nix,2020,2,2795
R,2020,2,2777
Elixir,2020,2,2017
Haskell,2020,2,1889
Vim script,2020,2,1519
Clojure,2020,2,1516
OCaml,2020,2,1492
PowerShell,2020,2,1453
CoffeeScript,2020,2,1315
Dockerfile,2020,2,1168
Smalltalk,2020,2,1110
Makefile,2020,2,1054
DM,2020,2,1043
Vala,2020,2,867
Erlang,2020,2,746
Nunjucks,2020,2,682
Julia,2020,2,678
F#,2020,2,624
Jsonnet,2020,2,620
SCSS,2020,2,616
Starlark,2020,2,612
Fortran,2020,2,605
MATLAB,2020,2,577
HCL,2020,2,560
SystemVerilog,2020,2,550
ColdFusion,2020,2,533
TeX,2020,2,481
Pawn,2020,2,460
Jinja,2020,2,453
PLpgSQL,2020,2,418
Pascal,2020,2,400
Haxe,2020,2,383
TSQL,2020,2,314
Roff,2020,2,288
SourcePawn,2020,2,276
Scheme,2020,2,272
YAML,2020,2,267
Common Lisp,2020,2,265
CMake,2020,2,259
Raku,2020,2,257
Nim,2020,2,245
Assembly,2020,2,239
Standard ML,2020,2,226
Elm,2020,2,213
XSLT,2020,2,211
GLSL,2020,2,211
BitBake,2020,2,209
ABAP,2020,2,208
Crystal,2020,2,207
CodeQL,2020,2,197
QML,2020,2,193
Reason,2020,2,182
D,2020,2,180
Visual Basic .NET,2020,2,165
xBase,2020,2,152
Apex,2020,2,146
SWIG,2020,2,144
Cuda,2020,2,136
PLSQL,2020,2,135
Batchfile,2020,2,120
AutoHotkey,2020,2,120
Verilog,2020,2,107
F*,2020,2,106
Tcl,2020,2,101
Python,2020,3,111855
JavaScript,2020,3,99493
Java,2020,3,81529
Go,2020,3,63712
TypeScript,2020,3,59676
C++,2020,3,56178
PHP,2020,3,40211
C#,2020,3,35531
C,2020,3,27170
Dart,2020,3,15461
Ruby,2020,3,15347
Shell,2020,3,11796
HTML,2020,3,9556
Kotlin,2020,3,8041
Swift,2020,3,6257
Objective-C,2020,3,5158
Rust,2020,3,4725
Scala,2020,3,4266
CSS,2020,3,4083
Jupyter Notebook,2020,3,4052
Lua,2020,3,3637
Groovy,2020,3,2737
Vue,2020,3,2661
Emacs Lisp,2020,3,2238
Perl,2020,3,2179
R,2020,3,2129
Nix,2020,3,1940
Clojure,2020,3,1534
Haskell,2020,3,1384
DM,2020,3,1253
OCaml,2020,3,1177
Vim script,2020,3,1175
PowerShell,2020,3,1152
Makefile,2020,3,1086
Dockerfile,2020,3,996
CoffeeScript,2020,3,969
Smalltalk,2020,3,857
Elixir,2020,3,744
Erlang,2020,3,728
Starlark,2020,3,659
SystemVerilog,2020,3,648
ColdFusion,2020,3,615
SCSS,2020,3,584
MATLAB,2020,3,561
HCL,2020,3,560
PLpgSQL,2020,3,508
Nunjucks,2020,3,506
Vala,2020,3,506
Jsonnet,2020,3,435
Fortran,2020,3,435
Julia,2020,3,410
Jinja,2020,3,400
TeX,2020,3,387
Pascal,2020,3,376
F#,2020,3,314
ABAP,2020,3,300
Roff,2020,3,289
Verilog,2020,3,254
Haxe,2020,3,250
Assembly,2020,3,228
CMake,2020,3,214
CodeQL,2020,3,190
Standard ML,2020,3,189
TSQL,2020,3,182
Visual Basic .NET,2020,3,182
AutoHotkey,2020,3,179
Common Lisp,2020,3,176
Puppet,2020,3,175
YAML,2020,3,173
xBase,2020,3,160
XSLT,2020,3,158
Raku,2020,3,157
Nim,2020,3,152
PLSQL,2020,3,145
Rich Text Format,2020,3,145
GLSL,2020,3,142
D,2020,3,136
QML,2020,3,136
BitBake,2020,3,133
SourcePawn,2020,3,128
Crystal,2020,3,116
Elm,2020,3,115
Scheme,2020,3,108
Pawn,2020,3,103
Cuda,2020,3,102
SWIG,2020,3,100
Python,2020,4,101529
JavaScript,2020,4,94999
Java,2020,4,71591
TypeScript,2020,4,59135
Go,2020,4,54036
C++,2020,4,53876
PHP,2020,4,41255
C#,2020,4,35668
C,2020,4,26721
Ruby,2020,4,15203
Dart,2020,4,13641
Shell,2020,4,11826
Jinja,2020,4,10757
HTML,2020,4,9764
Kotlin,2020,4,7717
Swift,2020,4,5523
Objective-C,2020,4,4829
Rust,2020,4,4512
Scala,2020,4,4334
Lua,2020,4,3879
CSS,2020,4,3859
Jupyter Notebook,2020,4,3359
Nix,2020,4,2684
Emacs Lisp,2020,4,2662
Vue,2020,4,2580
Perl,2020,4,2286
Groovy,2020,4,2125
R,2020,4,1639
Haskell,2020,4,1482
CoffeeScript,2020,4,1319
Elixir,2020,4,1302
DM,2020,4,1288
OCaml,2020,4,1214
PowerShell,2020,4,1107
Vim script,2020,4,1044
Clojure,2020,4,1001
Dockerfile,2020,4,993
Makefile,2020,4,962
Nunjucks,2020,4,794
Smalltalk,2020,4,790
Starlark,2020,4,781
Erlang,2020,4,749
F#,2020,4,718
SCSS,2020,4,636
SystemVerilog,2020,4,635
Vala,2020,4,624
MATLAB,2020,4,611
PLpgSQL,2020,4,574
Julia,2020,4,533
HCL,2020,4,498
ColdFusion,2020,4,392
Pascal,2020,4,391
TeX,2020,4,373
Fortran,2020,4,360
Jsonnet,2020,4,354
TSQL,2020,4,317
Assembly,2020,4,253
D,2020,4,234
Raku,2020,4,226
Nim,2020,4,220
Standard ML,2020,4,204
Verilog,2020,4,194
QML,2020,4,186
CodeQL,2020,4,181
Common Lisp,2020,4,178
AutoHotkey,2020,4,178
Visual Basic .NET,2020,4,177
PureScript,2020,4,172
XSLT,2020,4,172
CMake,2020,4,168
Cuda,2020,4,166
SourcePawn,2020,4,145
SWIG,2020,4,144
Haxe,2020,4,140
Pawn,2020,4,136
Rich Text Format,2020,4,121
Forth,2020,4,121
GLSL,2020,4,119
YAML,2020,4,119
Elm,2020,4,109
Smarty,2020,4,107
xBase,2020,4,104
Gherkin,2020,4,101
Python,2021,1,99287
JavaScript,2021,1,86877
Java,2021,1,68137
TypeScript,2021,1,54880
Go,2021,1,50603
C++,2021,1,50471
PHP,2021,1,37100
C#,2021,1,32956
C,2021,1,28092
Ruby,2021,1,16102
Dart,2021,1,13973
Shell,2021,1,11162
HTML,2021,1,8571
Kotlin,2021,1,5633
Swift,2021,1,4723
Rust,2021,1,4182
Scala,2021,1,3850
Objective-C,2021,1,3687
CSS,2021,1,3516
Jupyter Notebook,2021,1,3465
Lua,2021,1,2892
Emacs Lisp,2021,1,2207
Nix,2021,1,2142
Perl,2021,1,2121
Groovy,2021,1,1989
Vue,2021,1,1918
R,2021,1,1616
Haskell,2021,1,1349
DM,2021,1,1143
PowerShell,2021,1,1076
OCaml,2021,1,924
Vim script,2021,1,872
Clojure,2021,1,864
CoffeeScript,2021,1,856
Dockerfile,2021,1,841
Erlang,2021,1,839
Makefile,2021,1,783
Elixir,2021,1,773
Nunjucks,2021,1,752
Starlark,2021,1,738
SystemVerilog,2021,1,690
PLpgSQL,2021,1,678
ColdFusion,2021,1,618
F#,2021,1,570
HCL,2021,1,552
SCSS,2021,1,533
MATLAB,2021,1,509
Smalltalk,2021,1,505
Vala,2021,1,473
TeX,2021,1,432
Jsonnet,2021,1,418
Jinja,2021,1,398
Pascal,2021,1,374
Julia,2021,1,363
TSQL,2021,1,350
Fortran,2021,1,339
Nim,2021,1,308
Roff,2021,1,278
CodeQL,2021,1,255
Assembly,2021,1,250
Coq,2021,1,221
Visual Basic .NET,2021,1,208
CMake,2021,1,186
Verilog,2021,1,183
Common Lisp,2021,1,181
SourcePawn,2021,1,172
XSLT,2021,1,165
Standard ML,2021,1,153
Haxe,2021,1,149
AutoHotkey,2021,1,147
YAML,2021,1,131
D,2021,1,129
UnrealScript,2021,1,120
QML,2021,1,118
Raku,2021,1,115
Crystal,2021,1,113
SWIG,2021,1,103
Scheme,2021,1,103
GLSL,2021,1,101
Python,2021,2,85788
JavaScript,2021,2,73535
Java,2021,2,63982
TypeScript,2021,2,52747
Go,2021,2,44847
C++,2021,2,44739
PHP,2021,2,29955
C#,2021,2,26032
C,2021,2,23645
Ruby,2021,2,13470
Dart,2021,2,13126
Shell,2021,2,9207
HTML,2021,2,7067
Kotlin,2021,2,5046
Scala,2021,2,4143
Swift,2021,2,3938
Rust,2021,2,3688
Objective-C,2021,2,3133
Jupyter Notebook,2021,2,2940
CSS,2021,2,2613
Lua,2021,2,2591
Nix,2021,2,2066
Perl,2021,2,1839
Groovy,2021,2,1819
R,2021,2,1681
Emacs Lisp,2021,2,1627
Vue,2021,2,1325
OCaml,2021,2,1237
Haskell,2021,2,1185
Vim script,2021,2,964
DM,2021,2,887
Clojure,2021,2,847
PowerShell,2021,2,845
Erlang,2021,2,744
Starlark,2021,2,725
Dockerfile,2021,2,721
Makefile,2021,2,689
CoffeeScript,2021,2,668
Elixir,2021,2,667
SystemVerilog,2021,2,664
MATLAB,2021,2,571
HCL,2021,2,543
Smalltalk,2021,2,511
Nunjucks,2021,2,503
Vala,2021,2,489
SCSS,2021,2,462
Julia,2021,2,442
ColdFusion,2021,2,401
PLpgSQL,2021,2,390
Fortran,2021,2,361
Pascal,2021,2,348
TeX,2021,2,344
Jinja,2021,2,331
Jsonnet,2021,2,331
F#,2021,2,329
Assembly,2021,2,238
Nim,2021,2,233
xBase,2021,2,227
Visual Basic .NET,2021,2,211
TSQL,2021,2,210
Verilog,2021,2,204
CodeQL,2021,2,195
XSLT,2021,2,157
Cuda,2021,2,148
Common Lisp,2021,2,147
Raku,2021,2,140
YAML,2021,2,124
Standard ML,2021,2,121
QML,2021,2,115
SWIG,2021,2,112
CMake,2021,2,109
Coq,2021,2,108
D,2021,2,107
Python,2021,3,80105
JavaScript,2021,3,64938
Java,2021,3,55137
TypeScript,2021,3,47629
Go,2021,3,45439
C++,2021,3,41182
PHP,2021,3,28113
C#,2021,3,23952
C,2021,3,21624
Dart,2021,3,11041
Ruby,2021,3,10343
Shell,2021,3,8626
HTML,2021,3,6683
Kotlin,2021,3,4935
Swift,2021,3,3626
Objective-C,2021,3,3084
Rust,2021,3,3063
Scala,2021,3,2864
CSS,2021,3,2611
Jupyter Notebook,2021,3,2433
Lua,2021,3,2262
Nix,2021,3,1965
Groovy,2021,3,1775
Emacs Lisp,2021,3,1689
Perl,2021,3,1649
R,2021,3,1419
OCaml,2021,3,1214
Vue,2021,3,1098
Haskell,2021,3,1022
DM,2021,3,1001
Vim script,2021,3,878
Dockerfile,2021,3,781
Clojure,2021,3,713
Elixir,2021,3,654
SystemVerilog,2021,3,642
CoffeeScript,2021,3,611
Smalltalk,2021,3,604
PowerShell,2021,3,601
Erlang,2021,3,593
Makefile,2021,3,567
Vala,2021,3,554
ColdFusion,2021,3,546
Nunjucks,2021,3,536
Starlark,2021,3,514
F#,2021,3,496
SCSS,2021,3,484
PLpgSQL,2021,3,452
HCL,2021,3,375
MATLAB,2021,3,346
TeX,2021,3,318
Julia,2021,3,315
Pascal,2021,3,301
Jinja,2021,3,264
Assembly,2021,3,255
Fortran,2021,3,243
Visual Basic .NET,2021,3,228
CodeQL,2021,3,227
Jsonnet,2021,3,214
TSQL,2021,3,209
Verilog,2021,3,199
YAML,2021,3,152
xBase,2021,3,149
Standard ML,2021,3,148
Nim,2021,3,147
Haxe,2021,3,135
QML,2021,3,129
Common Lisp,2021,3,127
Cuda,2021,3,124
CMake,2021,3,118
Raku,2021,3,103
XSLT,2021,3,101
Python,2021,4,62837
JavaScript,2021,4,50087
Java,2021,4,41447
TypeScript,2021,4,35268
Go,2021,4,32074
C++,2021,4,32061
PHP,2021,4,22317
C#,2021,4,19238
C,2021,4,16907
Ruby,2021,4,8319
Shell,2021,4,8041
Dart,2021,4,7782
HTML,2021,4,5050
Kotlin,2021,4,3586
Swift,2021,4,2766
Rust,2021,4,2653
Objective-C,2021,4,2328
Scala,2021,4,2208
Jupyter Notebook,2021,4,1951
Nix,2021,4,1907
CSS,2021,4,1775
Lua,2021,4,1471
DM,2021,4,1404
Groovy,2021,4,1397
Emacs Lisp,2021,4,1326
Perl,2021,4,1283
Haskell,2021,4,1043
R,2021,4,1017
OCaml,2021,4,844
Dockerfile,2021,4,700
Vue,2021,4,689
Elixir,2021,4,631
Clojure,2021,4,587
SystemVerilog,2021,4,534
Erlang,2021,4,517
Vim script,2021,4,512
Pascal,2021,4,507
Makefile,2021,4,505
Nunjucks,2021,4,468
Starlark,2021,4,453
Smalltalk,2021,4,437
SCSS,2021,4,423
PowerShell,2021,4,421
ColdFusion,2021,4,417
CoffeeScript,2021,4,378
Vala,2021,4,367
PLpgSQL,2021,4,354
TeX,2021,4,338
MATLAB,2021,4,308
HCL,2021,4,307
F#,2021,4,303
Jinja,2021,4,299
Julia,2021,4,257
Less,2021,4,242
Visual Basic .NET,2021,4,228
Common Lisp,2021,4,212
Fortran,2021,4,208
Assembly,2021,4,180
Verilog,2021,4,180
CodeQL,2021,4,168
Roff,2021,4,159
xBase,2021,4,156
Nim,2021,4,153
TSQL,2021,4,119
QML,2021,4,118
Haxe,2021,4,106
SourcePawn,2021,4,106
Python,2022,1,411
Java,2022,1,302
C++,2022,1,283
JavaScript,2022,1,220
Go,2022,1,204
